file_id,uniprot_id,ID,pocket,druggability,num_drug_pockets,struct_score
AF-Q6V0I7-F2-model_v4,Q6V0I7,Q6V0I7-F2,0.14,0.994,1,84.9869850746269
AF-Q6V0L0-F1-model_v4,Q6V0L0,Q6V0L0-F1,0.071,0.994,1,89.1819696969697
AF-Q6ZMI0-F1-model_v4,Q6ZMI0,Q6ZMI0-F1,0.175,0.994,1,83.8364874031008
AF-Q71F23-F1-model_v4,Q71F23,Q71F23-F1,0.002,0.994,1,65.518599280144
AF-Q7Z5P9-F17-model_v4,Q7Z5P9,Q7Z5P9-F17,0.271,0.994,4,50.6847793702742
AF-Q86W10-F1-model_v4,Q86W10,Q86W10-F1,0.172,0.994,1,91.7935124760077
AF-Q8NFP9-F8-model_v4,Q8NFP9,Q8NFP9-F8,0.066,0.994,2,71.8576260504202
AF-Q8TDD1-F1-model_v4,Q8TDD1,Q8TDD1-F1,0.245,0.994,3,71.1980853517878
AF-Q8TDL5-F1-model_v4,Q8TDL5,Q8TDL5-F1,0.322,0.994,1,88.2841393331526
AF-Q8WUM9-F1-model_v4,Q8WUM9,Q8WUM9-F1,0.089,0.994,1,70.015471224411
AF-Q9GZN6-F1-model_v4,Q9GZN6,Q9GZN6-F1,0.119,0.994,1,80.3056708685892
AF-Q9HB15-F1-model_v4,Q9HB15,Q9HB15-F1,0.139,0.994,1,73.7849012458219
AF-Q9HC24-F1-model_v4,Q9HC24,Q9HC24-F1,0.141,0.994,1,92.4896184004182
AF-Q9NYQ6-F10-model_v4,Q9NYQ6,Q9NYQ6-F10,0.244,0.994,1,69.7172752688172
AF-Q9UHE8-F1-model_v4,Q9UHE8,Q9UHE8-F1,0.019,0.994,1,84.309319631467
AF-Q9ULT0-F1-model_v4,Q9ULT0,Q9ULT0-F1,0.133,0.994,3,84.7831415010383
AF-A6NF89-F1-model_v4,A6NF89,A6NF89-F1,0.421,0.993,2,89.824598019802
AF-M0QZD8-F1-model_v4,M0QZD8,M0QZD8-F1,0.222,0.993,4,80.5408162698045
AF-O14514-F1-model_v4,O14514,O14514-F1,0.163,0.993,1,62.5820679747147
AF-O43924-F1-model_v4,O43924,O43924-F1,0.293,0.993,1,96.4791435562806
AF-O60774-F1-model_v4,O60774,O60774-F1,0.23,0.993,1,93.1340829087541
AF-O75795-F1-model_v4,O75795,O75795-F1,0.203,0.993,1,93.4515123313169
AF-O95397-F1-model_v4,O95397,O95397-F1,0.053,0.993,2,71.2498061123891
AF-P30419-F1-model_v4,P30419,P30419-F1,0.184,0.993,1,84.497883941971
AF-P47989-F1-model_v4,P47989,P47989-F1,0.138,0.993,3,96.095941394081
AF-P54219-F1-model_v4,P54219,P54219-F1,0.071,0.993,1,76.5668203699012
AF-Q14680-F1-model_v4,Q14680,Q14680-F1,0.159,0.993,1,70.6437161388783
AF-Q15125-F1-model_v4,Q15125,Q15125-F1,0.244,0.993,2,95.9066987179487
AF-Q3SY77-F1-model_v4,Q3SY77,Q3SY77-F1,0.133,0.993,3,90.416160437991
AF-Q5T3F8-F1-model_v4,Q5T3F8,Q5T3F8-F1,0.166,0.993,2,72.7913154744089
AF-Q5T4S7-F8-model_v4,Q5T4S7,Q5T4S7-F8,0.355,0.993,1,76.9246150985497
AF-Q5VST6-F1-model_v4,Q5VST6,Q5VST6-F1,0.114,0.993,1,92.6536118479222
AF-Q5VZY2-F1-model_v4,Q5VZY2,Q5VZY2-F1,0.383,0.993,2,92.0033816651076
AF-Q685J3-F17-model_v4,Q685J3,Q685J3-F17,0.018,0.993,2,52.4057740764467
AF-Q685J3-F6-model_v4,Q685J3,Q685J3-F6,0.273,0.993,5,57.7093163011998
AF-Q6P4A8-F1-model_v4,Q6P4A8,Q6P4A8-F1,0.146,0.993,1,92.1897961469534
AF-Q6ZUG5-F1-model_v4,Q6ZUG5,Q6ZUG5-F1,0.02,0.993,1,72.2925058899122
AF-Q7L5A8-F1-model_v4,Q7L5A8,Q7L5A8-F1,0.095,0.993,3,86.4333970345964
AF-Q8IZF6-F9-model_v4,Q8IZF6,Q8IZF6-F9,0.18,0.993,1,58.0963314659197
AF-Q8NGF7-F1-model_v4,Q8NGF7,Q8NGF7-F1,0.42,0.993,1,84.3221730300569
AF-Q8NH81-F1-model_v4,Q8NH81,Q8NH81-F1,0.138,0.993,1,84.066417794971
AF-Q92903-F1-model_v4,Q92903,Q92903-F1,0.167,0.993,2,81.2453298013245
AF-Q96CH1-F1-model_v4,Q96CH1,Q96CH1-F1,0.093,0.993,4,78.3570384764866
AF-Q96HE9-F1-model_v4,Q96HE9,Q96HE9-F1,0.431,0.993,1,67.1775808170515
AF-Q96K12-F1-model_v4,Q96K12,Q96K12-F1,0.267,0.993,1,93.9781399235912
AF-Q96R27-F1-model_v4,Q96R27,Q96R27-F1,0.064,0.993,1,86.1901221498371
AF-Q96S06-F1-model_v4,Q96S06,Q96S06-F1,0.207,0.993,2,90.6518484650555
AF-Q9BZF3-F1-model_v4,Q9BZF3,Q9BZF3-F1,0.238,0.993,1,71.1223072805139
AF-Q9H5I5-F8-model_v4,Q9H5I5,Q9H5I5-F8,0.076,0.993,1,72.1588848229805
AF-Q9H720-F1-model_v4,Q9H720,Q9H720-F1,0.374,0.993,1,91.24047370317
AF-Q9H8M1-F1-model_v4,Q9H8M1,Q9H8M1-F1,0.425,0.993,1,78.4961566771819
AF-Q9H9P8-F1-model_v4,Q9H9P8,Q9H9P8-F1,0.521,0.993,2,88.5222115384615
AF-Q9NPG1-F1-model_v4,Q9NPG1,Q9NPG1-F1,0.082,0.993,2,76.0093313410534
AF-Q9NPH5-F1-model_v4,Q9NPH5,Q9NPH5-F1,0.046,0.993,3,86.7570520965693
AF-Q9NYB5-F1-model_v4,Q9NYB5,Q9NYB5-F1,0.111,0.993,1,77.9491089824688
AF-Q9UBH6-F1-model_v4,Q9UBH6,Q9UBH6-F1,0.207,0.993,3,83.7337209705373
AF-Q9UIG8-F1-model_v4,Q9UIG8,Q9UIG8-F1,0.116,0.993,1,75.3024473438956
AF-Q9Y485-F5-model_v4,Q9Y485,Q9Y485-F5,0.088,0.993,2,66.8704726909817
AF-Q9Y4A5-F12-model_v4,Q9Y4A5,Q9Y4A5-F12,0.133,0.993,5,83.8994894146949
AF-Q9Y6R7-F4-model_v4,Q9Y6R7,Q9Y6R7-F4,0.741,0.993,3,86.5633816005406
AF-A6NL26-F1-model_v4,A6NL26,A6NL26-F1,0.063,0.992,1,87.6695802161263
AF-C9JH25-F1-model_v4,C9JH25,C9JH25-F1,0.105,0.992,2,52.8987555487525
AF-C9JRZ8-F1-model_v4,C9JRZ8,C9JRZ8-F1,0.393,0.992,1,97.7242989930287
AF-O00584-F1-model_v4,O00584,O00584-F1,0.065,0.992,1,87.3797203471553
AF-O14832-F1-model_v4,O14832,O14832-F1,0.057,0.992,1,87.1768399705015
AF-O75592-F10-model_v4,O75592,O75592-F10,0.039,0.992,4,62.1313225144563
AF-O94805-F1-model_v4,O94805,O94805-F1,0.097,0.992,1,91.6544207965947
AF-P06727-F1-model_v4,P06727,P06727-F1,0.205,0.992,2,80.4458502975258
AF-P14061-F1-model_v4,P14061,P14061-F1,0.071,0.992,1,90.9203462321792
AF-P22459-F1-model_v4,P22459,P22459-F1,0.111,0.992,1,70.1943258971872
AF-P24046-F1-model_v4,P24046,P24046-F1,0.041,0.992,1,74.5245782520325
AF-P43003-F1-model_v4,P43003,P43003-F1,0.263,0.992,2,81.850112520948
AF-P46095-F1-model_v4,P46095,P46095-F1,0.233,0.992,1,78.6437677902622
AF-P59544-F1-model_v4,P59544,P59544-F1,0.09,0.992,1,85.1538130381304
AF-P83105-F1-model_v4,P83105,P83105-F1,0.107,0.992,1,82.0659108744395
AF-Q00597-F1-model_v4,Q00597,Q00597-F1,0.319,0.992,4,82.8588540031397
AF-Q05C16-F1-model_v4,Q05C16,Q05C16-F1,0.057,0.992,1,51.6714734816082
AF-Q06520-F1-model_v4,Q06520,Q06520-F1,0.253,0.992,1,95.4542354419774
AF-Q13635-F1-model_v4,Q13635,Q13635-F1,0.164,0.992,1,74.4084172852598
AF-Q15858-F1-model_v4,Q15858,Q15858-F1,0.314,0.992,3,69.2428030160226
AF-Q6AW86-F1-model_v4,Q6AW86,Q6AW86-F1,0.038,0.992,1,64.2508781404085
AF-Q6ZWT7-F1-model_v4,Q6ZWT7,Q6ZWT7-F1,0.08,0.992,2,86.3770731126459
AF-Q71RH2-F1-model_v4,Q71RH2,Q71RH2-F1,0.146,0.992,3,89.5828022232515
AF-Q71RS6-F1-model_v4,Q71RS6,Q71RS6-F1,0.07,0.992,3,76.200930292822
AF-Q7Z5P9-F26-model_v4,Q7Z5P9,Q7Z5P9-F26,0.504,0.992,2,51.0621651810899
AF-Q8IZQ1-F5-model_v4,Q8IZQ1,Q8IZQ1-F5,0.157,0.992,1,76.6151452739978
AF-Q8N1S5-F1-model_v4,Q8N1S5,Q8N1S5-F1,0.181,0.992,2,76.3513405362145
AF-Q8NGA6-F1-model_v4,Q8NGA6,Q8NGA6-F1,0.075,0.992,1,86.7356191254597
AF-Q8NGC4-F1-model_v4,Q8NGC4,Q8NGC4-F1,0.128,0.992,1,87.810340218712
AF-Q8TF62-F1-model_v4,Q8TF62,Q8TF62-F1,0.155,0.992,2,81.7368142424559
AF-Q969M2-F1-model_v4,Q969M2,Q969M2-F1,0.05,0.992,3,58.6947987117552
AF-Q96EF0-F1-model_v4,Q96EF0,Q96EF0-F1,0.093,0.992,3,81.1019414316703
AF-Q96ER9-F1-model_v4,Q96ER9,Q96ER9-F1,0.087,0.992,1,70.4367309486781
AF-Q96MF6-F1-model_v4,Q96MF6,Q96MF6-F1,0.119,0.992,1,77.717762345679
AF-Q9H6A9-F1-model_v4,Q9H6A9,Q9H6A9-F1,0.145,0.992,1,61.2273295418238
AF-Q9UI14-F1-model_v4,Q9UI14,Q9UI14-F1,0.171,0.992,2,81.9891438356164
AF-Q9UKF7-F1-model_v4,Q9UKF7,Q9UKF7-F1,0.057,0.992,1,83.1569316081331
AF-A0A0B4J1W7-F1-model_v4,A0A0B4J1W7,A0A0B4J1W7-F1,-0.021,0.991,1,50.9968292682927
AF-A6NK75-F1-model_v4,A6NK75,A6NK75-F1,0.201,0.991,3,73.7368773072747
AF-E9PJI5-F1-model_v4,E9PJI5,E9PJI5-F1,0.034,0.991,1,51.2668602295746
AF-F8WFD2-F1-model_v4,F8WFD2,F8WFD2-F1,0.039,0.991,1,52.0239480242079
AF-O15229-F1-model_v4,O15229,O15229-F1,0.082,0.991,2,89.0048917197452
AF-O75962-F7-model_v4,O75962,O75962-F7,0.067,0.991,1,67.1409576341893
AF-O76024-F1-model_v4,O76024,O76024-F1,0.038,0.991,1,74.1001938039327
AF-P14902-F1-model_v4,P14902,P14902-F1,0.277,0.991,1,93.3983944810285
AF-P17213-F1-model_v4,P17213,P17213-F1,0.083,0.991,2,92.6663238396625
AF-P22307-F1-model_v4,P22307,P22307-F1,0.06,0.991,2,92.2892579163645
AF-P29475-F1-model_v4,P29475,P29475-F1,0.211,0.991,3,80.8292773954473
AF-P30837-F1-model_v4,P30837,P30837-F1,0.176,0.991,1,95.5045425241755
AF-P51686-F1-model_v4,P51686,P51686-F1,0.094,0.991,2,82.8346996946047
AF-P52732-F1-model_v4,P52732,P52732-F1,0.141,0.991,1,74.7686384864088
AF-Q15615-F1-model_v4,Q15615,Q15615-F1,0.263,0.991,1,89.0152593192869
AF-Q5QJU3-F1-model_v4,Q5QJU3,Q5QJU3-F1,0.196,0.991,1,92.9749183303085
AF-Q5VXJ0-F1-model_v4,Q5VXJ0,Q5VXJ0-F1,0.026,0.991,1,92.914796394156
AF-Q6P597-F1-model_v4,Q6P597,Q6P597-F1,0.212,0.991,1,76.0152002053388
AF-Q7Z2K6-F1-model_v4,Q7Z2K6,Q7Z2K6-F1,0.085,0.991,3,89.4544991534989
AF-Q86UQ4-F4-model_v4,Q86UQ4,Q86UQ4-F4,0.126,0.991,8,55.8696624248851
AF-Q86V85-F1-model_v4,Q86V85,Q86V85-F1,0.221,0.991,2,81.2671383376474
AF-Q8NGT5-F1-model_v4,Q8NGT5,Q8NGT5-F1,0.104,0.991,3,84.6802172164119
AF-Q8NHP6-F1-model_v4,Q8NHP6,Q8NHP6-F1,0.18,0.991,1,81.7075974334601
AF-Q96D53-F1-model_v4,Q96D53,Q96D53-F1,0.119,0.991,2,76.570539389638
AF-Q96JH7-F1-model_v4,Q96JH7,Q96JH7-F1,0.106,0.991,2,71.220920466596
AF-Q96P67-F1-model_v4,Q96P67,Q96P67-F1,0.125,0.991,1,84.4921460340993
AF-Q96PX1-F1-model_v4,Q96PX1,Q96PX1-F1,0.122,0.991,1,60.5964734393176
AF-Q9BWQ8-F1-model_v4,Q9BWQ8,Q9BWQ8-F1,0.102,0.991,1,78.5193078470825
AF-Q9BYV7-F1-model_v4,Q9BYV7,Q9BYV7-F1,0.114,0.991,1,88.8699525759862
AF-Q9BZF1-F1-model_v4,Q9BZF1,Q9BZF1-F1,0.066,0.991,2,70.9443176074137
AF-Q9H1N7-F1-model_v4,Q9H1N7,Q9H1N7-F1,0.212,0.991,2,77.3164340344168
AF-Q9H8X9-F1-model_v4,Q9H8X9,Q9H8X9-F1,0.211,0.991,1,74.529913285847
AF-Q9NTI2-F1-model_v4,Q9NTI2,Q9NTI2-F1,0.114,0.991,1,81.1796892955948
AF-Q9NYQ6-F9-model_v4,Q9NYQ6,Q9NYQ6-F9,0.15,0.991,1,71.3863818536042
AF-Q9UBM7-F1-model_v4,Q9UBM7,Q9UBM7-F1,0.132,0.991,1,91.715849935317
AF-Q9UQD0-F1-model_v4,Q9UQD0,Q9UQD0-F1,0.154,0.991,5,69.1779424569373
AF-A0A2R8YED5-F1-model_v4,A0A2R8YED5,A0A2R8YED5-F1,0.106,0.99,1,89.0177003776752
AF-A6NH21-F1-model_v4,A6NH21,A6NH21-F1,0.16,0.99,3,71.6463263263263
AF-O00237-F1-model_v4,O00237,O00237-F1,0.11,0.99,3,73.9133065380493
AF-O15504-F1-model_v4,O15504,O15504-F1,0.076,0.99,2,57.5272933753943
AF-P06126-F1-model_v4,P06126,P06126-F1,0.024,0.99,1,89.2181280975982
AF-P22570-F1-model_v4,P22570,P22570-F1,0.127,0.99,1,91.6716021080369
AF-P28222-F1-model_v4,P28222,P28222-F1,0.102,0.99,1,79.8941049885882
AF-P28223-F1-model_v4,P28223,P28223-F1,0.1,0.99,1,73.9100786547328
AF-P28347-F1-model_v4,P28347,P28347-F1,0.255,0.99,1,77.3990483249333
AF-Q00169-F1-model_v4,Q00169,Q00169-F1,0.049,0.99,1,95.4943864346274
AF-Q01118-F1-model_v4,Q01118,Q01118-F1,0.174,0.99,5,74.6894390190176
AF-Q13614-F1-model_v4,Q13614,Q13614-F1,0.234,0.99,2,89.4498646034816
AF-Q15149-F8-model_v4,Q15149,Q15149-F8,0.22,0.99,1,73.6027100508683
AF-Q16602-F1-model_v4,Q16602,Q16602-F1,0.051,0.99,1,78.9361678734245
AF-Q16696-F1-model_v4,Q16696,Q16696-F1,0.076,0.99,1,96.149041781336
AF-Q4G0S7-F1-model_v4,Q4G0S7,Q4G0S7-F1,0.516,0.99,2,87.3260295519542
AF-Q5CZC0-F15-model_v4,Q5CZC0,Q5CZC0-F15,0.004,0.99,5,50.7067652859961
AF-Q5W0Z9-F1-model_v4,Q5W0Z9,Q5W0Z9-F1,0.226,0.99,1,85.9061365918982
AF-Q6ZRT6-F1-model_v4,Q6ZRT6,Q6ZRT6-F1,0.012,0.99,1,56.5312713567839
AF-Q8NEN9-F1-model_v4,Q8NEN9,Q8NEN9-F1,0.114,0.99,1,62.1135314917127
AF-Q8NG97-F1-model_v4,Q8NG97,Q8NG97-F1,0.232,0.99,1,85.4936197592362
AF-Q8NH55-F1-model_v4,Q8NH55,Q8NH55-F1,0.024,0.99,1,81.9817741935484
AF-Q8NHB8-F1-model_v4,Q8NHB8,Q8NHB8-F1,0.158,0.99,1,88.2642465208747
AF-Q96AQ8-F1-model_v4,Q96AQ8,Q96AQ8-F1,0.124,0.99,1,70.8384416517056
AF-Q9BVC6-F1-model_v4,Q9BVC6,Q9BVC6-F1,0.055,0.99,1,68.4254835224203
AF-Q9BW83-F1-model_v4,Q9BW83,Q9BW83-F1,0.054,0.99,1,92.2461640027797
AF-Q9C0G6-F14-model_v4,Q9C0G6,Q9C0G6-F14,0.332,0.99,2,84.4553994856788
AF-Q9H205-F1-model_v4,Q9H205,Q9H205-F1,0.115,0.99,1,85.1357982171799
AF-Q9HAT1-F1-model_v4,Q9HAT1,Q9HAT1-F1,0.139,0.99,3,69.6429081885856
AF-Q9NY46-F1-model_v4,Q9NY46,Q9NY46-F1,0.309,0.99,2,68.8059090623231
AF-Q9NZ56-F1-model_v4,Q9NZ56,Q9NZ56-F1,0.118,0.99,1,51.7331720387737
AF-Q9P1P4-F1-model_v4,Q9P1P4,Q9P1P4-F1,0.118,0.99,4,82.3352377495463
AF-Q9P212-F1-model_v4,Q9P212,Q9P212-F1,0.079,0.99,1,60.0421186067019
AF-Q9P241-F1-model_v4,Q9P241,Q9P241-F1,0.139,0.99,3,73.0018314985795
AF-Q9UK10-F1-model_v4,Q9UK10,Q9UK10-F1,0.115,0.99,1,69.8433570190641
AF-Q9UKU0-F1-model_v4,Q9UKU0,Q9UKU0-F1,0.419,0.99,1,90.1709180687637
AF-Q9UKU6-F1-model_v4,Q9UKU6,Q9UKU6-F1,0.084,0.99,1,86.8360899528473
AF-Q9Y6N5-F1-model_v4,Q9Y6N5,Q9Y6N5-F1,0.12,0.99,1,93.466091529278
AF-M0QZD8-F6-model_v4,M0QZD8,M0QZD8-F6,0.428,0.989,6,71.5989457748417
AF-O94915-F6-model_v4,O94915,O94915-F6,0.225,0.989,3,68.9483196016297
AF-P06133-F1-model_v4,P06133,P06133-F1,0.266,0.989,1,94.3888626257898
AF-P13196-F1-model_v4,P13196,P13196-F1,0.192,0.989,1,80.7131001011122
AF-P21817-F20-model_v4,P21817,P21817-F20,0.145,0.989,2,76.5189462276809
AF-P35498-F1-model_v4,P35498,P35498-F1,0.286,0.989,2,69.2496348733234
AF-P35580-F1-model_v4,P35580,P35580-F1,0.202,0.989,3,75.4898121072606
AF-P56556-F1-model_v4,P56556,P56556-F1,0.042,0.989,1,88.306904315197
AF-Q14264-F1-model_v4,Q14264,Q14264-F1,0.04,0.989,1,66.181212565445
AF-Q14588-F1-model_v4,Q14588,Q14588-F1,0.23,0.989,2,74.232363153233
AF-Q16739-F1-model_v4,Q16739,Q16739-F1,0.189,0.989,1,93.2958021559924
AF-Q86UQ4-F12-model_v4,Q86UQ4,Q86UQ4-F12,0.13,0.989,5,60.7015428317798
AF-Q8N2M4-F1-model_v4,Q8N2M4,Q8N2M4-F1,0.359,0.989,2,89.8975160944206
AF-Q8NGR8-F1-model_v4,Q8NGR8,Q8NGR8-F1,0.043,0.989,1,84.7406047077922
AF-Q8NGU2-F1-model_v4,Q8NGU2,Q8NGU2-F1,0.327,0.989,2,84.6962957074722
AF-Q8NHK3-F1-model_v4,Q8NHK3,Q8NHK3-F1,0.125,0.989,1,72.3319538622859
AF-Q8TDI8-F1-model_v4,Q8TDI8,Q8TDI8-F1,0.161,0.989,1,78.393874048891007
AF-Q92543-F1-model_v4,Q92543,Q92543-F1,0.087,0.989,4,61.5746509186352
AF-Q96AM1-F1-model_v4,Q96AM1,Q96AM1-F1,0.111,0.989,2,80.7909250279746
AF-Q96K49-F1-model_v4,Q96K49,Q96K49-F1,0.075,0.989,1,74.3841006711409
AF-Q96R72-F1-model_v4,Q96R72,Q96R72-F1,0.227,0.989,2,84.8252808988764
AF-Q9H2K8-F1-model_v4,Q9H2K8,Q9H2K8-F1,0.164,0.989,2,81.4180457127401
AF-Q9UBU6-F1-model_v4,Q9UBU6,Q9UBU6-F1,0.12,0.989,2,60.0733536977492
AF-Q9Y5S8-F1-model_v4,Q9Y5S8,Q9Y5S8-F1,0.056,0.989,2,89.680390744379
AF-Q9Y6R4-F1-model_v4,Q9Y6R4,Q9Y6R4-F1,0.17,0.989,5,66.1022266635316
AF-Q9Y6X3-F1-model_v4,Q9Y6X3,Q9Y6X3-F1,0.084,0.989,1,91.6123413025556
AF-A2A368-F1-model_v4,A2A368,A2A368-F1,0.186,0.988,1,74.5859110586383
AF-A6NJY1-F1-model_v4,A6NJY1,A6NJY1-F1,0.188,0.988,1,79.314143187067
AF-O60218-F1-model_v4,O60218,O60218-F1,0.091,0.988,1,97.7875245579568
AF-O75373-F1-model_v4,O75373,O75373-F1,0.166,0.988,1,75.2728867403315
AF-P04798-F1-model_v4,P04798,P04798-F1,0.159,0.988,1,95.5375762753234
AF-P0CG22-F1-model_v4,P0CG22,P0CG22-F1,0.34,0.988,2,87.0270741950537
AF-P35241-F1-model_v4,P35241,P35241-F1,0.123,0.988,2,86.928
AF-P49116-F1-model_v4,P49116,P49116-F1,0.109,0.988,1,66.3380279537017
AF-P51572-F1-model_v4,P51572,P51572-F1,0.195,0.988,2,85.074461928934
AF-P55085-F1-model_v4,P55085,P55085-F1,0.37,0.988,1,82.075598840953
AF-Q03001-F31-model_v4,Q03001,Q03001-F31,0.292,0.988,2,83.4335895621406
AF-Q12857-F1-model_v4,Q12857,Q12857-F1,0.304,0.988,1,63.8816544024359
AF-Q15149-F13-model_v4,Q15149,Q15149-F13,0.081,0.988,1,80.3292665586753
AF-Q15751-F1-model_v4,Q15751,Q15751-F1,0.144,0.988,1,77.1864227264274
AF-Q7Z3T1-F1-model_v4,Q7Z3T1,Q7Z3T1-F1,0.251,0.988,5,77.5044690446905
AF-Q86SM5-F1-model_v4,Q86SM5,Q86SM5-F1,0.2,0.988,1,87.1314407540395
AF-Q8NGG0-F1-model_v4,Q8NGG0,Q8NGG0-F1,0.082,0.988,2,89.3570744466801
AF-Q8NH70-F1-model_v4,Q8NH70,Q8NH70-F1,0.318,0.988,1,85.4953599071207
AF-Q8TED0-F1-model_v4,Q8TED0,Q8TED0-F1,0.201,0.988,1,82.898952866861
AF-Q92736-F17-model_v4,Q92736,Q92736-F17,0.196,0.988,2,74.6349787910923
AF-Q96SQ9-F1-model_v4,Q96SQ9,Q96SQ9-F1,0.289,0.988,1,93.1722275844552
AF-Q9HBY0-F1-model_v4,Q9HBY0,Q9HBY0-F1,0.004,0.988,3,90.1763895538629
AF-Q9HCG7-F1-model_v4,Q9HCG7,Q9HCG7-F1,0.165,0.988,1,89.8900801521532
AF-Q9HCP6-F1-model_v4,Q9HCP6,Q9HCP6-F1,0.121,0.988,2,91.2267548676984
AF-Q9P2X0-F1-model_v4,Q9P2X0,Q9P2X0-F1,0.134,0.988,1,87.147876230661
AF-Q9UNU6-F1-model_v4,Q9UNU6,Q9UNU6-F1,0.173,0.988,2,91.8795270599707
AF-A8K8V0-F1-model_v4,A8K8V0,A8K8V0-F1,0.109,0.987,1,63.2485019993848
AF-O60636-F1-model_v4,O60636,O60636-F1,0.155,0.987,2,86.5253486997636
AF-O60656-F1-model_v4,O60656,O60656-F1,0.289,0.987,1,92.5250581809546
AF-P02771-F1-model_v4,P02771,P02771-F1,0.177,0.987,2,88.9915831079675
AF-P08F94-F4-model_v4,P08F94,P08F94-F4,0.123,0.987,2,79.5813044705882
AF-P11511-F1-model_v4,P11511,P11511-F1,0.157,0.987,1,91.4632610837438
AF-P16662-F1-model_v4,P16662,P16662-F1,0.2,0.987,1,93.3302241419566
AF-P35354-F1-model_v4,P35354,P35354-F1,0.262,0.987,1,93.3276978417266
AF-P49748-F1-model_v4,P49748,P49748-F1,0.088,0.987,2,90.6001618450334
AF-P51589-F1-model_v4,P51589,P51589-F1,0.08,0.987,1,93.7890555828824
AF-P52569-F1-model_v4,P52569,P52569-F1,0.19,0.987,1,80.8565484446206
AF-Q16787-F9-model_v4,Q16787,Q16787-F9,0.168,0.987,2,74.5793167018252
AF-Q5T4D3-F1-model_v4,Q5T4D3,Q5T4D3-F1,0.128,0.987,1,92.5596637077501
AF-Q6P0A1-F1-model_v4,Q6P0A1,Q6P0A1-F1,0.055,0.987,1,78.9358893557423
AF-Q86TG1-F1-model_v4,Q86TG1,Q86TG1-F1,0.154,0.987,1,90.4618357248887
AF-Q8IW03-F1-model_v4,Q8IW03,Q8IW03-F1,0.066,0.987,1,72.8186787204451
AF-Q8N394-F1-model_v4,Q8N394,Q8N394-F1,0.132,0.987,2,90.4997905364678
AF-Q8NGE5-F1-model_v4,Q8NGE5,Q8NGE5-F1,0.08,0.987,1,89.9309963985594
AF-Q8TAV3-F1-model_v4,Q8TAV3,Q8TAV3-F1,0.133,0.987,1,93.0835219794683
AF-Q8WYA1-F1-model_v4,Q8WYA1,Q8WYA1-F1,0.121,0.987,1,61.8583990345937
AF-Q92535-F1-model_v4,Q92535,Q92535-F1,0.027,0.987,1,88.8168747363981
AF-Q96GR4-F1-model_v4,Q96GR4,Q96GR4-F1,0.089,0.987,1,88.9440817263545
AF-Q96NE9-F1-model_v4,Q96NE9,Q96NE9-F1,0.411,0.987,2,67.4128018178226
AF-Q9GIP4-F1-model_v4,Q9GIP4,Q9GIP4-F1,0.411,0.987,1,78.6119813352477
AF-Q9H5I5-F4-model_v4,Q9H5I5,Q9H5I5-F4,0.194,0.987,2,74.0451325280264
AF-Q9NR11-F1-model_v4,Q9NR11,Q9NR11-F1,0.104,0.987,1,60.1293602080624
AF-Q9NYV8-F1-model_v4,Q9NYV8,Q9NYV8-F1,0.211,0.987,3,81.3366614481409
AF-Q9NZG7-F1-model_v4,Q9NZG7,Q9NZG7-F1,0.185,0.987,3,67.543722826087
AF-Q9NZP0-F1-model_v4,Q9NZP0,Q9NZP0-F1,0.406,0.987,1,91.3845261895242
AF-Q9P2C4-F1-model_v4,Q9P2C4,Q9P2C4-F1,0.096,0.987,1,71.8506620351451
AF-A0A0J9YWL9-F1-model_v4,A0A0J9YWL9,A0A0J9YWL9-F1,0.558,0.986,7,50.6594932256384
AF-A2VEC9-F1-model_v4,A2VEC9,A2VEC9-F1,0.318,0.986,1,79.8761429521909
AF-O00219-F1-model_v4,O00219,O00219-F1,0.19,0.986,1,91.446054467702
AF-O00391-F1-model_v4,O00391,O00391-F1,0.296,0.986,1,78.544502572898807
AF-O14817-F1-model_v4,O14817,O14817-F1,0.133,0.986,2,89.9088119891008
AF-O95477-F1-model_v4,O95477,O95477-F1,0.154,0.986,4,74.1457500419018
AF-P04114-F4-model_v4,P04114,P04114-F4,0.385,0.986,5,77.1268084329652
AF-P0DN82-F1-model_v4,P0DN82,P0DN82-F1,0.26,0.986,3,84.6413078470825
AF-P22830-F1-model_v4,P22830,P22830-F1,0.183,0.986,1,87.3927526753864
AF-P29972-F1-model_v4,P29972,P29972-F1,0.634,0.986,2,90.3015564395823
AF-P33260-F1-model_v4,P33260,P33260-F1,0.07,0.986,1,93.9962244376278
AF-P48380-F1-model_v4,P48380,P48380-F1,0.151,0.986,1,67.8685716723549
AF-Q0VDD8-F1-model_v4,Q0VDD8,Q0VDD8-F1,0.114,0.986,3,58.4397318214543
AF-Q12767-F1-model_v4,Q12767,Q12767-F1,0.213,0.986,3,73.9379525110713
AF-Q15561-F1-model_v4,Q15561,Q15561-F1,0.243,0.986,2,76.5831209630065
AF-Q17RC7-F1-model_v4,Q17RC7,Q17RC7-F1,0.101,0.986,2,78.0386011375755
AF-Q4VNC0-F1-model_v4,Q4VNC0,Q4VNC0-F1,0.126,0.986,3,78.6476459023179
AF-Q5CZC0-F11-model_v4,Q5CZC0,Q5CZC0-F11,0.051,0.986,3,50.3066495772621
AF-Q86WG3-F1-model_v4,Q86WG3,Q86WG3-F1,0.148,0.986,1,70.6355015197568
AF-Q8IVB5-F1-model_v4,Q8IVB5,Q8IVB5-F1,0.034,0.986,1,79.4095948578107
