"TARGETID","all_target_genes","uniprotswissprot","INDICATION","DRUGTYPE","UNIPROID","TARGNAME","TARGTYPE"
"T96079","CXCR4","P61073","Solid tumour/cancer","Small molecular drug","CXCR4_HUMAN","C-X-C chemokine receptor type 4 (CXCR4)","Successful target"
"T96144","TOP2A; TOP2B",NA,"Breast cancer","Small molecular drug","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","Successful target"
"T96144","TOP2A; TOP2B",NA,"Pediatric cancer","Small molecular drug","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","Successful target"
"T96144","TOP2A; TOP2B",NA,"Tumour","Small molecular drug","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","Successful target"
"T96144","TOP2A; TOP2B",NA,"Solid tumour/cancer","Small molecular drug","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","Successful target"
"T96144","TOP2A; TOP2B",NA,"Colorectal cancer","Small molecular drug","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","Successful target"
"T96144","TOP2A; TOP2B",NA,"Bladder cancer","Small molecular drug","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","Successful target"
"T96144","TOP2A; TOP2B",NA,"Lung cancer","Small molecular drug","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","Successful target"
"T96144","TOP2A; TOP2B",NA,"Hepatocellular carcinoma","Small molecular drug","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","Successful target"
"T96144","TOP2A; TOP2B",NA,"Pancreatic cancer","Small molecular drug","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","Successful target"
"T96144","TOP2A; TOP2B",NA,"Ovarian cancer","Small molecular drug","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","Successful target"
"T96144","TOP2A; TOP2B",NA,"Gastric adenocarcinoma","Small molecular drug","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","Successful target"
"T96144","TOP2A; TOP2B",NA,"Metastatic lung cancer","Small molecular drug","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","Successful target"
"T96144","TOP2A; TOP2B",NA,"Acute myeloid leukaemia","Small molecular drug","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","Successful target"
"T96144","TOP2A; TOP2B",NA,"Acute lymphoblastic leukaemia","Small molecular drug","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","Successful target"
"T96721",NA,NA,"Solid tumour/cancer","Small molecular drug","VEGFA_HUMAN; VEGFB_HUMAN; VEGFC_HUMAN; VEGFD_HUMAN","Vascular endothelial growth factor (VEGF)","Successful target"
"T97071","FOLH1","Q04609","Prostate cancer","Small molecule","FOLH1_HUMAN","Glutamate carboxypeptidase II (GCPII)","Successful target"
"T97071","FOLH1","Q04609","Prostate cancer","Small molecular drug","FOLH1_HUMAN","Glutamate carboxypeptidase II (GCPII)","Successful target"
"T97257","TGFB1","P01137","Aggressive cancer","Small molecule","TGFB1_HUMAN","Transforming growth factor beta 1 (TGFB1)","Successful target"
"T97257","TGFB1","P01137","Solid tumour/cancer","Small molecular drug","TGFB1_HUMAN","Transforming growth factor beta 1 (TGFB1)","Successful target"
"T97257","TGFB1","P01137","Non-small-cell lung cancer","Small molecular drug","TGFB1_HUMAN","Transforming growth factor beta 1 (TGFB1)","Successful target"
"T97257","TGFB1","P01137","Pancreatic cancer","Small molecular drug","TGFB1_HUMAN","Transforming growth factor beta 1 (TGFB1)","Successful target"
"T97257","TGFB1","P01137","Hepatocellular carcinoma","Small molecular drug","TGFB1_HUMAN","Transforming growth factor beta 1 (TGFB1)","Successful target"
"T97617",NA,NA,"Hepatocellular carcinoma","Small molecular drug","NOUNIPROTAC","Sphingosine-1 phosphate receptor (S1PR)","Successful target"
"T97713","PPAT","Q06203","Acute lymphoblastic leukaemia","Small molecular drug","PUR1_HUMAN","Amidophosphoribosyltransferase (PPAT)","Successful target"
"T98913","CSF3R","Q99062","Solid tumour/cancer","Small molecular drug","CSF3R_HUMAN","Granulocyte colony-stimulating factor receptor (G-CSF-R)","Successful target"
"T98913","CSF3R","Q99062","Malignant solid tumour","Small molecular drug","CSF3R_HUMAN","Granulocyte colony-stimulating factor receptor (G-CSF-R)","Successful target"
"T98917","MRM2","Q9UI43","Pancreatic cancer","Small molecular drug","MRM2_HUMAN","Mitochondrial rRNA methyltransferase 2 (MRM2)","Successful target"
"T99031",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","ERK activator kinase (MEK)","Successful target"
"T99089","BRAF","P15056","Solid tumour/cancer","Small molecular drug","BRAF_HUMAN","Serine/threonine-protein kinase B-raf (BRAF)","Successful target"
"T99840","APH1A; APH1B; NCSTN; PSENEN; PSEN1",NA,"Desmoid tumour","Small molecular drug","APH1A_HUMAN; APH1B_HUMAN; PEN2_HUMAN; NICA_HUMAN; PSN1_HUMAN","Gamma-secretase (GS)","Successful target"
"T99840","APH1A; APH1B; NCSTN; PSENEN; PSEN1",NA,"Breast cancer","Small molecular drug","APH1A_HUMAN; APH1B_HUMAN; PEN2_HUMAN; NICA_HUMAN; PSN1_HUMAN","Gamma-secretase (GS)","Successful target"
"T99840","APH1A; APH1B; NCSTN; PSENEN; PSEN1",NA,"Solid tumour/cancer","Small molecular drug","APH1A_HUMAN; APH1B_HUMAN; PEN2_HUMAN; NICA_HUMAN; PSN1_HUMAN","Gamma-secretase (GS)","Successful target"
"T99948","CD274","Q9NZQ7","Solid tumour/cancer","Small molecule immunotherapy ","PD1L1_HUMAN","Programmed cell death 1 ligand 1 (PD-L1)","Successful target"
"T99948","CD274","Q9NZQ7","Solid tumour/cancer","Small molecular drug","PD1L1_HUMAN","Programmed cell death 1 ligand 1 (PD-L1)","Successful target"
"T99954","PTGIR","P43119","Solid tumour/cancer","Small molecular drug","PI2R_HUMAN","Prostacyclin receptor (PTGIR)","Successful target"
"T99989","CSNK1E","P49674","Pancreatic cancer","Small molecular drug","KC1E_HUMAN","Casein kinase I epsilon (CSNK1E)","Successful target"
"T99989","CSNK1E","P49674","Chronic lymphocytic leukaemia","Small molecular drug","KC1E_HUMAN","Casein kinase I epsilon (CSNK1E)","Successful target"
