"TARGETID","all_target_genes","uniprotswissprot","DRUGNAME","INDICATION","DRUGTYPE","UNIPROID","TARGNAME","TARGTYPE"
"T01840",NA,NA,"SRD-441","Atopic dermatitis",NA,"NOUNIPROTAC","Protease unspecific (PRO)","Successful target"
"T02001","PDE4D","Q08499","AN-2898","Atopic dermatitis",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","AVE-8112","Parkinson disease",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","V-11294A","Asthma",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","KF-66490","Atopic dermatitis","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","CHF-5480","Chronic obstructive pulmonary disease",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","CD-160130","Chronic lymphocytic leukaemia",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","BPN14770","Alzheimer disease",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","ZL-N-91","Lung inflammation",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","AWD-12-281","Rhinitis","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","SCH-351591","Chronic obstructive pulmonary disease","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","OX-914","Asthma",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","AL-59640","Xerophthalmia",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","LIRIMILAST","Chronic obstructive pulmonary disease","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","CI-1018","Asthma","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Piclamilast","Rheumatoid arthritis","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","CC-1088","Crohn disease","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499",NA,NA,"Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Revamilast","Asthma","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","TA-7906","Atopic dermatitis",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","MK-0873","Psoriasis vulgaris","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","GSK-356278","Huntington disease","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Daxalipram","Multiple sclerosis",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","OCID-2987","Inflammation",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Ronomilast","Chronic obstructive pulmonary disease","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","TOFIMILAST","Chronic obstructive pulmonary disease","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","SOTB07","Asthma",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","GPD-1116","Asthma",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","KW-4490","Asthma",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","TJN-598","Glomerulonephritis",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","D-4418","Cutaneous T-cell lymphoma","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","NIK-616","Chronic obstructive pulmonary disease",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","TAS-203","Respiratory tract inflammation",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Oglemilast","Asthma","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","DENBUFYLLINE","Cognitive impairment","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","MEM-1414","Mood disorder",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","D-22888","Allergy","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","LAS-37779","Psoriasis vulgaris",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","HT-0712","Cognitive impairment","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Papaverine","Spasm","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","ASP-3258","Respiratory tract inflammation",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","CH-3697","Asthma",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","YM-976","Asthma","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Torbafylline","Peripheral vascular disease","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","CDP840","Chronic obstructive pulmonary disease","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","GW-3600","Asthma",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02119","ARSB","P15848","Galsulfase","Mucopolysaccharidosis",NA,"ARSB_HUMAN","N-acetylgalactosamine-4-sulfatase (G4S)","Successful target"
"T02246",NA,NA,"SPD602","Anemia",NA,"NOUNIPROTAC","Iron (Fe)","Successful target"
"T02246",NA,NA,"Exjade","Iron overload disease","Small molecular drug","NOUNIPROTAC","Iron (Fe)","Successful target"
"T02246",NA,NA,"Deferiprone","Thalassemia","Small molecular drug","NOUNIPROTAC","Iron (Fe)","Successful target"
"T02246",NA,NA,"DpC","Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Iron (Fe)","Successful target"
"T02246",NA,NA,"Soluble ferric pyrophosphate","Iron-deficiency anemia","Small molecular drug","NOUNIPROTAC","Iron (Fe)","Successful target"
"T02246",NA,NA,"Monohydroxyethylrutoside","Cardiovascular disease",NA,"NOUNIPROTAC","Iron (Fe)","Successful target"
"T02246",NA,NA,"Deferoxamine Mesylate","Acute iron or aluminum toxicity","Small molecular drug","NOUNIPROTAC","Iron (Fe)","Successful target"
"T02246",NA,NA,"Etidronate Disodium","Osteoporosis","Small molecular drug","NOUNIPROTAC","Iron (Fe)","Successful target"
"T02318","TNFSF13B","Q9Y275","AMG 570","Systemic lupus erythematosus","Small molecular drug","TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275",NA,NA,"Antibody","TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275",NA,NA,"Small molecular drug","TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275","LymphoRad-131","Lymphoma",NA,"TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275","Belimumab","Systemic lupus erythematosus","Antibody","TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275","Tabalumab","Multiple myeloma","Monoclonal antibody","TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275","BR3-Fc","Idiopathic thrombocytopenic purpura",NA,"TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275","BR3-Fc","Rheumatoid arthritis",NA,"TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275","Blisibimod","Systemic lupus erythematosus",NA,"TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02333","GHR","P10912","IONIS-GHR-LRx","Acromegaly",NA,"GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912","SKF-110679","Growth hormone deficiency","Small molecular drug","GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912",NA,NA,NA,"GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912","BVT-A","Acromegaly",NA,"GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912","PH-794428","Growth hormone deficiency",NA,"GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912","EP-51216","Eating disorder","Small molecular drug","GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912","Pegvisomant","Acromegaly",NA,"GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912","Somatropin recombinant","Growth hormone deficiency",NA,"GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912","AOD-9604","Obesity","Small molecular drug","GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912","EP-51389","Eating disorder",NA,"GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912","Syntropin","Dwarfism",NA,"GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02551","DRD3","P35462","ONC201","Glioma",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","A-690344","Schizophrenia","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Pramipexole","Parkinson disease","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","RP5063","Attention deficit hyperactivity disorder",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","F-15063","Schizophrenia","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","AVE-5997EF","Psychotic disorder","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","SB-277011","Schizophrenia","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","RP5063","Alzheimer disease",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","P2B-001","Parkinson disease",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","PNU-96391A","Substance use disorder","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","RP5063","Major depressive disorder",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","AS-9705","Vomiting","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","AS-9705","Gastric motility disorder","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","YM-43611","Psychotic disorder",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","BP-897","Cocaine addiction","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","CM-2395","Schizophrenia",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","RP5063","Schizophrenia",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","TAK-906","Diabetic gastroparesis","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","PD-157695","Schizophrenia","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","S-33138","Psychotic disorder","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","ONC201","Solid tumour/cancer",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","RP5063","Bipolar disorder",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","ONC201","Recurring respiratory infection",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462",NA,NA,NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","ONC201","Lymphoma",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","GSK598809","Drug abuse",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","ONC201","Endometrial cancer",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","A-437203","Psychotic disorder","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","ONC201","Multiple myeloma",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","PD-158771","Schizophrenia","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","AS-8112","Vomiting",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","RGH-1756","Schizophrenia","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","RP5063","Parkinson disease",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","S-33084","Psychotic disorder","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462",NA,NA,"Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Cariprazine","Bipolar disorder","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","PD-157533","Schizophrenia",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Dianicline+rimonabant","Tobacco dependence","Combination drug (Antibody)","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","BTS-79018","Schizophrenia","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","AVE-5997EF","Schizophrenia","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Quinelorane","Male sexual disorder","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","ONC201","leukaemia",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","ONC201","Neuroendocrine cancer",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","GSK618334","Drug abuse","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","PNU-177864","Schizophrenia",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","BP4.879a","Schizophrenia","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Ropinirole","Parkinson disease","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","E-2040","Schizophrenia",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","S32504","Parkinson disease","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","GSK618334","Nasopharyngeal carcinoma","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","U-99194A","Schizophrenia","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Pfizer 10","Female sexual arousal dysfunction",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","S32504","Major depressive disorder","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02777","ABCC9","O60706","Nicorandil","Angina pectoris","Small molecular drug","ABCC9_HUMAN","ATP-binding cassette transporter C9 (ABCC9)","Successful target"
"T02777","ABCC9","O60706","BMS-191095","Angina pectoris","Small molecular drug","ABCC9_HUMAN","ATP-binding cassette transporter C9 (ABCC9)","Successful target"
"T02777","ABCC9","O60706","Tolbutamide","Non-insulin dependent diabetes","Small molecular drug","ABCC9_HUMAN","ATP-binding cassette transporter C9 (ABCC9)","Successful target"
"T02777","ABCC9","O60706","BTS-67582","Diabetic complication",NA,"ABCC9_HUMAN","ATP-binding cassette transporter C9 (ABCC9)","Successful target"
"T02777","ABCC9","O60706","CCX915","Multiple sclerosis","Small molecular drug","ABCC9_HUMAN","ATP-binding cassette transporter C9 (ABCC9)","Successful target"
"T02777","ABCC9","O60706","Glimepiride","Diabetic complication","Small molecular drug","ABCC9_HUMAN","ATP-binding cassette transporter C9 (ABCC9)","Successful target"
"T02777","ABCC9","O60706","Repaglinide","Diabetic complication","Small molecular drug","ABCC9_HUMAN","ATP-binding cassette transporter C9 (ABCC9)","Successful target"
"T02777","ABCC9","O60706","KRN-2391","Angina pectoris","Small molecular drug","ABCC9_HUMAN","ATP-binding cassette transporter C9 (ABCC9)","Successful target"
"T02808","IFNB1","P01574","AZ-01, PEGylated interferon-beta","Multiple sclerosis",NA,"IFNB_HUMAN","Interferon-beta (IFNB1)","Successful target"
"T02808","IFNB1","P01574","PF-06823859","Rheumatoid arthritis",NA,"IFNB_HUMAN","Interferon-beta (IFNB1)","Successful target"
"T02808","IFNB1","P01574","PEGylated IFN beta 1-a","Type-2 diabetes",NA,"IFNB_HUMAN","Interferon-beta (IFNB1)","Successful target"
"T02808","IFNB1","P01574","TV-1390","Multiple sclerosis",NA,"IFNB_HUMAN","Interferon-beta (IFNB1)","Successful target"
"T02808","IFNB1","P01574","PF-06823859","Lupus",NA,"IFNB_HUMAN","Interferon-beta (IFNB1)","Successful target"
"T02808","IFNB1","P01574","Gene therapy, IFN-b","Glioblastoma multiforme",NA,"IFNB_HUMAN","Interferon-beta (IFNB1)","Successful target"
"T02808","IFNB1","P01574","PF-06823859","Dermatomycosis",NA,"IFNB_HUMAN","Interferon-beta (IFNB1)","Successful target"
