"","uniprotswissprot","external_gene_name","description","druggability","Fpocket_method","CP_score","PocketMiner_method","highest_score","source"
"220","A0A0G2JN68",NA,NA,0.354,"AF",0.372328571428571,"AF",0.372328571428571,"AF"
"221","A0A0G2JNF4",NA,NA,0.448,"AF",0.784795238095238,"AF",0.784795238095238,"AF"
"222","A0A0G2JNG1",NA,NA,0.548,"AF",0.237271428571429,"AF",0.548,"AF"
"223","A0A0G2JNH3",NA,NA,0.65,"AF",0.86312380952381,"AF",0.86312380952381,"AF"
"224","A0A0G2JNQ3",NA,NA,0.285,"AF",0.73082380952381,"AF",0.73082380952381,"AF"
"225","A0A0G2JP20",NA,NA,0.676,"AF",0.647466666666667,"AF",0.676,"AF"
"226","A0A0G2JPB7",NA,NA,0.457,"AF",0.520838095238095,"AF",0.520838095238095,"AF"
"227","A0A0G2JPC4",NA,NA,0.853,"AF",0.173709523809524,"AF",0.853,"AF"
"228","A0A0G2JPF8",NA,NA,0.254,"AF",0.358757142857143,"AF",0.358757142857143,"AF"
"229","A0A0G2JQ47",NA,NA,0.666,"AF",0.616190476190476,"AF",0.666,"AF"
"230","A0A0G2JQZ4",NA,NA,0.141,"AF",0.69657619047619,"AF",0.69657619047619,"AF"
"231","A0A0G2JRQ6",NA,NA,0.259,"AF",0.977695238095238,"AF",0.977695238095238,"AF"
"232","A0A0G2JS06",NA,NA,0.307,"AF",0.557518181818182,"AF",0.557518181818182,"AF"
"233","A0A0J9YVY3","IGHV7-4-1","immunoglobulin heavy variable 7-4-1",0.66,"AF",0.638958333333333,"AF",0.66,"AF"
"234","A0A0J9YW62",NA,NA,0.029,"AF",0.278233333333333,"AF",0.278233333333333,"AF"
"235","A0A0J9YWL9","TEX13C","TEX13 family member C",0.986,"AF",0.63642380952381,"AF",0.986,"AF"
"236","A0A0J9YWU9",NA,NA,0.557,"AF",0.78909375,"AF",0.78909375,"AF"
"237","A0A0J9YX35","IGHV3-64D","immunoglobulin heavy variable 3-64D",0.917,"AF",0.524214285714286,"AF",0.917,"AF"
"238","A0A0J9YX57","MAGEB6B","MAGE family member B6B",0.299,"AF",0.28837619047619,"AF",0.299,"AF"
"239","A0A0J9YX75",NA,NA,0.356,"AF",0.663785714285714,"AF",0.663785714285714,"AF"
"240","A0A0J9YX94","PNMA6F","PNMA family member 6F",0.35,"AF",0.124672857142857,"AF",0.35,"AF"
"241","A0A0J9YXQ4","PNMA6E","PNMA family member 6E",0.53,"AF",0.829661904761905,"AF",0.829661904761905,"AF"
"242","A0A0J9YXX1","IGHV5-10-1","immunoglobulin heavy variable 5-10-1",0.701,"AF",0.637009523809524,"AF",0.701,"AF"
"243","A0A0J9YXY3","TRBV6-2","T cell receptor beta variable 6-2",0.308,"AF",0.8781375,"AF",0.8781375,"AF"
"244","A0A0J9YY99",NA,NA,0.419,"AF",0.165590476190476,"AF",0.419,"AF"
"245","A0A0K0K1A3","TRBV10-1","T cell receptor beta variable 10-1",0.399,"AF",0.889704761904762,"AF",0.889704761904762,"AF"
"246","A0A0K0K1A5","TRBV6-5","T cell receptor beta variable 6-5",0.516,"AF",0.733066666666667,"AF",0.733066666666667,"AF"
"247","A0A0K0K1B3","TRBV30","T cell receptor beta variable 30",0.587,"AF",0.242828571428571,"AF",0.587,"AF"
"248","A0A0K0K1C0","TRBV11-1","T cell receptor beta variable 11-1",0.524,"AF",0.284609090909091,"AF",0.524,"AF"
"249","A0A0K0K1C4","TRBV27","T cell receptor beta variable 27",0.701,"AF",0.571273333333333,"AF",0.701,"AF"
"250","A0A0K0K1D8","TRBV6-1","T cell receptor beta variable 6-1",0.142,"AF",0.749390476190476,"AF",0.749390476190476,"AF"
"251","A0A0K0K1E9","TRBV7-7","T cell receptor beta variable 7-7",0.024,"AF",0.91057619047619,"AF",0.91057619047619,"AF"
"252","A0A0K0K1G6","TRBV10-3","T cell receptor beta variable 10-3",0.541,"AF",0.142821428571429,"AF",0.541,"AF"
"253","A0A0K0K1G8","TRBV10-2","T cell receptor beta variable 10-2",0.542,"AF",0.853714285714286,"AF",0.853714285714286,"AF"
"254","A0A0K2S4Q6","CD300H","CD300H molecule (gene/pseudogene)",0.984,"AF",0.380919047619048,"AF",0.984,"AF"
"255","A0A0M3HER8",NA,NA,0.494,"AF",0.795666666666667,"AF",0.795666666666667,"AF"
"256","A0A0U1RQE8","GLYATL1B","glycine-N-acyltransferase like 1B",0.121,"AF",0.73112380952381,"AF",0.73112380952381,"AF"
"257","A0A0U1RQG5","CT47C1","cancer/testis antigen family 47 member C1",0.837,"AF",0.680590476190476,"AF",0.837,"AF"
"258","A0A0U1RQI7","KLF18","KLF transcription factor 18",0.552,"AF",0.381414285714286,"AF",0.552,"AF"
"259","A0A0U1RQS6","TMEM275","transmembrane protein 275",0.76,"AF",0.0288519047619048,"AF",0.76,"AF"
"260","A0A0U1RR11","CENPVL1","centromere protein V like 1",0.033,"AF",0.405072727272727,"AF",0.405072727272727,"AF"
"261","A0A0U1RR37","C1orf232","chromosome 1 open reading frame 230",0.475,"AF",0.628561904761905,"AF",0.628561904761905,"AF"
"262","A0A0U1RRA0","ZNF593OS","ZNF593 opposite strand",0.8,"AF",0,NA,0.8,"AF"
"263","A0A0U1RRE5","NBDY","negative regulator of P-body association",0.088,"AF",0,NA,0.088,"AF"
"264","A0A0U1RRI6","CENPVL3","centromere protein V like 3",0.538,"AF",0.481314285714286,"AF",0.538,"AF"
"265","A0A0U1RRK4","LBHD2","LBH domain containing 2",0.263,"AF",0.85812380952381,"AF",0.85812380952381,"AF"
"266","A0A0U1RRL7","MMP24OS","MMP24 opposite strand",0.412,"AF",0,NA,0.412,"AF"
"267","A0A0U1RRN3","MISFA","mitochondrial sheath formation associated",0.444,"AF",0,NA,0.444,"AF"
"268","A0A0X1KG70","OR4M2B","olfactory receptor family 4 subfamily M member 2B",0.97,"AF",0.581685714285714,"AF",0.97,"AF"
"269","A0A126GWB0",NA,NA,0.691,"AF",0.876228571428571,"AF",0.876228571428571,"AF"
"270","A0A126GWI2",NA,NA,0.838,"AF",0.8821,"AF",0.8821,"AF"
"271","A0A140G945",NA,NA,0.48,"AF",0.302466666666667,"AF",0.48,"AF"
"272","A0A140T8X8",NA,NA,0.417,"AF",0.654495238095238,"AF",0.654495238095238,"AF"
"273","A0A140TA62",NA,NA,0.478,"AF",0.250319047619048,"AF",0.478,"AF"
"274","A0A183","LCE6A","late cornified envelope 6A",0.106,"AF",0.915252380952381,"AF",0.915252380952381,"AF"
"275","A0A191URJ7",NA,NA,0.302,"AF",0.461928571428571,"AF",0.461928571428571,"AF"
"276","A0A1B0GTC6","C3orf85","chromosome 3 open reading frame 85",0.19,"AF",0.351709090909091,"AF",0.351709090909091,"AF"
"277","A0A1B0GTD5","SPMIP11","sperm microtubule inner protein 11",0.258,"AF",0.874795238095238,"AF",0.874795238095238,"AF"
"278","A0A1B0GTE1",NA,NA,0.166,"AF",0.737590476190476,"AF",0.737590476190476,"AF"
"279","A0A1B0GTH9","ZNF475","zinc finger protein 475",0.445,"AF",0.919319047619048,"AF",0.919319047619048,"AF"
"280","A0A1B0GTI1","CCDC201","coiled-coil domain containing 201",0.345,"AF",0.64912380952381,"AF",0.64912380952381,"AF"
"281","A0A1B0GTI8","TMEM272","transmembrane protein 272",0.749,"AF",0.33822380952381,"AF",0.749,"AF"
"282","A0A1B0GTJ6","SAXO3","stabilizer of axonemal microtubules 3",0.556,"AF",0.11234,"AF",0.556,"AF"
"283","A0A1B0GTK4","FAM237A","family with sequence similarity 237 member A",0.775,"AF",0.69082380952381,"AF",0.775,"AF"
"284","A0A1B0GTK5","FAM236D","family with sequence similarity 236 member D",0.145,"AF",0,NA,0.145,"AF"
"285","A0A1B0GTL2","C20orf204","chromosome 20 open reading frame 204",0.707,"AF",0.968742857142857,"AF",0.968742857142857,"AF"
"286","A0A1B0GTQ1",NA,NA,0.723,"AF",0.152180952380952,"AF",0.723,"AF"
"287","A0A1B0GTQ4","MYMX","myomixer, myoblast fusion factor",0.255,"AF",0.314490909090909,"AF",0.314490909090909,"AF"
"288","A0A1B0GTR0","EDDM13","epididymal protein 13",0.613,"AF",0.855633333333333,"AF",0.855633333333333,"AF"
"289","A0A1B0GTR3","CXorf51A","chromosome X open reading frame 51A",0.029,"AF",0.221295238095238,"AF",0.221295238095238,"AF"
"290","A0A1B0GTR4","SPRR5","small proline rich protein 5",0.086,"AF",0.589704761904762,"AF",0.589704761904762,"AF"
"291","A0A1B0GTS1","HSFX4","heat shock transcription factor family, X-linked member 4",0.172,"AF",0.905795238095238,"AF",0.905795238095238,"AF"
"292","A0A1B0GTU1","ZC3H11B","zinc finger CCCH-type containing 11B",0.765,"AF",0.255847619047619,"AF",0.765,"AF"
"293","A0A1B0GTU2","CTXND1","cortexin domain containing 1",0.534,"AF",0,NA,0.534,"AF"
"294","A0A1B0GTW7","CIROP","ciliated left-right organizer metallopeptidase",0.873,"AF",0.673638095238095,"AF",0.873,"AF"
"295","A0A1B0GTY4","TEX50","testis expressed 50",0.828,"AF",0.412530769230769,"AF",0.828,"AF"
"296","A0A1B0GTZ2","CCDC196","coiled-coil domain containing 196",0.839,"AF",0.883885714285714,"AF",0.883885714285714,"AF"
"297","A0A1B0GU29","SMIM28","small integral membrane protein 28",0.223,"AF",0.642038095238095,"AF",0.642038095238095,"AF"
"298","A0A1B0GU33","TEX53","testis expressed 53",0.379,"AF",0,NA,0.379,"AF"
"299","A0A1B0GU71","CFAP97D2","CFAP97 domain containing 2",0.9,"AF",0.20927619047619,"AF",0.9,"AF"
"300","A0A1B0GUA5","SMIM32","small integral membrane protein 32",0.473,"AF",0.267371428571429,"AF",0.473,"AF"
"301","A0A1B0GUA6","CCDC195","coiled-coil domain containing 195",0.283,"AF",0.74012380952381,"AF",0.74012380952381,"AF"
"302","A0A1B0GUA7","TEX51","testis expressed 51",0.841,"AF",0.44552380952381,"AF",0.841,"AF"
"303","A0A1B0GUA9","C13orf46","chromosome 13 open reading frame 46",0.261,"AF",0.406445454545455,"AF",0.406445454545455,"AF"
"304","A0A1B0GUC4","MYOCOS","myocilin opposite strand",0.513,"AF",0.533171428571429,"AF",0.533171428571429,"AF"
"305","A0A1B0GUI7","BRD3OS","BRD3 opposite strand",0.562,"AF",0.958557142857143,"AF",0.958557142857143,"AF"
"306","A0A1B0GUJ8","PNMA8C","PNMA family member 8C",0.554,"AF",0.903623809523809,"AF",0.903623809523809,"AF"
"307","A0A1B0GUL7",NA,NA,0.728,"AF",0.287085714285714,"AF",0.728,"AF"
"308","A0A1B0GUQ0","FAM236A","family with sequence similarity 236 member A",0.292,"AF",0,NA,0.292,"AF"
"309","A0A1B0GUS0","C19orf85","chromosome 19 open reading frame 85",0.426,"AF",0.308209523809524,"AF",0.426,"AF"
"310","A0A1B0GUS4","UBE2L5","ubiquitin conjugating enzyme E2 L5",0.14,"AF",0.754428571428571,"AF",0.754428571428571,"AF"
"311","A0A1B0GUT2","C10orf143","chromosome 10 open reading frame 143",0.661,"AF",0.95652380952381,"AF",0.95652380952381,"AF"
"312","A0A1B0GUU1","C17orf113","chromosome 17 open reading frame 113",0.838,"AF",0.750758333333333,"AF",0.838,"AF"
"313","A0A1B0GUV1","C17orf114","chromosome 17 open reading frame 114",0.277,"AF",0,NA,0.277,"AF"
"314","A0A1B0GUV7","TEX48","testis expressed 48",0.362,"AF",0.900972727272727,"AF",0.900972727272727,"AF"
"315","A0A1B0GUV8",NA,NA,0.849,"AF",0.11946380952381,"AF",0.849,"AF"
"316","A0A1B0GUW7","SMIM27","small integral membrane protein 27",0.278,"AF",0,NA,0.278,"AF"
"317","A0A1B0GUX0","SPMIP1","sperm microtubule inner protein 1",0.225,"AF",0.194885714285714,"AF",0.225,"AF"
"318","A0A1B0GUZ9",NA,NA,0.97,"AF",0,NA,0.97,"AF"
"319","A0A1B0GV03","GOLGA6L7","golgin A6 family like 7",0.896,"AF",0.195033333333333,"AF",0.896,"AF"
"320","A0A1B0GV22","FAM236B","family with sequence similarity 236 member B",0.364,"AF",0,NA,0.364,"AF"
"321","A0A1B0GV85","REELD1","reeler domain containing 1",0.866,"AF",0.767214285714286,"AF",0.866,"AF"
"322","A0A1B0GV90","CTXND2","cortexin domain containing 2",0.413,"AF",0,NA,0.413,"AF"
"323","A0A1B0GV96","CHD9NB","CHD9 neighbor",0.111,"AF",0,NA,0.111,"AF"
"324","A0A1B0GVB3",NA,NA,0.138,"AF",0.437714285714286,"AF",0.437714285714286,"AF"
"325","A0A1B0GVD1","FAM237B","family with sequence similarity 237 member B",0.333,"AF",0.62782380952381,"AF",0.62782380952381,"AF"
"326","A0A1B0GVG4","CCDC194","coiled-coil domain containing 194",0.375,"AF",0.219719047619048,"AF",0.375,"AF"
"327","A0A1B0GVG6","TEX54","testis expressed 54",0.158,"AF",0.53532,"AF",0.53532,"AF"
"328","A0A1B0GVH4","PRSS51","serine protease 51",0.821,"AF",0.802366666666667,"AF",0.821,"AF"
"329","A0A1B0GVH6","C13orf42","chromosome 13 open reading frame 42",0.709,"AF",0.802047619047619,"AF",0.802047619047619,"AF"
"330","A0A1B0GVH7","IQCM","IQ motif containing M",0.842,"AF",0.709933333333333,"AF",0.842,"AF"
"331","A0A1B0GVK7","FAM240A","family with sequence similarity 240 member A",0.438,"AF",0,NA,0.438,"AF"
"332","A0A1B0GVM5","ETDC","embryonic testis differentiation homolog C",0.142,"AF",0,NA,0.142,"AF"
"333","A0A1B0GVM6","C11orf97","chromosome 11 open reading frame 97",0.38,"AF",0.893104761904762,"AF",0.893104761904762,"AF"
"334","A0A1B0GVN3","C2orf92","chromosome 2 open reading frame 92",0.419,"AF",0.149898571428571,"AF",0.419,"AF"
"335","A0A1B0GVQ0","SPAAR","small regulatory polypeptide of amino acid response",0.468,"AF",0.819966666666667,"AF",0.819966666666667,"AF"
"336","A0A1B0GVQ3","CCDC200","coiled-coil domain containing 200",0.303,"AF",0.180852857142857,"AF",0.303,"AF"
"337","A0A1B0GVR7","FAM240C","family with sequence similarity 240 member C",0.844,"AF",0.34647619047619,"AF",0.844,"AF"
"338","A0A1B0GVS7","MDFIC2","MyoD family inhibitor domain containing 2",0.384,"AF",0.342852380952381,"AF",0.384,"AF"
"339","A0A1B0GVT2","SMIM36","small integral membrane protein 36",0.209,"AF",0.916,"AF",0.916,"AF"
"340","A0A1B0GVV1","SMIM35","small integral membrane protein 35",0.299,"AF",0.799619047619048,"AF",0.799619047619048,"AF"
"341","A0A1B0GVX0","LITAFD","LITAF domain containing",0.479,"AF",0,NA,0.479,"AF"
"342","A0A1B0GVY4","SMIM31","small integral membrane protein 31",0.256,"AF",0,NA,0.256,"AF"
"343","A0A1B0GVZ2","FAM240B","family with sequence similarity 240 member B",0.217,"AF",0,NA,0.217,"AF"
"344","A0A1B0GVZ6","MBD3L2B","methyl-CpG binding domain protein 3 like 2B",0.174,"AF",0.742147619047619,"AF",0.742147619047619,"AF"
"345","A0A1B0GVZ9","TMEM269","transmembrane protein 269",0.74,"AF",0.87385,"AF",0.87385,"AF"
"346","A0A1B0GW15",NA,NA,0.777,"AF",0,NA,0.777,"AF"
"347","A0A1B0GW35","EXOC1L","exocyst complex component 1 like",0.602,"AF",0.305333333333333,"AF",0.602,"AF"
"348","A0A1B0GW54","SMIM39","small integral membrane protein 39",0.896,"AF",0,NA,0.896,"AF"
"349","A0A1B0GW64","SMIM33","small integral membrane protein 33",0.36,"AF",0.77887619047619,"AF",0.77887619047619,"AF"
"350","A0A1B0GWB2","PRRT1B","proline rich transmembrane protein 1B",0.995,"AF",0.267628571428571,"AF",0.995,"AF"
"351","A0A1B0GWG4","SERTM2","serine rich and transmembrane domain containing 2",0.214,"AF",0.664690909090909,"AF",0.664690909090909,"AF"
"352","A0A1B0GWH4","HSFX3","heat shock transcription factor family, X-linked member 3",0.064,"AF",0.184148571428571,"AF",0.184148571428571,"AF"
"353","A0A1B0GWK0","PVALEF","parvalbumin like EF-hand containing",0.4,"AF",0.680280952380952,"AF",0.680280952380952,"AF"
"354","A0A1B0GX31","TRBV7-6","T cell receptor beta variable 7-6",0.296,"AF",0.540271428571429,"AF",0.540271428571429,"AF"
"355","A0A1B0GX49","TRBV6-4","T cell receptor beta variable 6-4",0.387,"AF",0.819354545454545,"AF",0.819354545454545,"AF"
"356","A0A1B0GX51",NA,NA,0.605,"AF",0.200257142857143,"AF",0.605,"AF"
"357","A0A1B0GX56","TRDV1","T cell receptor delta variable 1",0.211,"AF",0.617680952380952,"AF",0.617680952380952,"AF"
"358","A0A1B0GX68","TRBV2","T cell receptor beta variable 2",0.37,"AF",0.217719047619048,"AF",0.37,"AF"
"359","A0A1B0GX78","TRBV12-5","T cell receptor beta variable 12-5",0.131,"AF",0.44075625,"AF",0.44075625,"AF"
"360","A0A1B0GX95","TRBV7-4","T cell receptor beta variable 7-4",0.213,"AF",0.494025,"AF",0.494025,"AF"
"361","A0A1B0GXF2","TRBV7-2","T cell receptor beta variable 7-2",0.498,"AF",0.215113333333333,"AF",0.498,"AF"
"362","A0A1W2PN81",NA,NA,0.559,"AF",0.863314285714286,"AF",0.863314285714286,"AF"
"363","A0A1W2PP81","TAF11L5","TATA-box binding protein associated factor 11 like 5",0.428,"AF",0.939733333333333,"AF",0.939733333333333,"AF"
"364","A0A1W2PP97","THSD8","thrombospondin type 1 domain containing 8",0.31,"AF",0.831127272727273,"AF",0.831127272727273,"AF"
"365","A0A1W2PPD8","KDM4F","lysine demethylase 4F",0.621,"AF",0.6064,"AF",0.621,"AF"
"366","A0A1W2PPE2","TAF11L4","TATA-box binding protein associated factor 11 like 4",0.917,"AF",0.766495238095238,"AF",0.917,"AF"
"367","A0A1W2PPF3","DUXB","double homeobox B",0.797,"AF",0.603371428571429,"AF",0.797,"AF"
"368","A0A1W2PPG7","GNG14","G protein subunit gamma 14",0.27,"AF",0,NA,0.27,"AF"
"369","A0A1W2PPH5","TAF11L13","TATA-box binding protein associated factor 11 like 13",0.327,"AF",0.543457142857143,"AF",0.543457142857143,"AF"
"370","A0A1W2PPK0","CPHXL2","cytoplasmic polyadenylated homeobox like 2",0.358,"AF",0.08172,"AF",0.358,"AF"
"371","A0A1W2PPL8","TAF11L14","TATA-box binding protein associated factor 11 like 14",0.94,"AF",0.832880952380952,"AF",0.94,"AF"
"372","A0A1W2PPM0",NA,NA,0.831,"AF",0.893504761904762,"AF",0.893504761904762,"AF"
"373","A0A1W2PPM1","CPHXL","cytoplasmic polyadenylated homeobox like",0.178,"AF",0.459961904761905,"AF",0.459961904761905,"AF"
"374","A0A1W2PPW3","TAF11L12","TATA-box binding protein associated factor 11 like 12",0.447,"AF",0.91052380952381,"AF",0.91052380952381,"AF"
"375","A0A1W2PQ09","TAF11L11","TATA-box binding protein associated factor 11 like 11",0.437,"AF",0.527585714285714,"AF",0.527585714285714,"AF"
"376","A0A1W2PQ27","SSU72L1","SSU72 like 1",0.486,"AF",0.810091666666667,"AF",0.810091666666667,"AF"
"377","A0A1W2PQ64","SSU72L5","SSU72 like 5",0.581,"AF",0.731719047619048,"AF",0.731719047619048,"AF"
"378","A0A1W2PQ72","MSANTD7","Myb/SANT DNA binding domain containing 7",0.889,"AF",0.69622380952381,"AF",0.889,"AF"
"379","A0A1W2PQ73","ERFL","ETS repressor factor like",0.873,"AF",0.884957142857143,"AF",0.884957142857143,"AF"
"380","A0A1W2PQC6","SSU72L4","SSU72 like 4",0.422,"AF",0.684071428571429,"AF",0.684071428571429,"AF"
"381","A0A1W2PQD8","SSU72L2","SSU72 like 2",0.405,"AF",0.611027272727273,"AF",0.611027272727273,"AF"
"382","A0A1W2PQF6",NA,NA,0.232,"AF",0.444790476190476,"AF",0.444790476190476,"AF"
"383","A0A1W2PQJ5","SSU72L3","SSU72 like 3",0.421,"AF",0.465452380952381,"AF",0.465452380952381,"AF"
"384","A0A1W2PQL4","ZNF722","zinc finger protein 722",0.339,"AF",0.592105882352941,"AF",0.592105882352941,"AF"
"385","A0A1W2PQM1",NA,NA,0.442,"AF",0.303016666666667,"AF",0.442,"AF"
"386","A0A1W2PQU2","KANTR","KANTR integral membrane protein",0.56,"AF",0,NA,0.56,"AF"
"387","A0A1W2PR19","GSTT4","glutathione S-transferase theta 4",0.343,"AF",0.237627272727273,"AF",0.343,"AF"
"388","A0A1W2PR48","TLE7","TLE family member 7",0.354,"AF",0.262242857142857,"AF",0.354,"AF"
"389","A0A1W2PR64","TAF11L9","TATA-box binding protein associated factor 11 like 9",0.152,"AF",0.697838095238095,"AF",0.697838095238095,"AF"
"390","A0A1W2PR75","SSU72L6","SSU72 like 6",0.311,"AF",0.799447619047619,"AF",0.799447619047619,"AF"
"391","A0A1W2PR80",NA,NA,0.557,"AF",0.449319047619048,"AF",0.557,"AF"
"392","A0A1W2PR82","PERCC1","proline and glutamate rich with coiled coil 1",0.318,"AF",0.33115,"AF",0.33115,"AF"
"393","A0A1W2PR95","IGBP1C","IGBP1 family member C",0.475,"AF",0.974085714285714,"AF",0.974085714285714,"AF"
"394","A0A1W2PRE2",NA,NA,0.557,"AF",0.773961904761905,"AF",0.773961904761905,"AF"
"395","A0A1W2PRG0",NA,NA,0.744,"AF",0.459509523809524,"AF",0.744,"AF"
"396","A0A1W2PRN1",NA,NA,0.551,"AF",0.680233333333333,"AF",0.680233333333333,"AF"
"397","A0A1W2PRN6",NA,NA,0.27,"AF",0.6829,"AF",0.6829,"AF"
"398","A0A1W2PRP0","FOXL3","forkhead box L3",0.941,"AF",0.66847619047619,"AF",0.941,"AF"
"399","A0A1W2PRS3",NA,NA,0.262,"AF",0.870680952380952,"AF",0.870680952380952,"AF"
"400","A0A1W2PRV1","TAF11L3","TATA-box binding protein associated factor 11 like 3",0.063,"AF",0.631458823529412,"AF",0.631458823529412,"AF"
"401","A0A1W2PS18","PMIS2","PMIS2 transmembrane protein",0.651,"AF",0.488114285714286,"AF",0.651,"AF"
"402","A0A286YEU6",NA,NA,0.945,"AF",0.613945454545455,"AF",0.945,"AF"
"403","A0A286YF18","SMIM44","small integral membrane protein 44",0.52,"AF",0.741961904761905,"AF",0.741961904761905,"AF"
"404","A0A286YF58","TMEM271","transmembrane protein 271",0.872,"AF",0.963785714285714,"AF",0.963785714285714,"AF"
"405","A0A286YFK9","SMIM38","small integral membrane protein 38",0.362,"AF",0,NA,0.362,"AF"
"406","A0A2R8Y2Y2","C8orf90","chromosome 8 open reading frame 90",0.966,"AF",0.849028571428571,"AF",0.966,"AF"
"407","A0A2R8Y422",NA,NA,0.601,"AF",0.201314285714286,"AF",0.601,"AF"
"408","A0A2R8Y4L2","HNRNPA1L3","heterogeneous nuclear ribonucleoprotein A1 like 3",0.121,"AF",0.891490476190476,"AF",0.891490476190476,"AF"
"409","A0A2R8Y4L6",NA,NA,0.748,"AF",0.657035714285714,"AF",0.748,"AF"
"410","A0A2R8Y4M2",NA,NA,0.594,"AF",0,NA,0.594,"AF"
"411","A0A2R8Y4M4",NA,NA,0.67,"AF",0.0569818181818182,"AF",0.67,"AF"
"412","A0A2R8Y4Y8","OOSP4B","oocyte secreted protein family member 4B",0.352,"AF",0.205019523809524,"AF",0.352,"AF"
"413","A0A2R8Y556",NA,NA,0.658,"AF",0,NA,0.658,"AF"
"414","A0A2R8Y5M8",NA,NA,0.782,"AF",0.861828571428571,"AF",0.861828571428571,"AF"
"415","A0A2R8Y619","H2BK1","H2B.K variant histone 1",0.832,"AF",0.4884125,"AF",0.832,"AF"
"416","A0A2R8Y747",NA,NA,0.027,"AF",0.145111428571429,"AF",0.145111428571429,"AF"
"417","A0A2R8Y7D0","TINCR","TINCR ubiquitin domain containing",0.379,"AF",0.94647619047619,"AF",0.94647619047619,"AF"
"418","A0A2R8Y7Y5","CIST1","colon, intestine and stomach enriched 1",0.793,"AF",0.194182380952381,"AF",0.793,"AF"
"419","A0A2R8YCJ5","SMIM41","small integral membrane protein 41",0.337,"AF",0.631575,"AF",0.631575,"AF"
"420","A0A2R8YCY7",NA,NA,0.335,"AF",0.492309523809524,"AF",0.492309523809524,"AF"
"421","A0A2R8YD15",NA,NA,0.327,"AF",0,NA,0.327,"AF"
"422","A0A2R8YE69",NA,NA,0.434,"AF",0.7565,"AF",0.7565,"AF"
"423","A0A2R8YED5",NA,NA,0.99,"AF",0.491336363636364,"AF",0.99,"AF"
"424","A0A2R8YEG4",NA,NA,0.86,"AF",0.879642857142857,"AF",0.879642857142857,"AF"
"425","A0A2R8YEH3",NA,NA,0.784,"AF",0.397292307692308,"AF",0.784,"AF"
"426","A0A2R8YEV3",NA,NA,0.928,"AF",0.849685714285714,"AF",0.928,"AF"
"427","A0A2R8YFL7","OOSP4A","oocyte secreted protein family member 4A",0.858,"AF",0.914452380952381,"AF",0.914452380952381,"AF"
"428","A0A2R8YFM6","OOSP3","oocyte secreted protein family member 3",0.621,"AF",0.147333333333333,"AF",0.621,"AF"
"429","A0A2U3TZM8",NA,NA,0.726,"AF",0.128766666666667,"AF",0.726,"AF"
"430","A0A2Z4LIS9","FOXO3B","forkhead box O3B",0.528,"AF",0.891618181818182,"AF",0.891618181818182,"AF"
"431","A0A376A8Z9",NA,NA,0.427,"AF",0.199614285714286,"AF",0.427,"AF"
"432","A0A3B3IRS2",NA,NA,0.686,"AF",0.0653766666666667,"AF",0.686,"AF"
"433","A0A3B3IRV3","MCTS2","MCTS family member 2",0.896,"AF",0.286347619047619,"AF",0.896,"AF"
