"","uniprotswissprot","hgnc_symbol","Prediction_Score","Prediction_Score_after_100","Prediction_Score_after_1000","Label","validation"
"400","P01730","CD4",0.8603424,0.84909,0.857437,"0","1"
"401","P16298","PPP3CB",0.8599954,0.84914,0.857969,"0","0"
"402","Q9Y5Y4","PTGDR2",0.8597952,0.8598,0.861094,"0","0"
"403","P04792","HSPB1",0.8597576,0.85535,0.860428,"0","1"
"404","P54760","EPHB4",0.8595871,0.85487,0.857908,"0","1"
"405","Q00975","CACNA1B",0.8595138,0.85817,0.860495,"0","0"
"406","P37231","PPARG",0.8593034,0.84959,0.856529,"0","0"
"407","P49961","ENTPD1",0.8592203,0.85476,0.858146,"0","0"
"408","P17181","IFNAR1",0.8588827,0.85366,0.856641,"0","1"
"409","P17302","GJA1",0.8588073,0.85487,0.860504,"0","0"
"410","P51685","CCR8",0.8587621,0.85004,0.85994,"0","0"
"411","Q13557","CAMK2D",0.8579982,0.84305,0.855142,"0","0"
"412","P28222","HTR1B",0.8571705,0.85347,0.860532,"0","0"
"413","P04049","RAF1",0.8569623,0.85603,0.853715,"0","1"
"414","O00238","BMPR1B",0.8567272,0.85751,0.857468,"0","0"
"415","P36956","SREBF1",0.8565366,0.83691,0.852735,"0","0"
"416","P29353","SHC1",0.8563853,0.84506,0.854519,"0","0"
"417","O94813","SLIT2",0.8562988,0.85107,0.853693,"0","0"
"418","P35414","APLNR",0.856134,0.8573,0.857299,"0","0"
"419","P12821","ACE",0.85607,0.85768,0.857747,"0","0"
"420","P45984","MAPK9",0.8560559,0.85093,0.85159,"0","0"
"421","P07711","CTSL",0.8560423,0.85793,0.856122,"0","0"
"422","P01906","HLA-DQA2",0.8557393,0.84853,0.856188,"0","0"
"423","O14746","TERT",0.8554469,0.84505,0.854837,"0","1"
"424","P35462","DRD3",0.8549333,0.85233,0.85825,"0","0"
"425","P17844","DDX5",0.8544916,0.84753,0.84991,"0","0"
"426","Q13485","SMAD4",0.8543567,0.84738,0.852296,"0","0"
"427","P20036","HLA-DPA1",0.8543067,0.85124,0.855582,"0","0"
"428","P22612","PRKACG",0.8538838,0.84379,0.851511,"0","0"
"429","P30536","TSPO",0.8535161,0.85176,0.854172,"1","0"
"430","Q9Y616","IRAK3",0.8534303,0.84682,0.853409,"0","0"
"431","Q9HBA0","TRPV4",0.8533707,0.85121,0.8548,"0","0"
"432","P05362","ICAM1",0.8532514,0.84424,0.853239,"0","1"
"433","P54707","ATP12A",0.852765,0.85138,0.852949,"0","0"
"434","P11717","IGF2R",0.8521394,0.84908,0.852977,"0","1"
"435","Q15797","SMAD1",0.8510428,0.84456,0.851117,"0","0"
"436","P41743","PRKCI",0.8503014,0.846,0.845466,"0","1"
"437","Q15831","STK11",0.8501277,0.83623,0.845463,"0","0"
"438","P51617","IRAK1",0.850106,0.83926,0.847391,"0","0"
"439","P21583","KITLG",0.8495915,0.8411,0.849762,"0","0"
"440","O75084","FZD7",0.8489343,0.84311,0.849496,"0","0"
"441","Q04771","ACVR1",0.847939,0.84304,0.849671,"0","0"
"442","Q05655","PRKCD",0.8477771,0.83869,0.844568,"0","0"
"443","P05177","CYP1A2",0.847637,0.83326,0.848319,"0","0"
"444","Q9UBC3","DNMT3B",0.8468807,0.83284,0.841985,"0","0"
"445","P61158","ACTR3",0.8465584,0.84524,0.846365,"0","0"
"446","Q8NER5","ACVR1C",0.8460085,0.83825,0.846544,"0","0"
"447","Q02643","GHRHR",0.8454553,0.84132,0.847824,"0","0"
"448","P01236","PRL",0.8453338,0.84439,0.84708,"0","0"
"449","P09601","HMOX1",0.8446388,0.83942,0.844134,"0","0"
"450","P08908","HTR1A",0.8444614,0.84538,0.845135,"0","0"
"451","O75899","GABBR2",0.8440488,0.84664,0.843204,"1","0"
"452","P38484","IFNGR2",0.8439358,0.83408,0.844261,"0","0"
"453","Q07869","PPARA",0.8433859,0.83892,0.840243,"0","0"
"454","Q03405","PLAUR",0.8432146,0.84163,0.844908,"0","0"
"455","P29274","ADORA2A",0.8426098,0.84152,0.847615,"0","0"
"456","P56704","WNT3A",0.8421832,0.84114,0.841795,"0","0"
"457","O00144","FZD9",0.8419262,0.8394,0.843196,"0","0"
"458","P00374","DHFR",0.8418823,0.83761,0.842632,"1","0"
"459","P35222","CTNNB1",0.8417221,0.83051,0.838692,"0","1"
"460","Q9NR61","DLL4",0.8415035,0.84098,0.842218,"0","0"
"461","P19838","NFKB1",0.8414778,0.83162,0.838683,"0","1"
"462","P02751","FN1",0.8411924,0.83689,0.840658,"0","1"
"463","Q13308","PTK7",0.8404819,0.83777,0.842696,"0","0"
"464","P50993","ATP1A2",0.8401226,0.8326,0.838588,"0","0"
"465","P07359","GP1BA",0.840119,0.8338,0.842034,"0","0"
"466","P53355","DAPK1",0.839635,0.83931,0.839842,"0","0"
"467","P02708","CHRNA1",0.839538,0.83225,0.840441,"0","0"
"468","Q13258","PTGDR",0.8386778,0.82889,0.840005,"0","0"
"469","Q9UQM7","CAMK2A",0.8382887,0.82633,0.835774,"0","0"
"470","P30511","HLA-F",0.8381203,0.83537,0.838197,"0","0"
"471","P17693","HLA-G",0.8379498,0.83378,0.835129,"0","0"
"472","O00220","TNFRSF10A",0.837943,0.82968,0.835818,"0","1"
"473","Q02750","MAP2K1",0.8379301,0.8234,0.83348,"0","0"
"474","P01911","HLA-DRB1",0.837631,0.83209,0.836705,"0","0"
"475","P15121","AKR1B1",0.8374811,0.83435,0.837716,"1","0"
"476","O95398","RAPGEF3",0.8373363,0.82984,0.836251,"0","0"
"477","P19634","SLC9A1",0.837117,0.82955,0.835685,"0","0"
"478","P46734","MAP2K3",0.8367237,0.80624,0.83224,"0","0"
"479","P56703","WNT3",0.836482,0.83202,0.835504,"0","0"
"480","Q96P20",NA,0.8354611,0.83259,0.834931,"0","0"
"481","P67775","PPP2CA",0.8353015,0.8292,0.831632,"0","1"
"482","O95831","AIFM1",0.8351779,0.82188,0.83382,"0","0"
"483","P00742","F10",0.8342577,0.83363,0.831749,"1","0"
"484","Q9NPH5","NOX4",0.8342512,0.82744,0.832873,"0","0"
"485","P08235","NR3C2",0.8338766,0.82865,0.833981,"1","0"
"486","P51677","CCR3",0.8335608,0.80812,0.832933,"0","0"
"487","P25963","NFKBIA",0.833204,0.82575,0.831004,"0","0"
"488","P15428","HPGD",0.8331681,0.83173,0.833426,"0","0"
"489","Q13370","PDE3B",0.8328686,0.83277,0.834752,"0","0"
"490","O15111","CHUK",0.832758,0.82639,0.827422,"0","0"
"491","O96017","CHEK2",0.8325254,0.82302,0.828175,"0","1"
"492","O14672","ADAM10",0.8322139,0.82955,0.826223,"0","1"
"493","P31327","CPS1",0.8321352,0.82462,0.832577,"0","0"
"494","P49137","MAPKAPK2",0.8320475,0.82184,0.829538,"0","0"
"495","P04141","CSF2",0.8319919,0.83641,0.830532,"0","1"
"496","P05164","MPO",0.8318287,0.82329,0.833884,"0","0"
"497","P14174","MIF",0.8314818,0.82851,0.833655,"0","0"
"498","P43119","PTGIR",0.8305123,0.81831,0.831568,"0","0"
"499","O00763","ACACB",0.8304408,0.82626,0.834036,"0","0"
"500","Q92831","KAT2B",0.8302517,0.82494,0.826299,"0","0"
"501","O00755","WNT7A",0.8301937,0.83231,0.831434,"0","0"
"502","P00338","LDHA",0.8301373,0.81693,0.829423,"0","0"
"503","Q9GZQ6","NPFFR1",0.8299067,0.82448,0.828671,"0","0"
"504","P20594","NPR2",0.8298014,0.82417,0.831493,"0","0"
"505","Q07817","BCL2L1",0.8297757,0.82671,0.826163,"0","1"
"506","P51812","RPS6KA3",0.8295259,0.81904,0.823523,"0","0"
"507","P41231","P2RY2",0.8292782,0.81468,0.829604,"0","1"
"508","Q13546","RIPK1",0.8289204,0.82533,0.824667,"0","0"
"509","P16520","GNB3",0.8285495,0.82463,0.828625,"0","0"
"510","P15153","RAC2",0.82842,0.82892,0.83396,"0","0"
"511","P23560","BDNF",0.8275527,0.82247,0.826169,"0","0"
"512","P43490","NAMPT",0.8272312,0.82138,0.825527,"0","1"
"513","Q99062","CSF3R",0.8272034,0.82178,0.828642,"0","0"
"514","P32246","CCR1",0.8271763,0.81764,0.829051,"0","0"
"515","P19022","CDH2",0.8271324,0.82548,0.825558,"0","0"
"516","P25021","HRH2",0.8271137,0.82712,0.832767,"0","0"
"517","O15520","FGF10",0.8271091,0.81989,0.828994,"0","0"
"518","P10276","RARA",0.8269825,0.81673,0.825045,"0","1"
"519","P48506","GCLC",0.8269602,0.81959,0.823121,"0","0"
"520","P21817","RYR1",0.8268601,0.82582,0.827147,"0","0"
"521","P53634","CTSC",0.8265674,0.82021,0.828588,"0","0"
"522","P78509","RELN",0.8265004,0.82813,0.828392,"0","0"
"523","Q9Y6K5","OAS3",0.8264711,0.82449,0.82761,"0","0"
"524","P33121","ACSL1",0.8261264,0.82333,0.828632,"0","0"
"525","O75581","LRP6",0.8258314,0.82493,0.828023,"0","0"
"526","Q86X55","CARM1",0.8257765,0.81679,0.824018,"0","0"
"527","P28482","MAPK1",0.8256999,0.82042,0.821679,"0","1"
"528","Q16654","PDK4",0.8256845,0.81543,0.823346,"0","0"
"529","P04628","WNT1",0.825553,0.82518,0.826436,"0","0"
"530","O14757","CHEK1",0.8254012,0.809,0.822407,"0","1"
"531","P62873","GNB1",0.8249898,0.82416,0.823836,"0","0"
"532","P25090","FPR2",0.8248193,0.81732,0.827292,"0","0"
"533","Q9UIW2","PLXNA1",0.8241932,0.81302,0.824258,"0","0"
"534","O43323","DHH",0.823391,0.82334,0.82486,"0","0"
"535","P19878","NCF2",0.8230015,0.81248,0.820819,"0","0"
"536","P09544","WNT2",0.8228689,0.82062,0.821433,"0","0"
"537","P06400","RB1",0.8222245,0.80693,0.815646,"0","0"
"538","O15264","MAPK13",0.8219613,0.81243,0.818194,"0","0"
"539","P55085","F2RL1",0.8218685,0.81729,0.822785,"0","0"
"540","P43354","NR4A2",0.8218079,0.82042,0.822694,"0","0"
"541","Q9Y5N1","HRH3",0.8217823,0.81536,0.824426,"0","0"
"542","P01903","HLA-DRA",0.8214657,0.81768,0.821943,"0","0"
"543","P21453","S1PR1",0.8214357,0.81563,0.822123,"0","1"
"544","P46531","NOTCH1",0.8203605,0.81102,0.820398,"0","0"
"545","P56945","BCAR1",0.8201626,0.79851,0.8183,"0","0"
"546","P07225","PROS1",0.820095,0.8156,0.819805,"0","0"
"547","P07585","DCN",0.8199042,0.8036,0.819011,"0","0"
"548","Q13163","MAP2K5",0.8198748,0.81623,0.819168,"0","0"
"549","Q9UKP6","UTS2R",0.8195971,0.81704,0.82009,"0","0"
"550","P17174","GOT1",0.8194581,0.81204,0.821955,"0","0"
"551","Q99500","S1PR3",0.8189106,0.81864,0.82075,"0","0"
"552","Q13085","ACACA",0.818903,0.8116,0.818382,"0","0"
"553","Q5JWF2","GNAS",0.818739,0.80993,0.815049,"0","0"
"554","Q16647","PTGIS",0.8185316,0.81376,0.817712,"0","0"
"555","O14983","ATP2A1",0.8183179,0.81084,0.818027,"0","0"
"556","P23634","ATP2B4",0.8181961,0.81323,0.818616,"0","0"
"557","Q92736","RYR2",0.8181892,0.81062,0.81757,"0","0"
"558","P12644","BMP4",0.8178232,0.80391,0.816669,"0","0"
"559","Q01344","IL5RA",0.8176844,0.81154,0.82072,"0","0"
"560","Q9Y6Y9","LY96",0.817557,0.80899,0.818115,"0","0"
"561","P14151","SELL",0.8174907,0.80855,0.817204,"0","0"
"562","P08648","ITGA5",0.8174608,0.81747,0.816101,"0","0"
"563","Q9H4B4","PLK3",0.8174483,0.80967,0.817992,"0","0"
"564","P12314","FCGR1A",0.8174374,0.80984,0.815603,"0","0"
"565","P05230","FGF1",0.8174196,0.81724,0.817383,"0","0"
"566","Q04759","PRKCQ",0.817391,0.81098,0.816281,"0","0"
"567","P04818","TYMS",0.8173335,0.81418,0.819222,"0","0"
"568","P08697","SERPINF2",0.8170095,0.81774,0.821102,"0","0"
"569","P56159","GFRA1",0.8170021,0.80935,0.816497,"0","0"
"570","Q9Y210","TRPC6",0.8169767,0.81208,0.81663,"0","0"
"571","Q07812","BAX",0.8166123,0.81256,0.815266,"0","0"
"572","P24723","PRKCH",0.8165919,0.81945,0.814978,"0","0"
"573","O00459","PIK3R2",0.8157316,0.80892,0.814784,"0","0"
"574","P51787","KCNQ1",0.8151768,0.81467,0.817025,"0","0"
"575","P13631","RARG",0.8142655,0.8011,0.813509,"0","0"
"576","Q01201","RELB",0.8141481,0.80019,0.813458,"0","0"
"577","P27815","PDE4A",0.8126791,0.81014,0.812166,"1","0"
"578","Q15746","MYLK",0.8122683,0.80342,0.809135,"0","0"
"579","O14843","FFAR3",0.8122621,0.80389,0.815959,"0","0"
"580","P09917","ALOX5",0.8120796,0.81404,0.813498,"0","0"
"581","P51449","RORC",0.8118395,0.79813,0.808309,"0","0"
"582","P14923","JUP",0.8107675,0.80197,0.807736,"0","0"
"583","P30281","CCND3",0.8107561,0.80144,0.808913,"0","0"
"584","P41159","LEP",0.8103395,0.80843,0.812212,"0","0"
"585","Q15349","RPS6KA2",0.8098949,0.79085,0.805072,"0","0"
"586","P00973","OAS1",0.8095956,0.80661,0.809974,"0","0"
"587","P25774","CTSS",0.80949,0.80391,0.80909,"0","1"
"588","P13747","HLA-E",0.8094494,0.80137,0.804677,"0","0"
"589","P55075","FGF8",0.808851,0.79859,0.807913,"0","0"
"590","Q13535","ATR",0.8086701,0.80784,0.805611,"0","1"
"591","P32241","VIPR1",0.8084464,0.81036,0.810581,"0","0"
"592","Q9UJU2","LEF1",0.8083297,0.79438,0.806586,"0","0"
"593","P08833","IGFBP1",0.8075767,0.79769,0.807901,"0","0"
"594","P08913","ADRA2A",0.8075469,0.80532,0.81323,"0","0"
"595","P08684","CYP3A4",0.807199,0.79652,0.806773,"0","0"
"596","P21359","NF1",0.8070777,0.79991,0.806358,"0","0"
"597","P22694","PRKACB",0.8063487,0.80033,0.804933,"0","0"
"598","P49840","GSK3A",0.8062043,0.79539,0.805369,"0","1"
"599","P30279","CCND2",0.806179,0.79508,0.802723,"0","0"
"600","Q96P65","QRFPR",0.8061066,0.80373,0.80843,"0","0"
"601","P04114","APOB",0.8059962,0.79323,0.8042,"0","0"
"602","P08246","ELANE",0.8058757,0.79886,0.807479,"0","0"
"603","P22680","CYP7A1",0.8056137,0.799,0.80678,"0","0"
"604","P25106","ACKR3",0.8055171,0.78673,0.806268,"0","1"
"605","Q12866","MERTK",0.8054814,0.80307,0.805979,"0","0"
"606","P32245","MC4R",0.805322,0.79202,0.809101,"0","0"
"607","P08247","SYP",0.8051102,0.79773,0.804762,"0","0"
"608","P51582","P2RY4",0.8050129,0.78923,0.807053,"0","0"
"609","O00555","CACNA1A",0.8047664,0.8068,0.803883,"0","0"
"610","O00767","SCD",0.8045494,0.79938,0.802296,"0","0"
"611","O43521","BCL2L11",0.8042758,0.79888,0.804452,"0","0"
"612","P24821","TNC",0.804115,0.79885,0.804848,"0","1"
"613","P53778","MAPK12",0.8040401,0.80286,0.802903,"0","0"
"614","Q00534","CDK6",0.8039529,0.79392,0.800858,"0","0"
"615","P49279","SLC11A1",0.8039153,0.79868,0.80804,"0","0"
"616","P78536","ADAM17",0.8035811,0.7956,0.796668,"0","1"
"617","P29279","CCN2",0.8035567,0.78601,0.800696,"0","0"
"618","P18405","SRD5A1",0.8032774,0.80004,0.805707,"0","0"
"619","P31321","PRKAR1B",0.8025869,0.79101,0.79591,"0","0"
"620","P26927",NA,0.8024296,0.80832,0.805512,"0","0"
"621","P41235","HNF4A",0.8022698,0.78427,0.8017,"0","0"
"622","P78504","JAG1",0.8020304,0.79587,0.801371,"0","0"
"623","P43146","DCC",0.801363,0.79941,0.803405,"0","0"
"624","P49675","STAR",0.800433,0.79229,0.797016,"0","0"
"625","Q9NRA1","PDGFC",0.8003152,0.80188,0.801565,"0","0"
"626","P68400","CSNK2A1",0.8001632,0.79064,0.797228,"0","1"
"627","P29728","OAS2",0.8001094,0.78516,0.798038,"0","0"
"628","O60353","FZD6",0.7998411,0.79438,0.797941,"0","0"
"629","Q12933","TRAF2",0.7996099,0.78479,0.796919,"0","0"
"630","Q15750","TAB1",0.7993392,0.78043,0.795457,"0","0"
"631","O00548","DLL1",0.7993369,0.79723,0.798994,"0","0"
"632","P48995","TRPC1",0.7992432,0.80113,0.79894,"0","0"
"633","P42224","STAT1",0.7991541,0.79148,0.793724,"0","0"
"634","P25874","UCP1",0.7987507,0.78644,0.798188,"0","0"
"635","O95342","ABCB11",0.7986014,0.80321,0.800972,"0","0"
"636","P62993","GRB2",0.7984968,0.79384,0.795218,"0","1"
"637","P10826","RARB",0.7983968,0.7907,0.796947,"0","0"
"638","P07204","THBD",0.7983743,0.78579,0.799578,"0","0"
"639","P00797","REN",0.7982104,0.80122,0.800799,"0","0"
"640","P17813","ENG",0.7977095,0.79185,0.799636,"0","1"
"641","P46108","CRK",0.7976186,0.79202,0.797059,"0","0"
"642","P18031","PTPN1",0.7974135,0.79653,0.791039,"0","0"
"643","P42262","GRIA2",0.7954042,0.78984,0.79335,"0","0"
"644","P01583","IL1A",0.7953008,0.78302,0.790967,"0","0"
"645","P09603","CSF1",0.7951021,0.78003,0.792201,"0","0"
"646","O43541","SMAD6",0.7948223,0.78715,0.798364,"0","0"
"647","Q9UBY5","LPAR3",0.7946078,0.78584,0.794827,"0","0"
"648","P22736","NR4A1",0.7942432,0.77642,0.795527,"0","0"
"649","P56705","WNT4",0.7941518,0.79221,0.794267,"0","0"
"650","P68133","ACTA1",0.7940657,0.78951,0.796419,"0","0"
"651","O14763","TNFRSF10B",0.7938141,0.78725,0.789847,"0","1"
"652","P22557","ALAS2",0.7935924,0.78765,0.795753,"0","0"
"653","Q9NQB0","TCF7L2",0.7934932,0.76944,0.789685,"0","0"
"654","P63096","GNAI1",0.7934506,0.78471,0.79072,"0","0"
"655","Q13131","PRKAA1",0.7927338,0.78083,0.786476,"0","0"
"656","P17612","PRKACA",0.7926805,0.78643,0.791408,"0","0"
"657","P61160","ACTR2",0.7922686,0.78961,0.793268,"0","0"
"658","Q14653","IRF3",0.7917217,0.77833,0.79265,"0","0"
"659","P01588","EPO",0.7912312,0.78246,0.792666,"0","0"
"660","P01344","IGF2",0.7911324,0.7776,0.790677,"0","0"
"661","Q04206","RELA",0.790802,0.77438,0.787062,"0","0"
"662","P08912","CHRM5",0.7905989,0.79128,0.792551,"0","0"
"663","P14635","CCNB1",0.7904854,0.77412,0.787748,"0","0"
"664","P30550","GRPR",0.7900317,0.78615,0.790759,"0","1"
"665","P17936","IGFBP3",0.7897059,0.77299,0.79059,"0","0"
"666","P01308","INS",0.7896654,0.79122,0.793419,"0","0"
"667","P04440","HLA-DPB1",0.7894015,0.78284,0.789967,"0","0"
"668","P42702","LIFR",0.7891551,0.78241,0.790637,"0","0"
"669","P23378","GLDC",0.7888201,0.77721,0.788389,"0","0"
"670","Q14145","KEAP1",0.7887941,0.79101,0.787206,"0","0"
"671","P68032","ACTC1",0.7885811,0.7827,0.790427,"0","0"
"672","P22303","ACHE",0.7884429,0.7886,0.788708,"1","0"
"673","Q9GZV9","FGF23",0.7879257,0.78384,0.793188,"0","0"
"674","O96014","WNT11",0.7878603,0.77268,0.788365,"0","0"
"675","P21549","AGXT",0.7877567,0.77918,0.789233,"0","0"
"676","P01138","NGF",0.7875707,0.7839,0.786881,"0","0"
"677","P27708","CAD",0.7875662,0.77849,0.786762,"0","0"
"678","P14598","NCF1",0.7873464,0.77752,0.785785,"0","0"
"679","Q99259","GAD1",0.7871605,0.78613,0.791036,"0","0"
"680","P08571","CD14",0.7871499,0.77486,0.785816,"0","0"
"681","O14920","IKBKB",0.7869297,0.78021,0.779559,"0","0"
"682","Q9Y243","AKT3",0.7868898,0.78179,0.782794,"0","1"
"683","P51843","NR0B1",0.7864128,0.78499,0.789746,"0","0"
"684","P13637","ATP1A3",0.7860211,0.78181,0.785309,"0","1"
"685","Q13324","CRHR2",0.7858089,0.77422,0.788234,"0","0"
"686","Q9UBN7","HDAC6",0.7856754,0.77217,0.782685,"0","1"
"687","P16066","NPR1",0.7856743,0.78484,0.787114,"0","0"
"688","Q9BPV8","P2RY13",0.7853636,0.77376,0.789188,"0","0"
"689","P21709","EPHA1",0.7849606,0.779,0.785731,"0","0"
"690","P20138","CD33",0.7849338,0.78355,0.785548,"1","0"
"691","Q15375","EPHA7",0.7844341,0.78162,0.786526,"0","0"
"692","P52799","EFNB2",0.7839974,0.7786,0.784192,"0","0"
"693","Q9BZS1","FOXP3",0.7837919,0.78305,0.784957,"0","0"
"694","Q15761","NPY5R",0.7837197,0.78737,0.786368,"0","0"
"695","P09104","ENO2",0.7835992,0.7756,0.782672,"0","0"
"696","Q14432","PDE3A",0.7835083,0.773,0.784749,"0","0"
"697","P62736","ACTA2",0.7828697,0.77871,0.781787,"0","0"
"698","P31751","AKT2",0.7827388,0.77998,0.778151,"0","0"
"699","O15552","FFAR2",0.782648,0.77553,0.786534,"0","0"
"700","P48058","GRIA4",0.7822461,0.77514,0.779749,"0","0"
"701","Q99558","MAP3K14",0.7820137,0.78037,0.781114,"0","0"
"702","P62879","GNB2",0.7817574,0.78237,0.781357,"0","0"
"703","P04899","GNAI2",0.781236,0.77383,0.777325,"0","0"
"704","P17735","TAT",0.7811925,0.77894,0.783447,"0","0"
"705","P04233","CD74",0.7810999,0.77704,0.783431,"0","1"
"706","Q07889","SOS1",0.7804485,0.7649,0.773793,"0","0"
"707","P23443","RPS6KB1",0.7803486,0.76605,0.774977,"0","1"
"708","P35520","CBS",0.7802172,0.77272,0.780767,"0","0"
"709","P21580","TNFAIP3",0.7799127,0.76886,0.776085,"0","0"
"710","P17676","CEBPB",0.7797739,0.76327,0.77762,"0","0"
"711","O95352","ATG7",0.7793311,0.77426,0.779491,"0","0"
"712","O15524","SOCS1",0.7790934,0.76621,0.77851,"0","0"
"713","P00505","GOT2",0.7788871,0.77078,0.779905,"0","0"
"714","P35613","BSG",0.7785395,0.77755,0.777331,"0","1"
"715","P15104","GLUL",0.7781174,0.77576,0.781727,"0","0"
"716","P34896","SHMT1",0.7780099,0.76901,0.778963,"0","0"
"717","Q9Y5S8","NOX1",0.7780083,0.77214,0.778158,"0","0"
"718","P21439","ABCB4",0.7778331,0.77649,0.776991,"0","1"
"719","P98164","LRP2",0.7777202,0.77685,0.781313,"0","0"
"720","Q9Y271","CYSLTR1",0.7776797,0.76615,0.7784,"0","0"
"721","P43403","ZAP70",0.7776462,0.77901,0.777071,"0","0"
"722","P10747","CD28",0.777555,0.77242,0.779613,"0","0"
"723","O43318","MAP3K7",0.7768353,0.76767,0.772293,"0","0"
"724","Q13253","NOG",0.7764185,0.77171,0.780144,"0","0"
"725","P30044","PRDX5",0.7764173,0.77483,0.776228,"1","0"
"726","P06396","GSN",0.7762007,0.76625,0.776067,"0","0"
"727","P31323","PRKAR2B",0.7761708,0.76561,0.771072,"0","0"
"728","Q05329","GAD2",0.7760774,0.7773,0.780428,"0","0"
"729","P02675","FGB",0.775793,0.77063,0.772963,"0","0"
"730","P42684","ABL2",0.7753801,0.76344,0.776901,"0","0"
"731","P09919","CSF3",0.77506,0.76925,0.776269,"0","1"
"732","P18075","BMP7",0.7750208,0.7669,0.776893,"0","0"
"733","P23458","JAK1",0.774651,0.76573,0.769782,"0","1"
"734","Q13705","ACVR2B",0.7746384,0.77505,0.77602,"0","0"
"735","P23946","CMA1",0.7745017,0.77132,0.776889,"0","0"
"736","P01574","IFNB1",0.774188,0.76906,0.775122,"0","1"
"737","P28562","DUSP1",0.7737273,0.76472,0.770652,"0","0"
"738","Q07343","PDE4B",0.7731809,0.75806,0.768629,"0","0"
"739","O60760","HPGDS",0.7725466,0.78005,0.77313,"0","0"
"740","P56706","WNT7B",0.7723903,0.77645,0.774447,"0","0"
"741","P08514","ITGA2B",0.772284,0.77217,0.771033,"0","0"
"742","O43474","KLF4",0.7722276,0.75811,0.773638,"0","0"
"743","Q15389","ANGPT1",0.772112,0.76932,0.769595,"0","1"
"744","P98155","VLDLR",0.7720713,0.75768,0.771542,"0","0"
"745","Q9Y4K3","TRAF6",0.7717799,0.7623,0.766107,"0","0"
"746","P78552","IL13RA1",0.7716395,0.75781,0.770092,"0","0"
"747","P02671","FGA",0.7712263,0.75553,0.766044,"0","0"
"748","Q13393","PLD1",0.7707732,0.75893,0.765423,"0","0"
"749","Q92824","PCSK5",0.7707507,0.76585,0.771348,"0","0"
"750","Q9HC29","NOD2",0.7707443,0.76674,0.771223,"0","0"
"751","P02787","TF",0.7705984,0.74805,0.770657,"0","1"
"752","P08173","CHRM4",0.7703967,0.77288,0.772778,"0","0"
"753","Q08050","FOXM1",0.770151,0.7562,0.765331,"0","0"
"754","P29992","GNA11",0.7695525,0.76447,0.76625,"0","0"
"755","Q16658","FSCN1",0.7693129,0.76332,0.768439,"0","0"
"756","P21926","CD9",0.7692012,0.77074,0.771393,"0","0"
"757","P05181","CYP2E1",0.768966,0.7579,0.772252,"0","0"
"758","O60341","KDM1A",0.7689048,0.74357,0.765236,"0","1"
"759","P01009","SERPINA1",0.7688352,0.76322,0.767133,"0","0"
"760","Q13304","GPR17",0.7687325,0.7674,0.772732,"0","0"
"761","Q15077","P2RY6",0.7685174,0.76929,0.773553,"0","0"
"762","Q16665","HIF1A",0.7682819,0.74926,0.761955,"0","1"
"763","Q99717","SMAD5",0.7681603,0.75393,0.768062,"0","0"
"764","Q15063","POSTN",0.7673753,0.7517,0.764806,"0","0"
"765","Q01581","HMGCS1",0.767363,0.76153,0.768417,"0","0"
"766","Q13950","RUNX2",0.7672897,0.75665,0.767199,"0","0"
"767","P41586","ADCYAP1R1",0.7672265,0.76314,0.771131,"0","0"
"768","P05412","JUN",0.7667026,0.74899,0.762931,"0","0"
"769","P35498","SCN1A",0.7665719,0.76693,0.766155,"1","0"
"770","P50148","GNAQ",0.7663178,0.76284,0.761928,"0","0"
"771","Q13936","CACNA1C",0.7661504,0.76239,0.763586,"0","0"
"772","P30048","PRDX3",0.7658668,0.7565,0.768336,"0","0"
"773","P15498","VAV1",0.7658507,0.76198,0.760665,"0","0"
"774","P63000","RAC1",0.7651505,0.76436,0.765945,"0","0"
"775","Q13315","ATM",0.7650506,0.76239,0.760459,"0","1"
"776","Q9HC73","CRLF2",0.7650413,0.76013,0.763278,"0","0"
"777","Q16602","CALCRL",0.7650061,0.75793,0.769387,"0","0"
"778","Q9Y6K1","DNMT3A",0.7647932,0.76336,0.760705,"0","0"
"779","P13500","CCL2",0.764576,0.76116,0.764894,"0","0"
"780","Q08499","PDE4D",0.7644361,0.74603,0.759326,"0","0"
"781","Q02108","GUCY1A1",0.7641784,0.7508,0.760293,"0","0"
"782","P13591","NCAM1",0.7641614,0.74924,0.76141,"0","0"
"783","P10586","PTPRF",0.7641256,0.76409,0.766569,"0","0"
