"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000342307","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000342307",,,,,,,,"0.59","0.59"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000385675","0.067",,,,,,,"0.493","0.479"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000487174","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000487174","0.054",,,,,,,"0.476","0.47"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000317272","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000317272","0.086",,,,,,,"0.504","0.48"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000331741","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000331741","0.071",,,"0.046",,,,"0.426","0.405"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000265165","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000265165","0.047",,,,,,,"0.716","0.715"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000405330",,,,"0.045",,,,"0.593","0.591"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000484824","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000484824","0.06",,,,,,,"0.451","0.44"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000265734","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000265734","0.05",,,,,,,"0.425","0.42"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000494686","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000494686","0.106",,,"0.059",,,,"0.714","0.688"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000363149","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000363149",,,,,,,,"0.51","0.51"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000386896","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000386896","0.071",,,,,,,"0.437","0.419"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000446007","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000446007","0.079",,,,,,,"0.885","0.881"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000339191","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000339191","0.241",,,,,,,"0.502","0.371"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000457421","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000457421",,,,,,,,"0.482","0.483"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000310170","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000310170","0.085",,,,,,,"0.463","0.437"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000225964","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000225964","0.198",,,,,,,"0.661","0.596"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000307023","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000307023","0.059",,,"0.069",,,,"0.423","0.395"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000426809","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000426809","0.054",,,,,,,"0.626","0.621"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000345571","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000345571",,,,,,,,"0.609","0.61"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000478887","0.056",,,,,,,"0.782","0.779"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000366416","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000366416","0.077",,,,,,,"0.45","0.43"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000351905","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000351905","0.078",,,,,,,"0.544","0.526"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000269397","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000269397",,,"0.5",,,,,"0.517","0.074"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000497069","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000497069",,,,,,,,"0.441","0.441"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000373489","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000373489","0.064",,,,,,,"0.517","0.506"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000264498","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000264498","0.074",,,,,,,"0.56","0.545"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000482581","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000482581","0.208",,,,,,,"0.826","0.79"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000363804","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000363804","0.072",,,"0.073",,,,"0.549","0.519"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000269385","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000269385",,,"0.5",,,,,"0.557","0.152"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000204604","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000204604",,,,,,,,"0.41","0.41"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000364000","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000364000","0.222",,,,,,,"0.606","0.515"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000413720","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000413720","0.042",,,,,,,"0.421","0.421"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000287820","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000287820","0.058",,"0.5","0.045",,,,"0.643","0.3"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000257290","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000257290","0.189",,,,,,,"0.663","0.602"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000311010","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000311010",,,,,,,,"0.433","0.433"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000267843","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000267843","0.116",,,,,,,"0.541","0.503"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000497290","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000497290","0.056",,,,,,,"0.489","0.482"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000252242","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000252242","0.1",,,,,,,"0.466","0.431"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000250448","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000250448",,,,,,,,"0.459","0.459"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000288135","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000288135","0.062",,,,,,,"0.744","0.739"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000367202","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000367202","0.084",,,,,,,"0.44","0.414"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000297785","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000297785",,,,,,,,"0.588","0.588"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000264012","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000264012","0.048",,,,,,,"0.485","0.482"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000295522","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000295522","0.083",,,,,,,"0.614","0.597"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000357206","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000357206","0.09",,,,,,,"0.488","0.461"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000369071","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000369071","0.227",,,,,,,"0.498","0.378"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000380093","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000380093","0.061",,,"0.053",,,,"0.847","0.842"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000275493","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000275493","0.177",,,,,,,"0.695","0.645"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000379140","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000379140","0.088",,,,,,,"0.472","0.445"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000355124","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000355124","0.067",,,,,,,"0.501","0.488"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000498246","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000498246","0.104",,,,,,,"0.525","0.492"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000368104","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000368104","0.101",,,,,,,"0.423","0.385"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000227507","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000227507","0.109",,,,,,,"0.669","0.645"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000263734","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000263734","0.109",,,"0.092",,,,"0.486","0.416"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000449404","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000449404","0.067",,,,,,,"0.505","0.492"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000239938","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000239938","0.091",,"0.5","0.069",,,,"0.629","0.228"
"pp","9606.ENSP00000026218 (pp) 9606.ENSP00000324648","false","pp","9606.ENSP00000026218 (pp) 9606.ENSP00000324648",,,,,,,,"0.426","0.427"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000497759","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000497759","0.138",,,,,,,"0.726","0.696"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000260227","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000260227","0.073",,,,,,,"0.505","0.489"
"pp","9606.ENSP00000026218 (pp) 9606.ENSP00000250111","false","pp","9606.ENSP00000026218 (pp) 9606.ENSP00000250111","0.042",,,,,,,"0.71","0.71"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000449404","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000449404",,,,,,,,"0.511","0.512"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000398736","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000398736","0.149",,,,,,,"0.41","0.336"
"pp","9606.ENSP00000020945 (pp) 9606.ENSP00000224784","false","pp","9606.ENSP00000020945 (pp) 9606.ENSP00000224784","0.08",,,,,,,"0.413","0.389"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000497642","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000497642","0.073",,,,,,,"0.432","0.413"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000414856","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000414856","0.23",,,,,,,"0.436","0.298"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000364000","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000364000","0.442",,,"0.091",,,,"0.63","0.33"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000323929","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000323929","0.181",,,,,,,"0.434","0.338"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000243077","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000243077","0.095",,,"0.042",,,,"0.839","0.83"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000284987","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000284987","0.181",,,,,,,"0.538","0.46"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000267843","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000267843","0.251",,,,,,,"0.954","0.942"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000359765","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000359765","0.062",,,"0.514",,,,"0.532","0.057"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000360120","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000360120","0.042",,,"0.1",,,,"0.51","0.478"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000364694","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000364694","0.431","0.067",,,,,,"0.476","0.093"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000206423","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000206423","0.364",,,"0.1",,,,"0.444","0.107"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000363089","0.056",,"0.9",,,,,"0.988","0.89"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000422533","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000422533","0.055",,,"0.514",,,,"0.532","0.063"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000351905","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000351905","0.086",,,"0.1",,,,"0.43","0.363"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000383894","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000383894","0.309",,,"0.099",,,,"0.456","0.196"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000325146","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000325146","0.291",,,"0.091",,,,"0.582","0.405"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000250160","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000250160","0.181",,,,,,,"0.766","0.726"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000264498","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000264498","0.076",,,"0.236",,,,"0.834","0.785"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000364685","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000364685","0.08",,,,,,,"0.954","0.953"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000327368","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000327368","0.142",,,"0.091",,,,"0.447","0.349"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000480991","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000480991",,,"0.4",,,,,"0.436","0.099"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000257290","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000257290","0.733",,,"0.071",,,,"0.826","0.355"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000275493","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000275493","0.083",,"0.9","0.537",,,,"0.999","0.986"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000261405","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000261405","0.17",,,"0.1",,,,"0.67","0.594"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000369071","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000369071","0.406",,,"0.045",,,,"0.758","0.609"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000363593","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000363593","0.356",,,"0.104",,,,"0.436","0.101"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000362207","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000362207","0.062",,"0.4",,,,,"0.552","0.269"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000256178","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000256178","0.191",,,"0.091",,,,"0.416","0.27"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000310036","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000310036","0.145",,,,,,,"0.415","0.345"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000376678","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000376678","0.224",,,,,,,"0.446","0.316"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000368104","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000368104","0.042",,,,,,,"0.442","0.442"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000379140","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000379140","0.404",,,,,,,"0.608","0.371"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000327336","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000327336","0.311","0.064","0.4",,,,,"0.989","0.976"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000269141","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000269141",,,,,,,,"0.483","0.483"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000254898","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000254898","0.328",,,"0.099",,,,"0.476","0.204"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000258969","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000258969",,"0.202",,,,,,"0.437","0.323"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000378957","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000378957","0.44",,,,,,,"0.555","0.239"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000344758","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000344758","0.372","0.166",,,,,,"0.684","0.445"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000260227","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000260227","0.063",,"0.4",,,,,"0.772","0.628"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000224784","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000224784","0.252",,,"0.095",,,,"0.537","0.372"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000352455","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000352455","0.249",,,,,,,"0.49","0.35"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000364946","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000364946","0.063",,,"0.045",,,,"0.632","0.622"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000346839","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000346839","0.181",,,"0.292",,,,"0.996","0.995"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000377836","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000377836","0.05",,"0.5","0.051",,,,"0.68","0.374"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000399679","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000399679","0.062",,,,,,,"0.516","0.506"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000265171","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000265171",,,,"0.042",,,,"0.917","0.917"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000222271","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000222271","0.191",,,"0.099",,,,"0.83","0.786"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000356791","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000356791","0.387",,,,,,,"0.85","0.767"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000345008","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000345008","0.305",,,"0.099",,,,"0.59","0.398"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000296130","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000296130","0.226",,,"0.045",,,,"0.433","0.295"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000385675","0.077",,,,,,,"0.563","0.546"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000384964","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000384964",,,"0.75",,,,,"0.762","0.09"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000359864","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000359864","0.044",,"0.5","0.051",,,,"0.622","0.266"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000343924","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000343924","0.264","0.174",,,,,,"0.517","0.269"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000261921","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000261921","0.163",,,"0.099",,,,"0.472","0.356"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000260302","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000260302","0.124",,,,,,,"0.662","0.63"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000267101","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000267101",,,"0.9","0.094",,,,"0.913","0.126"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000407685","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000407685","0.117",,,,,,,"0.419","0.37"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000480791","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000480791","0.096",,,,,,,"0.516","0.487"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000317272","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000317272","0.108",,"0.9","0.336",,,,"0.986","0.794"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000364711","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000364711","0.365",,,,,,,"0.711","0.564"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000225831","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000225831","0.098",,,,,,,"0.407","0.37"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000378058","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000378058","0.249",,,"0.099",,,,"0.461","0.269"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000359114","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000359114","0.139",,,"0.091",,,,"0.424","0.324"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000341170","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000341170","0.166",,,"0.052",,,,"0.441","0.35"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000212355","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000212355","0.063",,,"0.099",,,,"0.481","0.435"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000225964","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000225964","0.479",,,"0.091",,,,"0.923","0.851"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000228251","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000228251","0.049",,,,,,,"0.991","0.991"
"pp","9606.ENSP00000064724 (pp) 9606.ENSP00000380093","false","pp","9606.ENSP00000064724 (pp) 9606.ENSP00000380093","0.117",,,,,,,"0.496","0.453"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000376637","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000376637","0.255",,"0.9","0.139",,,,"0.989","0.849"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000497069","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000497069",,,,"0.1",,,,"0.668","0.647"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000373489","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000373489",,,,"0.088",,,,"0.537","0.514"
"pp","9606.ENSP00000064724 (pp) 9606.ENSP00000295522","false","pp","9606.ENSP00000064724 (pp) 9606.ENSP00000295522","0.044",,"0.65",,,,,"0.703","0.185"
"pp","9606.ENSP00000064724 (pp) 9606.ENSP00000465419","false","pp","9606.ENSP00000064724 (pp) 9606.ENSP00000465419",,,"0.65",,,,,"0.872","0.651"
"pp","9606.ENSP00000064724 (pp) 9606.ENSP00000257290","false","pp","9606.ENSP00000064724 (pp) 9606.ENSP00000257290","0.163",,,,,,,"0.4","0.313"
"pp","9606.ENSP00000064724 (pp) 9606.ENSP00000299106","false","pp","9606.ENSP00000064724 (pp) 9606.ENSP00000299106","0.068",,,,,,,"0.461","0.446"
"pp","9606.ENSP00000064724 (pp) 9606.ENSP00000405577","false","pp","9606.ENSP00000064724 (pp) 9606.ENSP00000405577","0.049",,,,,,,"0.503","0.499"
"pp","9606.ENSP00000064724 (pp) 9606.ENSP00000269141","false","pp","9606.ENSP00000064724 (pp) 9606.ENSP00000269141","0.06",,,,,,,"0.573","0.565"
"pp","9606.ENSP00000064724 (pp) 9606.ENSP00000246914","false","pp","9606.ENSP00000064724 (pp) 9606.ENSP00000246914","0.048",,,,,,,"0.422","0.418"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000355627","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000355627","0.084",,,,,,,"0.479","0.455"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000356899","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000356899","0.288",,,,,,,"0.498","0.324"
"pp","9606.ENSP00000052754 (pp) 9606.ENSP00000261037","false","pp","9606.ENSP00000052754 (pp) 9606.ENSP00000261037","0.223",,,"0.091",,,,"0.43","0.258"
