"","external_gene_name","ensembl_gene_id","description","gene_biotype","cluster","betweenness","degree_centrality","eigen_centrality","closeness","prize","type","counts","druggability","CP_score","highest_score"
"142","ADORA2B","ENSG00000170425","adenosine A2b receptor ","protein_coding","1",0,5,2.65792745179492e-08,2.59128447380082e-06,50,"Terminal",1198,0.927,0.35392380952381,0.927
"143","ADRA1A","ENSG00000120907","adrenoceptor alpha 1A ","protein_coding","1",18933,6,2.39996394409941e-06,2.68715352514235e-06,50,"Terminal",1728,0.97,0.3663,0.97
"144","ADRA1D","ENSG00000171873","adrenoceptor alpha 1D ","protein_coding","1",10310,6,1.73807427022351e-08,2.67709663515724e-06,50,"Terminal",1472,0.998,0.700819047619048,0.998
"145","ADRA2A","ENSG00000150594","adrenoceptor alpha 2A ","protein_coding","1",11328,6,1.14197327295489e-07,2.72911612116184e-06,50,"Terminal",2419,0.789,0.966538095238095,0.966538095238095
"146","ADRA2B","ENSG00000274286","adrenoceptor alpha 2B ","protein_coding","1",56788,6,8.54689576828734e-08,2.6876807465302e-06,50,"Terminal",7633,0.706,0.902780952380952,0.902780952380952
"147","ADRA2C","ENSG00000184160","adrenoceptor alpha 2C ","protein_coding","1",134966,7,6.24230246040104e-08,2.73008471452869e-06,50,"Terminal",938,0.879,0.5724,0.879
"148","ADRB1","ENSG00000043591","adrenoceptor beta 1 ","protein_coding","1",6419,3,4.49603260629323e-06,2.30323996766251e-06,50,"Terminal",6063,0.793,0.290271428571429,0.793
"149","ADRB2","ENSG00000169252","adrenoceptor beta 2 ","protein_coding","1",25511,11,5.54198017434655e-07,2.50551212667869e-06,50,"Terminal",16234,0.915,0.422461904761905,0.915
"150","ADSL","ENSG00000239900","adenylosuccinate lyase ","protein_coding","1",6317,2,7.78830475742559e-09,7.20844368259204e-07,50,"Terminal",1322,0.672,0.444319047619048,0.672
"151","AEN","ENSG00000181026","apoptosis enhancing nuclease ","protein_coding","1",0,2,9.19357049146147e-06,1.89228722649354e-06,22,"Steiner",303,0.54,0.830114285714286,0.830114285714286
"152","AFAP1","ENSG00000196526","actin filament associated protein 1 ","protein_coding","1",0,1,4.59125517142485e-06,1.39239113937975e-06,50,"Terminal",1011,0.807,0.548914285714286,0.807
"153","AFAP1L1","ENSG00000157510","actin filament associated protein 1 like 1 ","protein_coding","1",0,1,8.85828638257746e-11,7.99800369827691e-07,50,"Terminal",104,0.233,0.678461904761905,0.678461904761905
"154","AFF3","ENSG00000144218","ALF transcription elongation factor 3 ","protein_coding","1",56995,9,1.13390591695608e-06,2.13152807115893e-06,50,"Terminal",647,0.911,0.555257142857143,0.911
"155","AFG2A","ENSG00000145375","AFG2 AAA ATPase homolog A ","protein_coding","1",18949,3,2.12684462047232e-08,9.6128704800283e-07,50,"Steiner",519,0.357,0.4849,0.4849
"156","AFP","ENSG00000081051","alpha fetoprotein ","protein_coding","1",0,1,2.75302164308982e-07,1.25668240870831e-06,50,"Terminal",54400,0.998,0.335419047619048,0.998
"157","AGA","ENSG00000038002","aspartylglucosaminidase ","protein_coding","1",0,1,2.43461133046472e-08,1.20720896907976e-06,50,"Terminal",942,0.168,0.878257142857143,0.878257142857143
"158","AGBL4","ENSG00000186094","AGBL carboxypeptidase 4 ","protein_coding","1",0,2,2.66136319250354e-08,1.9025585607525e-06,50,"Terminal",220,0.269,0.283528571428571,0.283528571428571
"159","AGER","ENSG00000204305","advanced glycosylation end-product specific receptor ","protein_coding","1",0,4,7.55806206392272e-07,1.60191974061716e-06,50,"Terminal",14151,0.159,0.944314285714286,0.944314285714286
"160","AGL","ENSG00000162688","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase ","protein_coding","1",303,3,3.74134357187751e-08,1.26086391873984e-06,50,"Terminal",847,0.594,0.68435,0.68435
"161","AGMAT","ENSG00000116771","agmatinase (putative) ","protein_coding","1",0,1,4.67539236873229e-09,1.42940252403898e-06,50,"Terminal",311,0.778,0.74787619047619,0.778
"162","AGO3","ENSG00000126070","argonaute RISC catalytic component 3 ","protein_coding","1",6317,3,2.61992800993975e-05,2.03563169722828e-06,50,"Steiner",1491,0.782,0.870852380952381,0.870852380952381
"163","AGPAT2","ENSG00000169692","1-acylglycerol-3-phosphate O-acyltransferase 2 ","protein_coding","1",0,5,3.4416910528648e-07,1.55532363951953e-06,50,"Terminal",773,0.95,0.876146153846154,0.95
"164","AGPAT4","ENSG00000026652","1-acylglycerol-3-phosphate O-acyltransferase 4 ","protein_coding","1",18,6,2.71110434093941e-07,1.54787979165538e-06,50,"Terminal",223,0.963,0.731136363636364,0.963
"165","AGPAT5","ENSG00000155189","1-acylglycerol-3-phosphate O-acyltransferase 5 ","protein_coding","1",0,5,2.61777551067019e-07,1.555734983657e-06,50,"Terminal",174,0.943,0.715957142857143,0.943
"166","AGR2","ENSG00000106541","anterior gradient 2, protein disulphide isomerase family member ","protein_coding","1",118258,16,5.18851366157267e-05,2.45114860823782e-06,50,"Terminal",1820,0.901,0.709904761904762,0.901
"167","AGRN","ENSG00000188157","agrin ","protein_coding","1",219303,16,5.75247979305105e-07,2.28265161942719e-06,50,"Terminal",3347,0.571,0.473695238095238,0.571
"168","AGT","ENSG00000135744","angiotensinogen ","protein_coding","1",18948,9,1.11001641973869e-05,1.95897898015554e-06,50,"Terminal",50331,0.914,0.424561904761905,0.914
"169","AGTR1","ENSG00000144891","angiotensin II receptor type 1 ","protein_coding","1",25260,6,4.23509219145779e-08,2.41352345462093e-06,50,"Steiner",12133,0.89,0.954157142857143,0.954157142857143
"170","AGXT2","ENSG00000113492","alanine--glyoxylate aminotransferase 2 ","protein_coding","1",0,1,2.60974012091014e-06,1.14374599688901e-06,50,"Terminal",363,0.202,0.860819047619048,0.860819047619048
"171","AHCY","ENSG00000101444","adenosylhomocysteinase ","protein_coding","1",6317,2,8.19075576427263e-06,1.38174602955278e-06,50,"Terminal",2163,0.947,0.310831578947368,0.947
"172","AHCYL1","ENSG00000168710","adenosylhomocysteinase like 1 ","protein_coding","1",12633,4,1.06607434026142e-05,1.9164798098852e-06,50,"Steiner",470,0.636,0.785390909090909,0.785390909090909
"173","AIFM1","ENSG00000156709","apoptosis inducing factor mitochondria associated 1 ","protein_coding","1",671,4,1.612128700751e-07,1.14157336207054e-06,50,"Terminal",6290,0.947,0.415452380952381,0.947
"174","AIFM2","ENSG00000042286","apoptosis inducing factor mitochondria associated 2 ","protein_coding","1",0,1,2.52587472061387e-08,9.96869828737763e-07,50,"Terminal",647,0.977,0.474919047619048,0.977
"175","AIM2","ENSG00000163568","absent in melanoma 2 ","protein_coding","1",393,2,3.46224313143074e-08,2.03046097555528e-06,50,"Terminal",4849,0.36,0.647,0.647
"176","AK1","ENSG00000106992","adenylate kinase 1 ","protein_coding","1",0,1,3.32295696868295e-08,1.33126366209333e-06,50,"Terminal",1227,0.505,0.799861904761905,0.799861904761905
"177","AK8","ENSG00000165695","adenylate kinase 8 ","protein_coding","1",0,1,3.37955649245598e-07,1.33334222228148e-06,50,"Terminal",102,0.301,0.634154545454545,0.634154545454545
"178","AKAP1","ENSG00000121057","A-kinase anchoring protein 1 ","protein_coding","1",6317,2,3.53378481562031e-06,1.34513645736792e-06,50,"Steiner",1385,0.042,0.769242857142857,0.769242857142857
"179","AKAP17A","ENSG00000197976","A-kinase anchoring protein 17A ","protein_coding","1",0,2,1.64647066351373e-07,2.44196069908451e-06,50,"Terminal",151,0.427,0.775114285714286,0.775114285714286
"180","AKAP5","ENSG00000179841","A-kinase anchoring protein 5 ","protein_coding","1",31384,4,2.62493193041388e-07,2.42107301956227e-06,50,"Terminal",1401,0.576,0.601695238095238,0.601695238095238
"181","AKAP8L","ENSG00000011243","A-kinase anchoring protein 8 like ","protein_coding","1",179951,6,1.66428875181567e-05,2.56495097096219e-06,50,"Terminal",307,0.025,0.161504761904762,0.161504761904762
"182","AKR1B10","ENSG00000198074","aldo-keto reductase family 1 member B10 ","protein_coding","1",0,1,7.40922380100533e-09,9.72550728245985e-07,50,"Terminal",1621,0.988,0.554328571428571,0.988
"183","AKR1B15","ENSG00000227471","aldo-keto reductase family 1 member B15 ","protein_coding","1",6317,2,4.80763103153484e-08,1.40375701527568e-06,50,"Terminal",99,0.992,0.540514285714286,0.992
"184","AKR1C1","ENSG00000187134","aldo-keto reductase family 1 member C1 ","protein_coding","1",12633,3,8.39499686033246e-06,1.38193697814605e-06,50,"Terminal",1672,0.984,0.63187619047619,0.984
"185","AKR1C2","ENSG00000151632","aldo-keto reductase family 1 member C2 ","protein_coding","1",0,1,1.29378502724915e-06,9.62026875182785e-07,50,"Terminal",1451,0.898,0.953285714285714,0.953285714285714
"186","AKR1C3","ENSG00000196139","aldo-keto reductase family 1 member C3 ","protein_coding","1",56588,4,7.31801121121152e-06,2.23018646589041e-06,50,"Terminal",2634,0.803,0.977971428571429,0.977971428571429
"187","AKR7A3","ENSG00000162482","aldo-keto reductase family 7 member A3 ","protein_coding","1",0,3,2.10300001090204e-07,1.96767890628536e-06,50,"Terminal",210,0.994,0.832738461538462,0.994
"188","AKT1","ENSG00000142208","AKT serine/threonine kinase 1 ","protein_coding","1",422339,10,5.45085876991302e-07,2.59367713388302e-06,50,"Steiner",239900,0.834,0.743061538461538,0.834
"189","AKT2","ENSG00000105221","AKT serine/threonine kinase 2 ","protein_coding","1",12633,4,4.49509856749901e-06,2.31625711380466e-06,50,"Steiner",7878,0.941,0.257252380952381,0.941
"190","AKT3","ENSG00000117020","AKT serine/threonine kinase 3 ","protein_coding","1",50720,8,8.41019097003157e-06,2.07614037200283e-06,50,"Terminal",5759,0.455,0.160245454545455,0.455
"191","ALAS1","ENSG00000023330","5'-aminolevulinate synthase 1 ","protein_coding","1",6317,2,9.67917122935961e-08,7.80535322345477e-07,50,"Steiner",1436,0.989,0.5954,0.989
"192","ALAS2","ENSG00000158578","5'-aminolevulinate synthase 2 ","protein_coding","1",0,1,2.10030715978876e-07,1.42858163272595e-06,50,"Terminal",1158,0.902,0.779109523809524,0.902
"193","ALB","ENSG00000163631","albumin ","protein_coding","1",158725,12,3.56665708137449e-06,2.43546623347841e-06,50,"Terminal",261083,0.922,0.349970588235294,0.922
"194","ALCAM","ENSG00000170017","activated leukocyte cell adhesion molecule ","protein_coding","1",0,2,3.35008838532006e-06,1.69789376278726e-06,50,"Terminal",5540,0.307,0.784866666666667,0.784866666666667
"195","ALDH18A1","ENSG00000059573","aldehyde dehydrogenase 18 family member A1 ","protein_coding","1",0,2,2.12489740067542e-07,1.84270996297996e-06,50,"Terminal",927,0.628,0.8212,0.8212
"196","ALDH1A1","ENSG00000165092","aldehyde dehydrogenase 1 family member A1 ","protein_coding","1",32245,4,8.29967574681575e-09,1.62680188643947e-06,50,"Terminal",8981,0.742,0.700238095238095,0.742
"197","ALDH1A2","ENSG00000128918","aldehyde dehydrogenase 1 family member A2 ","protein_coding","1",50859,3,1.67795355499999e-07,2.15051913531927e-06,50,"Terminal",1896,0.952,0.925773333333333,0.952
"198","ALDH1A3","ENSG00000184254","aldehyde dehydrogenase 1 family member A3 ","protein_coding","1",44641,3,1.15045013014821e-08,1.87303448443789e-06,50,"Terminal",1851,0.97,0.484580952380952,0.97
"199","ALDH1B1","ENSG00000137124","aldehyde dehydrogenase 1 family member B1 ","protein_coding","1",0,2,1.12169129460807e-06,1.8830795883588e-06,50,"Terminal",631,0.991,0.812114285714286,0.991
"200","ALDH1L1","ENSG00000144908","aldehyde dehydrogenase 1 family member L1 ","protein_coding","1",0,1,5.78134657363545e-08,6.76933949523743e-07,50,"Terminal",1319,0.675,0.943145454545455,0.943145454545455
"201","ALDH2","ENSG00000111275","aldehyde dehydrogenase 2 family member ","protein_coding","1",76014,6,2.77332356755452e-06,2.37480615644748e-06,50,"Terminal",5406,0.967,0.692138095238095,0.967
"202","ALDH3A1","ENSG00000108602","aldehyde dehydrogenase 3 family member A1 ","protein_coding","1",18937,2,8.88244927697005e-09,9.02985088104255e-07,20,"Steiner",1487,0.942,0.978066666666667,0.978066666666667
"203","ALDH3A2","ENSG00000072210","aldehyde dehydrogenase 3 family member A2 ","protein_coding","1",37866,2,8.62811720303721e-08,2.55360658626211e-06,1,"Steiner",1046,0.976,0.495904761904762,0.976
"204","ALDH3B2","ENSG00000132746","aldehyde dehydrogenase 3 family member B2 ","protein_coding","1",0,1,4.95918338567058e-06,1.41655098166983e-06,50,"Terminal",216,0.732,0.725209523809524,0.732
"205","ALDH5A1","ENSG00000112294","aldehyde dehydrogenase 5 family member A1 ","protein_coding","1",0,2,4.11129989319515e-06,1.44793235260049e-06,50,"Terminal",808,0.714,0.891161904761905,0.891161904761905
"206","ALDOA","ENSG00000149925","aldolase, fructose-bisphosphate A ","protein_coding","1",0,3,9.29660315663887e-06,1.76819963681179e-06,50,"Terminal",2735,0.784,0.453842857142857,0.784
"207","ALDOC","ENSG00000109107","aldolase, fructose-bisphosphate C ","protein_coding","1",0,1,9.42242049090052e-08,1.25544549483384e-06,50,"Terminal",1146,0.49,0.827133333333333,0.827133333333333
"208","ALG1","ENSG00000033011","ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase ","protein_coding","1",0,1,1.25010322856297e-08,9.70937887161483e-07,50,"Terminal",659,0.821,0.297136363636364,0.821
"209","ALG3","ENSG00000214160","ALG3 alpha-1,3- mannosyltransferase ","protein_coding","1",12569,2,2.53417473046689e-09,9.80715215992719e-07,50,"Terminal",515,0.8,0.122747272727273,0.8
"210","ALG8","ENSG00000159063","ALG8 alpha-1,3-glucosyltransferase ","protein_coding","1",0,1,6.88819508162419e-09,1.45184660369524e-06,50,"Terminal",408,0.967,0.290590909090909,0.967
"211","ALKAL2","ENSG00000189292","ALK and LTK ligand 2 ","protein_coding","1",0,1,4.72631383552553e-09,9.42874087651461e-07,50,"Terminal",110,0.687,0.527118181818182,0.687
"212","ALKBH2","ENSG00000189046","alkB homolog 2, alpha-ketoglutarate dependent dioxygenase ","protein_coding","1",6317,2,5.22258464586591e-07,7.54595106903489e-07,50,"Steiner",380,0.602,0.979495238095238,0.979495238095238
"213","ALKBH6","ENSG00000239382","alkB homolog 6 ","protein_coding","1",0,1,8.04872465350984e-08,6.09360756192324e-07,50,"Terminal",64,0.678,0.661463636363636,0.678
"214","ALOX15","ENSG00000161905","arachidonate 15-lipoxygenase ","protein_coding","1",0,2,8.23551100289324e-09,1.16255413142674e-06,50,"Terminal",5275,0.941,0.127140909090909,0.941
"215","ALOXE3","ENSG00000179148","arachidonate lipoxygenase 3 ","protein_coding","1",0,1,2.81470905231719e-08,1.27294969175523e-06,50,"Terminal",473,0.946,0.709590476190476,0.946
"216","ALPK1","ENSG00000073331","alpha kinase 1 ","protein_coding","1",6317,4,1.82638329757551e-07,2.12889614605931e-06,50,"Steiner",891,0.773,0.496419047619048,0.773
"217","ALPL","ENSG00000162551","alkaline phosphatase, biomineralization associated ","protein_coding","1",0,1,2.49007923782572e-09,8.95033192305937e-07,50,"Terminal",4358,0.761,0.782419047619048,0.782419047619048
"218","ALS2CL","ENSG00000178038","ALS2 C-terminal like ","protein_coding","1",0,1,2.45226679167439e-08,1.29381504655147e-06,50,"Terminal",91,0.77,0.774152380952381,0.774152380952381
"219","ALX4","ENSG00000052850","ALX homeobox 4 ","protein_coding","1",12632,3,2.98692146506208e-06,1.33396652277614e-06,50,"Terminal",644,0.184,0.556636363636364,0.556636363636364
"220","AMACR","ENSG00000242110","alpha-methylacyl-CoA racemase ","protein_coding","1",0,1,5.68441338385117e-08,9.45750788992596e-07,50,"Terminal",2183,0.622,0.891419047619048,0.891419047619048
"221","AMBP","ENSG00000106927","alpha-1-microglobulin/bikunin precursor ","protein_coding","1",0,2,3.22331480782876e-07,1.61277836554589e-06,50,"Terminal",2546,0.685,0.624657142857143,0.685
"222","AMFR","ENSG00000159461","autocrine motility factor receptor ","protein_coding","1",44097,6,6.19700720444884e-08,1.95467499618838e-06,50,"Terminal",1175,0.976,0.919,0.976
"223","AMH","ENSG00000104899","anti-Mullerian hormone ","protein_coding","1",0,1,1.07242606491095e-07,9.73149823227335e-07,50,"Terminal",12841,0.324,0.923128571428571,0.923128571428571
"224","AMMECR1","ENSG00000101935","AMMECR nuclear protein 1 ","protein_coding","1",0,1,8.34004336164944e-08,1.11106173058975e-06,50,"Terminal",127,0.429,0.89092380952381,0.89092380952381
"225","AMN","ENSG00000166126","amnion associated transmembrane protein ","protein_coding","1",0,1,2.70926736666803e-08,1.21483655588977e-06,50,"Terminal",480,0.745,0.813242857142857,0.813242857142857
"226","AMOT","ENSG00000126016","angiomotin ","protein_coding","1",6316,3,1.32924190098316e-07,2.00087238035784e-06,50,"Terminal",1013,0.631,0.2288,0.631
"227","AMOTL2","ENSG00000114019","angiomotin like 2 ","protein_coding","1",0,1,2.98100685940676e-08,1.3516710032778e-06,50,"Terminal",536,0.373,0.698919047619048,0.698919047619048
"228","AMPH","ENSG00000078053","amphiphysin ","protein_coding","1",29440,5,2.81046464740839e-06,2.19209312011574e-06,50,"Steiner",2500,0.681,0.946163636363636,0.946163636363636
"229","AMT","ENSG00000145020","aminomethyltransferase ","protein_coding","1",6317,2,2.58732649660696e-08,9.96969213590684e-07,50,"Terminal",818,0.861,0.946085714285714,0.946085714285714
"230","AMY2B","ENSG00000240038","amylase alpha 2B ","protein_coding","1",6317,3,4.28439094555948e-09,1.46911911617794e-06,50,"Terminal",321,0.31,0.945347619047619,0.945347619047619
"231","AMZ1","ENSG00000174945","archaelysin family metallopeptidase 1 ","protein_coding","1",0,1,4.23883934695943e-09,9.98034869342265e-07,50,"Terminal",78,0.52,0.432071428571429,0.52
"232","ANAPC10","ENSG00000164162","anaphase promoting complex subunit 10 ","protein_coding","1",12624,3,7.11389315711386e-06,1.38667790800224e-06,50,"Terminal",347,0.693,0.526890909090909,0.693
"233","ANAPC16","ENSG00000166295","anaphase promoting complex subunit 16 ","protein_coding","1",12590,3,3.93570121782925e-07,2.62807254531454e-06,50,"Steiner",152,0.597,0.3316,0.597
"234","ANG","ENSG00000214274","angiogenin ","protein_coding","1",6317,2,0.000526094424122905,1.42611240332741e-06,50,"Steiner",6197,0.484,0.8016,0.8016
"235","ANGPT1","ENSG00000154188","angiopoietin 1 ","protein_coding","1",141237,5,8.35214591271065e-07,2.62181613203466e-06,50,"Terminal",9149,0.117,0.0316266666666667,0.117
"236","ANGPT2","ENSG00000091879","angiopoietin 2 ","protein_coding","1",6317,2,5.69569434226928e-08,1.15376982753449e-06,50,"Terminal",10473,0.618,0.437880952380952,0.618
"237","ANGPT4","ENSG00000101280","angiopoietin 4 ","protein_coding","1",6097,2,1.16246980202848e-08,2.49775202317914e-06,50,"Terminal",633,0.219,0.748952380952381,0.748952380952381
"238","ANGPTL1","ENSG00000116194","angiopoietin like 1 ","protein_coding","1",0,1,0.000169911494163092,1.2558775067315e-06,50,"Terminal",448,0.36,0.782395238095238,0.782395238095238
