"ensembl_gene_id","external_gene_name","description","gene_biotype","cluster","betweenness","degree_centrality","prize","type"
"ENSG00000177889","UBE2N","ubiquitin conjugating enzyme E2 N ","protein_coding","1",183572,13,50,"Terminal"
"ENSG00000182580","EPHB3","EPH receptor B3 ","protein_coding","1",1558315,13,50,"Terminal"
"ENSG00000182774","RPS17","ribosomal protein S17 ","protein_coding","1",81526,13,50,"Terminal"
"ENSG00000185624","P4HB","prolyl 4-hydroxylase subunit beta ","protein_coding","1",116210,13,50,"Terminal"
"ENSG00000188730","VWC2","von Willebrand factor C domain containing 2 ","protein_coding","1",48701,13,50,"Terminal"
"ENSG00000204435","CSNK2B","casein kinase 2 beta ","protein_coding","1",146099,13,50,"Terminal"
"ENSG00000251039","IGKV2D-40","immunoglobulin kappa variable 2D-40 ","IG_V_gene","1",80454,13,50,"Terminal"
"ENSG00000278224","PRICKLE4","prickle planar cell polarity protein 4 ","protein_coding","1",16441,13,50,"Terminal"
"ENSG00000010278","CD9","CD9 molecule ","protein_coding","1",41981,12,50,"Terminal"
"ENSG00000037280","FLT4","fms related receptor tyrosine kinase 4 ","protein_coding","1",126777,12,50,"Terminal"
"ENSG00000049089","COL9A2","collagen type IX alpha 2 chain ","protein_coding","1",0,12,50,"Terminal"
"ENSG00000067225","PKM","pyruvate kinase M1/2 ","protein_coding","1",45417,12,50,"Terminal"
"ENSG00000070388","FGF22","fibroblast growth factor 22 ","protein_coding","1",131444,12,50,"Terminal"
"ENSG00000072864","NDE1","nudE neurodevelopment protein 1 ","protein_coding","1",746119,12,50,"Terminal"
"ENSG00000077264","PAK3","p21 (RAC1) activated kinase 3 ","protein_coding","1",222194,12,50,"Terminal"
"ENSG00000079112","CDH17","cadherin 17 ","protein_coding","1",141142,12,50,"Terminal"
"ENSG00000082293","COL19A1","collagen type XIX alpha 1 chain ","protein_coding","1",0,12,50,"Terminal"
"ENSG00000082701","GSK3B","glycogen synthase kinase 3 beta ","protein_coding","1",127517,12,50,"Terminal"
"ENSG00000087586","AURKA","aurora kinase A ","protein_coding","1",73888,12,50,"Terminal"
"ENSG00000105583","WDR83OS","WD repeat domain 83 opposite strand ","protein_coding","1",89400,12,50,"Terminal"
"ENSG00000108106","UBE2S","ubiquitin conjugating enzyme E2 S ","protein_coding","1",373357,12,50,"Terminal"
"ENSG00000108244","KRT23","keratin 23 ","protein_coding","1",0,12,50,"Terminal"
"ENSG00000108417","KRT37","keratin 37 ","protein_coding","1",5,12,50,"Terminal"
"ENSG00000108759","KRT32","keratin 32 ","protein_coding","1",158,12,50,"Terminal"
"ENSG00000113070","HBEGF","heparin binding EGF like growth factor ","protein_coding","1",1146017,12,50,"Terminal"
"ENSG00000122367","LDB3","LIM domain binding 3 ","protein_coding","1",273156,12,50,"Terminal"
"ENSG00000124145","SDC4","syndecan 4 ","protein_coding","1",158123,12,50,"Terminal"
"ENSG00000124635","H2BC11","H2B clustered histone 11 ","protein_coding","1",36563,12,50,"Terminal"
"ENSG00000126785","RHOJ","ras homolog family member J ","protein_coding","1",517050,12,50,"Terminal"
"ENSG00000128408","RIBC2","RIB43A domain with coiled-coils 2 ","protein_coding","1",3599,12,50,"Terminal"
"ENSG00000132514","CLEC10A","C-type lectin domain containing 10A ","protein_coding","1",76675,12,50,"Steiner"
"ENSG00000135046","ANXA1","annexin A1 ","protein_coding","1",107306,12,50,"Terminal"
"ENSG00000136928","GABBR2","gamma-aminobutyric acid type B receptor subunit 2 ","protein_coding","1",7439,12,50,"Terminal"
"ENSG00000138675","FGF5","fibroblast growth factor 5 ","protein_coding","1",116615,12,50,"Terminal"
"ENSG00000143314","MRPL24","mitochondrial ribosomal protein L24 ","protein_coding","1",419404,12,50,"Terminal"
"ENSG00000147669","POLR2K","RNA polymerase II, I and III subunit K ","protein_coding","1",73206,12,50,"Terminal"
"ENSG00000152413","HOMER1","homer scaffold protein 1 ","protein_coding","1",43374,12,50,"Terminal"
"ENSG00000158022","TRIM63","tripartite motif containing 63 ","protein_coding","1",55054,12,50,"Terminal"
"ENSG00000161010","MRNIP","MRN complex interacting protein ","protein_coding","1",16742,12,50,"Terminal"
"ENSG00000163631","ALB","albumin ","protein_coding","1",158725,12,50,"Terminal"
"ENSG00000167767","KRT80","keratin 80 ","protein_coding","1",0,12,50,"Terminal"
"ENSG00000167977","KCTD5","potassium channel tetramerization domain containing 5 ","protein_coding","1",138110,12,50,"Terminal"
"ENSG00000169398","PTK2","protein tyrosine kinase 2 ","protein_coding","1",345785,12,50,"Steiner"
"ENSG00000170442","KRT86","keratin 86 ","protein_coding","1",19320,12,50,"Terminal"
"ENSG00000170454","KRT75","keratin 75 ","protein_coding","1",17971,12,50,"Terminal"
"ENSG00000170465","KRT6C","keratin 6C ","protein_coding","1",59,12,50,"Terminal"
"ENSG00000170523","KRT83","keratin 83 ","protein_coding","1",1,12,50,"Terminal"
"ENSG00000171446","KRT27","keratin 27 ","protein_coding","1",25076,12,50,"Steiner"
"ENSG00000172172","MRPL13","mitochondrial ribosomal protein L13 ","protein_coding","1",13088,12,50,"Terminal"
"ENSG00000172586","CHCHD1","coiled-coil-helix-coiled-coil-helix domain containing 1 ","protein_coding","1",33438,12,50,"Terminal"
"ENSG00000173442","EHBP1L1","EH domain binding protein 1 like 1 ","protein_coding","1",8571,12,50,"Terminal"
"ENSG00000175445","LPL","lipoprotein lipase ","protein_coding","1",19473,12,50,"Terminal"
"ENSG00000177380","PPFIA3","PTPRF interacting protein alpha 3 ","protein_coding","1",41710,12,50,"Terminal"
"ENSG00000178999","AURKB","aurora kinase B ","protein_coding","1",53579,12,50,"Terminal"
"ENSG00000180340","FZD2","frizzled class receptor 2 ","protein_coding","1",59551,12,50,"Terminal"
"ENSG00000180596","H2BC4","H2B clustered histone 4 ","protein_coding","1",143197,12,50,"Terminal"
"ENSG00000186847","KRT14","keratin 14 ","protein_coding","1",17350,12,50,"Terminal"
"ENSG00000187608","ISG15","ISG15 ubiquitin like modifier ","protein_coding","1",41853,12,50,"Terminal"
"ENSG00000197299","BLM","BLM RecQ like helicase ","protein_coding","1",182191,12,50,"Terminal"
"ENSG00000204390","HSPA1L","heat shock protein family A (Hsp70) member 1 like ","protein_coding","1",135288,12,50,"Terminal"
"ENSG00000205420","KRT6A","keratin 6A ","protein_coding","1",6190,12,50,"Terminal"
"ENSG00000205426","KRT81","keratin 81 ","protein_coding","1",9250,12,50,"Terminal"
"ENSG00000215018","COL28A1","collagen type XXVIII alpha 1 chain ","protein_coding","1",1709,12,50,"Terminal"
"ENSG00000234965","SHISA8","shisa family member 8 ","protein_coding","1",227019,12,50,"Terminal"
"ENSG00000240583","AQP1","aquaporin 1 (Colton blood group) ","protein_coding","1",95459,12,50,"Terminal"
"ENSG00000259207","ITGB3","integrin subunit beta 3 ","protein_coding","1",174009,12,50,"Terminal"
"ENSG00000006283","CACNA1G","calcium voltage-gated channel subunit alpha1 G ","protein_coding","1",467492,11,50,"Terminal"
"ENSG00000010610","CD4","CD4 molecule ","protein_coding","1",206663,11,50,"Terminal"
"ENSG00000037241","RPL26L1","ribosomal protein L26 like 1 ","protein_coding","1",30191,11,50,"Terminal"
"ENSG00000058404","CAMK2B","calcium/calmodulin dependent protein kinase II beta ","protein_coding","1",14794,11,50,"Terminal"
"ENSG00000066735","KIF26A","kinesin family member 26A ","protein_coding","1",2357,11,50,"Terminal"
"ENSG00000074695","LMAN1","lectin, mannose binding 1 ","protein_coding","1",1273426,11,50,"Terminal"
"ENSG00000079616","KIF22","kinesin family member 22 ","protein_coding","1",182286,11,50,"Terminal"
"ENSG00000099250","NRP1","neuropilin 1 ","protein_coding","1",34478,11,50,"Terminal"
"ENSG00000105851","PIK3CG","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma ","protein_coding","1",55850,11,50,"Terminal"
"ENSG00000106462","EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit ","protein_coding","1",102413,11,50,"Terminal"
"ENSG00000107485","GATA3","GATA binding protein 3 ","protein_coding","1",115100,11,50,"Terminal"
"ENSG00000119866","BCL11A","BCL11 transcription factor A ","protein_coding","1",365270,11,50,"Terminal"
"ENSG00000120341","SEC16B","SEC16 homolog B, endoplasmic reticulum export factor ","protein_coding","1",0,11,50,"Terminal"
"ENSG00000120457","KCNJ5","potassium inwardly rectifying channel subfamily J member 5 ","protein_coding","1",19361,11,50,"Terminal"
"ENSG00000120896","SORBS3","sorbin and SH3 domain containing 3 ","protein_coding","1",61684,11,50,"Terminal"
"ENSG00000120913","PDLIM2","PDZ and LIM domain 2 ","protein_coding","1",10954,11,50,"Terminal"
"ENSG00000128266","GNAZ","G protein subunit alpha z ","protein_coding","1",145635,11,50,"Terminal"
"ENSG00000128285","MCHR1","melanin concentrating hormone receptor 1 ","protein_coding","1",25319,11,50,"Terminal"
"ENSG00000128340","RAC2","Rac family small GTPase 2 ","protein_coding","1",19560,11,50,"Terminal"
"ENSG00000128591","FLNC","filamin C ","protein_coding","1",91014,11,50,"Terminal"
"ENSG00000131747","TOP2A","DNA topoisomerase II alpha ","protein_coding","1",74440,11,50,"Terminal"
"ENSG00000132155","RAF1","Raf-1 proto-oncogene, serine/threonine kinase ","protein_coding","1",209838,11,50,"Terminal"
"ENSG00000132639","SNAP25","synaptosome associated protein 25 ","protein_coding","1",19468,11,50,"Terminal"
"ENSG00000133030","MPRIP","myosin phosphatase Rho interacting protein ","protein_coding","1",89098,11,50,"Terminal"
"ENSG00000134323","MYCN","MYCN proto-oncogene, bHLH transcription factor ","protein_coding","1",118647,11,50,"Terminal"
"ENSG00000134690","CDCA8","cell division cycle associated 8 ","protein_coding","1",64053,11,50,"Terminal"
"ENSG00000136450","SRSF1","serine and arginine rich splicing factor 1 ","protein_coding","1",18700,11,50,"Terminal"
"ENSG00000137812","KNL1","kinetochore scaffold 1 ","protein_coding","1",321294,11,50,"Terminal"
"ENSG00000138032","PPM1B","protein phosphatase, Mg2+/Mn2+ dependent 1B ","protein_coding","1",39647,11,50,"Terminal"
"ENSG00000138071","ACTR2","actin related protein 2 ","protein_coding","1",63245,11,50,"Terminal"
"ENSG00000140104","CLBA1","clathrin binding box of aftiphilin containing 1 ","protein_coding","1",7081,11,50,"Terminal"
"ENSG00000142731","PLK4","polo like kinase 4 ","protein_coding","1",85887,11,50,"Terminal"
"ENSG00000143185","XCL2","X-C motif chemokine ligand 2 ","protein_coding","1",164788,11,50,"Terminal"
"ENSG00000144231","POLR2D","RNA polymerase II subunit D ","protein_coding","1",90156,11,50,"Terminal"
"ENSG00000144668","ITGA9","integrin subunit alpha 9 ","protein_coding","1",98993,11,50,"Steiner"
"ENSG00000144810","COL8A1","collagen type VIII alpha 1 chain ","protein_coding","1",18945,11,50,"Terminal"
"ENSG00000146904","EPHA1","EPH receptor A1 ","protein_coding","1",23443,11,50,"Terminal"
"ENSG00000148229","POLE3","DNA polymerase epsilon 3, accessory subunit ","protein_coding","1",10670,11,50,"Terminal"
"ENSG00000149554","CHEK1","checkpoint kinase 1 ","protein_coding","1",38445,11,50,"Terminal"
"ENSG00000159352","PSMD4","proteasome 26S subunit ubiquitin receptor, non-ATPase 4 ","protein_coding","1",57892,11,50,"Terminal"
"ENSG00000163060","TEKT4","tektin 4 ","protein_coding","1",5725,11,50,"Terminal"
"ENSG00000166225","FRS2","fibroblast growth factor receptor substrate 2 ","protein_coding","1",0,11,50,"Terminal"
"ENSG00000166813","KIF7","kinesin family member 7 ","protein_coding","1",76975,11,50,"Terminal"
"ENSG00000169252","ADRB2","adrenoceptor beta 2 ","protein_coding","1",25511,11,50,"Terminal"
"ENSG00000171345","KRT19","keratin 19 ","protein_coding","1",68289,11,50,"Terminal"
"ENSG00000171346","KRT15","keratin 15 ","protein_coding","1",3479,11,50,"Terminal"
"ENSG00000171403","KRT9","keratin 9 ","protein_coding","1",0,11,50,"Terminal"
"ENSG00000172216","CEBPB","CCAAT enhancer binding protein beta ","protein_coding","1",50210,11,50,"Terminal"
"ENSG00000183527","PSMG1","proteasome assembly chaperone 1 ","protein_coding","1",53559,11,50,"Steiner"
"ENSG00000183690","EFHC2","EF-hand domain containing 2 ","protein_coding","1",37908,11,50,"Terminal"
"ENSG00000184557","SOCS3","suppressor of cytokine signaling 3 ","protein_coding","1",113195,11,50,"Terminal"
"ENSG00000186832","KRT16","keratin 16 ","protein_coding","1",0,11,50,"Terminal"
"ENSG00000188523","CFAP77","cilia and flagella associated protein 77 ","protein_coding","1",261,11,50,"Terminal"
"ENSG00000197122","SRC","SRC proto-oncogene, non-receptor tyrosine kinase ","protein_coding","1",226831,11,50,"Steiner"
"ENSG00000197249","SERPINA1","serpin family A member 1 ","protein_coding","1",37871,11,50,"Terminal"
"ENSG00000198938","MT-CO3","mitochondrially encoded cytochrome c oxidase III ","protein_coding","1",45586,11,50,"Terminal"
"ENSG00000204311","PJVK","pejvakin ","protein_coding","1",18924,11,50,"Terminal"
"ENSG00000213085","CFAP45","cilia and flagella associated protein 45 ","protein_coding","1",323,11,50,"Terminal"
"ENSG00000237649","KIFC1","kinesin family member C1 ","protein_coding","1",64196,11,50,"Terminal"
"ENSG00000242534","IGKV2D-28","immunoglobulin kappa variable 2D-28 ","IG_V_gene","1",9152,11,50,"Terminal"
"ENSG00000243678","NME2","NME/NM23 nucleoside diphosphate kinase 2 ","protein_coding","1",73415,11,50,"Terminal"
"ENSG00000265681","RPL17","ribosomal protein L17 ","protein_coding","1",19199,11,50,"Terminal"
"ENSG00000275713","H2BC9","H2B clustered histone 9 ","protein_coding","1",117802,11,50,"Terminal"
"ENSG00000019582","CD74","CD74 molecule ","protein_coding","1",52106,10,50,"Steiner"
"ENSG00000055332","EIF2AK2","eukaryotic translation initiation factor 2 alpha kinase 2 ","protein_coding","1",133503,10,50,"Terminal"
"ENSG00000070831","CDC42","cell division cycle 42 ","protein_coding","1",99371,10,50,"Steiner"
"ENSG00000087237","CETP","cholesteryl ester transfer protein ","protein_coding","1",3783,10,50,"Terminal"
"ENSG00000087460","GNAS","GNAS complex locus ","protein_coding","1",29445,10,50,"Terminal"
"ENSG00000092964","DPYSL2","dihydropyrimidinase like 2 ","protein_coding","1",56224,10,50,"Terminal"
"ENSG00000096070","BRPF3","bromodomain and PHD finger containing 3 ","protein_coding","1",69896,10,46,"Steiner"
"ENSG00000104290","FZD3","frizzled class receptor 3 ","protein_coding","1",3191,10,50,"Terminal"
"ENSG00000104413","ESRP1","epithelial splicing regulatory protein 1 ","protein_coding","1",53992,10,50,"Terminal"
"ENSG00000104450","SPAG1","sperm associated antigen 1 ","protein_coding","1",49320,10,50,"Terminal"
"ENSG00000105379","ETFB","electron transfer flavoprotein subunit beta ","protein_coding","1",46794,10,50,"Terminal"
"ENSG00000105612","DNASE2","deoxyribonuclease 2, lysosomal ","protein_coding","1",50507,10,50,"Terminal"
"ENSG00000108468","CBX1","chromobox 1 ","protein_coding","1",9820,10,50,"Terminal"
"ENSG00000108821","COL1A1","collagen type I alpha 1 chain ","protein_coding","1",58736,10,50,"Terminal"
"ENSG00000109819","PPARGC1A","PPARG coactivator 1 alpha ","protein_coding","1",19690,10,50,"Terminal"
"ENSG00000110799","VWF","von Willebrand factor ","protein_coding","1",845978,10,50,"Terminal"
"ENSG00000112559","MDFI","MyoD family inhibitor ","protein_coding","1",365424,10,50,"Steiner"
"ENSG00000112984","KIF20A","kinesin family member 20A ","protein_coding","1",6298,10,50,"Terminal"
"ENSG00000117091","CD48","CD48 molecule ","protein_coding","1",33215,10,50,"Terminal"
"ENSG00000117245","KIF17","kinesin family member 17 ","protein_coding","1",8074,10,50,"Terminal"
"ENSG00000121361","KCNJ8","potassium inwardly rectifying channel subfamily J member 8 ","protein_coding","1",69794,10,50,"Terminal"
"ENSG00000123700","KCNJ2","potassium inwardly rectifying channel subfamily J member 2 ","protein_coding","1",2432,10,50,"Terminal"
"ENSG00000124749","COL21A1","collagen type XXI alpha 1 chain ","protein_coding","1",0,10,50,"Terminal"
"ENSG00000126895","AVPR2","arginine vasopressin receptor 2 ","protein_coding","1",449950,10,50,"Terminal"
"ENSG00000128052","KDR","kinase insert domain receptor ","protein_coding","1",24472,10,50,"Terminal"
"ENSG00000131437","KIF3A","kinesin family member 3A ","protein_coding","1",4311,10,50,"Terminal"
"ENSG00000131462","TUBG1","tubulin gamma 1 ","protein_coding","1",756680,10,50,"Terminal"
"ENSG00000134057","CCNB1","cyclin B1 ","protein_coding","1",33791,10,50,"Terminal"
"ENSG00000135441","BLOC1S1","biogenesis of lysosomal organelles complex 1 subunit 1 ","protein_coding","1",44182,10,50,"Terminal"
"ENSG00000136485","DCAF7","DDB1 and CUL4 associated factor 7 ","protein_coding","1",64209,10,50,"Terminal"
"ENSG00000138363","ATIC","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase ","protein_coding","1",211243,10,50,"Terminal"
"ENSG00000140859","KIFC3","kinesin family member C3 ","protein_coding","1",120231,10,50,"Terminal"
"ENSG00000140945","CDH13","cadherin 13 ","protein_coding","1",3057,10,50,"Terminal"
"ENSG00000141543","EIF4A3","eukaryotic translation initiation factor 4A3 ","protein_coding","1",212048,10,50,"Terminal"
"ENSG00000142208","AKT1","AKT serine/threonine kinase 1 ","protein_coding","1",422339,10,50,"Steiner"
"ENSG00000143549","TPM3","tropomyosin 3 ","protein_coding","1",106320,10,50,"Terminal"
"ENSG00000144554","FANCD2","FA complementation group D2 ","protein_coding","1",13323,10,50,"Terminal"
"ENSG00000145087","STXBP5L","syntaxin binding protein 5L ","protein_coding","1",143621,10,50,"Terminal"
"ENSG00000147044","CASK","calcium/calmodulin dependent serine protein kinase ","protein_coding","1",19228,10,50,"Terminal"
"ENSG00000147400","CETN2","centrin 2 ","protein_coding","1",1571952,10,50,"Terminal"
"ENSG00000152661","GJA1","gap junction protein alpha 1 ","protein_coding","1",51889,10,50,"Terminal"
"ENSG00000155511","GRIA1","glutamate ionotropic receptor AMPA type subunit 1 ","protein_coding","1",36808,10,50,"Terminal"
"ENSG00000156427","FGF18","fibroblast growth factor 18 ","protein_coding","1",0,10,50,"Terminal"
