"","GAMuT_20095","GAMuT_20104","GAMuT_20800","GAMuT_OV0711","GAMuT_1000"
"ENSG00000056736",139,448,616,567,250
"ENSG00000056972",454,2085,421,1516,1397
"ENSG00000056998",34,891,93,175,186
"ENSG00000057019",777,725,1419,2047,1555
"ENSG00000057252",1043,2129,621,1254,1558
"ENSG00000057294",2669,10594,953,4467,1553
"ENSG00000057608",10609,19912,6153,11848,4473
"ENSG00000057657",108,514,328,432,212
"ENSG00000057663",944,3263,822,2360,1887
"ENSG00000057704",724,1101,143,2492,468
"ENSG00000057757",439,1721,487,934,890
"ENSG00000057935",601,2403,743,1509,1064
"ENSG00000058056",232,1259,403,609,400
"ENSG00000058063",4590,10170,2984,10250,7070
"ENSG00000058085",1354,2277,3539,5575,7069
"ENSG00000058091",220,139,191,683,279
"ENSG00000058262",2798,11473,3305,7321,9344
"ENSG00000058272",2773,4957,2031,5296,2797
"ENSG00000058453",27,499,52,315,375
"ENSG00000058600",332,1087,496,1166,1680
"ENSG00000058668",815,6300,1348,4562,3439
"ENSG00000058673",2548,6900,2792,7017,6141
"ENSG00000058729",1129,1058,558,1178,620
"ENSG00000058799",424,983,832,710,922
"ENSG00000058804",1632,6734,1425,2659,2003
"ENSG00000058866",17,39,99,269,75
"ENSG00000059122",37,307,68,329,518
"ENSG00000059145",47,238,57,235,390
"ENSG00000059377",1193,431,1481,1485,278
"ENSG00000059378",439,7091,402,2640,1115
"ENSG00000059573",3715,5618,2580,9151,4009
"ENSG00000059588",1127,3047,1366,3936,2270
"ENSG00000059691",174,340,237,690,597
"ENSG00000059728",687,5735,1321,3146,1107
"ENSG00000059758",905,1917,796,1553,759
"ENSG00000059769",232,366,169,231,141
"ENSG00000059804",94,415,205,302,108
"ENSG00000059915",9,10,6,57,58
"ENSG00000060069",115,1275,77,515,574
"ENSG00000060138",1040,4615,1921,2640,1853
"ENSG00000060140",512,377,458,1239,941
"ENSG00000060237",2248,10363,3153,6485,7044
"ENSG00000060339",1877,3004,1805,3140,2801
"ENSG00000060491",131,1868,167,444,790
"ENSG00000060558",22,164,204,108,220
"ENSG00000060642",232,412,314,671,601
"ENSG00000060656",15,61,437,126,1044
"ENSG00000060688",296,2595,580,994,1333
"ENSG00000060709",176,9,289,347,27
"ENSG00000060718",111,314,140,40,21
"ENSG00000060749",2159,3534,2528,4363,3664
"ENSG00000060762",389,799,297,711,763
"ENSG00000060971",359,1734,471,1607,2210
"ENSG00000060982",674,342,627,1195,242
"ENSG00000061273",140,1350,283,831,1159
"ENSG00000061337",25,109,35,56,90
"ENSG00000061455",125,16,8,335,156
"ENSG00000061656",13,49,30,117,153
"ENSG00000061676",4283,14862,6793,11615,10074
"ENSG00000061794",3656,4639,1998,3546,1587
"ENSG00000061918",55,122,104,102,172
"ENSG00000061936",482,1688,407,1210,1061
"ENSG00000061938",88,475,153,857,601
"ENSG00000061987",3318,3312,2105,6173,3405
"ENSG00000062038",297,3421,1144,1734,330
"ENSG00000062194",2973,5294,2221,4501,3095
"ENSG00000062282",132,1999,159,612,314
"ENSG00000062370",147,520,272,540,702
"ENSG00000062485",1362,4977,731,2181,1270
"ENSG00000062524",54,62,69,217,381
"ENSG00000062598",174,1162,285,595,874
"ENSG00000062650",2930,4049,2012,5085,4202
"ENSG00000062716",8840,10019,11280,33336,27352
"ENSG00000062725",1006,1494,1134,2318,3945
"ENSG00000062822",47,1114,94,250,907
"ENSG00000063046",8478,9071,4369,11069,5611
"ENSG00000063169",14,230,17,69,380
"ENSG00000063176",24,408,27,217,803
"ENSG00000063177",5272,23829,6471,12101,22689
"ENSG00000063180",5,5,12,33,101
"ENSG00000063241",178,1269,176,470,2056
"ENSG00000063244",446,4483,662,1637,4253
"ENSG00000063245",273,4051,201,1408,6059
"ENSG00000063322",134,978,268,695,2249
"ENSG00000063587",491,878,282,1248,774
"ENSG00000063601",628,1174,458,1132,1140
"ENSG00000063660",29,388,44,82,203
"ENSG00000063761",37,314,20,143,243
"ENSG00000063854",76,349,144,409,444
"ENSG00000063978",499,2964,742,1459,1543
"ENSG00000064012",775,2790,1939,2140,1476
"ENSG00000064042",733,2217,1391,146,458
"ENSG00000064102",773,1372,643,1258,523
"ENSG00000064115",671,2976,1671,3121,1831
"ENSG00000064199",153,443,171,197,172
"ENSG00000064225",24,124,66,697,147
"ENSG00000064270",845,1247,942,1717,1385
"ENSG00000064309",84,610,136,610,414
"ENSG00000064313",1163,3379,1510,2017,2429
"ENSG00000064393",1883,5414,3590,6331,5924
"ENSG00000064419",1497,4194,1855,3342,2028
"ENSG00000064490",120,960,167,418,405
"ENSG00000064545",46,925,96,338,354
"ENSG00000064547",70,324,100,362,393
"ENSG00000064601",584,4149,857,2971,2628
"ENSG00000064607",665,3417,909,1808,1367
"ENSG00000064651",27990,24791,29904,15587,6293
"ENSG00000064652",144,610,176,342,371
"ENSG00000064655",2,14,10,6,7
"ENSG00000064666",379,4627,766,1131,1862
"ENSG00000064687",20,810,162,73,425
"ENSG00000064692",26,47,3,80,39
"ENSG00000064703",372,1371,417,675,598
"ENSG00000064726",1294,3651,1710,3487,1903
"ENSG00000064763",2585,1037,1156,2265,171
"ENSG00000064787",1940,126,2115,6747,13702
"ENSG00000064932",76,1944,386,593,776
"ENSG00000064933",562,1309,977,1268,714
"ENSG00000064961",366,2190,464,892,840
"ENSG00000064989",198,374,242,865,747
"ENSG00000064995",194,900,206,497,850
"ENSG00000064999",247,2700,375,1147,2280
"ENSG00000065000",561,4557,906,2142,3345
"ENSG00000065029",111,679,195,530,896
"ENSG00000065054",46,251,77,230,598
"ENSG00000065057",82,227,79,319,280
"ENSG00000065060",408,2291,728,1717,1814
"ENSG00000065135",2461,6944,2727,4700,2793
"ENSG00000065150",5395,9645,3747,6790,7331
"ENSG00000065154",2476,9523,2118,7335,724
"ENSG00000065183",1063,3306,1327,2804,2082
"ENSG00000065243",2732,5938,3279,8053,4541
"ENSG00000065268",61,1240,102,322,941
"ENSG00000065308",713,1460,866,1446,1337
"ENSG00000065328",207,1587,386,194,395
"ENSG00000065357",562,916,355,1908,373
"ENSG00000065361",7343,13642,6751,15416,9804
"ENSG00000065413",100,268,199,533,217
"ENSG00000065427",2191,4038,2540,4086,3284
"ENSG00000065457",168,443,296,939,609
"ENSG00000065485",223,1024,244,562,926
"ENSG00000065491",115,873,167,460,699
"ENSG00000065518",613,1228,674,1077,949
"ENSG00000065526",1694,6781,1853,4542,4680
"ENSG00000065534",804,594,331,2844,2297
"ENSG00000065548",1828,4322,2348,3114,1891
"ENSG00000065559",680,2126,843,1736,809
"ENSG00000065600",77,436,81,162,127
"ENSG00000065613",7735,3709,7262,10386,5504
"ENSG00000065615",586,1270,388,1177,812
"ENSG00000065618",4018,1035,3836,34140,281
"ENSG00000065621",618,724,493,1051,1019
"ENSG00000065665",49,490,58,134,75
"ENSG00000065675",1,89,14,79,275
"ENSG00000065717",41,383,26,61,201
"ENSG00000065802",139,907,329,424,1144
"ENSG00000065809",1158,1960,1193,2147,4895
"ENSG00000065833",898,3671,256,1206,1805
"ENSG00000065882",1006,3641,1338,2114,1033
"ENSG00000065883",1562,4551,1694,3815,4782
"ENSG00000065911",1401,3007,2836,1768,892
"ENSG00000065923",575,4454,354,1180,682
"ENSG00000065970",281,846,225,706,610
"ENSG00000065978",950,6181,1279,1427,3363
"ENSG00000065989",39,196,86,77,158
"ENSG00000066027",1558,3316,1444,3288,2588
"ENSG00000066044",499,3167,625,1308,1142
"ENSG00000066056",14,168,72,87,283
"ENSG00000066084",2902,5832,2418,5371,2235
"ENSG00000066117",388,1995,459,1080,919
"ENSG00000066135",694,3785,753,2684,2581
"ENSG00000066136",306,1696,417,785,1340
"ENSG00000066185",15,28,26,87,46
"ENSG00000066230",62,811,1,106,0
"ENSG00000066248",196,908,296,1042,599
"ENSG00000066279",3792,9675,2095,1561,2048
"ENSG00000066294",178,312,435,251,113
"ENSG00000066322",444,2292,675,2054,2450
"ENSG00000066336",8,181,40,33,34
"ENSG00000066379",226,529,249,571,595
"ENSG00000066405",48,12,92,11181,67346
"ENSG00000066422",790,1907,991,2236,1707
"ENSG00000066427",620,1468,821,1924,1452
"ENSG00000066455",1281,2317,1099,2082,2570
"ENSG00000066468",845,185,2522,1753,1981
"ENSG00000066557",509,1145,455,1092,706
"ENSG00000066583",409,1922,236,577,648
"ENSG00000066629",20,242,33,110,68
"ENSG00000066651",442,1772,451,1376,1097
"ENSG00000066654",1054,1532,1281,3186,1922
"ENSG00000066697",241,349,214,249,90
"ENSG00000066739",2189,3175,1749,4012,3339
"ENSG00000066777",4671,9693,4635,8532,11495
"ENSG00000066827",116,1781,166,416,570
"ENSG00000066855",794,1387,671,914,1272
"ENSG00000066926",213,1143,160,647,435
"ENSG00000066933",1733,3378,2916,4868,1951
"ENSG00000067057",924,8254,935,2869,1524
"ENSG00000067064",1098,4540,656,1382,2037
"ENSG00000067066",1037,6897,2157,3127,2329
"ENSG00000067082",2686,7150,2562,8635,4372
"ENSG00000067113",266,926,80,682,548
"ENSG00000067141",1968,4504,1126,3498,1265
"ENSG00000067167",5470,13752,5273,8164,10503
"ENSG00000067177",532,330,506,704,171
"ENSG00000067182",374,1774,633,1494,1673
"ENSG00000067191",9,29,31,80,159
"ENSG00000067208",1117,2747,768,4322,4287
"ENSG00000067221",57,121,93,225,331
"ENSG00000067225",4052,32037,12641,19349,18482
"ENSG00000067248",1455,2607,885,2423,1099
"ENSG00000067334",1196,2449,1274,2078,1321
"ENSG00000067365",91,267,75,366,516
"ENSG00000067369",1021,3317,1522,3326,3106
"ENSG00000067445",49,27,25,142,171
"ENSG00000067533",491,1108,533,1103,893
"ENSG00000067560",4587,16377,5075,11649,9641
"ENSG00000067596",765,1962,1038,2226,4476
"ENSG00000067601",17,27,27,37,17
"ENSG00000067606",109,1097,153,693,1024
"ENSG00000067704",2200,7700,1985,5470,4502
"ENSG00000067715",6,18,2,50,358
"ENSG00000067798",67,127,15,307,237
"ENSG00000067829",370,1196,236,625,575
"ENSG00000067836",33,258,54,235,279
"ENSG00000067900",1667,5254,984,4328,6364
"ENSG00000067955",684,1383,903,1966,1250
"ENSG00000067992",569,944,351,734,134
"ENSG00000068001",129,1115,226,671,432
"ENSG00000068024",186,1319,669,424,529
"ENSG00000068028",107,813,127,507,325
"ENSG00000068078",64,1228,43,764,1482
"ENSG00000068079",110,1064,225,627,905
"ENSG00000068097",218,454,325,821,1526
"ENSG00000068120",240,938,282,863,2655
"ENSG00000068137",23,277,19,255,1124
"ENSG00000068305",776,1463,1103,2339,1513
"ENSG00000068308",369,1323,318,809,787
"ENSG00000068323",137,822,115,383,756
"ENSG00000068354",76,347,72,193,196
"ENSG00000068366",1929,2125,1871,1900,1182
"ENSG00000068383",273,727,192,749,751
"ENSG00000068394",200,827,179,431,506
"ENSG00000068400",382,1277,358,849,852
"ENSG00000068438",252,964,228,488,564
"ENSG00000068489",304,557,266,199,744
"ENSG00000068615",1,35,10,124,823
"ENSG00000068650",1060,3062,1569,2630,5430
"ENSG00000068654",582,5586,1080,1950,2991
"ENSG00000068697",1955,4618,3292,5192,2910
"ENSG00000068724",177,1333,287,1125,1170
"ENSG00000068745",701,2556,784,2242,2005
"ENSG00000068784",592,1161,839,1293,837
"ENSG00000068796",1146,3024,912,1814,869
"ENSG00000068878",1666,7334,2549,4127,3731
"ENSG00000068885",160,410,248,506,608
"ENSG00000068903",131,549,259,455,1830
"ENSG00000068912",1016,1607,1596,2344,2047
"ENSG00000068971",67,561,69,193,281
"ENSG00000069011",70,272,64,270,280
"ENSG00000069020",572,1582,897,1616,1619
"ENSG00000069122",187,575,731,503,2146
"ENSG00000069188",24,13,15,25,23
"ENSG00000069248",1341,3388,1379,2702,1890
"ENSG00000069275",6736,21375,5212,9642,9765
"ENSG00000069329",3700,5692,3069,9806,4499
"ENSG00000069345",1232,1949,1331,2455,1747
"ENSG00000069399",38,1423,42,150,264
"ENSG00000069424",110,239,299,555,235
"ENSG00000069431",42,167,512,264,244
"ENSG00000069493",79,137,69,114,158
"ENSG00000069509",186,484,141,452,308
"ENSG00000069535",222,1646,156,1532,286
"ENSG00000069667",135,147,89,410,520
"ENSG00000069702",354,845,1204,681,308
"ENSG00000069712",323,530,409,967,471
"ENSG00000069764",103,80,31,248,271
"ENSG00000069849",780,4616,859,2585,831
"ENSG00000069869",1258,954,498,1546,491
"ENSG00000069943",246,384,138,624,499
"ENSG00000069956",901,2996,1586,2854,1569
"ENSG00000069966",83,609,323,347,378
"ENSG00000069974",494,238,573,1384,2415
"ENSG00000069998",199,959,245,851,647
"ENSG00000070010",354,1014,552,770,889
"ENSG00000070018",2320,5658,1454,5461,4528
"ENSG00000070019",5208,6091,12,9238,17
"ENSG00000070047",158,3678,234,862,1892
"ENSG00000070061",1217,3150,1771,2164,1564
"ENSG00000070081",782,1101,859,1050,1503
"ENSG00000070087",111,236,33,263,2396
"ENSG00000070159",1694,3317,1669,2560,1035
"ENSG00000070190",51,282,291,844,378
"ENSG00000070214",9509,12980,5420,14337,6502
"ENSG00000070269",687,1874,823,1695,1807
"ENSG00000070366",248,1852,488,1165,925
"ENSG00000070367",1173,3371,1406,2903,2511
"ENSG00000070371",27,185,52,63,83
"ENSG00000070404",11,445,22,103,92
"ENSG00000070413",301,2236,527,1727,3398
"ENSG00000070423",71,724,83,327,477
"ENSG00000070444",82,499,87,250,433
"ENSG00000070476",232,1797,498,990,1143
"ENSG00000070495",145,562,214,401,951
"ENSG00000070501",253,1015,355,588,424
"ENSG00000070526",3735,415,3574,4370,17774
"ENSG00000070540",210,196,314,260,1031
"ENSG00000070610",986,3076,762,2180,1279
"ENSG00000070614",566,2847,413,1138,1869
"ENSG00000070669",363,512,636,808,303
"ENSG00000070718",521,1720,1093,1037,521
"ENSG00000070731",33,7,66,148,63
"ENSG00000070756",15609,43428,16631,26821,32545
"ENSG00000070759",79,652,74,221,159
"ENSG00000070761",227,463,386,467,442
"ENSG00000070770",1313,2170,968,2176,1920
"ENSG00000070778",241,1303,216,965,1553
"ENSG00000070785",336,705,322,687,378
"ENSG00000070814",361,4401,419,783,1280
"ENSG00000070831",2374,9425,2506,5506,5161
"ENSG00000070882",1046,2599,2638,4906,3162
"ENSG00000070950",926,1461,827,1555,442
"ENSG00000070961",2823,6814,2083,5632,3843
"ENSG00000070985",1,71,2,371,0
"ENSG00000071051",185,2096,565,1077,1368
"ENSG00000071054",756,5298,1860,2786,3735
"ENSG00000071073",2939,12599,1917,4538,467
"ENSG00000071082",10936,18947,12888,14721,12411
"ENSG00000071127",1740,13984,2403,5958,5482
"ENSG00000071189",3477,3984,3195,6918,6821
"ENSG00000071205",500,552,409,569,1010
"ENSG00000071242",59,1079,164,380,128
"ENSG00000071243",628,568,598,900,277
"ENSG00000071246",55,433,169,143,222
"ENSG00000071282",45,220,282,176,309
"ENSG00000071462",310,1716,551,1116,1087
"ENSG00000071537",2834,7143,2977,7604,10505
"ENSG00000071539",232,1323,240,209,398
"ENSG00000071553",575,2328,587,1369,1958
"ENSG00000071564",148,2797,318,700,1585
"ENSG00000071575",212,846,637,1884,683
"ENSG00000071626",399,2782,395,1288,1738
"ENSG00000071655",83,2258,120,375,709
"ENSG00000071794",756,3078,111,2765,1392
"ENSG00000071859",239,1149,168,458,605
"ENSG00000071889",271,579,112,644,533
"ENSG00000071894",463,5689,531,1289,2426
"ENSG00000071967",1183,5057,183,7578,2966
"ENSG00000071994",994,3112,1000,1764,1725
"ENSG00000072042",403,3507,703,1273,3367
"ENSG00000072062",75,757,119,478,626
"ENSG00000072071",98,1424,135,279,745
"ENSG00000072110",1044,8391,3688,3507,4591
"ENSG00000072121",468,3124,665,1700,2394
"ENSG00000072133",21,867,2,1250,261
"ENSG00000072134",244,917,550,672,875
"ENSG00000072135",324,2226,1092,1905,1195
"ENSG00000072163",7,27,12,31,109
"ENSG00000072195",5,9,7,43,32
"ENSG00000072201",420,917,459,1164,819
"ENSG00000072210",1343,7342,1452,6626,1501
"ENSG00000072274",5315,39900,8406,17203,4227
"ENSG00000072310",102,3859,154,790,1756
"ENSG00000072364",5180,10001,4753,9733,8429
"ENSG00000072401",422,636,249,882,453
"ENSG00000072415",827,2885,955,2782,2774
"ENSG00000072422",188,506,240,1933,2119
"ENSG00000072501",2697,4610,2299,3471,2101
"ENSG00000072506",460,1533,376,771,589
"ENSG00000072518",441,2515,547,1409,2502
"ENSG00000072571",1823,1664,873,586,284
"ENSG00000072609",24,1248,43,570,738
"ENSG00000072657",116,263,0,2189,130
"ENSG00000072682",786,3177,955,2151,1646
"ENSG00000072694",5,24,59,45,21
"ENSG00000072736",670,1240,995,1686,644
"ENSG00000072756",610,1638,592,1026,639
"ENSG00000072778",1437,10923,1789,7354,6290
"ENSG00000072786",208,920,266,811,900
"ENSG00000072803",1258,2733,1365,2675,3588
"ENSG00000072832",4,6,9,76,18
"ENSG00000072840",34,79,31,215,235
"ENSG00000072849",452,1407,526,1151,706
"ENSG00000072858",616,466,417,695,397
"ENSG00000072864",267,827,489,667,607
"ENSG00000072952",100,181,115,304,303
"ENSG00000072954",24,321,74,321,533
"ENSG00000072958",79,648,126,548,592
"ENSG00000073008",265,1681,372,1094,4671
"ENSG00000073050",96,797,202,313,993
"ENSG00000073060",233,4175,172,854,471
"ENSG00000073111",290,3200,614,819,1551
"ENSG00000073169",62,228,47,321,335
"ENSG00000073331",632,1015,1161,1700,1630
"ENSG00000073350",536,3174,535,2679,12396
"ENSG00000073417",646,2693,547,1942,1395
"ENSG00000073464",43,42,206,170,247
"ENSG00000073536",176,1109,220,487,1231
"ENSG00000073578",1106,6967,950,3239,2347
"ENSG00000073584",900,2773,818,1645,1899
"ENSG00000073605",1028,42278,784,3394,3245
"ENSG00000073614",4192,7704,3224,7385,4208
"ENSG00000073711",134,821,145,474,484
"ENSG00000073712",307,153,243,596,396
"ENSG00000073737",181,33,123,1127,16
"ENSG00000073756",170,494,57,38,41
"ENSG00000073792",389,1701,405,1239,1890
"ENSG00000073803",724,3481,804,2406,1432
"ENSG00000073849",142,5635,157,837,295
"ENSG00000073910",479,3382,1062,3766,3281
"ENSG00000073921",2764,8643,2966,6624,5538
"ENSG00000073969",610,1069,802,1414,2346
"ENSG00000074047",35,34,4,149,162
"ENSG00000074054",805,4646,1599,2662,2678
"ENSG00000074071",224,1010,238,651,1080
"ENSG00000074181",201,2536,331,1093,3888
"ENSG00000074201",1292,4018,1443,2697,2078
"ENSG00000074219",34,1235,18,66,397
"ENSG00000074266",378,1182,474,1081,794
"ENSG00000074276",260,455,550,1649,124
"ENSG00000074319",793,2923,875,2065,1557
"ENSG00000074356",720,2702,892,2297,1280
"ENSG00000074370",481,367,402,1847,1365
"ENSG00000074410",1438,410,112,2247,21
"ENSG00000074416",946,2415,1547,6412,7664
"ENSG00000074527",478,972,590,1560,2242
"ENSG00000074582",111,583,229,374,373
"ENSG00000074590",91,314,112,322,218
"ENSG00000074603",1217,2173,1170,3580,2058
"ENSG00000074621",94,221,267,528,398
"ENSG00000074657",148,1786,205,796,1018
"ENSG00000074660",16,172,30,117,119
"ENSG00000074695",4324,7708,2315,7131,6820
"ENSG00000074696",2564,10245,2542,5605,4279
"ENSG00000074706",31,29,58,74,211
"ENSG00000074755",1897,6613,1053,4977,2776
"ENSG00000074800",7341,67362,13647,18409,21360
"ENSG00000074842",285,1037,395,766,1347
"ENSG00000074855",21,307,46,218,153
"ENSG00000074935",279,540,285,791,647
"ENSG00000074964",371,4253,478,2016,1340
"ENSG00000074966",28,150,50,29,14
"ENSG00000075089",475,960,337,830,225
"ENSG00000075131",115,201,170,203,135
"ENSG00000075142",1015,3405,1988,4927,1870
"ENSG00000075151",1409,6924,1666,3613,3044
"ENSG00000075188",726,1409,599,761,417
"ENSG00000075213",21,128,879,18,172
"ENSG00000075218",106,554,116,113,278
"ENSG00000075223",1543,2528,331,3828,876
"ENSG00000075234",393,1449,451,2118,920
"ENSG00000075239",753,1575,499,631,265
"ENSG00000075240",336,1502,514,1861,1371
"ENSG00000075275",178,542,709,130,5489
"ENSG00000075292",4595,8849,7429,8950,7089
"ENSG00000075303",749,924,780,1167,339
"ENSG00000075336",244,694,154,525,307
"ENSG00000075391",814,2821,1606,2910,1897
"ENSG00000075399",19,133,23,122,488
"ENSG00000075407",1190,2077,1039,1556,806
"ENSG00000075413",751,3054,891,2294,2867
"ENSG00000075415",5863,17136,3373,8819,5567
"ENSG00000075420",1297,4898,2814,4742,6945
"ENSG00000075426",1327,8077,1362,4927,6185
"ENSG00000075539",7282,14534,5515,11967,7039
"ENSG00000075568",2231,4349,2069,5767,6289
"ENSG00000075618",214,177,496,867,273
"ENSG00000075624",10278,80985,14431,33445,50496
"ENSG00000075643",287,1920,186,749,257
"ENSG00000075651",1779,7339,1443,4339,4336
"ENSG00000075702",36,519,64,108,238
"ENSG00000075711",2123,4567,1993,4427,3164
"ENSG00000075785",995,3895,1321,2068,2662
"ENSG00000075790",1085,1887,1146,1937,743
"ENSG00000075826",121,118,40,129,153
"ENSG00000075856",775,3191,941,1817,1383
"ENSG00000075884",36,90,79,87,47
"ENSG00000075914",168,913,223,612,707
"ENSG00000075945",1167,1567,1041,1274,1109
"ENSG00000075975",334,1514,474,1150,994
"ENSG00000076003",829,3079,2256,1455,1083
"ENSG00000076043",431,1058,692,728,678
"ENSG00000076053",470,883,515,712,591
"ENSG00000076067",532,2345,660,1441,1314
"ENSG00000076108",1024,5424,1137,2810,2900
"ENSG00000076201",182,1926,185,914,1234
"ENSG00000076242",466,1032,543,1072,999
"ENSG00000076248",466,2190,808,1150,693
"ENSG00000076258",65,145,48,191,144
"ENSG00000076321",307,592,334,871,1021
"ENSG00000076351",67,513,103,330,857
"ENSG00000076356",530,3007,335,2891,6023
"ENSG00000076382",550,2699,592,490,1374
"ENSG00000076513",870,1663,694,1475,902
"ENSG00000076554",6469,12112,3986,7104,3698
"ENSG00000076555",421,1911,206,1065,604
"ENSG00000076604",287,2296,418,1222,3484
"ENSG00000076641",1828,2470,689,5103,2713
"ENSG00000076650",188,459,207,519,1417
"ENSG00000076662",73,188,62,189,131
"ENSG00000076685",2044,2005,2401,3344,3004
"ENSG00000076706",130,1258,833,377,976
"ENSG00000076716",566,897,683,671,202
"ENSG00000076770",4642,2324,1788,5357,2043
"ENSG00000076826",58,2005,76,347,537
"ENSG00000076864",650,528,1166,474,1203
"ENSG00000076924",108,929,148,573,733
"ENSG00000076928",167,919,350,960,3930
