"","GAMuT_23091","GAMuT_32035","GAMuT_32810","GAMuT_41361","GAMuT_41828","GAMuT_49009","GAMuT_51027","GAMuT_51052","GAMuT_51056","GAMuT_70066","GAMuT_IC294"
"ENSG00000027847",408,276,363,182,223,209,330,263,270,289,231
"ENSG00000028116",591,497,531,592,894,432,425,662,437,642,605
"ENSG00000028137",413,590,509,385,755,425,1164,74,347,342,622
"ENSG00000028203",1746,2269,3654,2933,2453,1441,1889,2376,2505,3049,2535
"ENSG00000028277",20,64,69,59,29,30,37,43,23,49,56
"ENSG00000028310",714,820,1057,983,779,908,854,981,752,833,916
"ENSG00000028528",2077,2272,2507,2456,2574,1864,2270,2266,1992,3400,2519
"ENSG00000028839",516,485,594,548,704,308,310,686,431,500,446
"ENSG00000029153",2873,1364,1116,2487,3951,1422,1404,1537,705,919,1497
"ENSG00000029363",4200,5008,7731,5379,6896,3824,3559,5485,4357,6126,5469
"ENSG00000029364",5163,3150,5596,3236,6153,2581,3156,3722,2879,3508,3074
"ENSG00000029534",244,80,179,155,316,66,160,373,223,61,97
"ENSG00000029639",460,394,443,428,530,370,345,469,305,388,499
"ENSG00000029725",4208,3981,6567,3577,4171,1889,6291,4725,3511,3626,3626
"ENSG00000029993",277,194,217,258,304,205,274,171,148,351,193
"ENSG00000030066",1688,1876,2436,2068,2204,1498,1566,1836,1419,2572,2068
"ENSG00000030110",286,171,370,164,206,159,334,243,123,204,234
"ENSG00000030419",1421,2453,2847,2376,2149,2419,1452,3909,2370,2302,2912
"ENSG00000030582",4415,2210,5109,1750,3814,2581,4791,2340,2607,2211,1505
"ENSG00000031003",1705,2350,2316,2323,3056,1622,1632,2299,1739,3968,2469
"ENSG00000031081",345,631,1354,453,385,283,863,69,494,1882,731
"ENSG00000031691",109,134,139,112,163,108,99,145,90,260,155
"ENSG00000031698",3663,2118,2673,2098,3944,1722,2362,2283,1804,2287,1851
"ENSG00000031823",860,645,866,825,815,666,726,760,549,816,713
"ENSG00000032219",1267,1714,2723,2277,2081,1505,1126,2064,1775,2077,2308
"ENSG00000032389",562,336,533,459,548,440,434,331,348,391,414
"ENSG00000032444",403,306,470,292,311,392,461,342,247,295,249
"ENSG00000032742",530,812,886,831,867,516,441,848,657,921,855
"ENSG00000033011",1221,453,688,356,1004,383,520,515,409,466,384
"ENSG00000033030",686,825,1409,1257,1218,855,712,1087,671,1136,1005
"ENSG00000033050",887,749,1070,545,915,495,856,642,645,987,887
"ENSG00000033100",1568,939,1289,738,1409,878,1401,1055,839,962,894
"ENSG00000033170",5104,3411,2821,3369,10981,4458,4716,5655,2573,3561,4001
"ENSG00000033178",2866,3559,4994,3733,5131,2921,3111,3550,2915,4046,4406
"ENSG00000033327",751,988,1502,1359,1036,696,1243,702,779,1681,1355
"ENSG00000033627",1151,1309,2154,1726,1775,1437,946,1716,1410,2335,1805
"ENSG00000033800",1297,2298,3159,3155,2597,2305,1609,2783,2209,3071,2829
"ENSG00000033867",933,1461,2080,1281,1687,856,1067,1161,1750,2903,2061
"ENSG00000034053",68,49,88,49,47,39,110,8,54,140,65
"ENSG00000034152",791,628,929,600,723,615,880,674,412,408,430
"ENSG00000034510",11649,6703,13465,7440,13246,6657,14148,5508,7121,9941,5624
"ENSG00000034533",395,357,443,329,537,331,270,364,266,447,368
"ENSG00000034677",3050,2938,3743,3374,5625,3008,2686,3481,2481,3084,3096
"ENSG00000034693",350,426,472,386,555,259,344,512,421,587,454
"ENSG00000034713",1296,1128,1756,1062,1581,1015,991,938,700,1388,894
"ENSG00000035115",4376,2062,3640,3251,3320,1729,1762,3277,2599,3088,3410
"ENSG00000035141",1070,716,697,723,989,627,716,835,552,809,628
"ENSG00000035403",5340,6065,7424,5685,10021,4289,7188,4715,6836,8375,5980
"ENSG00000035499",108,55,58,83,111,74,79,35,33,177,129
"ENSG00000035664",82,613,635,1120,172,572,413,826,188,626,669
"ENSG00000035681",1015,1089,1497,1203,1178,895,775,1276,1217,1590,1210
"ENSG00000035687",1900,1628,3184,1517,2167,1098,1454,1710,1973,1641,2431
"ENSG00000035862",1818,3548,5740,3817,3043,1496,4488,1334,1816,9310,2783
"ENSG00000035928",2120,1859,2700,2052,2540,1526,1787,1611,1706,2969,2138
"ENSG00000036054",2098,1614,2563,1987,3501,1486,1393,1732,1475,2177,1613
"ENSG00000036257",2943,2891,4314,3032,4250,2484,2384,3714,2155,3049,3496
"ENSG00000036473",25,93,183,371,7,30,23,103,14,203,37
"ENSG00000036549",2780,2478,3131,2804,3220,2027,2015,2856,2659,3509,3385
"ENSG00000036828",50,306,1440,456,86,311,311,74,426,178,246
"ENSG00000037042",103,188,131,309,171,49,152,425,164,237,124
"ENSG00000037241",59,41,50,18,56,27,42,26,15,39,29
"ENSG00000037280",57,96,32,180,35,62,138,3,71,93,61
"ENSG00000037474",1535,1396,2071,1427,1952,1184,1434,1528,1476,1657,1644
"ENSG00000037637",694,762,994,938,885,772,882,1007,689,1136,931
"ENSG00000037749",893,750,1110,735,1354,600,793,765,610,1010,835
"ENSG00000037757",391,290,432,305,539,270,314,614,296,360,363
"ENSG00000037897",178,135,109,69,154,62,145,125,117,151,132
"ENSG00000038002",839,433,935,555,822,387,398,714,429,605,449
"ENSG00000038210",892,777,950,827,1749,504,364,943,342,609,894
"ENSG00000038219",3379,4357,6162,5059,4758,3478,3608,4628,4514,6136,5101
"ENSG00000038274",2526,2599,3768,2191,4370,1562,1722,2426,1298,2639,2237
"ENSG00000038358",569,466,693,565,571,545,582,578,456,582,583
"ENSG00000038382",2127,2973,3591,3121,4129,3138,3577,3386,2567,4111,2846
"ENSG00000038427",1206,1721,3324,3789,2661,2575,7024,249,763,1768,1015
"ENSG00000038532",585,735,1015,915,842,828,852,964,988,912,860
"ENSG00000038945",197,682,784,321,510,268,527,31,311,817,391
"ENSG00000039068",18825,7243,18537,14012,28981,7954,8571,14249,7112,7949,10085
"ENSG00000039123",2704,2805,3746,2477,3449,2097,2336,2723,2297,3323,3138
"ENSG00000039139",125,467,443,102,204,340,912,814,436,89,516
"ENSG00000039319",2035,2307,3350,2551,3856,1581,1979,2390,2154,4477,2639
"ENSG00000039523",214,236,233,314,171,278,399,218,172,312,178
"ENSG00000039537",343,272,196,135,383,16,426,47,66,360,255
"ENSG00000039560",1183,788,740,903,1449,766,1166,616,909,1891,886
"ENSG00000039650",410,296,308,275,334,305,346,316,263,328,323
"ENSG00000040199",180,331,1174,291,261,199,294,233,463,804,465
"ENSG00000040275",263,240,277,209,294,166,208,239,224,507,348
"ENSG00000040341",1258,1292,1778,1602,1836,930,914,1586,1299,1903,1753
"ENSG00000040487",164,110,163,121,224,120,120,99,72,133,103
"ENSG00000040531",213,259,291,190,424,175,234,221,223,338,156
"ENSG00000040608",32,16,34,5,22,13,23,21,19,6,8
"ENSG00000040633",615,452,687,491,620,343,565,385,386,547,267
"ENSG00000040933",462,900,1572,1065,840,1235,706,938,946,1210,1022
"ENSG00000041353",17019,11195,31255,17120,34046,11340,5740,21738,6600,8314,9677
"ENSG00000041357",2008,1530,1980,1340,2678,1175,1547,1152,992,1962,1646
"ENSG00000041802",1605,1640,1935,1238,2136,1317,1526,1499,1157,1645,1501
"ENSG00000041880",727,581,387,560,658,542,582,351,316,338,509
"ENSG00000041982",327,205,83,479,282,177,1064,6,36,155,77
"ENSG00000041988",193,150,188,140,142,152,133,114,104,192,110
"ENSG00000042088",368,330,383,378,380,207,312,417,409,550,451
"ENSG00000042286",673,346,373,297,241,105,385,382,247,319,248
"ENSG00000042317",432,489,516,560,560,241,275,622,398,782,564
"ENSG00000042429",874,993,1265,1308,1129,810,739,1351,788,1143,579
"ENSG00000042445",6454,3024,4090,3221,7353,2439,2844,5013,1659,1725,2784
"ENSG00000042493",3762,2095,1307,2158,4104,1999,2692,2038,781,870,963
"ENSG00000042753",625,359,306,204,433,325,509,222,159,322,186
"ENSG00000042980",9037,6517,11547,7618,8894,10567,9588,14801,10044,8662,4015
"ENSG00000043039",84,263,319,125,253,316,220,282,193,114,115
"ENSG00000043093",1132,1454,2271,1426,2087,932,975,1541,1055,1892,1636
"ENSG00000043143",805,969,1527,815,798,848,1084,1053,791,1317,974
"ENSG00000043462",83,289,343,345,279,198,368,97,211,361,207
"ENSG00000043514",520,502,631,536,469,482,539,500,418,776,592
"ENSG00000044090",1422,961,1943,871,1236,680,1030,982,897,1337,808
"ENSG00000044115",18601,12712,20524,13731,30503,12537,13450,14604,8557,10532,10350
"ENSG00000044446",1066,1182,1367,1514,1154,1426,1426,1944,1414,1343,1868
"ENSG00000044459",280,349,706,509,417,280,344,180,471,1084,485
"ENSG00000044524",79,126,244,114,29,21,87,19,157,256,139
"ENSG00000044574",9719,4406,11412,3330,14919,3694,5738,3259,4219,4169,4154
"ENSG00000046604",12034,6433,17631,10886,27462,8496,7744,14155,5395,7455,9218
"ENSG00000046647",467,320,345,363,491,248,353,380,263,378,382
"ENSG00000046651",1346,2338,3847,2707,2243,2052,1459,2746,2441,2326,2490
"ENSG00000046653",79,37,77,65,117,9,28,12,98,268,65
"ENSG00000046889",217,534,326,508,291,194,407,43,561,1011,465
"ENSG00000047056",997,996,1251,973,1170,775,860,1117,921,996,776
"ENSG00000047188",1481,2197,2938,3079,3109,1625,1628,2712,2065,2528,2938
"ENSG00000047230",1162,1279,1696,1249,1475,1134,895,1638,1004,1411,1572
"ENSG00000047249",1065,909,1229,918,1437,747,891,817,481,1051,747
"ENSG00000047315",4200,3292,5115,3005,5235,2688,3098,3162,3199,4157,3314
"ENSG00000047346",1608,2183,3153,2594,3362,1764,1202,2698,1794,3010,2782
"ENSG00000047365",3111,2711,4388,3920,6783,2655,2343,3241,2770,2265,3051
"ENSG00000047410",7210,8287,19402,8566,9858,6677,7397,8010,12928,10449,12649
"ENSG00000047457",91,3,18,61,100,11,717,0,1214,14,8
"ENSG00000047578",910,1340,1326,1109,1239,1194,1020,1553,974,1451,1226
"ENSG00000047579",164,206,304,203,180,183,298,255,237,301,209
"ENSG00000047597",2087,1063,936,1350,2663,1357,662,2000,562,912,1368
"ENSG00000047617",60,43,65,71,46,59,55,8,159,165,87
"ENSG00000047621",481,597,839,608,769,445,602,667,563,912,772
"ENSG00000047634",366,786,805,978,818,265,347,752,1024,1304,1357
"ENSG00000047644",421,477,855,581,596,217,736,329,572,1193,386
"ENSG00000047648",625,820,1053,874,1756,352,574,1136,385,573,1149
"ENSG00000047849",3257,4030,4573,5197,5110,3153,4494,5130,3677,5484,4942
"ENSG00000047932",1739,1414,2026,1623,2286,1160,1084,1690,1147,2033,1458
"ENSG00000048028",795,868,872,912,1073,693,702,781,725,1225,566
"ENSG00000048052",218,2145,1677,460,321,1413,722,1053,1365,2545,931
"ENSG00000048140",1042,689,796,629,1157,617,814,758,491,710,554
"ENSG00000048162",329,211,270,169,358,245,344,237,232,207,237
"ENSG00000048342",429,480,493,405,365,277,474,295,443,955,473
"ENSG00000048392",901,1122,1959,905,2373,779,1496,974,584,1350,1220
"ENSG00000048405",1315,1456,2268,1394,2410,1290,984,1925,1357,1695,1766
"ENSG00000048471",1194,1221,1237,1492,1424,729,829,1240,938,981,640
"ENSG00000048544",639,488,744,481,857,429,464,499,375,640,545
"ENSG00000048649",2866,3786,5360,4348,5394,2902,2847,3772,3435,5531,5853
"ENSG00000048707",7835,8802,11119,10150,10873,7319,7616,11049,7716,8723,9030
"ENSG00000048740",156,386,633,398,468,182,457,140,300,1339,549
"ENSG00000048828",5864,6230,9616,6308,9910,4928,5256,7258,5137,6062,9268
"ENSG00000048991",433,668,922,747,769,488,546,768,854,1268,1055
"ENSG00000049089",77,365,73,200,52,327,407,171,238,205,288
"ENSG00000049130",4238,5003,1498,2205,3032,844,4874,4918,6706,2485,2104
"ENSG00000049167",336,351,366,315,389,219,270,376,340,564,524
"ENSG00000049192",50,31,148,140,62,30,93,8,203,269,172
"ENSG00000049239",4288,4182,3996,2253,4036,2734,3898,4001,2588,3741,4496
"ENSG00000049245",2731,2578,3313,2593,5028,2036,2754,2647,1880,2559,2535
"ENSG00000049246",653,2968,2106,1625,1867,3441,2644,2754,1958,3820,2374
"ENSG00000049283",282,299,237,254,166,427,402,485,200,514,192
"ENSG00000049323",1566,804,1683,2043,2210,982,1610,1419,681,2483,1005
"ENSG00000049449",1443,1257,1416,915,1068,527,1095,126,994,1988,1197
"ENSG00000049540",100,48,167,114,34,125,227,22,50,264,104
"ENSG00000049541",247,148,185,206,172,163,287,146,129,221,240
"ENSG00000049618",2167,2840,5058,3411,3305,2446,2533,3308,2741,3627,3259
"ENSG00000049656",4658,2087,2199,1429,4132,1800,2577,1983,1108,1283,1424
"ENSG00000049759",3116,4790,6866,6530,6478,6297,4479,8739,3675,5659,4325
"ENSG00000049769",21,24,17,31,17,18,22,19,20,51,26
"ENSG00000049860",7271,3187,3587,2707,6576,2157,4402,6277,2408,2833,1713
"ENSG00000049883",350,439,529,437,462,311,356,480,549,788,612
"ENSG00000050130",1432,1000,1410,921,1682,709,835,1008,775,1061,1057
"ENSG00000050165",466,600,1047,827,404,709,1051,111,579,1408,324
"ENSG00000050327",242,296,484,306,320,415,277,377,151,247,303
"ENSG00000050344",524,467,504,557,1443,234,481,556,321,142,585
"ENSG00000050393",511,358,713,669,835,553,403,539,441,583,401
"ENSG00000050405",12487,12452,19164,10406,18715,11409,12790,16764,7609,8088,9540
"ENSG00000050426",1662,1375,1403,1575,1522,1200,1105,1658,1210,1669,1654
"ENSG00000050438",741,824,479,893,1649,486,602,729,832,1148,327
"ENSG00000050555",548,606,541,492,447,227,933,115,567,1116,377
"ENSG00000050628",53,36,35,142,45,23,31,1,53,249,116
"ENSG00000050748",1126,1131,1537,1265,1725,941,897,1803,883,1360,1386
"ENSG00000050820",1464,591,707,569,975,946,985,570,409,431,554
"ENSG00000051009",880,1067,1625,1317,1076,1376,1038,1575,1136,1082,1315
"ENSG00000051108",4846,2370,4603,2249,7212,1931,2175,2793,1620,2153,1819
"ENSG00000051128",27,47,39,19,35,30,56,14,41,59,17
"ENSG00000051180",83,65,50,49,58,68,66,39,23,64,57
"ENSG00000051341",145,160,120,179,151,176,207,136,150,390,412
"ENSG00000051382",1495,1792,3128,2210,2720,2035,1567,2423,1679,1802,2002
"ENSG00000051523",1945,702,1186,334,587,994,1333,470,574,291,461
"ENSG00000051596",99,66,114,90,94,59,94,62,37,104,80
"ENSG00000051620",2835,2005,2784,2242,3254,1842,1745,3062,1433,1883,2373
"ENSG00000051825",641,570,831,684,713,357,543,481,685,1317,1135
"ENSG00000052126",2496,3218,3797,3801,3735,2807,2337,3799,3170,3389,4058
"ENSG00000052344",2042,1412,2308,1126,2294,1959,2286,2031,1210,1387,849
"ENSG00000052723",1474,1354,1853,1415,2137,1043,1172,1477,1134,2093,1685
"ENSG00000052749",487,426,513,293,504,379,693,545,505,445,468
"ENSG00000052795",6154,4749,7352,7511,11674,3631,3156,7518,3195,2847,6265
"ENSG00000052802",3719,1322,1807,1693,8230,1116,782,1663,3899,8586,3197
"ENSG00000052841",4438,4083,5857,4975,5859,3485,2860,6328,4892,5541,6251
"ENSG00000053254",2538,2660,4108,4347,3463,2265,1817,3104,2447,4406,3275
"ENSG00000053371",1329,809,802,818,1381,633,904,697,583,908,542
"ENSG00000053372",576,420,397,308,366,318,609,382,318,495,540
"ENSG00000053501",330,153,194,172,302,137,223,163,139,187,152
"ENSG00000053524",22,49,47,78,47,29,42,19,48,65,45
"ENSG00000053747",13220,4900,7599,11919,21631,7325,6650,8419,3624,4477,7277
"ENSG00000053770",1911,1895,2315,1765,2587,1255,1204,1974,1543,2446,2313
"ENSG00000053900",933,1430,1610,1644,1598,1293,1030,1943,1208,1713,1556
"ENSG00000053918",685,508,364,270,350,365,673,636,346,212,365
"ENSG00000054116",1157,846,1032,723,1321,667,897,681,537,886,772
"ENSG00000054118",4380,4412,5999,4163,5714,3006,4169,4129,4322,5179,4625
"ENSG00000054148",590,295,363,281,589,388,514,306,310,324,428
"ENSG00000054179",104,63,123,112,68,77,189,142,82,44,274
"ENSG00000054219",457,314,697,349,878,360,391,425,369,456,782
"ENSG00000054267",2628,2662,7782,3478,3834,2390,2220,3038,4140,3554,4232
"ENSG00000054277",415,437,884,393,560,125,343,414,393,941,524
"ENSG00000054282",984,1157,2094,1381,1383,802,809,1157,1906,1286,1970
"ENSG00000054392",473,408,810,224,494,270,356,499,562,371,443
"ENSG00000054523",3484,2614,3758,3709,5031,2051,2529,3150,2504,4233,3569
"ENSG00000054598",24,112,188,107,77,19,69,28,75,161,66
"ENSG00000054611",843,845,823,908,892,821,893,977,657,737,720
"ENSG00000054654",37383,38867,28801,44702,53194,24999,33799,41702,27706,26046,31563
"ENSG00000054690",842,1961,2078,2944,1703,2044,1154,3659,1892,1663,2194
"ENSG00000054793",7202,6542,12592,8861,6658,7732,4623,6376,3361,5433,5883
"ENSG00000054965",1803,1859,2827,1883,1952,1331,2292,1391,1145,2555,1094
"ENSG00000054967",29,45,69,51,35,40,93,9,34,47,41
"ENSG00000054983",1469,1104,2808,1201,2267,756,1256,1382,1074,1343,1078
"ENSG00000055044",1639,1447,1931,1394,1763,1208,1435,1648,1571,1630,1982
"ENSG00000055070",1656,1429,1770,1418,1792,1014,1639,1380,1036,1855,1386
"ENSG00000055118",25,8,25,59,11,15,27,6,29,50,26
"ENSG00000055130",1783,1552,2180,1598,2470,1271,1469,1447,1260,2148,1783
"ENSG00000055147",789,741,1036,758,1217,489,565,659,617,965,765
"ENSG00000055163",124,208,390,403,225,133,368,232,312,389,302
"ENSG00000055208",1466,1314,2463,2046,3024,1458,1451,2089,1803,2519,2179
"ENSG00000055211",1084,796,1197,903,1584,516,846,781,517,1531,791
"ENSG00000055332",4166,5338,8238,3488,7156,3911,4298,4597,7860,8786,8686
"ENSG00000055483",817,823,1020,1036,962,857,850,1000,851,1010,1013
"ENSG00000055609",6539,8416,12485,11653,11775,8093,6851,12102,8406,11700,10424
"ENSG00000055732",47,18,257,93,64,19,16,24,152,344,47
"ENSG00000055917",3819,5137,8309,6468,6931,4278,3758,6363,4501,7517,6622
"ENSG00000055950",862,451,589,467,695,414,537,447,320,462,284
"ENSG00000056050",265,246,289,244,313,153,231,181,228,455,249
"ENSG00000056097",3309,2833,3656,3271,5431,2142,2438,3087,3146,4477,3255
"ENSG00000056277",191,270,344,269,286,188,191,257,329,512,399
"ENSG00000056558",98,164,166,174,130,164,167,197,173,160,276
"ENSG00000056586",3192,3407,4764,3923,5399,2716,2751,2768,2500,4481,4674
"ENSG00000056736",438,172,129,321,349,190,173,198,109,109,226
"ENSG00000056972",917,848,1224,1503,1156,611,845,903,880,517,901
"ENSG00000056998",377,121,76,119,334,16,162,102,236,149,244
"ENSG00000057019",1057,1428,2159,1675,2669,581,1365,1129,1636,3419,1561
"ENSG00000057252",2187,1009,2491,923,2566,1149,1253,1155,1616,2804,2031
"ENSG00000057294",2615,2019,2574,2135,4050,1830,1882,2586,1638,1528,2089
"ENSG00000057608",9157,5722,7815,5104,11765,4013,5830,4457,3294,6195,5001
"ENSG00000057657",211,248,549,325,460,203,337,126,234,279,394
"ENSG00000057663",1914,1485,2011,1488,2544,1288,1213,1606,985,1563,1553
"ENSG00000057704",559,476,1479,1260,1571,860,556,629,337,995,530
"ENSG00000057757",1024,769,901,691,1291,578,621,740,470,808,659
"ENSG00000057935",1070,1403,1622,1729,1680,1302,1102,1701,1267,2150,1572
"ENSG00000058056",307,386,675,523,370,204,307,301,479,2001,728
"ENSG00000058063",6755,7021,6971,8760,12602,7742,5323,11453,4384,7184,6674
"ENSG00000058085",6959,2435,10508,6782,16687,2612,8445,3361,4220,1117,3470
"ENSG00000058091",369,342,537,910,575,234,500,147,333,1258,381
"ENSG00000058262",11030,4140,7127,3905,11061,3547,5725,4898,3964,4422,4414
"ENSG00000058272",2764,3394,5668,4216,5128,2876,2601,3424,3395,5380,4320
"ENSG00000058453",183,140,143,161,113,159,180,140,88,178,185
"ENSG00000058600",1025,919,1249,994,1108,898,872,1201,1018,488,1300
"ENSG00000058668",4045,2645,3566,6027,6119,2584,4047,3812,5651,4656,4850
"ENSG00000058673",5123,5156,12347,5960,7478,4029,3967,5821,8719,6658,9210
"ENSG00000058729",1306,840,973,749,1460,704,707,962,628,1019,955
"ENSG00000058799",1230,741,1051,669,1477,639,771,884,583,597,518
"ENSG00000058804",1237,890,1025,569,1281,592,888,928,758,1156,1281
"ENSG00000058866",21,108,67,98,50,17,36,38,66,82,140
"ENSG00000059122",321,184,394,174,180,339,419,244,141,438,184
"ENSG00000059145",151,247,298,253,156,275,269,246,184,269,227
"ENSG00000059377",320,419,1366,226,391,336,363,414,402,287,541
"ENSG00000059378",1129,1499,3226,1500,2067,1615,1665,3183,1331,1726,1838
"ENSG00000059573",7734,3590,4478,2562,6151,2991,3851,3772,2983,3490,2888
"ENSG00000059588",1599,2410,3669,2071,1993,1657,1653,3147,4038,2596,4419
"ENSG00000059691",368,399,395,307,401,277,320,359,354,485,368
"ENSG00000059728",1385,927,6078,2236,4304,2638,1367,1344,795,944,1277
"ENSG00000059758",792,1035,1688,1311,1494,878,815,993,1126,1708,1479
"ENSG00000059769",361,231,274,258,457,142,210,257,209,269,355
"ENSG00000059804",130,173,313,218,505,181,592,26,200,493,236
"ENSG00000059915",52,42,58,58,28,66,84,35,59,128,33
"ENSG00000060069",462,324,487,336,373,374,428,348,263,302,263
"ENSG00000060138",1288,1374,1925,1376,2911,1408,1412,2289,1602,1870,2355
"ENSG00000060140",1585,882,1355,733,2774,2011,697,1458,699,695,808
"ENSG00000060237",3717,6361,8969,6574,7381,5279,5222,8688,7377,8210,7275
"ENSG00000060339",2331,2617,3693,2809,3550,2154,1856,2836,2925,3599,3179
"ENSG00000060491",468,359,709,260,267,343,541,494,293,339,311
"ENSG00000060558",150,135,53,54,96,170,252,113,53,73,58
"ENSG00000060642",780,476,625,497,879,334,344,556,297,488,440
"ENSG00000060656",357,416,134,157,310,299,734,214,346,421,412
"ENSG00000060688",914,688,910,664,895,486,708,659,548,927,761
"ENSG00000060709",15,42,45,929,20,87,31,16,167,152,33
"ENSG00000060718",136,49,187,93,112,96,110,14,59,1149,175
"ENSG00000060749",2449,2998,4060,2985,3708,2147,2405,2699,3009,4945,4311
"ENSG00000060762",1052,515,641,474,1269,315,322,575,409,567,565
"ENSG00000060971",1289,1188,1161,1217,1172,885,1181,1364,878,1355,1048
"ENSG00000060982",831,1575,2524,834,1085,424,1821,75,1629,5915,1320
"ENSG00000061273",531,1048,1214,832,754,782,1397,1052,1078,831,988
"ENSG00000061337",35,41,98,46,25,77,131,9,45,86,38
