"","GAMuT_23836","GAMuT_51163"
"ENSG00000070367",4776,2963
"ENSG00000070371",67,573
"ENSG00000070404",304,23
"ENSG00000070413",2941,4039
"ENSG00000070423",341,230
"ENSG00000070444",501,620
"ENSG00000070476",1283,1989
"ENSG00000070495",364,911
"ENSG00000070501",767,169
"ENSG00000070526",3826,4850
"ENSG00000070540",1946,100
"ENSG00000070610",1540,4742
"ENSG00000070614",1882,1917
"ENSG00000070669",2032,710
"ENSG00000070718",1683,418
"ENSG00000070731",1319,108
"ENSG00000070756",27111,27735
"ENSG00000070759",112,934
"ENSG00000070761",682,299
"ENSG00000070770",3686,1911
"ENSG00000070778",1096,1580
"ENSG00000070785",909,894
"ENSG00000070814",1236,1524
"ENSG00000070831",5414,8343
"ENSG00000070882",8547,6106
"ENSG00000070950",1152,1757
"ENSG00000070961",4572,9861
"ENSG00000070985",0,15
"ENSG00000071051",1398,4048
"ENSG00000071054",5148,736
"ENSG00000071073",826,13581
"ENSG00000071082",17519,6311
"ENSG00000071127",7151,3905
"ENSG00000071189",5578,11342
"ENSG00000071205",257,335
"ENSG00000071242",1302,213
"ENSG00000071243",752,929
"ENSG00000071246",188,264
"ENSG00000071282",564,184
"ENSG00000071462",1353,1843
"ENSG00000071537",6226,6648
"ENSG00000071539",438,594
"ENSG00000071553",3300,1076
"ENSG00000071564",1448,497
"ENSG00000071575",2003,889
"ENSG00000071626",1710,1634
"ENSG00000071655",574,507
"ENSG00000071794",4976,4887
"ENSG00000071859",1107,582
"ENSG00000071889",392,420
"ENSG00000071894",1663,3498
"ENSG00000071967",932,34968
"ENSG00000071994",2324,1154
"ENSG00000072042",3420,1086
"ENSG00000072062",755,2026
"ENSG00000072071",560,1755
"ENSG00000072110",10439,4960
"ENSG00000072121",2883,3816
"ENSG00000072133",20,1586
"ENSG00000072134",1197,1010
"ENSG00000072135",1063,1690
"ENSG00000072163",34,90
"ENSG00000072195",14,58
"ENSG00000072201",888,676
"ENSG00000072210",3513,4693
"ENSG00000072274",22037,62227
"ENSG00000072310",1775,1691
"ENSG00000072364",17325,6635
"ENSG00000072401",865,358
"ENSG00000072415",3072,5246
"ENSG00000072422",1171,258
"ENSG00000072501",5419,8284
"ENSG00000072506",1062,679
"ENSG00000072518",1293,3486
"ENSG00000072571",782,1223
"ENSG00000072609",1353,853
"ENSG00000072657",14,1269
"ENSG00000072682",1427,719
"ENSG00000072694",45,10
"ENSG00000072736",1743,2859
"ENSG00000072756",1787,985
"ENSG00000072778",6632,4492
"ENSG00000072786",674,708
"ENSG00000072803",3594,1609
"ENSG00000072832",64,54
"ENSG00000072840",467,234
"ENSG00000072849",1326,972
"ENSG00000072858",31,22
"ENSG00000072864",1866,1097
"ENSG00000072952",340,280
"ENSG00000072954",202,172
"ENSG00000072958",482,936
"ENSG00000073008",1310,1410
"ENSG00000073050",766,578
"ENSG00000073060",1354,2241
"ENSG00000073111",1241,4483
"ENSG00000073169",331,684
"ENSG00000073331",1508,1683
"ENSG00000073350",3588,9255
"ENSG00000073417",1790,10310
"ENSG00000073464",116,23
"ENSG00000073536",459,596
"ENSG00000073578",2763,4371
"ENSG00000073584",3022,2098
"ENSG00000073605",354,3905
"ENSG00000073614",7866,7218
"ENSG00000073711",1540,101
"ENSG00000073712",1332,436
"ENSG00000073737",4,5
"ENSG00000073756",290,14
"ENSG00000073792",2268,38
"ENSG00000073803",961,6040
"ENSG00000073849",4400,327
"ENSG00000073910",226,430
"ENSG00000073921",8667,11521
"ENSG00000073969",1901,1937
"ENSG00000074047",47,125
"ENSG00000074054",4789,3778
"ENSG00000074071",648,475
"ENSG00000074181",1684,6844
"ENSG00000074201",2377,3001
"ENSG00000074219",1380,100
"ENSG00000074266",957,1716
"ENSG00000074276",1,68
"ENSG00000074319",2064,1744
"ENSG00000074356",4214,2294
"ENSG00000074370",112,429
"ENSG00000074410",969,7525
"ENSG00000074416",3195,1772
"ENSG00000074527",1521,1265
"ENSG00000074582",423,567
"ENSG00000074590",220,267
"ENSG00000074603",3029,4740
"ENSG00000074621",726,621
"ENSG00000074657",4085,1649
"ENSG00000074660",50,123
"ENSG00000074695",10472,5530
"ENSG00000074696",7742,8280
"ENSG00000074706",69,50
"ENSG00000074755",3394,6071
"ENSG00000074800",25942,28047
"ENSG00000074842",1131,324
"ENSG00000074855",514,339
"ENSG00000074935",1421,300
"ENSG00000074964",300,7775
"ENSG00000074966",109,16
"ENSG00000075089",779,817
"ENSG00000075131",214,721
"ENSG00000075142",1613,3213
"ENSG00000075151",6799,2739
"ENSG00000075188",853,943
"ENSG00000075213",3038,20
"ENSG00000075218",306,1441
"ENSG00000075223",7249,6587
"ENSG00000075234",966,2178
"ENSG00000075239",1362,745
"ENSG00000075240",2654,3356
"ENSG00000075275",7250,1048
"ENSG00000075292",14834,13970
"ENSG00000075303",1294,2485
"ENSG00000075336",526,654
"ENSG00000075391",6267,4866
"ENSG00000075399",137,249
"ENSG00000075407",2636,1501
"ENSG00000075413",4049,3521
"ENSG00000075415",9179,12781
"ENSG00000075420",11854,4045
"ENSG00000075426",1839,10513
"ENSG00000075539",13905,13294
"ENSG00000075568",7083,5862
"ENSG00000075618",136,160
"ENSG00000075624",46864,36835
"ENSG00000075643",601,666
"ENSG00000075651",2075,6134
"ENSG00000075702",200,394
"ENSG00000075711",6575,6271
"ENSG00000075785",4237,3949
"ENSG00000075790",2342,2379
"ENSG00000075826",245,195
"ENSG00000075856",2274,3002
"ENSG00000075884",70,67
"ENSG00000075914",730,591
"ENSG00000075945",1312,1694
"ENSG00000075975",1173,1735
"ENSG00000076003",2256,7197
"ENSG00000076043",3453,546
"ENSG00000076053",1526,487
"ENSG00000076067",2678,2078
"ENSG00000076108",3756,5355
"ENSG00000076201",1241,1633
"ENSG00000076242",1152,2102
"ENSG00000076248",1105,2333
"ENSG00000076258",141,127
"ENSG00000076321",743,960
"ENSG00000076351",183,1935
"ENSG00000076356",1732,3805
"ENSG00000076382",1046,3249
"ENSG00000076513",1827,2681
"ENSG00000076554",2985,11124
"ENSG00000076555",126,1836
"ENSG00000076604",1282,3225
"ENSG00000076641",953,3968
"ENSG00000076650",442,851
"ENSG00000076662",155,97
"ENSG00000076685",9182,1978
"ENSG00000076706",606,565
"ENSG00000076716",1222,1623
"ENSG00000076770",1817,2279
"ENSG00000076826",344,419
"ENSG00000076864",1031,1913
"ENSG00000076924",566,342
"ENSG00000076928",826,1537
"ENSG00000076944",615,126
"ENSG00000076984",496,309
"ENSG00000077044",855,3339
"ENSG00000077063",830,74
"ENSG00000077092",54,10
"ENSG00000077097",13889,11242
"ENSG00000077147",14915,15903
"ENSG00000077150",562,402
"ENSG00000077152",411,646
"ENSG00000077157",1847,4148
"ENSG00000077232",12919,3529
"ENSG00000077235",4721,2336
"ENSG00000077238",1204,751
"ENSG00000077254",5575,5955
"ENSG00000077264",8,64
"ENSG00000077274",15948,82
"ENSG00000077312",849,1036
"ENSG00000077348",149,298
"ENSG00000077380",2802,1654
"ENSG00000077420",53,547
"ENSG00000077454",222,403
"ENSG00000077458",1114,1618
"ENSG00000077463",193,121
"ENSG00000077514",1322,4202
"ENSG00000077549",2833,4018
"ENSG00000077585",714,182
"ENSG00000077616",53,80
"ENSG00000077684",2564,2522
"ENSG00000077713",302,486
"ENSG00000077721",1713,710
"ENSG00000077782",1506,261
"ENSG00000077942",1159,1664
"ENSG00000077943",104,38
"ENSG00000078018",447,247
"ENSG00000078043",3825,1620
"ENSG00000078061",857,814
"ENSG00000078070",2317,1795
"ENSG00000078081",34,205
"ENSG00000078098",51,13
"ENSG00000078114",622,75
"ENSG00000078124",1701,1186
"ENSG00000078140",4097,1858
"ENSG00000078142",3008,1629
"ENSG00000078177",2812,2625
"ENSG00000078237",833,273
"ENSG00000078246",751,699
"ENSG00000078269",2357,1645
"ENSG00000078304",6882,3007
"ENSG00000078319",93,148
"ENSG00000078369",9572,13921
"ENSG00000078401",1695,1319
"ENSG00000078403",2371,1851
"ENSG00000078487",56,367
"ENSG00000078596",10,97
"ENSG00000078618",6738,5916
"ENSG00000078668",2670,1118
"ENSG00000078674",21166,5395
"ENSG00000078687",965,641
"ENSG00000078699",1476,2974
"ENSG00000078747",6620,7254
"ENSG00000078804",810,971
"ENSG00000078808",1717,3224
"ENSG00000078902",889,1761
"ENSG00000078967",680,657
"ENSG00000079102",154,293
"ENSG00000079112",11,17453
"ENSG00000079134",2652,3342
"ENSG00000079150",153,152
"ENSG00000079156",15,51
"ENSG00000079215",139,170
"ENSG00000079246",18755,17750
"ENSG00000079257",352,409
"ENSG00000079263",27,82
"ENSG00000079277",1039,1521
"ENSG00000079308",717,2431
"ENSG00000079313",363,360
"ENSG00000079332",4235,2891
"ENSG00000079335",1265,967
"ENSG00000079337",1750,218
"ENSG00000079385",6096,1103
"ENSG00000079387",1192,1783
"ENSG00000079432",794,2054
"ENSG00000079435",20,82
"ENSG00000079459",3148,1737
"ENSG00000079462",380,572
"ENSG00000079482",1692,489
"ENSG00000079616",906,1148
"ENSG00000079691",3293,6811
"ENSG00000079739",1184,4993
"ENSG00000079785",3951,5128
"ENSG00000079805",3659,3200
"ENSG00000079819",7069,1036
"ENSG00000079841",7,193
"ENSG00000079950",3565,3059
"ENSG00000079974",259,251
"ENSG00000079999",1122,580
"ENSG00000080031",278,3009
"ENSG00000080189",921,1578
"ENSG00000080200",2180,672
"ENSG00000080298",3552,446
"ENSG00000080345",9505,15819
"ENSG00000080371",3419,2358
"ENSG00000080493",169,6079
"ENSG00000080503",2782,692
"ENSG00000080546",1284,1170
"ENSG00000080561",148,37
"ENSG00000080573",86,169
"ENSG00000080603",213,208
"ENSG00000080608",3088,846
"ENSG00000080802",1568,2277
"ENSG00000080815",4554,6957
"ENSG00000080819",910,734
"ENSG00000080822",1601,1724
"ENSG00000080823",560,556
"ENSG00000080824",37134,43309
"ENSG00000080839",899,2131
"ENSG00000080845",1644,1222
"ENSG00000080854",1,28
"ENSG00000080947",337,445
"ENSG00000080986",554,2355
"ENSG00000081014",1460,1397
"ENSG00000081019",2202,1985
"ENSG00000081026",1932,11409
"ENSG00000081041",40,91
"ENSG00000081052",64,137
"ENSG00000081059",501,528
"ENSG00000081087",1576,506
"ENSG00000081148",129,37
"ENSG00000081154",4234,3030
"ENSG00000081177",1270,1614
"ENSG00000081181",1984,164
"ENSG00000081189",468,571
"ENSG00000081237",401,586
"ENSG00000081307",2337,1408
"ENSG00000081320",2792,2145
"ENSG00000081377",1280,736
"ENSG00000081386",1548,1673
"ENSG00000081665",2412,660
"ENSG00000081692",409,638
"ENSG00000081721",399,422
"ENSG00000081760",1777,1681
"ENSG00000081791",1808,1416
"ENSG00000081803",1066,193
"ENSG00000081870",929,1126
"ENSG00000081913",743,3106
"ENSG00000081923",4964,11701
"ENSG00000082014",87,218
"ENSG00000082068",1772,2170
"ENSG00000082074",171,448
"ENSG00000082146",419,563
"ENSG00000082153",2977,1937
"ENSG00000082175",8746,268
"ENSG00000082196",543,155
"ENSG00000082212",2065,1486
"ENSG00000082213",1566,1394
"ENSG00000082258",4480,4321
"ENSG00000082269",6532,4143
"ENSG00000082397",326,5769
"ENSG00000082438",1125,4678
"ENSG00000082458",5401,2099
"ENSG00000082497",671,155
"ENSG00000082512",2143,671
"ENSG00000082515",621,375
"ENSG00000082516",1879,1375
"ENSG00000082641",6922,9421
"ENSG00000082701",5806,3729
"ENSG00000082781",3537,2048
"ENSG00000082805",4637,2252
"ENSG00000082898",13190,21042
"ENSG00000082996",1942,2360
"ENSG00000083093",1229,1398
"ENSG00000083097",3357,4223
"ENSG00000083099",1441,1029
"ENSG00000083123",942,587
"ENSG00000083168",7678,2801
"ENSG00000083223",6103,3982
"ENSG00000083290",1420,670
"ENSG00000083307",3220,4630
"ENSG00000083312",10217,8020
"ENSG00000083444",4968,2136
"ENSG00000083457",256,227
"ENSG00000083520",3375,3366
"ENSG00000083535",2048,2380
"ENSG00000083544",1361,1046
"ENSG00000083635",421,359
"ENSG00000083642",3304,6449
"ENSG00000083720",675,190
"ENSG00000083750",1001,213
"ENSG00000083799",1727,1085
"ENSG00000083807",102,104
"ENSG00000083812",295,315
"ENSG00000083814",255,66
"ENSG00000083817",296,292
"ENSG00000083828",1194,719
"ENSG00000083838",184,268
"ENSG00000083844",4283,2692
"ENSG00000083845",10308,7145
"ENSG00000083857",2938,29872
"ENSG00000083896",3573,3058
"ENSG00000083937",2040,1766
"ENSG00000084070",681,856
"ENSG00000084072",1201,2480
"ENSG00000084073",3827,2158
"ENSG00000084090",5738,8809
"ENSG00000084092",1292,773
"ENSG00000084093",7072,4346
"ENSG00000084110",1131,88
"ENSG00000084112",2226,2417
"ENSG00000084207",14968,9305
"ENSG00000084234",42004,20933
"ENSG00000084444",474,465
"ENSG00000084463",1633,2322
"ENSG00000084623",3523,3413
"ENSG00000084636",131,1813
"ENSG00000084652",3591,5813
"ENSG00000084674",15,12795
"ENSG00000084676",2768,5751
"ENSG00000084693",868,911
"ENSG00000084710",69,287
"ENSG00000084731",306,134
"ENSG00000084733",6155,6282
"ENSG00000084734",6,19
"ENSG00000084754",5774,10155
"ENSG00000084764",43,120
"ENSG00000084774",2027,3907
"ENSG00000085063",5657,4843
"ENSG00000085117",353,2673
"ENSG00000085185",553,335
"ENSG00000085224",15385,8024
"ENSG00000085231",424,339
"ENSG00000085265",35,17
"ENSG00000085274",1225,1545
"ENSG00000085276",5542,983
"ENSG00000085365",3567,1209
"ENSG00000085377",2888,1699
"ENSG00000085382",1325,1368
"ENSG00000085415",2315,3498
"ENSG00000085433",1106,829
"ENSG00000085449",5102,5373
"ENSG00000085465",93,21
"ENSG00000085491",6332,4302
"ENSG00000085511",2912,1835
"ENSG00000085552",174,993
"ENSG00000085563",59,544
"ENSG00000085644",166,167
"ENSG00000085662",162,193
"ENSG00000085719",7277,3825
"ENSG00000085721",1742,1499
"ENSG00000085733",8699,5817
"ENSG00000085760",1796,2448
"ENSG00000085788",3326,1161
"ENSG00000085831",569,1185
"ENSG00000085832",5177,7579
"ENSG00000085840",312,841
"ENSG00000085871",1503,1185
"ENSG00000085872",666,2716
"ENSG00000085978",1831,2017
"ENSG00000085982",3297,2836
"ENSG00000085998",2264,1937
"ENSG00000085999",144,652
"ENSG00000086015",2136,16038
"ENSG00000086061",4225,6772
"ENSG00000086062",5457,5555
"ENSG00000086065",1969,2212
"ENSG00000086102",2656,5483
"ENSG00000086189",649,277
"ENSG00000086200",1973,1178
"ENSG00000086205",308,5786
"ENSG00000086232",5651,6392
"ENSG00000086289",1585,203
"ENSG00000086300",130,417
"ENSG00000086475",1209,990
"ENSG00000086504",535,256
"ENSG00000086544",845,1116
"ENSG00000086548",598,42
"ENSG00000086589",1360,1228
"ENSG00000086598",11576,9080
"ENSG00000086619",191,239
"ENSG00000086666",2900,2097
"ENSG00000086696",291,2744
"ENSG00000086712",1521,2176
"ENSG00000086730",86,64
"ENSG00000086758",22476,18573
"ENSG00000086827",1497,1407
"ENSG00000086848",289,446
"ENSG00000086991",34,25
"ENSG00000087008",576,378
"ENSG00000087053",2604,1949
"ENSG00000087074",730,600
"ENSG00000087077",614,965
"ENSG00000087085",2,153
"ENSG00000087086",10902,45019
"ENSG00000087087",1493,3139
"ENSG00000087088",877,661
"ENSG00000087095",1664,1628
"ENSG00000087111",1605,2051
"ENSG00000087116",118,242
"ENSG00000087152",1304,2343
"ENSG00000087157",564,1162
"ENSG00000087191",2067,2273
"ENSG00000087206",1411,1396
"ENSG00000087245",797,1232
"ENSG00000087253",2787,987
"ENSG00000087258",13,23
"ENSG00000087263",1635,924
"ENSG00000087266",1244,3227
"ENSG00000087269",1765,1402
"ENSG00000087274",5467,6588
"ENSG00000087299",758,1002
"ENSG00000087301",1428,968
"ENSG00000087302",3452,2251
"ENSG00000087303",257,1705
"ENSG00000087338",1480,2137
"ENSG00000087365",5034,6203
"ENSG00000087448",1938,1572
"ENSG00000087460",17081,5773
"ENSG00000087470",6444,3244
"ENSG00000087495",8,108
"ENSG00000087502",2972,2131
"ENSG00000087586",578,1816
"ENSG00000087589",33,24
"ENSG00000087842",672,429
"ENSG00000087884",204,385
"ENSG00000087903",308,247
"ENSG00000087995",554,456
"ENSG00000088035",1340,1456
"ENSG00000088038",551,1327
"ENSG00000088179",4753,2739
"ENSG00000088205",3790,4352
"ENSG00000088247",2491,1831
"ENSG00000088256",972,1746
"ENSG00000088280",196,1391
"ENSG00000088298",1167,1123
"ENSG00000088305",252,523
"ENSG00000088325",1665,6013
"ENSG00000088340",88,374
"ENSG00000088356",301,594
"ENSG00000088367",1321,9846
"ENSG00000088386",74,2159
"ENSG00000088387",4912,2225
"ENSG00000088448",6811,3180
"ENSG00000088451",699,534
"ENSG00000088543",72,100
"ENSG00000088682",1491,1457
"ENSG00000088727",562,72
"ENSG00000088756",183,158
"ENSG00000088766",1404,2250
"ENSG00000088808",1942,1720
"ENSG00000088812",5260,15174
"ENSG00000088826",743,118
"ENSG00000088827",144,235
"ENSG00000088832",2490,3139
"ENSG00000088833",1186,3028
"ENSG00000088836",155,33
"ENSG00000088854",1547,2318
"ENSG00000088876",504,586
"ENSG00000088881",23,38
"ENSG00000088882",142,437
"ENSG00000088888",3908,11298
"ENSG00000088899",587,1532
"ENSG00000088930",7036,5840
"ENSG00000088970",3074,3488
"ENSG00000088986",2631,1968
"ENSG00000088992",1062,33
"ENSG00000089006",5735,8223
"ENSG00000089009",3512,2061
"ENSG00000089022",2127,2715
"ENSG00000089041",57,120
"ENSG00000089048",1727,2325
"ENSG00000089050",1371,1612
"ENSG00000089053",6844,6293
"ENSG00000089057",1595,1992
"ENSG00000089060",1097,1149
"ENSG00000089063",1767,2641
"ENSG00000089091",344,370
"ENSG00000089094",1282,1059
"ENSG00000089123",868,1134
"ENSG00000089127",225,1148
"ENSG00000089154",5655,8363
"ENSG00000089157",13816,9620
"ENSG00000089159",1776,2661
"ENSG00000089177",1299,2765
"ENSG00000089195",840,1081
"ENSG00000089199",37,16
"ENSG00000089220",5665,6046
"ENSG00000089234",1131,1128
"ENSG00000089248",3077,2478
"ENSG00000089280",5849,7134
"ENSG00000089289",1877,629
"ENSG00000089327",53,111
"ENSG00000089335",1260,2241
"ENSG00000089351",1444,156
"ENSG00000089356",4159,1313
"ENSG00000089472",289,10412
"ENSG00000089486",86,579
"ENSG00000089505",66,36
"ENSG00000089597",11308,12245
"ENSG00000089639",504,707
"ENSG00000089682",1849,738
"ENSG00000089685",523,1304
"ENSG00000089693",1666,1622
"ENSG00000089723",307,136
"ENSG00000089737",4755,3652
"ENSG00000089775",1315,1396
"ENSG00000089818",1358,1116
"ENSG00000089820",63,99
"ENSG00000089876",2537,857
"ENSG00000089902",2859,2707
"ENSG00000089916",5511,3429
"ENSG00000090006",76,1526
"ENSG00000090013",376,1694
"ENSG00000090020",1142,1855
"ENSG00000090054",3080,2132
"ENSG00000090060",11954,16793
"ENSG00000090061",1201,2062
"ENSG00000090097",383,352
"ENSG00000090104",822,448
"ENSG00000090238",449,249
"ENSG00000090263",783,1430
"ENSG00000090266",1116,1682
"ENSG00000090273",1408,1479
"ENSG00000090316",1373,1549
"ENSG00000090339",139,103
"ENSG00000090372",1512,1960
"ENSG00000090376",166,346
"ENSG00000090382",1851,402
"ENSG00000090402",2,92545
"ENSG00000090432",742,847
"ENSG00000090447",201,372
"ENSG00000090470",761,997
"ENSG00000090487",2810,2984
"ENSG00000090520",2171,1674
"ENSG00000090530",723,492
"ENSG00000090539",69,45
"ENSG00000090565",1417,2525
"ENSG00000090581",1189,634
"ENSG00000090612",2096,1728
"ENSG00000090615",4643,4852
"ENSG00000090621",6616,4646
"ENSG00000090659",89,56
"ENSG00000090661",23,255
"ENSG00000090674",206,92
"ENSG00000090686",5147,8041
"ENSG00000090776",205,1505
"ENSG00000090857",1341,2040
"ENSG00000090861",4212,4476
"ENSG00000090863",12200,7126
"ENSG00000090889",782,1252
"ENSG00000090905",4285,3877
"ENSG00000090924",1167,394
"ENSG00000090971",205,50
"ENSG00000090975",194,322
"ENSG00000090989",4177,2174
"ENSG00000091009",1211,949
"ENSG00000091039",7090,3361
"ENSG00000091073",124,661
"ENSG00000091127",1603,1233
"ENSG00000091129",1238,26
"ENSG00000091136",22172,9409
"ENSG00000091138",16,6660
"ENSG00000091140",3532,5804
"ENSG00000091157",2515,1254
"ENSG00000091164",3128,1242
"ENSG00000091262",38,580
"ENSG00000091317",17474,3322
"ENSG00000091409",27289,10995
"ENSG00000091428",177,153
"ENSG00000091436",2353,3296
"ENSG00000091483",1452,2997
"ENSG00000091490",6796,6000
"ENSG00000091527",7613,3353
"ENSG00000091542",2258,1610
"ENSG00000091592",64,131
"ENSG00000091622",731,817
"ENSG00000091640",934,626
"ENSG00000091651",567,168
"ENSG00000091656",417,199
"ENSG00000091732",293,846
"ENSG00000091831",27304,67
"ENSG00000091844",145,41
"ENSG00000091879",594,116
"ENSG00000091947",2822,560
"ENSG00000091972",2070,818
"ENSG00000091986",440,308
"ENSG00000092010",2205,3285
"ENSG00000092020",723,940
"ENSG00000092036",536,599
"ENSG00000092051",18,72
"ENSG00000092068",368,2132
"ENSG00000092094",1037,972
"ENSG00000092096",34,53
"ENSG00000092098",304,348
"ENSG00000092108",2899,2382
"ENSG00000092140",1655,1268
"ENSG00000092148",17599,12221
"ENSG00000092199",9650,8813
"ENSG00000092201",6684,9513
"ENSG00000092203",1882,2238
"ENSG00000092208",265,527
"ENSG00000092330",1152,1416
"ENSG00000092421",277,6138
"ENSG00000092439",9284,12123
"ENSG00000092445",179,1242
"ENSG00000092470",567,3162
"ENSG00000092529",22,24
"ENSG00000092531",3082,2321
"ENSG00000092621",1140,1725
"ENSG00000092820",18271,10354
"ENSG00000092841",15575,9736
"ENSG00000092847",3669,5934
"ENSG00000092853",924,2068
"ENSG00000092871",1097,3149
"ENSG00000092929",42,197
"ENSG00000092931",933,1128
"ENSG00000092964",853,2021
"ENSG00000092969",2126,152
"ENSG00000092978",2329,1728
"ENSG00000093000",2949,4893
"ENSG00000093009",263,601
"ENSG00000093010",750,2473
"ENSG00000093072",1337,274
"ENSG00000093144",2333,1556
"ENSG00000093167",4163,6286
"ENSG00000093183",1812,1480
"ENSG00000093217",177,1578
"ENSG00000094631",1229,1382
"ENSG00000094755",5720,24
"ENSG00000094804",902,2206
"ENSG00000094841",452,247
