file_id,uniprot_id,ID,hydrophobicity_score,volume_score,alpha_max_dist,pocket,druggability,num_drug_pockets,struct_score
AF-Q9NQ40-F1-model_v4,Q9NQ40,Q9NQ40-F1,34.417,3.867,33.176,0.104,0.996,4,80.3920908071749
AF-Q9NVV5-F1-model_v4,Q9NVV5,Q9NVV5-F1,62.788,4.909,22.535,0.424,0.996,1,94.0548682170543
AF-Q9UNN8-F1-model_v4,Q9UNN8,Q9UNN8-F1,60.378,4.757,26.702,0.083,0.996,1,87.1047502656748
AF-Q9UPQ4-F1-model_v4,Q9UPQ4,Q9UPQ4-F1,71.786,5.071,23.344,0.324,0.996,2,87.9343805198082
AF-Q9Y5W5-F1-model_v4,Q9Y5W5,Q9Y5W5-F1,66.436,4.821,22.344,0.105,0.996,1,79.9755820379965
AF-A0A1B0GWB2-F1-model_v4,A0A1B0GWB2,A0A1B0GWB2-F1,59.955,4.318,23.263,0.033,0.995,1,57.8399894235854
AF-O15374-F1-model_v4,O15374,O15374-F1,40.879,4.333,24.993,0.162,0.995,3,79.7232573375262
AF-O60551-F1-model_v4,O60551,O60551-F1,56.158,4.842,23.199,0.502,0.995,1,82.7658250249252
AF-O60706-F1-model_v4,O60706,O60706-F1,82.429,4.762,21.477,0.159,0.995,1,81.8172048625275
AF-P0DMM9-F1-model_v4,P0DMM9,P0DMM9-F1,29.976,4.667,26.424,0.441,0.995,1,96.6115940224159
AF-P0DMN0-F1-model_v4,P0DMN0,P0DMN0-F1,29.976,4.667,26.359,0.295,0.995,1,96.6299294312993
AF-P15538-F1-model_v4,P15538,P15538-F1,42.891,4.473,29.583,0.091,0.995,1,91.1017122443952
AF-P22888-F1-model_v4,P22888,P22888-F1,50.703,4.189,26.987,0.198,0.995,2,79.6695637219406
AF-P46379-F1-model_v4,P46379,P46379-F1,55.324,4.147,39.542,0.04,0.995,1,58.5484585121602
AF-P54855-F1-model_v4,P54855,P54855-F1,30.246,4.213,27.313,0.396,0.995,1,93.6438130667287
AF-Q02318-F1-model_v4,Q02318,Q02318-F1,46.111,4.352,30.494,0.078,0.995,1,88.842860503411
AF-Q13488-F1-model_v4,Q13488,Q13488-F1,62.81,4.238,25.21,0.243,0.995,1,84.068362305581
AF-Q15546-F1-model_v4,Q15546,Q15546-F1,68.484,4.645,21.428,0.023,0.995,1,91.7402915601023
AF-Q15776-F1-model_v4,Q15776,Q15776-F1,50.028,4.639,37.112,0.077,0.995,1,64.4640831348777
AF-Q16787-F8-model_v4,Q16787,Q16787-F8,52.727,4.636,29.119,0.094,0.995,3,79.0257372826787
AF-Q2PZI1-F1-model_v4,Q2PZI1,Q2PZI1-F1,46.561,5,23.924,0.09,0.995,2,88.4741556534508
AF-Q5T848-F1-model_v4,Q5T848,Q5T848-F1,69.654,4.385,22.883,0.197,0.995,3,59.0184217158458
AF-Q5T9L3-F1-model_v4,Q5T9L3,Q5T9L3-F1,62.923,4.308,24.953,0.002,0.995,2,83.0569669327252
AF-Q6GMR7-F1-model_v4,Q6GMR7,Q6GMR7-F1,50.893,4.393,35.165,0.082,0.995,1,94.182449377897
AF-Q6QHC5-F1-model_v4,Q6QHC5,Q6QHC5-F1,35.556,4.389,26.077,0.075,0.995,1,96.6202268431002
AF-Q86UP3-F6-model_v4,Q86UP3,Q86UP3-F6,32.312,4.125,29.897,0.111,0.995,1,54.4171676668485
AF-Q86UQ4-F8-model_v4,Q86UQ4,Q86UQ4-F8,65.027,4.838,25.005,0.109,0.995,5,51.7600240277654
AF-Q8IVB4-F1-model_v4,Q8IVB4,Q8IVB4-F1,59.667,4.417,22.626,0.078,0.995,3,73.2900078125
AF-Q8IWW8-F1-model_v4,Q8IWW8,Q8IWW8-F1,17.533,3.733,24.199,0.351,0.995,2,93.278378148882
AF-Q8IXF9-F1-model_v4,Q8IXF9,Q8IXF9-F1,37.865,3.919,29.933,0.143,0.995,1,80.6838655841227
AF-Q8N307-F1-model_v4,Q8N307,Q8N307-F1,10.333,2,54.548,0.555,0.995,1,50.0694749356053
AF-Q8N5B7-F1-model_v4,Q8N5B7,Q8N5B7-F1,32.929,4.786,27.117,0.179,0.995,2,85.9582761816497
AF-Q8NFQ6-F1-model_v4,Q8NFQ6,Q8NFQ6-F1,66.424,4.333,20.951,0.137,0.995,1,82.1646698468491
AF-Q8NGX5-F1-model_v4,Q8NGX5,Q8NGX5-F1,39.583,4.222,24.374,0.129,0.995,1,86.7408350222943
AF-Q8NH53-F1-model_v4,Q8NH53,Q8NH53-F1,35.69,3.833,30.634,0.038,0.995,1,89.2645183121019
AF-Q8TBR7-F1-model_v4,Q8TBR7,Q8TBR7-F1,55.111,4.5,23.125,0.086,0.995,1,93.2266103331724
AF-Q8TDX9-F9-model_v4,Q8TDX9,Q8TDX9-F9,41.885,4.115,28.017,0.074,0.995,4,68.6458127978907
AF-Q8WUD6-F1-model_v4,Q8WUD6,Q8WUD6-F1,35.5,3.938,24.155,0.151,0.995,1,91.3230648206419
AF-Q9H4I3-F1-model_v4,Q9H4I3,Q9H4I3-F1,48.667,4.795,27.375,0.139,0.995,1,80.6018678354686
AF-Q9H5I5-F2-model_v4,Q9H5I5,Q9H5I5-F2,37.14,4.744,27.725,0.131,0.995,3,77.4648108154803
AF-Q9H5I5-F7-model_v4,Q9H5I5,Q9H5I5-F7,51.167,5,21.15,0.12,0.995,1,73.6920438666313
AF-Q9N2K0-F1-model_v4,Q9N2K0,Q9N2K0-F1,31.273,4.182,33.987,0.114,0.995,4,63.6609823399559
AF-Q9UBT7-F1-model_v4,Q9UBT7,Q9UBT7-F1,35.556,3.926,28.754,0.121,0.995,2,84.5211421098518
AF-Q9UKN7-F6-model_v4,Q9UKN7,Q9UKN7-F6,27,4.241,24.808,0.216,0.995,4,73.2444234913793
AF-Q9Y3E0-F1-model_v4,Q9Y3E0,Q9Y3E0-F1,74.32,5.12,22.493,0.042,0.995,3,87.5068858447489
AF-Q9Y5R4-F1-model_v4,Q9Y5R4,Q9Y5R4-F1,25.531,3.959,32.245,0.469,0.995,1,88.0071783463107
AF-Q9Y616-F1-model_v4,Q9Y616,Q9Y616-F1,34.395,4.302,28.059,0.031,0.995,2,71.3982811515024
AF-A0A494C071-F1-model_v4,A0A494C071,A0A494C071-F1,47.743,4.057,25.622,0.222,0.994,11,50.8363851483854
AF-O00423-F1-model_v4,O00423,O00423-F1,32.581,3.767,27.17,0.196,0.994,4,87.1358804932026
AF-O14718-F1-model_v4,O14718,O14718-F1,41.125,4.025,20.757,0.128,0.994,1,85.9449542682927
AF-O43325-F1-model_v4,O43325,O43325-F1,50.778,4.556,22.962,0.428,0.994,1,88.6697308075773
AF-O43497-F1-model_v4,O43497,O43497-F1,66.17,4.489,29.747,0.1,0.994,3,59.1886436083704
AF-O75592-F9-model_v4,O75592,O75592-F9,40.16,4.12,22.051,0.136,0.994,1,65.6519895336884
AF-P0DTE4-F1-model_v4,P0DTE4,P0DTE4-F1,43.92,4.5,27.312,0.058,0.994,1,94.4927035984849
AF-P10266-F1-model_v4,P10266,P10266-F1,22.867,3.8,30.783,0.114,0.994,1,78.9339856683963
AF-P10635-F1-model_v4,P10635,P10635-F1,49.68,4.18,23.469,0.057,0.994,1,94.5687788778878
AF-P21926-F1-model_v4,P21926,P21926-F1,68.87,4.348,21.804,0.063,0.994,1,88.1191475042064
AF-P33261-F1-model_v4,P33261,P33261-F1,47.642,4.113,22.523,0.079,0.994,1,94.2076042726348
AF-P35499-F1-model_v4,P35499,P35499-F1,77.565,4.739,21.284,0.184,0.994,5,73.0808024058506
AF-Q16678-F1-model_v4,Q16678,Q16678-F1,33.547,4.302,32.438,0.5,0.994,1,92.2863456156716
AF-Q5U3C3-F1-model_v4,Q5U3C3,Q5U3C3-F1,26.782,3.927,31.238,0.171,0.994,3,90.2159025423729
AF-Q5VZE5-F1-model_v4,Q5VZE5,Q5VZE5-F1,20.75,4.114,33.004,0.096,0.994,1,89.8503481228669
AF-Q5VZR4-F1-model_v4,Q5VZR4,Q5VZR4-F1,56.321,4.571,27.01,0.077,0.994,2,57.3952166377816
AF-Q6P1A2-F1-model_v4,Q6P1A2,Q6P1A2-F1,44.682,4.432,25.202,0.332,0.994,2,92.5555395864851
AF-Q6V0I7-F2-model_v4,Q6V0I7,Q6V0I7-F2,45.75,4.25,28.663,0.14,0.994,1,84.9869850746269
AF-Q6V0L0-F1-model_v4,Q6V0L0,Q6V0L0-F1,43.323,4.258,31.423,0.071,0.994,1,89.1819696969697
AF-Q6ZMI0-F1-model_v4,Q6ZMI0,Q6ZMI0-F1,81.6,4.7,19.568,0.175,0.994,1,83.8364874031008
AF-Q71F23-F1-model_v4,Q71F23,Q71F23-F1,28.6,4.5,21.859,0.165,0.994,1,65.518599280144
AF-Q7Z5P9-F17-model_v4,Q7Z5P9,Q7Z5P9-F17,39.571,3.2,20.573,0.271,0.994,4,50.6847793702742
AF-Q86W10-F1-model_v4,Q86W10,Q86W10-F1,41.114,4.045,21.309,0.172,0.994,1,91.7935124760077
AF-Q8NFP9-F8-model_v4,Q8NFP9,Q8NFP9-F8,9.978,4.022,34.856,0.066,0.994,2,71.8576260504202
AF-Q8TDD1-F1-model_v4,Q8TDD1,Q8TDD1-F1,11.4,4.15,31.171,0.245,0.994,3,71.1980853517878
AF-Q8TDL5-F1-model_v4,Q8TDL5,Q8TDL5-F1,64.581,4.129,23.781,0.322,0.994,1,88.2841393331526
AF-Q8WUM9-F1-model_v4,Q8WUM9,Q8WUM9-F1,55.118,4.647,21.801,0.089,0.994,1,70.015471224411
AF-Q9GZN6-F1-model_v4,Q9GZN6,Q9GZN6-F1,39.265,4.853,22.169,0.119,0.994,1,80.3056708685892
AF-Q9HB15-F1-model_v4,Q9HB15,Q9HB15-F1,37.154,4,24.047,0.139,0.994,1,73.7849012458219
AF-Q9HC24-F1-model_v4,Q9HC24,Q9HC24-F1,65.417,4.5,23.367,0.141,0.994,1,92.4896184004182
AF-Q9NYQ6-F10-model_v4,Q9NYQ6,Q9NYQ6-F10,44.27,4.784,31.917,0.244,0.994,1,69.7172752688172
AF-Q9UHE8-F1-model_v4,Q9UHE8,Q9UHE8-F1,33.462,3.872,26.231,0.019,0.994,1,84.309319631467
AF-Q9ULT0-F1-model_v4,Q9ULT0,Q9ULT0-F1,24.882,4.412,28.081,0.133,0.994,3,84.7831415010383
AF-A6NF89-F1-model_v4,A6NF89,A6NF89-F1,50.182,4.227,23.638,0.421,0.993,2,89.824598019802
AF-A6NKB5-F1-model_v4,A6NKB5,A6NKB5-F1,33.583,4.458,24.04,0.283,0.993,2,57.649168214778
AF-M0QZD8-F1-model_v4,M0QZD8,M0QZD8-F1,68.222,4.481,22.227,0.222,0.993,4,80.5408162698045
AF-O14514-F1-model_v4,O14514,O14514-F1,64.703,4.405,30.507,0.159,0.993,1,62.5820679747147
AF-O43924-F1-model_v4,O43924,O43924-F1,63.229,4.6,20.928,0.293,0.993,1,96.4791435562806
AF-O60774-F1-model_v4,O60774,O60774-F1,35.103,4.69,21.448,0.23,0.993,1,93.1340829087541
AF-O75795-F1-model_v4,O75795,O75795-F1,35.756,4.333,25.999,0.203,0.993,1,93.4515123313169
AF-O95397-F1-model_v4,O95397,O95397-F1,62.364,4.667,23.574,0.053,0.993,2,71.2498061123891
AF-P30419-F1-model_v4,P30419,P30419-F1,39.355,4.258,28.215,0.184,0.993,1,84.497883941971
AF-P47989-F1-model_v4,P47989,P47989-F1,28.464,3.75,20.267,0.138,0.993,3,96.095941394081
AF-P54219-F1-model_v4,P54219,P54219-F1,39.591,4.159,29.319,0.071,0.993,1,76.5668203699012
AF-Q14680-F1-model_v4,Q14680,Q14680-F1,33.711,3.895,22.375,0.159,0.993,1,70.6437161388783
AF-Q15125-F1-model_v4,Q15125,Q15125-F1,49.769,4.923,20.96,0.244,0.993,2,95.9066987179487
AF-Q3SY77-F1-model_v4,Q3SY77,Q3SY77-F1,32.904,4.308,34.881,0.133,0.993,3,90.416160437991
AF-Q5T3F8-F1-model_v4,Q5T3F8,Q5T3F8-F1,55.528,4.667,38.333,0.166,0.993,2,72.7913154744089
AF-Q5T4S7-F8-model_v4,Q5T4S7,Q5T4S7-F8,30.857,3.881,33.998,0.355,0.993,1,76.9246150985497
AF-Q5VST6-F1-model_v4,Q5VST6,Q5VST6-F1,58.312,4.031,28.398,0.114,0.993,1,92.6536118479222
AF-Q5VZY2-F1-model_v4,Q5VZY2,Q5VZY2-F1,61.944,5.167,22.338,0.383,0.993,2,92.0033816651076
AF-Q685J3-F17-model_v4,Q685J3,Q685J3-F17,34,3.75,20.831,0.05,0.993,2,52.4057740764467
AF-Q685J3-F6-model_v4,Q685J3,Q685J3-F6,23.667,3.633,20.675,0.273,0.993,5,57.7093163011998
AF-Q6P4A8-F1-model_v4,Q6P4A8,Q6P4A8-F1,28.293,4.512,27.056,0.146,0.993,1,92.1897961469534
AF-Q6ZUG5-F1-model_v4,Q6ZUG5,Q6ZUG5-F1,22.353,4.294,26.715,0.02,0.993,1,72.2925058899122
AF-Q7L5A8-F1-model_v4,Q7L5A8,Q7L5A8-F1,55.138,4.793,19.374,0.095,0.993,3,86.4333970345964
AF-Q8NGF7-F1-model_v4,Q8NGF7,Q8NGF7-F1,40.576,4.121,23.541,0.42,0.993,1,84.3221730300569
AF-Q8NH81-F1-model_v4,Q8NH81,Q8NH81-F1,45.647,4.324,25.982,0.138,0.993,1,84.066417794971
AF-Q92903-F1-model_v4,Q92903,Q92903-F1,59.152,4.636,22.323,0.167,0.993,2,81.2453298013245
AF-Q96CH1-F1-model_v4,Q96CH1,Q96CH1-F1,26.867,4.167,27.109,0.093,0.993,4,78.3570384764866
AF-Q96HE9-F1-model_v4,Q96HE9,Q96HE9-F1,63.9,5.1,21.181,0.431,0.993,1,67.1775808170515
AF-Q96K12-F1-model_v4,Q96K12,Q96K12-F1,68.682,4.773,19.259,0.267,0.993,1,93.9781399235912
AF-Q96R27-F1-model_v4,Q96R27,Q96R27-F1,37.114,4.068,25.769,0.064,0.993,1,86.1901221498371
AF-Q96S06-F1-model_v4,Q96S06,Q96S06-F1,45.029,4.441,20.798,0.207,0.993,2,90.6518484650555
AF-Q9BZF3-F1-model_v4,Q9BZF3,Q9BZF3-F1,30.103,4.308,22.667,0.238,0.993,1,71.1223072805139
AF-Q9H5I5-F8-model_v4,Q9H5I5,Q9H5I5-F8,53.609,5.043,21.332,0.076,0.993,1,72.1588848229805
AF-Q9H6A9-F1-model_v4,Q9H6A9,Q9H6A9-F1,53.87,4.348,23.472,0.228,0.993,7,61.2273295418238
AF-Q9H720-F1-model_v4,Q9H720,Q9H720-F1,42.688,4.719,24.729,0.374,0.993,1,91.24047370317
AF-Q9H8M1-F1-model_v4,Q9H8M1,Q9H8M1-F1,70.781,4.812,20.021,0.425,0.993,1,78.4961566771819
AF-Q9H9P8-F1-model_v4,Q9H9P8,Q9H9P8-F1,26.095,3.841,30.631,0.521,0.993,2,88.5222115384615
AF-Q9NPG1-F1-model_v4,Q9NPG1,Q9NPG1-F1,45.556,4.417,35.066,0.082,0.993,2,76.0093313410534
AF-Q9NPH5-F1-model_v4,Q9NPH5,Q9NPH5-F1,43.364,4.136,28.446,0.046,0.993,3,86.7570520965693
AF-Q9NYB5-F1-model_v4,Q9NYB5,Q9NYB5-F1,49.765,4.5,21.82,0.111,0.993,1,77.9491089824688
AF-Q9UBH6-F1-model_v4,Q9UBH6,Q9UBH6-F1,64.714,5.143,19.697,0.207,0.993,3,83.7337209705373
AF-Q9UIG8-F1-model_v4,Q9UIG8,Q9UIG8-F1,49.8,4.15,20.922,0.116,0.993,1,75.3024473438956
AF-Q9Y485-F5-model_v4,Q9Y485,Q9Y485-F5,17.359,3.692,28.296,0.105,0.993,2,66.8704726909817
AF-Q9Y4A5-F12-model_v4,Q9Y4A5,Q9Y4A5-F12,26.833,3.917,26.075,0.133,0.993,5,83.8994894146949
AF-Q9Y6R7-F4-model_v4,Q9Y6R7,Q9Y6R7-F4,25.085,3.936,42.988,0.741,0.993,3,86.5633816005406
AF-A6NL26-F1-model_v4,A6NL26,A6NL26-F1,32.25,3.95,26.885,0.063,0.992,1,87.6695802161263
AF-C9JRZ8-F1-model_v4,C9JRZ8,C9JRZ8-F1,24.237,4.474,30.357,0.393,0.992,1,97.7242989930287
AF-O00584-F1-model_v4,O00584,O00584-F1,16.368,4.474,31.889,0.065,0.992,1,87.3797203471553
AF-O14832-F1-model_v4,O14832,O14832-F1,32.04,4.42,28.344,0.057,0.992,1,87.1768399705015
AF-O94805-F1-model_v4,O94805,O94805-F1,20.702,3.632,39.714,0.097,0.992,1,91.6544207965947
AF-P06727-F1-model_v4,P06727,P06727-F1,51.4,4.95,25.533,0.205,0.992,2,80.4458502975258
AF-P14061-F1-model_v4,P14061,P14061-F1,28.941,3.863,37.586,0.071,0.992,1,90.9203462321792
AF-P22459-F1-model_v4,P22459,P22459-F1,51.346,3.885,22.576,0.111,0.992,1,70.1943258971872
AF-P24046-F1-model_v4,P24046,P24046-F1,69.52,5.56,23.628,0.041,0.992,1,74.5245782520325
AF-P43003-F1-model_v4,P43003,P43003-F1,46.826,3.652,20.817,0.263,0.992,2,81.850112520948
AF-P46095-F1-model_v4,P46095,P46095-F1,43.833,4.024,28.86,0.233,0.992,1,78.6437677902622
AF-P59544-F1-model_v4,P59544,P59544-F1,35.957,4.532,27.899,0.09,0.992,1,85.1538130381304
AF-P83105-F1-model_v4,P83105,P83105-F1,33.25,4.389,29.293,0.107,0.992,1,82.0659108744395
AF-Q00597-F1-model_v4,Q00597,Q00597-F1,17.179,4.128,33.734,0.319,0.992,4,82.8588540031397
AF-Q05C16-F1-model_v4,Q05C16,Q05C16-F1,45.7,4.1,28.347,0.07,0.992,1,51.6714734816082
AF-Q06520-F1-model_v4,Q06520,Q06520-F1,40.75,4.969,25.67,0.253,0.992,1,95.4542354419774
AF-Q13635-F1-model_v4,Q13635,Q13635-F1,57.867,4.567,20.545,0.164,0.992,1,74.4084172852598
AF-Q15858-F1-model_v4,Q15858,Q15858-F1,82.318,4.773,20.578,0.314,0.992,3,69.2428030160226
AF-Q6AW86-F1-model_v4,Q6AW86,Q6AW86-F1,42.829,4.343,34.51,0.038,0.992,1,64.2508781404085
AF-Q6ZWT7-F1-model_v4,Q6ZWT7,Q6ZWT7-F1,40.045,4.493,39.419,0.08,0.992,2,86.3770731126459
AF-Q71RH2-F1-model_v4,Q71RH2,Q71RH2-F1,52.219,4.5,22.083,0.146,0.992,3,89.5828022232515
AF-Q71RS6-F1-model_v4,Q71RS6,Q71RS6-F1,64.946,4.324,23.19,0.07,0.992,3,76.200930292822
AF-Q7Z5P9-F26-model_v4,Q7Z5P9,Q7Z5P9-F26,37.269,3.654,18.813,0.504,0.992,2,51.0621651810899
AF-Q8IZF6-F9-model_v4,Q8IZF6,Q8IZF6-F9,62.364,4.758,19.672,0.163,0.992,1,58.0963314659197
AF-Q8IZQ1-F5-model_v4,Q8IZQ1,Q8IZQ1-F5,41.478,4.435,22.087,0.157,0.992,1,76.6151452739978
AF-Q8N1S5-F1-model_v4,Q8N1S5,Q8N1S5-F1,36.276,3.966,22.482,0.181,0.992,2,76.3513405362145
AF-Q8NEN9-F1-model_v4,Q8NEN9,Q8NEN9-F1,76.278,4.778,18.718,0.11,0.992,1,62.1135314917127
AF-Q8NGA6-F1-model_v4,Q8NGA6,Q8NGA6-F1,49.906,4.344,20.512,0.075,0.992,1,86.7356191254597
AF-Q8NGC4-F1-model_v4,Q8NGC4,Q8NGC4-F1,28.222,3.972,29.553,0.128,0.992,1,87.810340218712
AF-Q8TF62-F1-model_v4,Q8TF62,Q8TF62-F1,22.357,4.095,31.84,0.155,0.992,2,81.7368142424559
AF-Q96EF0-F1-model_v4,Q96EF0,Q96EF0-F1,18.079,4.053,27.905,0.093,0.992,3,81.1019414316703
AF-Q96ER9-F1-model_v4,Q96ER9,Q96ER9-F1,54.385,4.654,30.19,0.087,0.992,1,70.4367309486781
AF-Q96MF6-F1-model_v4,Q96MF6,Q96MF6-F1,62.8,4.514,21.23,0.119,0.992,1,77.717762345679
AF-Q9UI14-F1-model_v4,Q9UI14,Q9UI14-F1,66.471,4.118,19.234,0.171,0.992,2,81.9891438356164
AF-Q9UKF7-F1-model_v4,Q9UKF7,Q9UKF7-F1,45.453,4.528,26.959,0.057,0.992,1,83.1569316081331
AF-A0A0B4J1W7-F1-model_v4,A0A0B4J1W7,A0A0B4J1W7-F1,45.077,4.718,32.688,-0.021,0.991,1,50.9968292682927
AF-A6NK75-F1-model_v4,A6NK75,A6NK75-F1,35.75,5,26.919,0.201,0.991,3,73.7368773072747
AF-E9PJI5-F1-model_v4,E9PJI5,E9PJI5-F1,55.091,4.818,26.7,0.034,0.991,1,51.2668602295746
AF-F8WFD2-F1-model_v4,F8WFD2,F8WFD2-F1,41.44,4.76,24.331,0.039,0.991,1,52.0239480242079
AF-O15229-F1-model_v4,O15229,O15229-F1,48.56,4.38,34.565,0.082,0.991,2,89.0048917197452
AF-O75962-F7-model_v4,O75962,O75962-F7,40.31,3.621,22.95,0.067,0.991,1,67.1409576341893
AF-O76024-F1-model_v4,O76024,O76024-F1,59.571,4.75,21.577,0.038,0.991,1,74.1001938039327
AF-P14902-F1-model_v4,P14902,P14902-F1,56.512,4.244,19.435,0.277,0.991,1,93.3983944810285
AF-P17213-F1-model_v4,P17213,P17213-F1,52.262,4.262,22.721,0.083,0.991,2,92.6663238396625
AF-P22307-F1-model_v4,P22307,P22307-F1,36.792,4.125,30.216,0.06,0.991,2,92.2892579163645
AF-P29475-F1-model_v4,P29475,P29475-F1,30.234,4.106,28.57,0.211,0.991,3,80.8292773954473
AF-P30837-F1-model_v4,P30837,P30837-F1,21.359,4.128,31.996,0.176,0.991,1,95.5045425241755
AF-P51686-F1-model_v4,P51686,P51686-F1,16.607,4.357,28.242,0.094,0.991,2,82.8346996946047
AF-P52732-F1-model_v4,P52732,P52732-F1,47.611,4.5,19.284,0.141,0.991,1,74.7686384864088
AF-Q15615-F1-model_v4,Q15615,Q15615-F1,41.68,4.12,19.968,0.263,0.991,1,89.0152593192869
AF-Q5QJU3-F1-model_v4,Q5QJU3,Q5QJU3-F1,48.781,4.188,20.637,0.196,0.991,1,92.9749183303085
AF-Q5VXJ0-F1-model_v4,Q5VXJ0,Q5VXJ0-F1,51.182,4.273,23.387,0.026,0.991,1,92.914796394156
AF-Q6P597-F1-model_v4,Q6P597,Q6P597-F1,11.444,4.593,27.069,0.212,0.991,1,76.0152002053388
AF-Q7Z2K6-F1-model_v4,Q7Z2K6,Q7Z2K6-F1,54.094,4,23.936,0.085,0.991,3,89.4544991534989
AF-Q86UQ4-F4-model_v4,Q86UQ4,Q86UQ4-F4,56.429,4.429,20.726,0.126,0.991,8,55.8696624248851
AF-Q86V85-F1-model_v4,Q86V85,Q86V85-F1,52.893,4.214,26.198,0.221,0.991,2,81.2671383376474
AF-Q8NGT5-F1-model_v4,Q8NGT5,Q8NGT5-F1,28.102,4.02,31.074,0.104,0.991,3,84.6802172164119
AF-Q8NHP6-F1-model_v4,Q8NHP6,Q8NHP6-F1,65.438,4.625,23.335,0.18,0.991,1,81.7075974334601
AF-Q96D53-F1-model_v4,Q96D53,Q96D53-F1,58.939,4.515,22.502,0.119,0.991,2,76.570539389638
AF-Q96JH7-F1-model_v4,Q96JH7,Q96JH7-F1,30.147,4.265,22.456,0.106,0.991,2,71.220920466596
AF-Q96P67-F1-model_v4,Q96P67,Q96P67-F1,42.3,4.3,23.393,0.125,0.991,1,84.4921460340993
AF-Q9BWQ8-F1-model_v4,Q9BWQ8,Q9BWQ8-F1,70.368,4.421,18.517,0.102,0.991,1,78.5193078470825
AF-Q9BYV7-F1-model_v4,Q9BYV7,Q9BYV7-F1,43.029,4.657,21.793,0.114,0.991,1,88.8699525759862
AF-Q9BZF1-F1-model_v4,Q9BZF1,Q9BZF1-F1,31.508,4.538,35.519,0.066,0.991,2,70.9443176074137
AF-Q9H1N7-F1-model_v4,Q9H1N7,Q9H1N7-F1,50.714,4.143,18.959,0.212,0.991,2,77.3164340344168
AF-Q9H8X9-F1-model_v4,Q9H8X9,Q9H8X9-F1,56.206,4.265,20.997,0.211,0.991,1,74.529913285847
AF-Q9NTI2-F1-model_v4,Q9NTI2,Q9NTI2-F1,41.208,4.292,19.661,0.114,0.991,1,81.1796892955948
AF-Q9NYQ6-F9-model_v4,Q9NYQ6,Q9NYQ6-F9,61.636,5.136,22.276,0.15,0.991,1,71.3863818536042
AF-Q9UBM7-F1-model_v4,Q9UBM7,Q9UBM7-F1,68.522,5.217,18.903,0.132,0.991,1,91.715849935317
AF-Q9UQD0-F1-model_v4,Q9UQD0,Q9UQD0-F1,79.846,4.654,20.567,0.154,0.991,5,69.1779424569373
AF-A0A087WVF3-F1-model_v4,A0A087WVF3,A0A087WVF3-F1,21.469,4.125,33.591,0.106,0.99,2,60.0601599268906
AF-A0A2R8YED5-F1-model_v4,A0A2R8YED5,A0A2R8YED5-F1,54.778,4.111,21.935,0.106,0.99,1,89.0177003776752
AF-A6NH21-F1-model_v4,A6NH21,A6NH21-F1,59.682,4.591,22.343,0.16,0.99,3,71.6463263263263
AF-A6NHS7-F1-model_v4,A6NHS7,A6NHS7-F1,66.444,4.167,21.228,0.159,0.99,2,62.5516666666667
AF-O00237-F1-model_v4,O00237,O00237-F1,60.083,5,18.443,0.11,0.99,3,73.9133065380493
AF-O15504-F1-model_v4,O15504,O15504-F1,29.061,3.576,35.293,0.022,0.99,2,57.5272933753943
AF-P06126-F1-model_v4,P06126,P06126-F1,51.769,4.513,23.166,0.024,0.99,1,89.2181280975982
AF-P22570-F1-model_v4,P22570,P22570-F1,24.204,3.796,32.29,0.127,0.99,1,91.6716021080369
AF-P28222-F1-model_v4,P28222,P28222-F1,42.421,4.316,23.985,0.102,0.99,1,79.8941049885882
AF-P28223-F1-model_v4,P28223,P28223-F1,52.778,4.361,24.895,0.1,0.99,1,73.9100786547328
AF-P28347-F1-model_v4,P28347,P28347-F1,59.074,4.37,19.083,0.255,0.99,1,77.3990483249333
AF-P56945-F1-model_v4,P56945,P56945-F1,21.36,4.36,29.732,0.088,0.99,2,62.5738537399484
AF-Q00169-F1-model_v4,Q00169,Q00169-F1,42.961,4.275,25.69,0.049,0.99,1,95.4943864346274
AF-Q01118-F1-model_v4,Q01118,Q01118-F1,82,4.9,20.58,0.174,0.99,5,74.6894390190176
AF-Q13370-F1-model_v4,Q13370,Q13370-F1,44.074,5.037,29.311,0.131,0.99,2,63.4126634659351
AF-Q13614-F1-model_v4,Q13614,Q13614-F1,19.677,4.935,28.739,0.234,0.99,2,89.4498646034816
AF-Q15149-F8-model_v4,Q15149,Q15149-F8,40.917,4.917,22.673,0.22,0.99,1,73.6027100508683
AF-Q16602-F1-model_v4,Q16602,Q16602-F1,49.5,5,27.268,0.051,0.99,1,78.9361678734245
AF-Q16696-F1-model_v4,Q16696,Q16696-F1,38.676,4.054,19.5,0.076,0.99,1,96.149041781336
AF-Q4G0S7-F1-model_v4,Q4G0S7,Q4G0S7-F1,20.444,5.222,19.496,0.516,0.99,2,87.3260295519542
AF-Q5CZC0-F15-model_v4,Q5CZC0,Q5CZC0-F15,47.345,4.172,24.6,0.151,0.99,5,50.7067652859961
AF-Q5W0Z9-F1-model_v4,Q5W0Z9,Q5W0Z9-F1,63.115,4.577,20.419,0.226,0.99,1,85.9061365918982
AF-Q8NG97-F1-model_v4,Q8NG97,Q8NG97-F1,50.179,4.107,18.498,0.232,0.99,1,85.4936197592362
AF-Q8NH55-F1-model_v4,Q8NH55,Q8NH55-F1,39.857,4.343,23.722,0.024,0.99,1,81.9817741935484
