"","gene_id","gene_name","unstranded_1"
"621","ENSG00000047365.12","ARAP2",3337
"622","ENSG00000047410.14","TPR",17242
"623","ENSG00000047457.14","CP",18267
"624","ENSG00000047578.13","KATNIP",1812
"625","ENSG00000047579.20","DTNBP1",2934
"626","ENSG00000047597.7","XK",4690
"627","ENSG00000047617.15","ANO2",9
"628","ENSG00000047621.12","C12orf4",1129
"629","ENSG00000047634.15","SCML1",1115
"630","ENSG00000047644.19","WWC3",659
"631","ENSG00000047648.23","ARHGAP6",34
"632","ENSG00000047662.5","FAM184B",34
"633","ENSG00000047849.21","MAP4",18028
"634","ENSG00000047932.14","GOPC",2391
"635","ENSG00000047936.11","ROS1",26
"636","ENSG00000048028.11","USP28",5688
"637","ENSG00000048052.22","HDAC9",2460
"638","ENSG00000048140.18","TSPAN17",1429
"639","ENSG00000048162.21","NOP16",913
"640","ENSG00000048342.17","CC2D2A",785
"641","ENSG00000048392.12","RRM2B",5268
"642","ENSG00000048405.10","ZNF800",1773
"643","ENSG00000048462.11","TNFRSF17",41
"644","ENSG00000048471.14","SNX29",1456
"645","ENSG00000048540.15","LMO3",12
"646","ENSG00000048544.6","MRPS10",5941
"647","ENSG00000048545.16","GUCA1A",1
"648","ENSG00000048649.13","RSF1",7711
"649","ENSG00000048707.15","VPS13D",4650
"650","ENSG00000048740.18","CELF2",294
"651","ENSG00000048828.17","FAM120A",17066
"652","ENSG00000048991.16","R3HDM1",8350
"653","ENSG00000049089.15","COL9A2",1837
"654","ENSG00000049130.16","KITLG",195
"655","ENSG00000049167.15","ERCC8",347
"656","ENSG00000049192.15","ADAMTS6",115
"657","ENSG00000049239.13","H6PD",4872
"658","ENSG00000049245.13","VAMP3",4354
"659","ENSG00000049246.14","PER3",1527
"660","ENSG00000049247.14","UTS2",0
"661","ENSG00000049249.9","TNFRSF9",306
"662","ENSG00000049283.18","EPN3",2652
"663","ENSG00000049323.16","LTBP1",697
"664","ENSG00000049449.10","RCN1",1406
"665","ENSG00000049540.18","ELN",438
"666","ENSG00000049541.11","RFC2",4945
"667","ENSG00000049618.24","ARID1B",6563
"668","ENSG00000049656.14","CLPTM1L",26639
"669","ENSG00000049759.19","NEDD4L",187
"670","ENSG00000049768.16","FOXP3",230
"671","ENSG00000049769.14","PPP1R3F",300
"672","ENSG00000049860.14","HEXB",3124
"673","ENSG00000049883.15","PTCD2",887
"674","ENSG00000050030.16","NEXMIF",156
"675","ENSG00000050130.18","JKAMP",1823
"676","ENSG00000050165.18","DKK3",247
"677","ENSG00000050327.15","ARHGEF5",592
"678","ENSG00000050344.9","NFE2L3",3042
"679","ENSG00000050393.11","MCUR1",6405
"680","ENSG00000050405.13","LIMA1",1747
"681","ENSG00000050426.16","LETMD1",2021
"682","ENSG00000050438.17","SLC4A8",568
"683","ENSG00000050555.19","LAMC3",396
"684","ENSG00000050628.20","PTGER3",25
"685","ENSG00000050730.16","TNIP3",32
"686","ENSG00000050748.18","MAPK9",1333
"687","ENSG00000050767.17","COL23A1",49
"688","ENSG00000050820.17","BCAR1",5137
"689","ENSG00000051009.11","FAM160A2",2272
"690","ENSG00000051108.15","HERPUD1",7310
"691","ENSG00000051128.19","HOMER3",1010
"692","ENSG00000051180.17","RAD51",2641
"693","ENSG00000051341.14","POLQ",2462
"694","ENSG00000051382.9","PIK3CB",2505
"695","ENSG00000051523.11","CYBA",23086
"696","ENSG00000051596.10","THOC3",1469
"697","ENSG00000051620.11","HEBP2",3500
"698","ENSG00000051825.15","MPHOSPH9",2575
"699","ENSG00000052126.14","PLEKHA5",3827
"700","ENSG00000052344.16","PRSS8",13892
"701","ENSG00000052723.12","SIKE1",4625
"702","ENSG00000052749.14","RRP12",4605
"703","ENSG00000052795.13","FNIP2",2550
"704","ENSG00000052802.13","MSMO1",4885
"705","ENSG00000052841.15","TTC17",6176
"706","ENSG00000052850.8","ALX4",5
"707","ENSG00000053108.17","FSTL4",9
"708","ENSG00000053254.16","FOXN3",2970
"709","ENSG00000053328.8","METTL24",353
"710","ENSG00000053371.12","AKR7A2",4264
"711","ENSG00000053372.5","MRTO4",6724
"712","ENSG00000053438.11","NNAT",38
"713","ENSG00000053501.13","USE1",1152
"714","ENSG00000053524.12","MCF2L2",14
"715","ENSG00000053702.15","NRIP2",84
"716","ENSG00000053747.17","LAMA3",2054
"717","ENSG00000053770.12","AP5M1",2401
"718","ENSG00000053900.11","ANAPC4",1272
"719","ENSG00000053918.18","KCNQ1",161
"720","ENSG00000054116.12","TRAPPC3",3888
"721","ENSG00000054118.15","THRAP3",13174
"722","ENSG00000054148.18","PHPT1",2669
"723","ENSG00000054179.12","ENTPD2",1933
"724","ENSG00000054219.11","LY75",831
"725","ENSG00000054267.22","ARID4B",10211
"726","ENSG00000054277.14","OPN3",396
"727","ENSG00000054282.16","SDCCAG8",2232
"728","ENSG00000054356.14","PTPRN",237
"729","ENSG00000054392.13","HHAT",34
"730","ENSG00000054523.18","KIF1B",5571
"731","ENSG00000054598.9","FOXC1",173
"732","ENSG00000054611.14","TBC1D22A",4216
"733","ENSG00000054654.19","SYNE2",5681
"734","ENSG00000054690.14","PLEKHH1",1554
"735","ENSG00000054793.14","ATP9A",13032
"736","ENSG00000054796.13","SPO11",1
"737","ENSG00000054803.4","CBLN4",3
"738","ENSG00000054938.16","CHRDL2",31
"739","ENSG00000054965.11","FAM168A",4665
"740","ENSG00000054967.13","RELT",683
"741","ENSG00000054983.17","GALC",2419
"742","ENSG00000055044.11","NOP58",7595
"743","ENSG00000055070.17","SZRD1",9489
"744","ENSG00000055118.16","KCNH2",6040
"745","ENSG00000055130.17","CUL1",7742
"746","ENSG00000055147.19","FAM114A2",661
"747","ENSG00000055163.20","CYFIP2",1732
"748","ENSG00000055208.19","TAB2",8989
"749","ENSG00000055211.14","GINM1",2414
"750","ENSG00000055332.18","EIF2AK2",8916
"751","ENSG00000055483.19","USP36",7690
"752","ENSG00000055609.19","KMT2C",7862
"753","ENSG00000055732.13","MCOLN3",11
"754","ENSG00000055813.6","CCDC85A",7
"755","ENSG00000055917.16","PUM2",23343
"756","ENSG00000055950.16","MRPL43",2611
"757","ENSG00000055955.17","ITIH4",2
"758","ENSG00000055957.11","ITIH1",3
"759","ENSG00000056050.7","HPF1",694
"760","ENSG00000056097.16","ZFR",17326
"761","ENSG00000056277.16","ZNF280C",1635
"762","ENSG00000056291.17","NPFFR2",43
"763","ENSG00000056487.16","PHF21B",0
"764","ENSG00000056558.11","TRAF1",537
"765","ENSG00000056586.16","RC3H2",10956
"766","ENSG00000056736.10","IL17RB",153
"767","ENSG00000056972.20","TRAF3IP2",962
"768","ENSG00000056998.20","GYG2",139
"769","ENSG00000057019.16","DCBLD2",10962
"770","ENSG00000057149.16","SERPINB3",1
"771","ENSG00000057252.13","SOAT1",2540
"772","ENSG00000057294.15","PKP2",3126
"773","ENSG00000057468.7","MSH4",11
"774","ENSG00000057593.14","F7",6
"775","ENSG00000057608.17","GDI2",16298
"776","ENSG00000057657.17","PRDM1",718
"777","ENSG00000057663.16","ATG5",2672
"778","ENSG00000057704.13","TMCC3",138
"779","ENSG00000057757.10","PITHD1",6326
"780","ENSG00000057935.14","MTA3",5843
"781","ENSG00000058056.9","USP13",4202
"782","ENSG00000058063.16","ATP11B",6953
"783","ENSG00000058085.15","LAMC2",21984
"784","ENSG00000058091.17","CDK14",3878
"785","ENSG00000058262.10","SEC61A1",29706
"786","ENSG00000058272.19","PPP1R12A",4534
"787","ENSG00000058335.16","RASGRF1",10
"788","ENSG00000058404.20","CAMK2B",93
"789","ENSG00000058453.17","CROCC",2398
"790","ENSG00000058600.16","POLR3E",2667
"791","ENSG00000058668.15","ATP2B4",34355
"792","ENSG00000058673.17","ZC3H11A",21
"793","ENSG00000058729.11","RIOK2",981
"794","ENSG00000058799.15","YIPF1",1519
"795","ENSG00000058804.12","NDC1",4985
"796","ENSG00000058866.15","DGKG",478
"797","ENSG00000059122.17","FLYWCH1",4421
"798","ENSG00000059145.19","UNKL",1990
"799","ENSG00000059377.18","TBXAS1",222
"800","ENSG00000059378.13","PARP12",2225
"801","ENSG00000059573.9","ALDH18A1",7506
"802","ENSG00000059588.10","TARBP1",5704
"803","ENSG00000059691.12","GATB",1905
"804","ENSG00000059728.11","MXD1",3986
"805","ENSG00000059758.8","CDK17",1854
"806","ENSG00000059769.20","DNAJC25",479
"807","ENSG00000059804.16","SLC2A3",1588
"808","ENSG00000059915.17","PSD",417
"809","ENSG00000060069.17","CTDP1",1037
"810","ENSG00000060138.13","YBX3",7687
"811","ENSG00000060140.9","STYK1",123
"812","ENSG00000060237.18","WNK1",14921
"813","ENSG00000060303.5","RPS17P5",7
"814","ENSG00000060339.14","CCAR1",9607
"815","ENSG00000060491.16","OGFR",4977
"816","ENSG00000060558.4","GNA15",305
"817","ENSG00000060566.14","CREB3L3",2
"818","ENSG00000060642.11","PIGV",1402
"819","ENSG00000060656.20","PTPRU",8237
"820","ENSG00000060688.13","SNRNP40",4598
"821","ENSG00000060709.15","RIMBP2",5
"822","ENSG00000060718.22","COL11A1",1556
"823","ENSG00000060749.16","QSER1",4945
"824","ENSG00000060762.19","MPC1",1105
"825","ENSG00000060971.19","ACAA1",1271
"826","ENSG00000060982.15","BCAT1",23808
"827","ENSG00000061273.18","HDAC7",12478
"828","ENSG00000061337.15","LZTS1",118
"829","ENSG00000061455.11","PRDM6",45
"830","ENSG00000061492.12","WNT8A",0
"831","ENSG00000061656.10","SPAG4",2097
"832","ENSG00000061676.15","NCKAP1",25575
"833","ENSG00000061794.13","MRPS35",3776
"834","ENSG00000061918.14","GUCY1B1",2131
"835","ENSG00000061936.10","SFSWAP",3956
"836","ENSG00000061938.20","TNK2",13544
"837","ENSG00000061987.16","MON2",2209
"838","ENSG00000062038.14","CDH3",1237
"839","ENSG00000062096.15","ARSF",1
"840","ENSG00000062194.16","GPBP1",8665
"841","ENSG00000062282.15","DGAT2",1080
"842","ENSG00000062370.17","ZNF112",352
"843","ENSG00000062485.19","CS",14804
"844","ENSG00000062524.16","LTK",157
"845","ENSG00000062582.14","MRPS24",21
"846","ENSG00000062598.18","ELMO2",2654
"847","ENSG00000062650.19","WAPL",7900
"848","ENSG00000062716.13","VMP1",6463
"849","ENSG00000062725.10","APPBP2",4299
"850","ENSG00000062822.15","POLD1",5569
"851","ENSG00000063015.20","SEZ6",36
"852","ENSG00000063046.18","EIF4B",13916
"853","ENSG00000063127.16","SLC6A16",200
"854","ENSG00000063169.11","BICRA",5920
"855","ENSG00000063176.16","SPHK2",2317
"856","ENSG00000063177.13","RPL18",49129
"857","ENSG00000063180.9","CA11",369
"858","ENSG00000063241.8","ISOC2",1240
"859","ENSG00000063244.13","U2AF2",6708
"860","ENSG00000063245.15","EPN1",9443
"861","ENSG00000063322.15","MED29",4608
"862","ENSG00000063438.19","AHRR",29
"863","ENSG00000063515.3","GSC2",2
"864","ENSG00000063587.15","ZNF275",5006
"865","ENSG00000063601.17","MTMR1",3035
"866","ENSG00000063660.9","GPC1",3797
"867","ENSG00000063761.16","ADCK1",792
"868","ENSG00000063854.13","HAGH",2531
"869","ENSG00000063978.16","RNF4",3431
"870","ENSG00000064012.22","CASP8",3894
"871","ENSG00000064042.18","LIMCH1",2186
"872","ENSG00000064102.15","INTS13",1974
"873","ENSG00000064115.11","TM7SF3",3293
"874","ENSG00000064195.7","DLX3",316
"875","ENSG00000064199.7","SPA17",785
"876","ENSG00000064201.16","TSPAN32",94
"877","ENSG00000064205.10","CCN5",189
"878","ENSG00000064218.5","DMRT3",15
"879","ENSG00000064225.12","ST3GAL6",1325
"880","ENSG00000064270.13","ATP2C2",482
"881","ENSG00000064300.9","NGFR",23
"882","ENSG00000064309.14","CDON",1172
"883","ENSG00000064313.12","TAF2",7417
"884","ENSG00000064393.16","HIPK2",5960
"885","ENSG00000064419.13","TNPO3",4864
"886","ENSG00000064489.23","BORCS8-MEF2B",0
"887","ENSG00000064490.14","RFXANK",1565
"888","ENSG00000064545.15","TMEM161A",2136
"889","ENSG00000064547.14","LPAR2",1739
"890","ENSG00000064601.20","CTSA",9194
"891","ENSG00000064607.17","SUGP2",5425
"892","ENSG00000064651.14","SLC12A2",1634
"893","ENSG00000064652.11","SNX24",548
"894","ENSG00000064655.19","EYA2",26
"895","ENSG00000064666.15","CNN2",15144
"896","ENSG00000064687.13","ABCA7",1012
"897","ENSG00000064692.20","SNCAIP",22
"898","ENSG00000064703.12","DDX20",1410
"899","ENSG00000064726.10","BTBD1",7615
"900","ENSG00000064763.11","FAR2",86
"901","ENSG00000064787.13","BCAS1",16
"902","ENSG00000064835.11","POU1F1",1
"903","ENSG00000064886.14","CHI3L2",30
"904","ENSG00000064932.16","SBNO2",9654
"905","ENSG00000064933.18","PMS1",3224
"906","ENSG00000064961.19","HMG20B",7084
"907","ENSG00000064989.13","CALCRL",169
"908","ENSG00000064995.18","TAF11",2037
"909","ENSG00000064999.15","ANKS1A",3946
"910","ENSG00000065000.19","AP3D1",16517
"911","ENSG00000065029.15","ZNF76",1851
"912","ENSG00000065054.14","SLC9A3R2",11333
"913","ENSG00000065057.9","NTHL1",1979
"914","ENSG00000065060.17","UHRF1BP1",3770
"915","ENSG00000065135.12","GNAI3",7478
"916","ENSG00000065150.21","IPO5",27985
"917","ENSG00000065154.12","OAT",1052
"918","ENSG00000065183.16","WDR3",3411
"919","ENSG00000065243.20","PKN2",3490
"920","ENSG00000065268.11","WDR18",4638
"921","ENSG00000065308.5","TRAM2",3805
"922","ENSG00000065320.9","NTN1",93
"923","ENSG00000065325.13","GLP2R",1
"924","ENSG00000065328.17","MCM10",1480
"925","ENSG00000065357.20","DGKA",1123
"926","ENSG00000065361.16","ERBB3",4405
"927","ENSG00000065371.17","ROPN1",0
"928","ENSG00000065413.20","ANKRD44",170
"929","ENSG00000065427.15","KARS1",8998
"930","ENSG00000065457.10","ADAT1",1211
"931","ENSG00000065485.20","PDIA5",2291
"932","ENSG00000065491.8","TBC1D22B",2668
"933","ENSG00000065518.8","NDUFB4",7991
"934","ENSG00000065526.12","SPEN",15285
"935","ENSG00000065534.19","MYLK",3858
"936","ENSG00000065548.18","ZC3H15",9584
"937","ENSG00000065559.15","MAP2K4",3035
"938","ENSG00000065600.13","PACC1",757
"939","ENSG00000065609.14","SNAP91",3
"940","ENSG00000065613.15","SLK",3876
"941","ENSG00000065615.14","CYB5R4",356
"942","ENSG00000065618.21","COL17A1",25
"943","ENSG00000065621.15","GSTO2",2173
"944","ENSG00000065665.21","SEC61A2",848
"945","ENSG00000065675.15","PRKCQ",496
"946","ENSG00000065717.15","TLE2",2507
"947","ENSG00000065802.12","ASB1",1754
"948","ENSG00000065809.13","FAM107B",2954
"949","ENSG00000065833.9","ME1",114
"950","ENSG00000065882.16","TBC1D1",4404
"951","ENSG00000065883.16","CDK13",9611
"952","ENSG00000065911.13","MTHFD2",13084
"953","ENSG00000065923.10","SLC9A7",2672
"954","ENSG00000065970.9","FOXJ2",1371
"955","ENSG00000065978.19","YBX1",28426
"956","ENSG00000065989.16","PDE4A",927
"957","ENSG00000066027.12","PPP2R5A",3651
"958","ENSG00000066032.18","CTNNA2",9548
"959","ENSG00000066044.15","ELAVL1",12152
"960","ENSG00000066056.14","TIE1",635
"961","ENSG00000066084.13","DIP2B",3448
"962","ENSG00000066117.15","SMARCD1",5824
"963","ENSG00000066135.13","KDM4A",1572
"964","ENSG00000066136.20","NFYC",7895
"965","ENSG00000066185.13","ZMYND12",82
"966","ENSG00000066230.12","SLC9A3",64
"967","ENSG00000066248.15","NGEF",191
"968","ENSG00000066279.18","ASPM",8494
"969","ENSG00000066294.15","CD84",505
"970","ENSG00000066322.15","ELOVL1",4861
"971","ENSG00000066336.12","SPI1",1189
"972","ENSG00000066379.15","POLR1H",1513
"973","ENSG00000066382.16","MPPED2",5531
"974","ENSG00000066405.13","CLDN18",2
"975","ENSG00000066422.5","ZBTB11",2676
"976","ENSG00000066427.24","ATXN3",2713
"977","ENSG00000066455.13","GOLGA5",4865
"978","ENSG00000066468.23","FGFR2",6548
"979","ENSG00000066557.6","LRRC40",1116
"980","ENSG00000066583.12","ISOC1",2120
"981","ENSG00000066629.18","EML1",1462
"982","ENSG00000066651.20","TRMT11",1148
"983","ENSG00000066654.14","THUMPD1",4408
"984","ENSG00000066697.15","MSANTD3",873
"985","ENSG00000066735.14","KIF26A",77
"986","ENSG00000066739.12","ATG2B",2953
"987","ENSG00000066777.9","ARFGEF1",5563
"988","ENSG00000066813.14","ACSM2B",0
"989","ENSG00000066827.16","ZFAT",2422
"990","ENSG00000066855.16","MTFR1",2569
"991","ENSG00000066923.17","STAG3",563
"992","ENSG00000066926.12","FECH",680
"993","ENSG00000066933.16","MYO9A",1846
"994","ENSG00000067048.17","DDX3Y",1
"995","ENSG00000067057.18","PFKP",17058
"996","ENSG00000067064.11","IDI1",7515
"997","ENSG00000067066.17","SP100",2521
"998","ENSG00000067082.15","KLF6",2961
"999","ENSG00000067113.17","PLPP1",145
"1000","ENSG00000067141.17","NEO1",17097
"1001","ENSG00000067167.8","TRAM1",13144
"1002","ENSG00000067177.15","PHKA1",1610
"1003","ENSG00000067182.8","TNFRSF1A",7667
"1004","ENSG00000067191.16","CACNB1",472
"1005","ENSG00000067208.14","EVI5",1468
"1006","ENSG00000067221.14","STOML1",973
"1007","ENSG00000067225.18","PKM",194372
"1008","ENSG00000067248.10","DHX29",1667
"1009","ENSG00000067334.14","DNTTIP2",4010
"1010","ENSG00000067365.15","METTL22",630
"1011","ENSG00000067369.14","TP53BP1",4493
"1012","ENSG00000067445.21","TRO",233
"1013","ENSG00000067533.6","RRP15",1381
"1014","ENSG00000067560.13","RHOA",34424
"1015","ENSG00000067596.12","DHX8",4612
"1016","ENSG00000067601.8","PMS2P4",346
"1017","ENSG00000067606.17","PRKCZ",1791
"1018","ENSG00000067646.12","ZFY",0
"1019","ENSG00000067704.10","IARS2",7799
"1020","ENSG00000067715.14","SYT1",151
"1021","ENSG00000067798.16","NAV3",106
"1022","ENSG00000067829.19","IDH3G",6106
"1023","ENSG00000067836.13","ROGDI",434
"1024","ENSG00000067840.12","PDZD4",30
"1025","ENSG00000067842.17","ATP2B3",122
"1026","ENSG00000067900.8","ROCK1",7334
"1027","ENSG00000067955.15","CBFB",4996
"1028","ENSG00000067992.16","PDK3",462
"1029","ENSG00000068001.14","HYAL2",3715
"1030","ENSG00000068024.17","HDAC4",1571
"1031","ENSG00000068028.17","RASSF1",1469
"1032","ENSG00000068078.20","FGFR3",6164
"1033","ENSG00000068079.8","IFI35",465
"1034","ENSG00000068097.15","HEATR6",2369
"1035","ENSG00000068120.15","COASY",4615
"1036","ENSG00000068137.15","PLEKHH3",2789
"1037","ENSG00000068305.17","MEF2A",1945
"1038","ENSG00000068308.14","OTUD5",6813
"1039","ENSG00000068323.17","TFE3",8353
"1040","ENSG00000068354.16","TBC1D25",2382
"1041","ENSG00000068366.20","ACSL4",865
"1042","ENSG00000068383.19","INPP5A",4176
"1043","ENSG00000068394.11","GPKOW",2212
"1044","ENSG00000068400.13","GRIPAP1",5037
"1045","ENSG00000068438.15","FTSJ1",4029
"1046","ENSG00000068489.13","PRR11",4568
"1047","ENSG00000068615.19","REEP1",109
"1048","ENSG00000068650.18","ATP11A",40478
"1049","ENSG00000068654.16","POLR1A",7400
"1050","ENSG00000068697.7","LAPTM4A",45102
"1051","ENSG00000068724.17","TTC7A",3871
"1052","ENSG00000068745.15","IP6K2",12444
"1053","ENSG00000068781.21","STON1-GTF2A1L",0
"1054","ENSG00000068784.13","SRBD1",2316
"1055","ENSG00000068796.19","KIF2A",2017
"1056","ENSG00000068831.19","RASGRP2",139
"1057","ENSG00000068878.15","PSME4",10752
"1058","ENSG00000068885.15","IFT80",2085
"1059","ENSG00000068903.20","SIRT2",4151
"1060","ENSG00000068912.14","ERLEC1",4418
"1061","ENSG00000068971.14","PPP2R5B",737
"1062","ENSG00000068976.14","PYGM",734
"1063","ENSG00000068985.5","PAGE1",179
"1064","ENSG00000069011.16","PITX1",15
"1065","ENSG00000069018.19","TRPC7",11
"1066","ENSG00000069020.18","MAST4",313
"1067","ENSG00000069122.19","ADGRF5",504
"1068","ENSG00000069188.17","SDK2",6695
"1069","ENSG00000069206.15","ADAM7",0
"1070","ENSG00000069248.12","NUP133",8358
"1071","ENSG00000069275.13","NUCKS1",59452
"1072","ENSG00000069329.18","VPS35",11476
"1073","ENSG00000069345.12","DNAJA2",4143
"1074","ENSG00000069399.15","BCL3",6577
"1075","ENSG00000069424.15","KCNAB2",1038
"1076","ENSG00000069431.11","ABCC9",66
"1077","ENSG00000069482.7","GAL",15
"1078","ENSG00000069493.15","CLEC2D",297
"1079","ENSG00000069509.6","FUNDC1",1848
"1080","ENSG00000069535.14","MAOB",210
"1081","ENSG00000069667.16","RORA",291
"1082","ENSG00000069696.7","DRD4",703
"1083","ENSG00000069702.11","TGFBR3",1580
"1084","ENSG00000069764.10","PLA2G10",10
"1085","ENSG00000069812.11","HES2",675
"1086","ENSG00000069849.11","ATP1B3",6499
"1087","ENSG00000069869.16","NEDD4",504
"1088","ENSG00000069943.10","PIGB",402
"1089","ENSG00000069956.12","MAPK6",8634
"1090","ENSG00000069966.19","GNB5",1048
"1091","ENSG00000069974.16","RAB27A",2015
"1092","ENSG00000069998.12","HDHD5",1406
"1093","ENSG00000070010.19","UFD1",1874
"1094","ENSG00000070018.9","LRP6",5173
"1095","ENSG00000070019.5","GUCY2C",76
"1096","ENSG00000070031.4","SCT",14
"1097","ENSG00000070047.13","PHRF1",5395
"1098","ENSG00000070061.16","ELP1",3539
"1099","ENSG00000070081.17","NUCB2",2632
"1100","ENSG00000070087.14","PFN2",12778
"1101","ENSG00000070159.14","PTPN3",4215
"1102","ENSG00000070182.21","SPTB",57
"1103","ENSG00000070190.13","DAPP1",526
"1104","ENSG00000070193.5","FGF10",1
"1105","ENSG00000070214.16","SLC44A1",8483
"1106","ENSG00000070269.14","TMEM260",899
"1107","ENSG00000070366.14","SMG6",2213
"1108","ENSG00000070367.16","EXOC5",3648
"1109","ENSG00000070371.16","CLTCL1",338
"1110","ENSG00000070388.11","FGF22",21
"1111","ENSG00000070404.10","FSTL3",1766
"1112","ENSG00000070413.20","DGCR2",10988
"1113","ENSG00000070423.18","RNF126",5211
"1114","ENSG00000070444.15","MNT",3822
"1115","ENSG00000070476.15","ZXDC",4979
"1116","ENSG00000070495.15","JMJD6",2905
"1117","ENSG00000070501.12","POLB",2166
"1118","ENSG00000070526.15","ST6GALNAC1",2462
"1119","ENSG00000070540.13","WIPI1",585
"1120","ENSG00000070601.10","FRMPD1",160
"1121","ENSG00000070610.14","GBA2",4937
"1122","ENSG00000070614.15","NDST1",7484
"1123","ENSG00000070669.17","ASNS",110
"1124","ENSG00000070718.12","AP3M2",2084
"1125","ENSG00000070729.14","CNGB1",239
"1126","ENSG00000070731.11","ST6GALNAC2",292
"1127","ENSG00000070748.19","CHAT",105
"1128","ENSG00000070756.17","PABPC1",250378
"1129","ENSG00000070759.17","TESK2",225
"1130","ENSG00000070761.8","CFAP20",2277
"1131","ENSG00000070770.10","CSNK2A2",2562
"1132","ENSG00000070778.13","PTPN21",1641
"1133","ENSG00000070785.17","EIF2B3",1099
"1134","ENSG00000070808.16","CAMK2A",11
