"gene","p.fisher","q.fisher"
"ASB8",NA,NA
"ASB9",NA,NA
"ASCC1",NA,NA
"ASCC2",NA,NA
"ASCC3",NA,NA
"ASCL1",NA,NA
"ASCL2",NA,NA
"ASCL3",NA,NA
"ASCL4",NA,NA
"ASF1A",NA,NA
"ASF1B",NA,NA
"ASGR1",NA,NA
"ASGR2",NA,NA
"ASH1L",NA,NA
"ASH2L",NA,NA
"ASIP",NA,NA
"ASL",NA,NA
"ASMT",NA,NA
"ASMTL",NA,NA
"ASNA1",NA,NA
"ASNS",NA,NA
"ASNSD1",NA,NA
"ASPA",NA,NA
"ASPDH",NA,NA
"ASPG",NA,NA
"ASPH",NA,NA
"ASPHD1",NA,NA
"ASPHD2",NA,NA
"ASPM",NA,NA
"ASPN",NA,NA
"ASPRV1",NA,NA
"ASPSCR1",NA,NA
"ASRGL1",NA,NA
"ASS1",NA,NA
"ASTE1",NA,NA
"ASTL",NA,NA
"ASTN1",NA,NA
"ASTN2",NA,NA
"ASXL1",NA,NA
"ASXL2",NA,NA
"ASXL3",NA,NA
"ASZ1",NA,NA
"ATAD1",NA,NA
"ATAD2",NA,NA
"ATAD2B",NA,NA
"ATAD3A",NA,NA
"ATAD3B",NA,NA
"ATAD3C",NA,NA
"ATAD5",NA,NA
"ATCAY",NA,NA
"ATE1",NA,NA
"ATF1",NA,NA
"ATF2",NA,NA
"ATF3",NA,NA
"ATF4",NA,NA
"ATF5",NA,NA
"ATF6",NA,NA
"ATF6B",NA,NA
"ATF7",NA,NA
"ATF7IP",NA,NA
"ATF7IP2",NA,NA
"ATG10",NA,NA
"ATG12",NA,NA
"ATG16L1",NA,NA
"ATG16L2",NA,NA
"ATG2A",NA,NA
"ATG2B",NA,NA
"ATG3",NA,NA
"ATG4A",NA,NA
"ATG4B",NA,NA
"ATG4C",NA,NA
"ATG4D",NA,NA
"ATG5",NA,NA
"ATG7",NA,NA
"ATG9A",NA,NA
"ATG9B",NA,NA
"ATHL1",NA,NA
"ATIC",NA,NA
"ATL1",NA,NA
"ATL2",NA,NA
"ATL3",NA,NA
"ATM",NA,NA
"ATMIN",NA,NA
"ATN1",NA,NA
"ATOH1",NA,NA
"ATOH7",NA,NA
"ATOH8",NA,NA
"ATOX1",NA,NA
"ATP10A",NA,NA
"ATP10B",NA,NA
"ATP10D",NA,NA
"ATP11A",NA,NA
"ATP11B",NA,NA
"ATP11C",NA,NA
"ATP12A",NA,NA
"ATP13A1",NA,NA
"ATP13A2",NA,NA
"ATP13A3",NA,NA
"ATP13A4",NA,NA
"ATP13A5",NA,NA
"ATP1A1",NA,NA
"ATP1A2",NA,NA
"ATP1A3",NA,NA
"ATP1A4",NA,NA
"ATP1B1",NA,NA
"ATP1B2",NA,NA
"ATP1B3",NA,NA
"ATP1B4",NA,NA
"ATP2A1",NA,NA
"ATP2A2",NA,NA
"ATP2A3",NA,NA
"ATP2B1",NA,NA
"ATP2B2",NA,NA
"ATP2B3",NA,NA
"ATP2B4",NA,NA
"ATP2C1",NA,NA
"ATP2C2",NA,NA
"ATP4A",NA,NA
"ATP4B",NA,NA
"ATP5A1",NA,NA
"ATP5B",NA,NA
"ATP5C1",NA,NA
"ATP5D",NA,NA
"ATP5E",NA,NA
"ATP5F1",NA,NA
"ATP5G1",NA,NA
"ATP5G2",NA,NA
"ATP5G3",NA,NA
"ATP5H",NA,NA
"ATP5I",NA,NA
"ATP5J",NA,NA
"ATP5J2",NA,NA
"ATP5L",NA,NA
"ATP5L2",NA,NA
"ATP5O",NA,NA
"ATP5S",NA,NA
"ATP5SL",NA,NA
"ATP6AP1",NA,NA
"ATP6AP1L",NA,NA
"ATP6AP2",NA,NA
"ATP6V0A1",NA,NA
"ATP6V0A2",NA,NA
"ATP6V0A4",NA,NA
"ATP6V0B",NA,NA
"ATP6V0C",NA,NA
"ATP6V0D1",NA,NA
"ATP6V0D2",NA,NA
"ATP6V0E1",NA,NA
"ATP6V0E2",NA,NA
"ATP6V1A",NA,NA
"ATP6V1B1",NA,NA
"ATP6V1B2",NA,NA
"ATP6V1C1",NA,NA
"ATP6V1C2",NA,NA
"ATP6V1D",NA,NA
"ATP6V1E1",NA,NA
"ATP6V1E2",NA,NA
"ATP6V1F",NA,NA
"ATP6V1G1",NA,NA
"ATP6V1G2",NA,NA
"ATP6V1G3",NA,NA
"ATP6V1H",NA,NA
"ATP7A",NA,NA
"ATP7B",NA,NA
"ATP8A1",NA,NA
"ATP8A2",NA,NA
"ATP8B1",NA,NA
"ATP8B2",NA,NA
"ATP8B3",NA,NA
"ATP8B4",NA,NA
"ATP9A",NA,NA
"ATP9B",NA,NA
"ATPAF1",NA,NA
"ATPAF2",NA,NA
"ATPBD4",NA,NA
"ATPIF1",NA,NA
"ATR",NA,NA
"ATRIP",NA,NA
"ATRN",NA,NA
"ATRNL1",NA,NA
"ATRX",NA,NA
"ATXN1",NA,NA
"ATXN10",NA,NA
"ATXN1L",NA,NA
"ATXN2",NA,NA
"ATXN2L",NA,NA
"ATXN3",NA,NA
"ATXN3L",NA,NA
"ATXN7",NA,NA
"ATXN7L1",NA,NA
"ATXN7L2",NA,NA
"ATXN7L3",NA,NA
"ATXN7L3B",NA,NA
"AUH",NA,NA
"AUP1",NA,NA
"AURKA",NA,NA
"AURKAIP1",NA,NA
"AURKB",NA,NA
"AURKC",NA,NA
"AUTS2",NA,NA
"AVEN",NA,NA
"AVIL",NA,NA
"AVL9",NA,NA
"AVP",NA,NA
"AVPI1",NA,NA
"AVPR1A",NA,NA
"AVPR1B",NA,NA
"AVPR2",NA,NA
"AWAT1",NA,NA
"AWAT2",NA,NA
"AXIN1",NA,NA
"AXIN2",NA,NA
"AXL",NA,NA
"AZGP1",NA,NA
"AZI1",NA,NA
"AZI2",NA,NA
"AZIN1",NA,NA
"AZU1",NA,NA
"B2M",NA,NA
"B3GALNT1",NA,NA
"B3GALNT2",NA,NA
"B3GALT1",NA,NA
"B3GALT2",NA,NA
"B3GALT4",NA,NA
"B3GALT5",NA,NA
"B3GALT6",NA,NA
"B3GALTL",NA,NA
"B3GAT1",NA,NA
"B3GAT2",NA,NA
"B3GAT3",NA,NA
"B3GNT1",NA,NA
"B3GNT2",NA,NA
"B3GNT3",NA,NA
"B3GNT4",NA,NA
"B3GNT5",NA,NA
"B3GNT6",NA,NA
"B3GNT7",NA,NA
"B3GNT8",NA,NA
"B3GNT9",NA,NA
"B3GNTL1",NA,NA
"B4GALNT1",NA,NA
"B4GALNT2",NA,NA
"B4GALNT3",NA,NA
"B4GALNT4",NA,NA
"B4GALT1",NA,NA
"B4GALT2",NA,NA
"B4GALT3",NA,NA
"B4GALT4",NA,NA
"B4GALT5",NA,NA
"B4GALT6",NA,NA
"B4GALT7",NA,NA
"B9D1",NA,NA
"B9D2",NA,NA
"BAALC",NA,NA
"BAAT",NA,NA
"BACE1",NA,NA
"BACE2",NA,NA
"BACH1",NA,NA
"BACH2",NA,NA
"BAD",NA,NA
"BAG1",NA,NA
"BAG2",NA,NA
"BAG3",NA,NA
"BAG4",NA,NA
"BAG5",NA,NA
"BAGE",NA,NA
"BAGE2",NA,NA
"BAGE3",NA,NA
"BAGE4",NA,NA
"BAGE5",NA,NA
"BAHCC1",NA,NA
"BAHD1",NA,NA
"BAI1",NA,NA
"BAI2",NA,NA
"BAI3",NA,NA
"BAIAP2",NA,NA
"BAIAP2L1",NA,NA
"BAIAP2L2",NA,NA
"BAIAP3",NA,NA
"BAK1",NA,NA
"BAMBI",NA,NA
"BANF1",NA,NA
"BANF2",NA,NA
"BANK1",NA,NA
"BANP",NA,NA
"BAP1",NA,NA
"BARD1",NA,NA
"BARHL1",NA,NA
"BARHL2",NA,NA
"BARX1",NA,NA
"BARX2",NA,NA
"BASP1",NA,NA
"BAT1",NA,NA
"BAT2",NA,NA
"BAT2L1",NA,NA
"BAT2L2",NA,NA
"BAT3",NA,NA
"BAT4",NA,NA
"BAT5",NA,NA
"BATF",NA,NA
"BATF2",NA,NA
"BATF3",NA,NA
"BAX",NA,NA
"BAZ1A",NA,NA
"BAZ1B",NA,NA
"BAZ2A",NA,NA
"BAZ2B",NA,NA
"BBC3",NA,NA
"BBOX1",NA,NA
"BBS1",NA,NA
"BBS10",NA,NA
"BBS12",NA,NA
"BBS2",NA,NA
"BBS4",NA,NA
"BBS5",NA,NA
"BBS7",NA,NA
"BBS9",NA,NA
"BBX",NA,NA
"BCAM",NA,NA
"BCAN",NA,NA
"BCAP29",NA,NA
"BCAP31",NA,NA
"BCAR1",NA,NA
"BCAR3",NA,NA
"BCAS1",NA,NA
"BCAS2",NA,NA
"BCAS3",NA,NA
"BCAS4",NA,NA
"BCAT1",NA,NA
"BCAT2",NA,NA
"BCCIP",NA,NA
"BCDIN3D",NA,NA
"BCHE",NA,NA
"BCKDHA",NA,NA
"BCKDHB",NA,NA
"BCKDK",NA,NA
"BCL10",NA,NA
"BCL11A",NA,NA
"BCL11B",NA,NA
"BCL2",NA,NA
"BCL2A1",NA,NA
"BCL2L1",NA,NA
"BCL2L10",NA,NA
"BCL2L11",NA,NA
"BCL2L12",NA,NA
"BCL2L13",NA,NA
"BCL2L14",NA,NA
"BCL2L15",NA,NA
"BCL2L2",NA,NA
"BCL3",NA,NA
"BCL6",NA,NA
"BCL6B",NA,NA
"BCL7A",NA,NA
"BCL7B",NA,NA
"BCL7C",NA,NA
"BCL9",NA,NA
"BCL9L",NA,NA
"BCLAF1",NA,NA
"BCMO1",NA,NA
"BCO2",NA,NA
"BCOR",NA,NA
"BCORL1",NA,NA
"BCORL2",NA,NA
"BCR",NA,NA
"BCS1L",NA,NA
"BDH1",NA,NA
"BDH2",NA,NA
"BDKRB1",NA,NA
"BDKRB2",NA,NA
"BDNF",NA,NA
"BDP1",NA,NA
"BEAN",NA,NA
"BECN1",NA,NA
"BEGAIN",NA,NA
"BEND2",NA,NA
"BEND3",NA,NA
"BEND4",NA,NA
"BEND5",NA,NA
"BEND6",NA,NA
"BEND7",NA,NA
"BEST1",NA,NA
"BEST2",NA,NA
"BEST3",NA,NA
"BEST4",NA,NA
"BET1",NA,NA
"BET1L",NA,NA
"BET3L",NA,NA
"BEX1",NA,NA
"BEX2",NA,NA
"BEX4",NA,NA
"BEX5",NA,NA
"BFAR",NA,NA
"BFSP1",NA,NA
"BFSP2",NA,NA
"BGLAP",NA,NA
"BGN",NA,NA
"BHLHA15",NA,NA
"BHLHA9",NA,NA
"BHLHB9",NA,NA
"BHLHE22",NA,NA
"BHLHE23",NA,NA
"BHLHE40",NA,NA
"BHLHE41",NA,NA
"BHMT",NA,NA
"BHMT2",NA,NA
"BICC1",NA,NA
"BICD1",NA,NA
"BICD2",NA,NA
"BID",NA,NA
"BIK",NA,NA
"BIN1",NA,NA
"BIN2",NA,NA
"BIN3",NA,NA
"BIRC2",NA,NA
"BIRC3",NA,NA
"BIRC5",NA,NA
"BIRC6",NA,NA
"BIRC7",NA,NA
"BIRC8",NA,NA
"BIVM",NA,NA
"BLCAP",NA,NA
"BLID",NA,NA
"BLK",NA,NA
"BLM",NA,NA
"BLMH",NA,NA
"BLNK",NA,NA
"BLOC1S1",NA,NA
"BLOC1S2",NA,NA
"BLOC1S3",NA,NA
"BLVRA",NA,NA
"BLVRB",NA,NA
"BLZF1",NA,NA
"BMF",NA,NA
"BMI1",NA,NA
"BMP1",NA,NA
"BMP10",NA,NA
"BMP15",NA,NA
"BMP2",NA,NA
"BMP2K",NA,NA
"BMP3",NA,NA
"BMP4",NA,NA
"BMP5",NA,NA
"BMP6",NA,NA
"BMP7",NA,NA
"BMP8A",NA,NA
"BMP8B",NA,NA
"BMPER",NA,NA
"BMPR1A",NA,NA
"BMPR1B",NA,NA
"BMPR2",NA,NA
"BMS1",NA,NA
"BMX",NA,NA
"BNC1",NA,NA
"BNC2",NA,NA
"BNIP1",NA,NA
"BNIP2",NA,NA
"BNIP3",NA,NA
"BNIP3L",NA,NA
"BNIPL",NA,NA
"BOC",NA,NA
"BOD1",NA,NA
"BOD1L",NA,NA
"BOK",NA,NA
"BOLA1",NA,NA
"BOLA2",NA,NA
"BOLA2B",NA,NA
"BOLA3",NA,NA
"BOLL",NA,NA
"BOP1",NA,NA
"BPGM",NA,NA
"BPHL",NA,NA
"BPI",NA,NA
"BPIL1",NA,NA
"BPIL2",NA,NA
"BPIL3",NA,NA
"BPNT1",NA,NA
"BPTF",NA,NA
"BPY2",NA,NA
"BPY2B",NA,NA
"BPY2C",NA,NA
"BRAF",NA,NA
"BRAP",NA,NA
"BRCA1",NA,NA
"BRCA2",NA,NA
"BRCC3",NA,NA
"BRD1",NA,NA
"BRD2",NA,NA
"BRD3",NA,NA
"BRD4",NA,NA
"BRD7",NA,NA
"BRD8",NA,NA
"BRD9",NA,NA
"BRDT",NA,NA
"BRE",NA,NA
"BRF1",NA,NA
"BRF2",NA,NA
"BRI3",NA,NA
"BRI3BP",NA,NA
"BRIP1",NA,NA
"BRIX1",NA,NA
"BRMS1",NA,NA
"BRMS1L",NA,NA
"BRP44",NA,NA
"BRP44L",NA,NA
"BRPF1",NA,NA
"BRPF3",NA,NA
"BRS3",NA,NA
"BRSK1",NA,NA
"BRSK2",NA,NA
"BRWD1",NA,NA
"BRWD3",NA,NA
"BSCL2",NA,NA
"BSDC1",NA,NA
"BSG",NA,NA
"BSN",NA,NA
"BSND",NA,NA
"BSPH1",NA,NA
"BSPRY",NA,NA
"BST1",NA,NA
"BST2",NA,NA
"BSX",NA,NA
"BTAF1",NA,NA
"BTBD1",NA,NA
"BTBD10",NA,NA
"BTBD11",NA,NA
"BTBD12",NA,NA
"BTBD16",NA,NA
"BTBD17",NA,NA
"BTBD18",NA,NA
"BTBD19",NA,NA
"BTBD2",NA,NA
"BTBD3",NA,NA
"BTBD6",NA,NA
"BTBD7",NA,NA
"BTBD8",NA,NA
"BTBD9",NA,NA
"BTC",NA,NA
"BTD",NA,NA
"BTF3",NA,NA
"BTF3L4",NA,NA
"BTG1",NA,NA
"BTG2",NA,NA
"BTG3",NA,NA
"BTG4",NA,NA
"BTK",NA,NA
"BTLA",NA,NA
"BTN1A1",NA,NA
"BTN2A1",NA,NA
"BTN2A2",NA,NA
"BTN3A1",NA,NA
"BTN3A2",NA,NA
"BTN3A3",NA,NA
"BTNL2",NA,NA
"BTNL3",NA,NA
"BTNL8",NA,NA
"BTNL9",NA,NA
"BTRC",NA,NA
"BUB1",NA,NA
"BUB1B",NA,NA
"BUB3",NA,NA
"BUD13",NA,NA
"BUD31",NA,NA
"BVES",NA,NA
"BYSL",NA,NA
"BZRAP1",NA,NA
"BZW1",NA,NA
"BZW2",NA,NA
"C10orf10",NA,NA
"C10orf105",NA,NA
"C10orf107",NA,NA
"C10orf11",NA,NA
"C10orf111",NA,NA
"C10orf113",NA,NA
"C10orf114",NA,NA
"C10orf116",NA,NA
"C10orf118",NA,NA
"C10orf119",NA,NA
"C10orf12",NA,NA
"C10orf120",NA,NA
"C10orf122",NA,NA
"C10orf125",NA,NA
"C10orf128",NA,NA
"C10orf129",NA,NA
"C10orf131",NA,NA
"C10orf137",NA,NA
"C10orf140",NA,NA
"C10orf18",NA,NA
"C10orf2",NA,NA
"C10orf25",NA,NA
"C10orf26",NA,NA
"C10orf27",NA,NA
"C10orf28",NA,NA
"C10orf32",NA,NA
"C10orf35",NA,NA
"C10orf46",NA,NA
"C10orf47",NA,NA
"C10orf53",NA,NA
"C10orf54",NA,NA
"C10orf55",NA,NA
"C10orf57",NA,NA
"C10orf58",NA,NA
"C10orf62",NA,NA
"C10orf67",NA,NA
"C10orf68",NA,NA
"C10orf71",NA,NA
"C10orf72",NA,NA
"C10orf76",NA,NA
"C10orf78",NA,NA
"C10orf79",NA,NA
"C10orf81",NA,NA
"C10orf82",NA,NA
"C10orf84",NA,NA
"C10orf88",NA,NA
"C10orf90",NA,NA
"C10orf91",NA,NA
"C10orf93",NA,NA
"C10orf95",NA,NA
"C10orf96",NA,NA
"C10orf99",NA,NA
"C11orf1",NA,NA
"C11orf10",NA,NA
"C11orf16",NA,NA
"C11orf17",NA,NA
"C11orf2",NA,NA
"C11orf20",NA,NA
"C11orf21",NA,NA
"C11orf24",NA,NA
"C11orf30",NA,NA
"C11orf31",NA,NA
"C11orf34",NA,NA
"C11orf35",NA,NA
"C11orf40",NA,NA
"C11orf41",NA,NA
"C11orf42",NA,NA
"C11orf45",NA,NA
"C11orf46",NA,NA
"C11orf48",NA,NA
"C11orf49",NA,NA
"C11orf51",NA,NA
"C11orf52",NA,NA
"C11orf53",NA,NA
"C11orf54",NA,NA
"C11orf57",NA,NA
"C11orf58",NA,NA
"C11orf59",NA,NA
"C11orf61",NA,NA
"C11orf63",NA,NA
"C11orf65",NA,NA
"C11orf66",NA,NA
"C11orf67",NA,NA
"C11orf68",NA,NA
"C11orf70",NA,NA
"C11orf71",NA,NA
"C11orf73",NA,NA
"C11orf74",NA,NA
"C11orf75",NA,NA
"C11orf80",NA,NA
"C11orf82",NA,NA
"C11orf83",NA,NA
"C11orf84",NA,NA
"C11orf85",NA,NA
"C11orf86",NA,NA
"C11orf87",NA,NA
"C11orf88",NA,NA
"C11orf9",NA,NA
"C11orf90",NA,NA
"C11orf91",NA,NA
"C11orf92",NA,NA
"C11orf93",NA,NA
"C11orf94",NA,NA
"C11orf95",NA,NA
"C12orf10",NA,NA
"C12orf11",NA,NA
"C12orf12",NA,NA
"C12orf23",NA,NA
"C12orf24",NA,NA
"C12orf26",NA,NA
"C12orf29",NA,NA
"C12orf34",NA,NA
"C12orf35",NA,NA
"C12orf36",NA,NA
"C12orf39",NA,NA
"C12orf4",NA,NA
"C12orf40",NA,NA
"C12orf41",NA,NA
"C12orf42",NA,NA
"C12orf43",NA,NA
"C12orf44",NA,NA
"C12orf45",NA,NA
"C12orf48",NA,NA
"C12orf49",NA,NA
"C12orf5",NA,NA
"C12orf50",NA,NA
"C12orf51",NA,NA
"C12orf52",NA,NA
"C12orf53",NA,NA
"C12orf54",NA,NA
"C12orf56",NA,NA
"C12orf57",NA,NA
"C12orf59",NA,NA
"C12orf60",NA,NA
"C12orf61",NA,NA
"C12orf62",NA,NA
"C12orf63",NA,NA
"C12orf64",NA,NA
"C12orf65",NA,NA
"C12orf66",NA,NA
"C12orf68",NA,NA
"C12orf69",NA,NA
"C12orf70",NA,NA
"C12orf71",NA,NA
"C12orf72",NA,NA
"C12orf73",NA,NA
"C12orf74",NA,NA
"C12orf75",NA,NA
"C12orf76",NA,NA
"C12orf77",NA,NA
"C13orf1",NA,NA
"C13orf15",NA,NA
"C13orf16",NA,NA
"C13orf18",NA,NA
"C13orf23",NA,NA
"C13orf26",NA,NA
"C13orf27",NA,NA
"C13orf28",NA,NA
"C13orf30",NA,NA
"C13orf31",NA,NA
"C13orf33",NA,NA
"C13orf34",NA,NA
"C13orf35",NA,NA
"C13orf36",NA,NA
"C13orf37",NA,NA
"C13orf38",NA,NA
"C13orf39",NA,NA
"C14orf1",NA,NA
"C14orf101",NA,NA
"C14orf102",NA,NA
"C14orf104",NA,NA
"C14orf105",NA,NA
"C14orf106",NA,NA
"C14orf109",NA,NA
"C14orf115",NA,NA
"C14orf118",NA,NA
"C14orf119",NA,NA
"C14orf126",NA,NA
"C14orf129",NA,NA
"C14orf135",NA,NA
"C14orf138",NA,NA
"C14orf142",NA,NA
"C14orf143",NA,NA
"C14orf145",NA,NA
"C14orf147",NA,NA
"C14orf148",NA,NA
"C14orf149",NA,NA
"C14orf153",NA,NA
"C14orf156",NA,NA
"C14orf159",NA,NA
"C14orf166",NA,NA
"C14orf166B",NA,NA
"C14orf169",NA,NA
"C14orf174",NA,NA
"C14orf176",NA,NA
"C14orf177",NA,NA
"C14orf178",NA,NA
"C14orf179",NA,NA
"C14orf180",NA,NA
"C14orf181",NA,NA
"C14orf182",NA,NA
"C14orf183",NA,NA
"C14orf184",NA,NA
"C14orf2",NA,NA
"C14orf21",NA,NA
"C14orf28",NA,NA
"C14orf37",NA,NA
"C14orf38",NA,NA
"C14orf39",NA,NA
"C14orf4",NA,NA
"C14orf43",NA,NA
"C14orf45",NA,NA
"C14orf49",NA,NA
"C14orf50",NA,NA
"C14orf68",NA,NA
"C14orf73",NA,NA
"C14orf79",NA,NA
"C14orf80",NA,NA
"C14orf93",NA,NA
"C15orf17",NA,NA
"C15orf2",NA,NA
"C15orf23",NA,NA
"C15orf24",NA,NA
"C15orf26",NA,NA
"C15orf27",NA,NA
"C15orf29",NA,NA
"C15orf32",NA,NA
"C15orf33",NA,NA
"C15orf38",NA,NA
"C15orf39",NA,NA
"C15orf40",NA,NA
"C15orf41",NA,NA
"C15orf42",NA,NA
"C15orf43",NA,NA
"C15orf44",NA,NA
"C15orf48",NA,NA
"C15orf52",NA,NA
"C15orf53",NA,NA
"C15orf54",NA,NA
"C15orf55",NA,NA
"C15orf56",NA,NA
"C15orf57",NA,NA
"C15orf58",NA,NA
"C15orf59",NA,NA
"C15orf60",NA,NA
"C15orf61",NA,NA
"C15orf62",NA,NA
"C15orf63",NA,NA
"C16orf11",NA,NA
"C16orf13",NA,NA
"C16orf3",NA,NA
"C16orf42",NA,NA
"C16orf45",NA,NA
"C16orf46",NA,NA
"C16orf48",NA,NA
"C16orf5",NA,NA
"C16orf52",NA,NA
"C16orf53",NA,NA
"C16orf54",NA,NA
"C16orf55",NA,NA
"C16orf57",NA,NA
"C16orf58",NA,NA
"C16orf59",NA,NA
"C16orf61",NA,NA
"C16orf62",NA,NA
"C16orf63",NA,NA
"C16orf68",NA,NA
"C16orf7",NA,NA
"C16orf70",NA,NA
"C16orf71",NA,NA
"C16orf72",NA,NA
"C16orf73",NA,NA
"C16orf74",NA,NA
"C16orf75",NA,NA
"C16orf78",NA,NA
"C16orf79",NA,NA
"C16orf80",NA,NA
"C16orf82",NA,NA
"C16orf86",NA,NA
"C16orf87",NA,NA
"C16orf88",NA,NA
"C16orf89",NA,NA
"C16orf90",NA,NA
"C16orf91",NA,NA
"C16orf92",NA,NA
"C16orf93",NA,NA
"C17orf100",NA,NA
"C17orf101",NA,NA
"C17orf102",NA,NA
"C17orf103",NA,NA
"C17orf104",NA,NA
"C17orf105",NA,NA
"C17orf106",NA,NA
"C17orf107",NA,NA
"C17orf108",NA,NA
"C17orf28",NA,NA
"C17orf37",NA,NA
"C17orf39",NA,NA
"C17orf42",NA,NA
"C17orf46",NA,NA
"C17orf47",NA,NA
"C17orf48",NA,NA
"C17orf49",NA,NA
"C17orf50",NA,NA
"C17orf51",NA,NA
"C17orf53",NA,NA
"C17orf55",NA,NA
"C17orf56",NA,NA
"C17orf57",NA,NA
"C17orf58",NA,NA
"C17orf59",NA,NA
"C17orf60",NA,NA
"C17orf61",NA,NA
"C17orf62",NA,NA
"C17orf63",NA,NA
"C17orf64",NA,NA
"C17orf65",NA,NA
"C17orf66",NA,NA
"C17orf67",NA,NA
"C17orf68",NA,NA
"C17orf70",NA,NA
"C17orf71",NA,NA
"C17orf72",NA,NA
"C17orf74",NA,NA
"C17orf75",NA,NA
"C17orf76",NA,NA
"C17orf77",NA,NA
"C17orf78",NA,NA
"C17orf79",NA,NA
"C17orf80",NA,NA
"C17orf81",NA,NA
"C17orf82",NA,NA
"C17orf85",NA,NA
"C17orf87",NA,NA
"C17orf89",NA,NA
"C17orf90",NA,NA
"C17orf95",NA,NA
"C17orf96",NA,NA
"C17orf97",NA,NA
"C17orf98",NA,NA
"C17orf99",NA,NA
"C18orf1",NA,NA
"C18orf10",NA,NA
"C18orf19",NA,NA
"C18orf21",NA,NA
"C18orf22",NA,NA
"C18orf25",NA,NA
"C18orf26",NA,NA
"C18orf32",NA,NA
"C18orf34",NA,NA
"C18orf45",NA,NA
"C18orf54",NA,NA
"C18orf55",NA,NA
"C18orf56",NA,NA
"C18orf62",NA,NA
"C18orf8",NA,NA
"C19orf10",NA,NA
"C19orf12",NA,NA
"C19orf18",NA,NA
"C19orf2",NA,NA
"C19orf20",NA,NA
"C19orf21",NA,NA
"C19orf22",NA,NA
"C19orf24",NA,NA
"C19orf25",NA,NA
"C19orf26",NA,NA
"C19orf28",NA,NA
"C19orf29",NA,NA
"C19orf33",NA,NA
"C19orf35",NA,NA
"C19orf36",NA,NA
"C19orf38",NA,NA
"C19orf39",NA,NA
"C19orf40",NA,NA
"C19orf41",NA,NA
"C19orf42",NA,NA
"C19orf43",NA,NA
"C19orf44",NA,NA
"C19orf45",NA,NA
"C19orf46",NA,NA
"C19orf47",NA,NA
"C19orf48",NA,NA
"C19orf50",NA,NA
"C19orf51",NA,NA
"C19orf52",NA,NA
"C19orf53",NA,NA
"C19orf54",NA,NA
"C19orf55",NA,NA
"C19orf56",NA,NA
"C19orf57",NA,NA
"C19orf59",NA,NA
"C19orf6",NA,NA
"C19orf60",NA,NA
"C19orf61",NA,NA
"C19orf62",NA,NA
"C19orf63",NA,NA
"C19orf66",NA,NA
"C19orf69",NA,NA
"C19orf70",NA,NA
"C19orf71",NA,NA
"C19orf73",NA,NA
"C19orf75",NA,NA
"C19orf76",NA,NA
"C19orf77",NA,NA
"C1D",NA,NA
"C1GALT1",NA,NA
"C1GALT1C1",NA,NA
"C1QA",NA,NA
"C1QB",NA,NA
"C1QBP",NA,NA
"C1QC",NA,NA
"C1QL1",NA,NA
"C1QL2",NA,NA
"C1QL3",NA,NA
"C1QL4",NA,NA
"C1QTNF1",NA,NA
"C1QTNF2",NA,NA
"C1QTNF3",NA,NA
"C1QTNF4",NA,NA
"C1QTNF5",NA,NA
"C1QTNF6",NA,NA
"C1QTNF7",NA,NA
"C1QTNF8",NA,NA
"C1QTNF9",NA,NA
"C1QTNF9B",NA,NA
"C1R",NA,NA
"C1RL",NA,NA
"C1S",NA,NA
"C1orf100",NA,NA
"C1orf101",NA,NA
"C1orf103",NA,NA
"C1orf104",NA,NA
"C1orf105",NA,NA
"C1orf106",NA,NA
"C1orf107",NA,NA
"C1orf109",NA,NA
"C1orf110",NA,NA
"C1orf111",NA,NA
"C1orf112",NA,NA
"C1orf113",NA,NA
"C1orf114",NA,NA
"C1orf115",NA,NA
"C1orf116",NA,NA
"C1orf122",NA,NA
"C1orf123",NA,NA
"C1orf124",NA,NA
"C1orf125",NA,NA
"C1orf127",NA,NA
"C1orf128",NA,NA
"C1orf129",NA,NA
"C1orf130",NA,NA
"C1orf131",NA,NA
"C1orf135",NA,NA
"C1orf14",NA,NA
"C1orf141",NA,NA
"C1orf144",NA,NA
"C1orf146",NA,NA
"C1orf150",NA,NA
"C1orf151",NA,NA
"C1orf156",NA,NA
"C1orf158",NA,NA
"C1orf159",NA,NA
"C1orf161",NA,NA
"C1orf162",NA,NA
"C1orf163",NA,NA
"C1orf168",NA,NA
"C1orf172",NA,NA
"C1orf173",NA,NA
"C1orf174",NA,NA
"C1orf175",NA,NA
"C1orf177",NA,NA
"C1orf182",NA,NA
"C1orf183",NA,NA
"C1orf185",NA,NA
"C1orf186",NA,NA
"C1orf187",NA,NA
"C1orf189",NA,NA
"C1orf190",NA,NA
"C1orf192",NA,NA
"C1orf194",NA,NA
"C1orf198",NA,NA
"C1orf201",NA,NA
"C1orf204",NA,NA
"C1orf21",NA,NA
"C1orf210",NA,NA
"C1orf212",NA,NA
"C1orf213",NA,NA
"C1orf216",NA,NA
"C1orf223",NA,NA
"C1orf226",NA,NA
"C1orf227",NA,NA
"C1orf228",NA,NA
"C1orf229",NA,NA
"C1orf230",NA,NA
"C1orf25",NA,NA
"C1orf26",NA,NA
"C1orf27",NA,NA
"C1orf31",NA,NA
"C1orf35",NA,NA
"C1orf38",NA,NA
"C1orf43",NA,NA
"C1orf49",NA,NA
"C1orf50",NA,NA
"C1orf51",NA,NA
"C1orf52",NA,NA
"C1orf53",NA,NA
"C1orf54",NA,NA
"C1orf55",NA,NA
