Gene,Essential CEG
YFR057W,Non-essential
YJR012C,Essential
YOL097W-A,Non-essential
YIL097W,Non-essential
YOR316C,Non-essential
YJL206C,Non-essential
YGR257C,Non-essential
YNL115C,Non-essential
YEL043W,Non-essential
YBR177C,Non-essential
YCL063W,Non-essential
YMR016C,Non-essential
YDR058C,Non-essential
YLR214W,Non-essential
YIL135C,Non-essential
YJR079W,Non-essential
YHR151C,Non-essential
YKL163W,Non-essential
YLR267W,Non-essential
YNL332W,Non-essential
YDR480W,Non-essential
YKL161C,Non-essential
YIR030C,Non-essential
YBR260C,Non-essential
YGL248W,Non-essential
YEL072W,Non-essential
YIR014W,Non-essential
YER001W,Non-essential
YFR022W,Non-essential
YCR017C,Non-essential
YOL152W,Non-essential
YHR049W,Non-essential
YDL243C,Non-essential
YIR039C,Non-essential
YLR283W,Non-essential
YFL042C,Non-essential
YDR210W,Non-essential
YGR273C,Non-essential
Q0110,Non-essential
YLR092W,Non-essential
YIL158W,Non-essential
YOL116W,Non-essential
YBR149W,Non-essential
YNL159C,Non-essential
YPL088W,Non-essential
YFL021W,Non-essential
YCL056C,Non-essential
YER124C,Non-essential
YDL231C,Non-essential
YMR034C,Non-essential
YMR215W,Non-essential
YMR003W,Non-essential
YDR239C,Non-essential
YGL156W,Non-essential
YNL239W,Non-essential
Q0060,Non-essential
YDL186W,Non-essential
YOL107W,Non-essential
YPR199C,Non-essential
YBR013C,Non-essential
YOR107W,Non-essential
YHR150W,Non-essential
YBL066C,Non-essential
YGR070W,Non-essential
YKL086W,Non-essential
YKR103W,Non-essential
YAL031C,Non-essential
YHL042W,Non-essential
YGL079W,Non-essential
YOR215C,Non-essential
YLR227C,Non-essential
YDR421W,Non-essential
YBR068C,Non-essential
YJR116W,Non-essential
YPL277C,Non-essential
YMR111C,Non-essential
YBR299W,Non-essential
YOR220W,Non-essential
YHR182W,Non-essential
YFL054C,Non-essential
YPL049C,Non-essential
YLL052C,Non-essential
YDR051C,Non-essential
YOR306C,Non-essential
YDR414C,Non-essential
YDL206W,Non-essential
YER060W,Non-essential
YBR066C,Non-essential
YGL170C,Non-essential
YDL233W,Non-essential
YPL054W,Non-essential
YDR089W,Non-essential
YLR228C,Non-essential
YDR249C,Non-essential
YOR127W,Non-essential
YIL013C,Non-essential
YMR232W,Non-essential
YKL171W,Non-essential
YPL115C,Non-essential
YBR085C-A,Non-essential
YNL165W,Non-essential
YLR353W,Non-essential
Q0050,Non-essential
YMR144W,Non-essential
YMR126C,Non-essential
YLR363W-A,Non-essential
YDR310C,Non-essential
YLR341W,Non-essential
YOR363C,Non-essential
YDR384C,Non-essential
YER064C,Non-essential
YBR096W,Non-essential
YPR153W,Non-essential
YGL196W,Non-essential
YDL109C,Non-essential
YOL013W-A,Non-essential
YEL023C,Non-essential
YEL033W,Non-essential
YGR120C,Essential
YGL219C,Non-essential
YLR356W,Non-essential
YFR039C,Non-essential
YGR122W,Non-essential
YBR157C,Non-essential
YOR190W,Non-essential
YFR042W,Essential
YJL193W,Non-essential
YBR259W,Non-essential
YNR059W,Non-essential
YDR085C,Non-essential
YOL011W,Non-essential
YDR531W,Essential
YDR103W,Non-essential
YCR089W,Non-essential
YJL217W,Non-essential
YHR140W,Non-essential
YAR014C,Non-essential
YDL039C,Non-essential
YPR005C,Non-essential
YOR002W,Non-essential
YCR020C,Non-essential
YIL107C,Non-essential
YDL046W,Non-essential
YDR367W,Essential
YJR094C,Non-essential
YOR049C,Non-essential
YOR315W,Non-essential
Q0055,Non-essential
YJL038C,Non-essential
YPL041C,Non-essential
YCR102C,Non-essential
YBL017C,Non-essential
YKR044W,Non-essential
YLR278C,Non-essential
YBR165W,Non-essential
YOR118W,Non-essential
YOL002C,Non-essential
YMR175W,Non-essential
YEL007W,Non-essential
YOR264W,Non-essential
YGL257C,Non-essential
YHR006W,Non-essential
YGR110W,Non-essential
YIL014W,Non-essential
YLL063C,Non-essential
YMR107W,Non-essential
YHR017W,Non-essential
YIL161W,Non-essential
YDR090C,Non-essential
YHR136C,Non-essential
YMR244W,Non-essential
YKL070W,Non-essential
YMR306W,Non-essential
YMR237W,Non-essential
YLR037C,Non-essential
YLR327C,Non-essential
YKL105C,Non-essential
YCL012C,Non-essential
YOR079C,Non-essential
YNL254C,Non-essential
YDR530C,Non-essential
YHR109W,Non-essential
YBR297W,Non-essential
YKR004C,Essential
YNL194C,Non-essential
YLR030W,Non-essential
YJR004C,Non-essential
YLR343W,Non-essential
YDL176W,Non-essential
YDR219C,Non-essential
YER186C,Non-essential
YOR009W,Non-essential
YNL018C,Non-essential
YER033C,Non-essential
YMR305C,Non-essential
YDR275W,Non-essential
YFR032C,Non-essential
YGR237C,Non-essential
YDR508C,Non-essential
YKL063C,Non-essential
YDR262W,Non-essential
YGR111W,Non-essential
YGL117W,Non-essential
YOL137W,Non-essential
YDL080C,Non-essential
YML003W,Non-essential
YLR460C,Non-essential
YDR351W,Non-essential
YNR061C,Non-essential
YBR129C,Non-essential
YNL270C,Non-essential
YPL112C,Non-essential
YGR121W-A,Non-essential
YOL162W,Non-essential
YJR054W,Non-essential
YIL122W,Non-essential
YGL089C,Non-essential
YDL169C,Non-essential
Q0255,Non-essential
YJR015W,Non-essential
YOL159C-A,Non-essential
YDR132C,Non-essential
YMR063W,Non-essential
YOR104W,Non-essential
YMR206W,Non-essential
YHL028W,Non-essential
YDR540C,Non-essential
YGR153W,Non-essential
YLR257W,Non-essential
YNR055C,Non-essential
YER046W,Non-essential
YGL260W,Non-essential
YOR192C,Non-essential
YCR101C,Non-essential
YKL164C,Non-essential
YPR098C,Non-essential
YAL008W,Non-essential
YPR149W,Non-essential
YBR054W,Non-essential
YDR213W,Non-essential
YNL277W-A,Non-essential
YHR178W,Non-essential
YGL028C,Non-essential
YBR250W,Non-essential
YNL195C,Non-essential
YML052W,Non-essential
YGL258W,Non-essential
YMR253C,Non-essential
YLR307C-A,Non-essential
YDL210W,Non-essential
YMR230W-A,Non-essential
YPL038W-A,Non-essential
YOR355W,Non-essential
YCR107W,Non-essential
YER096W,Non-essential
YKL051W,Non-essential
YPL039W,Non-essential
YGR247W,Non-essential
YBL005W,Non-essential
YGR266W,Non-essential
YGR146C,Non-essential
YNR063W,Non-essential
Q0075,Non-essential
YGR004W,Non-essential
YLR194C,Non-essential
YBR090C,Non-essential
YGR065C,Essential
YKR076W,Non-essential
YOR034C-A,Non-essential
YER158C,Non-essential
YHL043W,Non-essential
YCR100C,Non-essential
YJL181W,Non-essential
YLR266C,Non-essential
YLR108C,Non-essential
YGL121C,Non-essential
YJL170C,Non-essential
YKL068W-A,Non-essential
YBR033W,Non-essential
YLR040C,Non-essential
YDR261C,Non-essential
YMR160W,Non-essential
YMR006C,Non-essential
YLR144C,Non-essential
YDR492W,Non-essential
YGR041W,Non-essential
YJL186W,Non-essential
YNL146C-A,Non-essential
YOR059C,Non-essential
YLR224W,Non-essential
YEL025C,Non-essential
YDL183C,Non-essential
YAL061W,Non-essential
YHR176W,Non-essential
YIL037C,Non-essential
YBL029C-A,Non-essential
YIL029C,Non-essential
YLL057C,Non-essential
YAL056W,Non-essential
YPL057C,Non-essential
YML048W,Non-essential
YLR054C,Non-essential
YPR201W,Non-essential
YLR173W,Non-essential
YDL180W,Non-essential
YBR225W,Non-essential
YPR027C,Non-essential
YMR065W,Non-essential
YPL014W,Non-essential
YBR047W,Non-essential
YNR040W,Non-essential
YLR351C,Non-essential
YLR461W,Non-essential
YNR075W,Non-essential
YER185W,Non-essential
YEL057C,Non-essential
YJL108C,Non-essential
YAR023C,Non-essential
YDR277C,Non-essential
YBL010C,Non-essential
YBR285W,Non-essential
YNL334C,Non-essential
YPR192W,Non-essential
YML053C,Non-essential
YCL026C-A,Non-essential
YNL279W,Non-essential
YNR060W,Non-essential
YML115C,Non-essential
YEL004W,Non-essential
YNL331C,Non-essential
YLR149C,Non-essential
YHL029C,Non-essential
YGR279C,Non-essential
YPR096C,Non-essential
YOR219C,Non-essential
YNR066C,Non-essential
YNL042W-B,Non-essential
YIL166C,Non-essential
YJL028W,Non-essential
YOR030W,Non-essential
YOL014W,Non-essential
YFR012W,Non-essential
YLR130C,Non-essential
YGL032C,Non-essential
YNR044W,Non-essential
YAR031W,Non-essential
YKR102W,Non-essential
YER085C,Non-essential
YGL138C,Non-essential
YKL221W,Non-essential
YJR030C,Non-essential
YFR026C,Non-essential
YOR365C,Non-essential
YLR152C,Non-essential
YPL071C,Non-essential
YJL171C,Non-essential
YCR026C,Non-essential
YLL061W,Non-essential
YPR071W,Non-essential
YOL154W,Non-essential
YFR029W,Essential
YIL102C,Non-essential
YAL018C,Non-essential
YGR053C,Non-essential
YBR301W,Non-essential
YJL132W,Non-essential
YHR137W,Non-essential
YJL027C,Non-essential
YPL162C,Non-essential
YCL042W,Non-essential
YDR528W,Non-essential
YDR534C,Non-essential
YOR214C,Non-essential
YPR196W,Non-essential
YML037C,Non-essential
YJL043W,Non-essential
YKL162C,Non-essential
YKR058W,Non-essential
YLL025W,Non-essential
YMR105W-A,Non-essential
YDR415C,Non-essential
YDR125C,Non-essential
YCR098C,Non-essential
YOR279C,Non-essential
YGR213C,Non-essential
YNR002C,Non-essential
YOL047C,Non-essential
YDR160W,Essential
YCR043C,Non-essential
YMR191W,Non-essential
YCL021W-A,Non-essential
YLR237W,Non-essential
YCR105W,Non-essential
YJR152W,Non-essential
YLR346C,Non-essential
YLR312C,Non-essential
YER121W,Non-essential
YPL033C,Non-essential
YOR268C,Non-essential
YFL055W,Non-essential
YFL041W-A,Non-essential
YNL295W,Non-essential
YOL132W,Non-essential
YEL017W,Non-essential
YGR236C,Non-essential
YGL015C,Non-essential
YGR295C,Non-essential
YBR058C-A,Non-essential
YDL222C,Non-essential
YOR012W,Non-essential
YNR062C,Non-essential
YGR126W,Non-essential
YPL092W,Non-essential
YGR197C,Non-essential
YJL156C,Essential
YJL212C,Non-essential
YJL161W,Non-essential
YGR177C,Non-essential
YIL055C,Non-essential
YGR221C,Non-essential
YOR385W,Non-essential
YBR240C,Non-essential
YHR138C,Non-essential
YOR299W,Non-essential
YNR070W,Non-essential
YHR080C,Non-essential
YBR270C,Non-essential
YMR187C,Non-essential
YDL237W,Non-essential
YNL046W,Non-essential
YOL119C,Non-essential
YOR383C,Non-essential
YMR210W,Non-essential
YER060W-A,Non-essential
YDR124W,Non-essential
YGR035C,Non-essential
YNL327W,Non-essential
YOL091W,Non-essential
YOR047C,Non-essential
YDR522C,Non-essential
YBR043C,Non-essential
YJR061W,Non-essential
YOL101C,Non-essential
YDR391C,Non-essential
YPL034W,Non-essential
YOR172W,Non-essential
YMR155W,Non-essential
YCL002C,Non-essential
YHR105W,Non-essential
YPL100W,Non-essential
YBL043W,Non-essential
YBL008W-A,Non-essential
YAR029W,Non-essential
YHR007C-A,Non-essential
YMR252C,Non-essential
YAL064C-A,Non-essential
YOR255W,Non-essential
YOR238W,Non-essential
YNR014W,Non-essential
YER014C-A,Non-essential
YGL263W,Non-essential
YOL007C,Non-essential
YGL146C,Non-essential
YGR138C,Non-essential
YIL024C,Non-essential
YDR077W,Non-essential
YOR044W,Non-essential
YEL049W,Non-essential
YHR048W,Non-essential
YDL223C,Non-essential
YLR023C,Non-essential
YAR027W,Non-essential
YKL096W,Non-essential
YHL044W,Non-essential
YHR021W-A,Non-essential
YOR328W,Non-essential
YOR062C,Non-essential
YOL164W-A,Non-essential
YGR131W,Non-essential
YBR008C,Non-essential
YOR242C,Non-essential
YIL120W,Non-essential
YGR141W,Non-essential
YDR444W,Non-essential
YGR143W,Non-essential
YDR349C,Non-essential
YGR035W-A,Non-essential
YAL051W,Non-essential
YGR117C,Non-essential
YLR308W,Non-essential
YMR280C,Non-essential
YFR017C,Non-essential
YLR412C-A,Non-essential
YBR063C,Non-essential
YIL140W,Non-essential
YJL077C,Non-essential
YMR175W-A,Non-essential
YFL012W,Non-essential
YGR161W-C,Non-essential
YLL054C,Non-essential
YHR139C,Non-essential
YBR132C,Non-essential
YGR023W,Non-essential
YAL067C,Non-essential
YIL067C,Non-essential
YOR316C-A,Non-essential
YDR403W,Non-essential
YDR246W-A,Non-essential
YOR186W,Non-essential
YPL274W,Non-essential
YKL201C,Non-essential
YBR076W,Non-essential
YFR032C-B,Non-essential
YGR149W,Non-essential
YOL084W,Non-essential
YDL073W,Non-essential
YJR151C,Non-essential
YDL241W,Non-essential
YLR413W,Non-essential
YJR056C,Non-essential
YHR045W,Non-essential
YMR265C,Non-essential
YLR042C,Non-essential
YIL087C,Non-essential
YGR288W,Non-essential
YLL055W,Non-essential
YLR415C,Non-essential
YGL176C,Non-essential
YIL117C,Non-essential
YGL262W,Non-essential
YGL197W,Non-essential
YKL093W,Non-essential
YER118C,Non-essential
YMR030W,Non-essential
YJR098C,Non-essential
YBR162C,Non-essential
YJR150C,Non-essential
YHR126C,Non-essential
YGL230C,Non-essential
YNR056C,Non-essential
YJL103C,Non-essential
YCL027W,Non-essential
YER150W,Non-essential
YDL054C,Non-essential
YAL060W,Non-essential
YLR225C,Non-essential
YOL159C,Non-essential
YBL029W,Non-essential
YAL065C,Non-essential
YDR259C,Non-essential
YAR028W,Non-essential
YDL118W,Non-essential
YAR050W,Non-essential
YFL051C,Non-essential
YOL029C,Non-essential
YAL037W,Non-essential
YDL037C,Non-essential
YAL067W-A,Non-essential
YOR273C,Non-essential
YOL024W,Non-essential
YAL068C,Non-essential
YGL110C,Non-essential
YKL222C,Non-essential
YIL011W,Non-essential
YGL041C-B,Non-essential
YDR504C,Non-essential
YIR021W-A,Non-essential
YBR180W,Non-essential
YER079W,Non-essential
YHR103W,Non-essential
YBR040W,Non-essential
