"","NCT_ID","Phase","Status","Disease Name","Drug Name","Mechanism of Action","Action Type","Target ID","Target Approved Name","Target Approved Symbol","Drug Type","trial_summary"
"70","NCT00075413",2,"Withdrawn","breast cancer","ARSENIC TRIOXIDE","Thioredoxin reductase 1 inhibitor","INHIBITOR","ENSG00000198431","thioredoxin reductase 1","TXNRD1","Small molecule","RATIONALE: Drugs used in chemotherapy, such as arsenic trioxide, use different ways to stop tumor cells from dividing so they stop growing or die.

PURPOSE: This phase II trial is studying how well arsenic trioxide works in treating women with locally advanced or metastatic breast cancer."
"71","NCT00080756",2,"Active, not recruiting","Hereditary breast and ovarian cancer syndrome","TESTOSTERONE","Androgen Receptor agonist","AGONIST","ENSG00000169083","androgen receptor","AR","Small molecule","RATIONALE: Chemoprevention therapy is the use of certain drugs to try to prevent the development or recurrence of cancer. Deslorelin combined with low-dose add-back estradiol and testosterone (given to replace hormones suppressed by deslorelin) may be effective in preventing breast cancer in at-risk women.

PURPOSE: This phase II trial is studying how well giving deslorelin together with estradiol and testosterone works in preventing breast cancer in premenopausal women who are at high risk for this disease."
"72","NCT00081796",3,"Completed","breast cancer","LAROTAXEL","Tubulin stabiliser","STABILISER","ENSG00000188229","tubulin beta 1 class VI","TUBB1","Small molecule","The purpose of this clinical trial is to determine if RPR109881 is a better treatment than capecitabine (Xeloda) for advanced breast cancer in patients that no longer benefit from docetaxel and/or paclitaxel."
"73","NCT00082277",4,"Completed","breast cancer","RISEDRONIC ACID","Farnesyl diphosphate synthase inhibitor","INHIBITOR","ENSG00000160752","farnesyl diphosphate synthase","FDPS","Small molecule","The purpose of this study is to evaluate safety parameters of anastrozole with regard to its potential effects on postmenopausal bone loss and on lipid profiles. This trial is conducted to investigate the effects of risedronate on BMD and on bone metabolism in postmenopausal women using anastrozole as adjuvant therapy for hormone-receptor-positive early breast cancer and who are high or moderate risk of fragility fracture. It is also conducted to determine the effects of anastrozole on bone mineral density (BMD) and on bone metabolism in women at low risk of fragility fracture."
"75","NCT00082277",4,"Completed","breast cancer","RISEDRONATE SODIUM","Farnesyl diphosphate synthase inhibitor","INHIBITOR","ENSG00000160752","farnesyl diphosphate synthase","FDPS","Small molecule","The purpose of this study is to evaluate safety parameters of anastrozole with regard to its potential effects on postmenopausal bone loss and on lipid profiles. This trial is conducted to investigate the effects of risedronate on BMD and on bone metabolism in postmenopausal women using anastrozole as adjuvant therapy for hormone-receptor-positive early breast cancer and who are high or moderate risk of fragility fracture. It is also conducted to determine the effects of anastrozole on bone mineral density (BMD) and on bone metabolism in women at low risk of fragility fracture."
"77","NCT00083304",3,"Completed","breast cancer","EFAPROXIRAL","Hemoglobin HbA negative modulator","NEGATIVE MODULATOR","ENSG00000206172","hemoglobin subunit beta","HBB","Small molecule","RSR13 (efaproxiral) is a radiation sensitizer that has shown positive results in a Phase 3, randomized clinical trial of patients with brain metastases. Of 111 eligible breast cancer patients with brain metastases in that trial, 59 patients who received RSR13 prior to radiation therapy had a median survival time that was twice as long as the 52 patients who did not receive RSR13 prior to radiation therapy.

RSR13 (efaproxiral) is an experimental drug that increases the amount of oxygen released from blood into the tissues. It is well known that certain types of cancer tumors, including those in brain metastases, lack oxygen. Lack of oxygen in a tumor can reduce the effect of radiation therapy (RT). RSR13 may increase the oxygen level in brain tumors so that radiation therapy works better.

This study will enroll up to 360 women with brain metastases from breast cancer, and will evaluate if whole brain radiation therapy given with RSR13 will have a better treatment effect than whole brain radiation therapy alone. RSR13 will be infused intravenously (IV) through a central catheter placed in a central vein. Women randomized (assigned) to receive RSR13, therefore, will need to have a central catheter placed for treatment unless one is already in place."
"78","NCT00095888",2,"Terminated","breast cancer","TRIAPINE","Ribonucleotide reductase inhibitor","INHIBITOR","ENSG00000167325","ribonucleotide reductase catalytic subunit M1","RRM1","Small molecule","Phase II trial to study the effectiveness of combining 3-AP with gemcitabine in treating patients who have refractory metastatic breast cancer. Drugs used in chemotherapy, such as 3-AP and gemcitabine, work in different ways to stop tumor cells from dividing so they stop growing or die. Combining 3-AP with gemcitabine may kill more tumor cells"
"79","NCT00096109",2,"Terminated","breast cancer","TANESPIMYCIN","Heat shock protein HSP90 inhibitor","INHIBITOR","ENSG00000080824","heat shock protein 90 alpha family class B member 1","HSP90AB1","Small molecule","This phase II trial is studying how well tanespimycin works in treating women with refractory locally advanced or metastatic breast cancer. Drugs used in chemotherapy, such as tanespimycin, work in different ways to stop tumor cells from dividing so they stop growing or die"
"80","NCT00096434",2,"Completed","male breast carcinoma","SORAFENIB TOSYLATE","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000122025","fms related receptor tyrosine kinase 1","FLT1","Small molecule","This phase II trial is studying how well sorafenib works in treating patients with metastatic breast cancer. Sorafenib may stop the growth of tumor cells by blocking the enzymes necessary for their growth and by stopping blood flow to the tumor."
"81","NCT00098397",2,"Completed","breast cancer","ROMIDEPSIN","Histone deacetylase inhibitor","INHIBITOR","ENSG00000116478","histone deacetylase 1","HDAC1","Protein","This phase II trial is studying how well FR901228 works in treating patients with metastatic breast cancer. Drugs used in chemotherapy, such as FR901228, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. FR901228 may also stop the growth of tumor cells by blocking some of the enzymes needed for cell growth"
"82","NCT00122356",3,"Completed","breast cancer","ALENDRONIC ACID","Farnesyl diphosphate synthase inhibitor","INHIBITOR","ENSG00000160752","farnesyl diphosphate synthase","FDPS","Small molecule","The purpose of this study is to evaluate the use of an oral bisphosphonate (alendronate) in preventing bone loss in postmenopausal women with early breast cancer who are receiving anastrozole therapy, and to determine how long alendronate treatment is needed."
"84","NCT00122356",3,"Completed","breast cancer","ALENDRONATE SODIUM","Farnesyl diphosphate synthase inhibitor","INHIBITOR","ENSG00000160752","farnesyl diphosphate synthase","FDPS","Small molecule","The purpose of this study is to evaluate the use of an oral bisphosphonate (alendronate) in preventing bone loss in postmenopausal women with early breast cancer who are receiving anastrozole therapy, and to determine how long alendronate treatment is needed."
"86","NCT00127205",3,"Completed","breast cancer","IBANDRONATE SODIUM","Farnesyl diphosphate synthase inhibitor","INHIBITOR","ENSG00000160752","farnesyl diphosphate synthase","FDPS","Small molecule","RATIONALE: Zoledronate, clodronate, or ibandronate may delay or prevent bone metastases in patients with nonmetastatic breast cancer. It is not yet known whether zoledronate is more effective than clodronate or ibandronate in treating breast cancer.

PURPOSE: This randomized phase III trial is studying zoledronate to see how well it works compared to clodronate or ibandronate in treating women who have undergone surgery for stage I, stage II, or stage III breast cancer."
"87","NCT00152178",3,"Completed","breast cancer","TEGAFUR","Thymidylate synthase inhibitor","INHIBITOR","ENSG00000176890","thymidylate synthetase","TYMS","Small molecule","This controlled study is designed to evaluate the relapse-free survival of UFT + TAM compared with CMF + TAM. Patients are randomly assigned to receive either CMF + TAM or UFT + TAM within 6 weeks after surgery. To assess treatment efficacy, data on recurrence and survival will be collected for 5 years after surgery. To evaluate the safety, data on adverse events will be collected during treatment. Patients'quality of life will be assessed by means of a questionnaire."
"88","NCT00166543",2,"Completed","breast cancer","SR16234","Estrogen receptor alpha antagonist","ANTAGONIST","ENSG00000091831","estrogen receptor 1","ESR1","Small molecule","This study is being done to find out how safe TAS-108 is and how well TAS-108 works on recurrent or recurrent inoperable breast cancer."
"89","NCT00171847",4,"Terminated","breast cancer","TRASTUZUMAB","Receptor protein-tyrosine kinase erbB-2 inhibitor","INHIBITOR","ENSG00000141736","erb-b2 receptor tyrosine kinase 2","ERBB2","Antibody","Phase IV trial to investigate the effect of the combination of Letrozole with trastuzumab in metastatic breast cancer patients"
"90","NCT00172029",4,"Completed","breast cancer","ZOLEDRONIC ACID ANHYDROUS","Farnesyl diphosphate synthase inhibitor","INHIBITOR","ENSG00000160752","farnesyl diphosphate synthase","FDPS","Small molecule","The aim of this prospective, randomized, open-label, multicentric clinical study is to assess the effícacy and tolerability of zoledronic acid 4 mg IV infused over 15 minutes every 4 weeks for a total of 6 infusions, in combination with standard or reduced dose radiotherapy in patients with breast cancer and metastatic bone disease associated with pain."
"92","NCT00172029",4,"Completed","breast cancer","ZOLEDRONIC ACID","Farnesyl diphosphate synthase inhibitor","INHIBITOR","ENSG00000160752","farnesyl diphosphate synthase","FDPS","Small molecule","The aim of this prospective, randomized, open-label, multicentric clinical study is to assess the effícacy and tolerability of zoledronic acid 4 mg IV infused over 15 minutes every 4 weeks for a total of 6 infusions, in combination with standard or reduced dose radiotherapy in patients with breast cancer and metastatic bone disease associated with pain."
