"","GAMuT_60259"
"ENSG00000076513",1804
"ENSG00000076554",2847
"ENSG00000076555",103
"ENSG00000076604",1237
"ENSG00000076641",3849
"ENSG00000076650",407
"ENSG00000076662",206
"ENSG00000076685",3322
"ENSG00000076706",370
"ENSG00000076716",832
"ENSG00000076770",123
"ENSG00000076826",121
"ENSG00000076864",272
"ENSG00000076924",281
"ENSG00000076928",718
"ENSG00000076944",299
"ENSG00000076984",179
"ENSG00000077044",559
"ENSG00000077063",42
"ENSG00000077092",172
"ENSG00000077097",7380
"ENSG00000077147",12399
"ENSG00000077150",1173
"ENSG00000077152",643
"ENSG00000077157",1477
"ENSG00000077232",8898
"ENSG00000077235",2716
"ENSG00000077238",1045
"ENSG00000077254",4714
"ENSG00000077264",15
"ENSG00000077274",7
"ENSG00000077312",715
"ENSG00000077348",153
"ENSG00000077380",1705
"ENSG00000077420",293
"ENSG00000077454",118
"ENSG00000077458",1871
"ENSG00000077463",110
"ENSG00000077514",3139
"ENSG00000077549",2177
"ENSG00000077585",541
"ENSG00000077616",16
"ENSG00000077684",2357
"ENSG00000077713",521
"ENSG00000077721",1738
"ENSG00000077782",125
"ENSG00000077942",243
"ENSG00000077943",192
"ENSG00000078018",416
"ENSG00000078043",1790
"ENSG00000078061",860
"ENSG00000078070",1621
"ENSG00000078081",273
"ENSG00000078098",797
"ENSG00000078114",910
"ENSG00000078124",2583
"ENSG00000078140",3856
"ENSG00000078142",2188
"ENSG00000078177",2338
"ENSG00000078237",424
"ENSG00000078246",422
"ENSG00000078269",1334
"ENSG00000078304",3681
"ENSG00000078319",54
"ENSG00000078369",7660
"ENSG00000078401",139
"ENSG00000078403",2504
"ENSG00000078487",23
"ENSG00000078596",25
"ENSG00000078618",5941
"ENSG00000078668",2040
"ENSG00000078674",6948
"ENSG00000078687",390
"ENSG00000078699",910
"ENSG00000078747",7138
"ENSG00000078804",154
"ENSG00000078808",1034
"ENSG00000078902",235
"ENSG00000078967",251
"ENSG00000079102",75
"ENSG00000079112",36
"ENSG00000079134",2093
"ENSG00000079150",198
"ENSG00000079156",33
"ENSG00000079215",149
"ENSG00000079246",18254
"ENSG00000079257",633
"ENSG00000079263",225
"ENSG00000079277",1034
"ENSG00000079308",1512
"ENSG00000079313",218
"ENSG00000079332",3570
"ENSG00000079335",383
"ENSG00000079337",740
"ENSG00000079385",879
"ENSG00000079387",1990
"ENSG00000079432",448
"ENSG00000079435",32
"ENSG00000079459",1749
"ENSG00000079462",342
"ENSG00000079482",571
"ENSG00000079616",1282
"ENSG00000079691",2045
"ENSG00000079739",1761
"ENSG00000079785",4155
"ENSG00000079805",3491
"ENSG00000079819",4894
"ENSG00000079841",3
"ENSG00000079950",3243
"ENSG00000079974",64
"ENSG00000079999",554
"ENSG00000080031",226
"ENSG00000080189",715
"ENSG00000080200",3304
"ENSG00000080298",542
"ENSG00000080345",11900
"ENSG00000080371",3149
"ENSG00000080493",2821
"ENSG00000080503",1135
"ENSG00000080546",302
"ENSG00000080561",211
"ENSG00000080573",31
"ENSG00000080603",145
"ENSG00000080608",1970
"ENSG00000080802",792
"ENSG00000080815",5219
"ENSG00000080819",474
"ENSG00000080822",1102
"ENSG00000080823",421
"ENSG00000080824",70862
"ENSG00000080839",1486
"ENSG00000080845",652
"ENSG00000080854",2
"ENSG00000080947",166
"ENSG00000080986",1099
"ENSG00000081014",1355
"ENSG00000081019",1467
"ENSG00000081026",1980
"ENSG00000081041",1376
"ENSG00000081052",116
"ENSG00000081059",55
"ENSG00000081087",744
"ENSG00000081148",50
"ENSG00000081154",2528
"ENSG00000081177",1147
"ENSG00000081181",383
"ENSG00000081189",265
"ENSG00000081237",2556
"ENSG00000081307",1071
"ENSG00000081320",2743
"ENSG00000081377",896
"ENSG00000081386",789
"ENSG00000081665",731
"ENSG00000081692",819
"ENSG00000081721",447
"ENSG00000081760",846
"ENSG00000081791",990
"ENSG00000081803",1390
"ENSG00000081870",698
"ENSG00000081913",689
"ENSG00000081923",3731
"ENSG00000082014",36
"ENSG00000082068",1073
"ENSG00000082074",981
"ENSG00000082146",335
"ENSG00000082153",3173
"ENSG00000082175",51
"ENSG00000082196",116
"ENSG00000082212",2683
"ENSG00000082213",762
"ENSG00000082258",3157
"ENSG00000082269",2298
"ENSG00000082397",409
"ENSG00000082438",4145
"ENSG00000082458",1540
"ENSG00000082497",723
"ENSG00000082512",995
"ENSG00000082515",460
"ENSG00000082516",1867
"ENSG00000082641",2521
"ENSG00000082701",2859
"ENSG00000082781",1646
"ENSG00000082805",3080
"ENSG00000082898",13436
"ENSG00000082996",2776
"ENSG00000083093",1176
"ENSG00000083097",1364
"ENSG00000083099",821
"ENSG00000083123",335
"ENSG00000083168",3955
"ENSG00000083223",2566
"ENSG00000083290",661
"ENSG00000083307",5291
"ENSG00000083312",9658
"ENSG00000083444",2035
"ENSG00000083457",228
"ENSG00000083520",3628
"ENSG00000083535",1664
"ENSG00000083544",789
"ENSG00000083635",344
"ENSG00000083642",2929
"ENSG00000083720",1937
"ENSG00000083750",372
"ENSG00000083799",2326
"ENSG00000083807",135
"ENSG00000083812",183
"ENSG00000083814",202
"ENSG00000083817",233
"ENSG00000083828",581
"ENSG00000083838",79
"ENSG00000083844",2125
"ENSG00000083845",6503
"ENSG00000083857",23935
"ENSG00000083896",2192
"ENSG00000083937",2348
"ENSG00000084070",658
"ENSG00000084072",775
"ENSG00000084073",4600
"ENSG00000084090",5063
"ENSG00000084092",528
"ENSG00000084093",3771
"ENSG00000084110",85
"ENSG00000084112",1885
"ENSG00000084207",24156
"ENSG00000084234",3122
"ENSG00000084444",214
"ENSG00000084463",1766
"ENSG00000084623",2906
"ENSG00000084636",812
"ENSG00000084652",2991
"ENSG00000084674",5
"ENSG00000084676",1658
"ENSG00000084693",323
"ENSG00000084710",26
"ENSG00000084731",215
"ENSG00000084733",5629
"ENSG00000084734",4
"ENSG00000084754",4605
"ENSG00000084764",121
"ENSG00000084774",2305
"ENSG00000085063",5971
"ENSG00000085117",311
"ENSG00000085185",261
"ENSG00000085224",8725
"ENSG00000085231",425
"ENSG00000085265",151
"ENSG00000085274",1057
"ENSG00000085276",3370
"ENSG00000085365",2506
"ENSG00000085377",810
"ENSG00000085382",691
"ENSG00000085415",1963
"ENSG00000085433",727
"ENSG00000085449",3698
"ENSG00000085465",47
"ENSG00000085491",5563
"ENSG00000085511",1234
"ENSG00000085552",91
"ENSG00000085563",597
"ENSG00000085644",109
"ENSG00000085662",587
"ENSG00000085719",5098
"ENSG00000085721",1488
"ENSG00000085733",13123
"ENSG00000085760",2049
"ENSG00000085788",1850
"ENSG00000085831",727
"ENSG00000085832",4748
"ENSG00000085840",841
"ENSG00000085871",434
"ENSG00000085872",304
"ENSG00000085978",1403
"ENSG00000085982",2266
"ENSG00000085998",871
"ENSG00000085999",482
"ENSG00000086015",1385
"ENSG00000086061",9160
"ENSG00000086062",2714
"ENSG00000086065",1594
"ENSG00000086102",1382
"ENSG00000086189",631
"ENSG00000086200",1872
"ENSG00000086205",4
"ENSG00000086232",3947
"ENSG00000086289",266
"ENSG00000086300",1632
"ENSG00000086475",989
"ENSG00000086504",526
"ENSG00000086544",913
"ENSG00000086548",47840
"ENSG00000086589",1101
"ENSG00000086598",14822
"ENSG00000086619",114
"ENSG00000086666",1550
"ENSG00000086696",45
"ENSG00000086712",2406
"ENSG00000086730",225
"ENSG00000086758",17396
"ENSG00000086827",481
"ENSG00000086848",391
"ENSG00000086991",42
"ENSG00000087008",238
"ENSG00000087053",4432
"ENSG00000087074",1246
"ENSG00000087077",343
"ENSG00000087085",9
"ENSG00000087086",12687
"ENSG00000087087",1032
"ENSG00000087088",335
"ENSG00000087095",819
"ENSG00000087111",836
"ENSG00000087116",251
"ENSG00000087152",1087
"ENSG00000087157",745
"ENSG00000087191",1414
"ENSG00000087206",1033
"ENSG00000087245",266
"ENSG00000087253",394
"ENSG00000087258",20
"ENSG00000087263",1268
"ENSG00000087266",888
"ENSG00000087269",1481
"ENSG00000087274",3648
"ENSG00000087299",723
"ENSG00000087301",587
"ENSG00000087302",2936
"ENSG00000087303",1879
"ENSG00000087338",1283
"ENSG00000087365",8866
"ENSG00000087448",1254
"ENSG00000087460",10778
"ENSG00000087470",5100
"ENSG00000087495",426
"ENSG00000087502",2575
"ENSG00000087586",1279
"ENSG00000087589",275
"ENSG00000087842",153
"ENSG00000087884",152
"ENSG00000087903",217
"ENSG00000087995",258
"ENSG00000088035",946
"ENSG00000088038",537
"ENSG00000088179",2446
"ENSG00000088205",6047
"ENSG00000088247",1537
"ENSG00000088256",632
"ENSG00000088280",343
"ENSG00000088298",564
"ENSG00000088305",424
"ENSG00000088325",5655
"ENSG00000088340",207
"ENSG00000088356",284
"ENSG00000088367",2023
"ENSG00000088386",1054
"ENSG00000088387",2564
"ENSG00000088448",2936
"ENSG00000088451",626
"ENSG00000088543",28
"ENSG00000088682",677
"ENSG00000088727",293
"ENSG00000088756",67
"ENSG00000088766",585
"ENSG00000088808",653
"ENSG00000088812",1697
"ENSG00000088826",237
"ENSG00000088827",382
"ENSG00000088832",1578
"ENSG00000088833",934
"ENSG00000088836",83
"ENSG00000088854",655
"ENSG00000088876",253
"ENSG00000088881",18
"ENSG00000088882",89
"ENSG00000088888",1430
"ENSG00000088899",276
"ENSG00000088930",3382
"ENSG00000088970",157
"ENSG00000088986",3611
"ENSG00000088992",49
"ENSG00000089006",4583
"ENSG00000089009",2861
"ENSG00000089022",1901
"ENSG00000089041",167
"ENSG00000089048",980
"ENSG00000089050",635
"ENSG00000089053",4979
"ENSG00000089057",345
"ENSG00000089060",953
"ENSG00000089063",883
"ENSG00000089091",107
"ENSG00000089094",812
"ENSG00000089123",505
"ENSG00000089127",4237
"ENSG00000089154",6312
"ENSG00000089157",8154
"ENSG00000089159",1982
"ENSG00000089177",647
"ENSG00000089195",641
"ENSG00000089199",7
"ENSG00000089220",2382
"ENSG00000089234",919
"ENSG00000089248",1400
"ENSG00000089280",4684
"ENSG00000089289",958
"ENSG00000089327",555
"ENSG00000089335",1089
"ENSG00000089351",752
"ENSG00000089356",1250
"ENSG00000089472",255
"ENSG00000089486",45
"ENSG00000089505",76
"ENSG00000089597",5106
"ENSG00000089639",252
"ENSG00000089682",1798
"ENSG00000089685",1436
"ENSG00000089693",1001
"ENSG00000089723",95
"ENSG00000089737",4627
"ENSG00000089775",1056
"ENSG00000089818",764
"ENSG00000089820",484
"ENSG00000089876",3076
"ENSG00000089902",2289
"ENSG00000089916",4053
"ENSG00000090006",103
"ENSG00000090013",294
"ENSG00000090020",411
"ENSG00000090054",2288
"ENSG00000090060",9298
"ENSG00000090061",1252
"ENSG00000090097",268
"ENSG00000090104",453
"ENSG00000090238",213
"ENSG00000090263",639
"ENSG00000090266",666
"ENSG00000090273",1646
"ENSG00000090316",786
"ENSG00000090339",4005
"ENSG00000090372",1123
"ENSG00000090376",1619
"ENSG00000090382",1426
"ENSG00000090402",14
"ENSG00000090432",555
"ENSG00000090447",188
"ENSG00000090470",463
"ENSG00000090487",1779
"ENSG00000090520",3135
"ENSG00000090530",2061
"ENSG00000090539",20
"ENSG00000090565",462
"ENSG00000090581",404
"ENSG00000090612",1308
"ENSG00000090615",3753
"ENSG00000090621",4295
"ENSG00000090659",42
"ENSG00000090661",56
"ENSG00000090674",135
"ENSG00000090686",3850
"ENSG00000090776",195
"ENSG00000090857",414
"ENSG00000090861",2969
"ENSG00000090863",5495
"ENSG00000090889",1669
"ENSG00000090905",2995
"ENSG00000090924",622
"ENSG00000090971",195
"ENSG00000090975",220
"ENSG00000090989",2216
"ENSG00000091009",1164
"ENSG00000091039",6888
"ENSG00000091073",110
"ENSG00000091127",1255
"ENSG00000091129",1943
"ENSG00000091136",12497
"ENSG00000091138",5
"ENSG00000091140",1742
"ENSG00000091157",1405
"ENSG00000091164",1865
"ENSG00000091262",39
"ENSG00000091317",9268
"ENSG00000091409",8628
"ENSG00000091428",54
"ENSG00000091436",2408
"ENSG00000091483",2908
"ENSG00000091490",2946
"ENSG00000091527",5664
"ENSG00000091542",1272
"ENSG00000091592",340
"ENSG00000091622",167
"ENSG00000091640",577
"ENSG00000091651",620
"ENSG00000091656",204
"ENSG00000091732",326
"ENSG00000091831",40
"ENSG00000091844",377
"ENSG00000091879",109
"ENSG00000091947",255
"ENSG00000091972",464
"ENSG00000091986",548
"ENSG00000092010",5999
"ENSG00000092020",763
"ENSG00000092036",488
"ENSG00000092051",13
"ENSG00000092068",153
"ENSG00000092094",708
"ENSG00000092096",48
"ENSG00000092098",332
"ENSG00000092108",2486
"ENSG00000092140",2350
"ENSG00000092148",12653
"ENSG00000092199",9055
"ENSG00000092201",8296
"ENSG00000092203",1607
"ENSG00000092208",443
"ENSG00000092330",1190
"ENSG00000092421",1125
"ENSG00000092439",4645
"ENSG00000092445",165
"ENSG00000092470",861
"ENSG00000092529",17
"ENSG00000092531",1937
"ENSG00000092621",542
"ENSG00000092820",11482
"ENSG00000092841",11660
"ENSG00000092847",2173
"ENSG00000092853",1775
"ENSG00000092871",756
"ENSG00000092929",1432
"ENSG00000092931",607
"ENSG00000092964",1832
"ENSG00000092969",3402
"ENSG00000092978",3073
"ENSG00000093000",1928
"ENSG00000093009",517
"ENSG00000093010",510
"ENSG00000093072",545
"ENSG00000093144",1238
"ENSG00000093167",1806
"ENSG00000093183",823
"ENSG00000093217",200
"ENSG00000094631",847
"ENSG00000094755",8377
"ENSG00000094804",3567
"ENSG00000094841",344
"ENSG00000094880",1722
"ENSG00000094914",606
"ENSG00000094916",8921
"ENSG00000094975",5221
"ENSG00000095002",2813
"ENSG00000095015",6463
"ENSG00000095059",361
"ENSG00000095066",317
"ENSG00000095139",7347
"ENSG00000095203",159
"ENSG00000095209",354
"ENSG00000095261",1386
"ENSG00000095303",177
"ENSG00000095319",2015
"ENSG00000095321",108
"ENSG00000095370",65
"ENSG00000095380",666
"ENSG00000095383",824
"ENSG00000095397",76
"ENSG00000095485",942
"ENSG00000095539",162
"ENSG00000095564",4788
"ENSG00000095574",526
"ENSG00000095585",294
"ENSG00000095587",0
"ENSG00000095637",980
"ENSG00000095739",446
"ENSG00000095787",6484
"ENSG00000095794",532
"ENSG00000095906",193
"ENSG00000095932",28
"ENSG00000095951",2738
"ENSG00000095970",96
"ENSG00000096060",1302
"ENSG00000096063",4446
"ENSG00000096070",616
"ENSG00000096080",309
"ENSG00000096088",1
"ENSG00000096092",384
"ENSG00000096093",620
"ENSG00000096384",22245
"ENSG00000096401",2222
"ENSG00000096433",3727
"ENSG00000096654",553
"ENSG00000096696",79988
"ENSG00000096717",1127
"ENSG00000096746",1703
"ENSG00000096872",418
"ENSG00000096968",979
"ENSG00000097007",920
"ENSG00000097021",372
"ENSG00000097033",3895
"ENSG00000097046",986
"ENSG00000097096",859
"ENSG00000099139",122
"ENSG00000099194",4860
"ENSG00000099203",153
"ENSG00000099204",4132
"ENSG00000099219",3048
"ENSG00000099246",3819
"ENSG00000099250",3610
"ENSG00000099251",66
"ENSG00000099256",795
"ENSG00000099260",94
"ENSG00000099282",581
"ENSG00000099284",982
"ENSG00000099290",467
"ENSG00000099308",224
"ENSG00000099326",327
"ENSG00000099330",71
"ENSG00000099331",2064
"ENSG00000099337",588
"ENSG00000099338",26
"ENSG00000099341",2128
"ENSG00000099364",273
"ENSG00000099377",322
"ENSG00000099381",278
"ENSG00000099385",400
"ENSG00000099622",985
"ENSG00000099624",175
"ENSG00000099783",3136
"ENSG00000099785",180
"ENSG00000099795",329
"ENSG00000099797",194
"ENSG00000099800",331
"ENSG00000099804",336
"ENSG00000099810",4654
"ENSG00000099812",861
"ENSG00000099814",992
"ENSG00000099817",727
"ENSG00000099821",189
"ENSG00000099834",17
"ENSG00000099849",373
"ENSG00000099860",298
"ENSG00000099864",51
"ENSG00000099875",1103
"ENSG00000099889",117
"ENSG00000099899",227
"ENSG00000099901",1076
"ENSG00000099904",163
"ENSG00000099910",1328
"ENSG00000099917",4326
"ENSG00000099940",3534
"ENSG00000099942",10924
"ENSG00000099949",1778
"ENSG00000099953",136
"ENSG00000099956",470
"ENSG00000099958",19
"ENSG00000099960",44
"ENSG00000099968",755
"ENSG00000099977",214
"ENSG00000099991",1247
"ENSG00000099992",82
"ENSG00000099994",6
"ENSG00000099995",1491
"ENSG00000099998",86
"ENSG00000099999",132
"ENSG00000100003",126
"ENSG00000100014",300
"ENSG00000100023",603
"ENSG00000100027",59
"ENSG00000100028",1411
"ENSG00000100029",1034
"ENSG00000100030",5146
"ENSG00000100031",101
"ENSG00000100034",345
"ENSG00000100036",44
"ENSG00000100038",208
"ENSG00000100055",528
"ENSG00000100056",880
"ENSG00000100058",135
"ENSG00000100060",84
"ENSG00000100065",339
"ENSG00000100068",103
"ENSG00000100075",2371
"ENSG00000100077",371
"ENSG00000100083",386
"ENSG00000100084",177
"ENSG00000100092",150
"ENSG00000100097",1548
"ENSG00000100099",1148
"ENSG00000100100",175
"ENSG00000100104",562
"ENSG00000100105",388
"ENSG00000100106",648
"ENSG00000100109",578
"ENSG00000100116",38
"ENSG00000100124",153
"ENSG00000100129",1847
"ENSG00000100138",1212
"ENSG00000100139",478
"ENSG00000100147",152
"ENSG00000100150",315
"ENSG00000100151",205
"ENSG00000100154",198
"ENSG00000100162",116
"ENSG00000100170",0
"ENSG00000100196",582
"ENSG00000100201",16538
"ENSG00000100207",1899
"ENSG00000100209",125
"ENSG00000100211",272
"ENSG00000100216",1088
"ENSG00000100219",2629
"ENSG00000100220",1166
"ENSG00000100221",1566
"ENSG00000100225",1354
"ENSG00000100226",862
"ENSG00000100227",1324
"ENSG00000100228",106
"ENSG00000100234",732
"ENSG00000100239",605
"ENSG00000100241",823
"ENSG00000100242",1065
"ENSG00000100243",886
"ENSG00000100246",127
"ENSG00000100258",357
"ENSG00000100263",73
"ENSG00000100266",1114
"ENSG00000100271",29
"ENSG00000100280",1238
"ENSG00000100281",774
"ENSG00000100284",326
"ENSG00000100285",27
"ENSG00000100288",20
"ENSG00000100290",354
"ENSG00000100292",118
"ENSG00000100294",158
"ENSG00000100296",894
"ENSG00000100297",930
"ENSG00000100299",97
"ENSG00000100300",427
"ENSG00000100304",675
"ENSG00000100307",61
"ENSG00000100311",337
"ENSG00000100316",4878
"ENSG00000100319",66
"ENSG00000100320",3089
"ENSG00000100321",46
"ENSG00000100324",171
"ENSG00000100325",561
"ENSG00000100330",1407
"ENSG00000100335",683
"ENSG00000100336",132
"ENSG00000100342",9703
"ENSG00000100344",5
"ENSG00000100345",15568
"ENSG00000100347",596
"ENSG00000100348",388
"ENSG00000100350",274
"ENSG00000100353",2698
"ENSG00000100354",2821
"ENSG00000100359",301
"ENSG00000100360",165
"ENSG00000100364",977
"ENSG00000100365",123
"ENSG00000100368",988
"ENSG00000100372",480
"ENSG00000100376",357
"ENSG00000100379",96
"ENSG00000100380",1103
"ENSG00000100385",114
"ENSG00000100387",967
"ENSG00000100393",4028
"ENSG00000100395",509
"ENSG00000100401",2579
"ENSG00000100403",1518
"ENSG00000100410",444
"ENSG00000100412",1046
"ENSG00000100413",567
"ENSG00000100416",404
"ENSG00000100417",133
"ENSG00000100418",600
"ENSG00000100422",683
"ENSG00000100425",524
"ENSG00000100426",739
"ENSG00000100433",4
"ENSG00000100439",466
"ENSG00000100441",2878
"ENSG00000100442",2460
"ENSG00000100445",233
"ENSG00000100461",2178
"ENSG00000100462",2362
"ENSG00000100478",301
"ENSG00000100479",658
"ENSG00000100483",357
"ENSG00000100485",2277
"ENSG00000100490",580
"ENSG00000100503",4212
"ENSG00000100504",2476
"ENSG00000100519",2627
"ENSG00000100522",3800
"ENSG00000100523",1830
"ENSG00000100526",826
"ENSG00000100528",3762
"ENSG00000100532",465
"ENSG00000100554",1995
"ENSG00000100557",1219
"ENSG00000100558",1406
"ENSG00000100564",281
"ENSG00000100567",3215
"ENSG00000100568",2117
"ENSG00000100575",525
"ENSG00000100577",263
"ENSG00000100578",1377
"ENSG00000100580",2421
"ENSG00000100583",217
"ENSG00000100591",3139
"ENSG00000100592",1755
"ENSG00000100596",6541
"ENSG00000100599",242
"ENSG00000100600",1349
"ENSG00000100601",357
"ENSG00000100603",1779
"ENSG00000100604",3
"ENSG00000100605",1266
"ENSG00000100612",1369
"ENSG00000100614",3406
"ENSG00000100625",661
"ENSG00000100626",11
"ENSG00000100629",927
"ENSG00000100632",2923
"ENSG00000100644",9069
"ENSG00000100647",2479
"ENSG00000100650",4741
"ENSG00000100664",9275
"ENSG00000100665",660
"ENSG00000100697",11424
"ENSG00000100711",820
"ENSG00000100714",4863
"ENSG00000100722",3641
"ENSG00000100726",278
"ENSG00000100731",4909
"ENSG00000100744",1959
"ENSG00000100749",1480
"ENSG00000100764",206
"ENSG00000100767",300
"ENSG00000100784",603
"ENSG00000100796",4047
"ENSG00000100802",170
"ENSG00000100804",1980
"ENSG00000100811",4363
"ENSG00000100813",4389
"ENSG00000100814",1050
"ENSG00000100815",4758
"ENSG00000100823",2741
"ENSG00000100836",913
"ENSG00000100842",112
"ENSG00000100852",17925
"ENSG00000100865",490
"ENSG00000100867",188
"ENSG00000100883",3455
"ENSG00000100888",6182
"ENSG00000100889",817
"ENSG00000100890",328
"ENSG00000100897",1190
"ENSG00000100902",599
"ENSG00000100906",6636
"ENSG00000100908",145
"ENSG00000100911",3941
"ENSG00000100916",297
"ENSG00000100918",721
"ENSG00000100926",143
"ENSG00000100934",4785
"ENSG00000100938",910
"ENSG00000100941",3309
"ENSG00000100949",306
"ENSG00000100968",192
"ENSG00000100979",773
"ENSG00000100982",417
"ENSG00000100983",731
"ENSG00000100985",238
"ENSG00000100991",2978
"ENSG00000100994",3293
"ENSG00000100997",719
"ENSG00000101000",372
"ENSG00000101003",793
"ENSG00000101004",291
"ENSG00000101017",406
"ENSG00000101019",972
"ENSG00000101040",1766
"ENSG00000101049",517
"ENSG00000101052",940
"ENSG00000101057",1481
"ENSG00000101076",483
"ENSG00000101079",531
"ENSG00000101084",191
