diseaseId	diseaseName	drugId	drugName	type	mechanismOfAction	actionType	symbol	name	phase	status	source
EFO_0000305	breast carcinoma	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e03d1378-6889-43d5-a34c-f96132cffa88,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=45e6dce4-92e2-4ad1-bf11-bbcefb753636,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=70aeb960-426c-4805-b956-476bebccd926,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0ec4bcc-93ea-4c41-a4b6-95ec19491807,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c482c813-1eb7-40dd-907a-845a7df112bf,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2c806400-5fdc-4398-8475-37f700b3191f,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b35e3633-8893-4b0b-af1e-92e342557199,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dd0ca36d-1f54-4568-8d19-a7152addcd52,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a630937b-8369-74ad-b68a-f940eb16ff0f,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d2dc690b-4c69-428a-a67e-8ad007c39548,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f59f7811-70b7-4c44-99f7-4f4fdce3ed22
MONDO_0007254	breast cancer	CHEMBL395091	ESKETAMINE	Small molecule	Glutamate [NMDA] receptor negative allosteric modulator	Negative allosteric modulator	GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A	4	Recruiting	https://clinicaltrials.gov/study/NCT05732064
MONDO_0004379	female breast carcinoma	CHEMBL1200694	SEVOFLURANE	Small molecule	GABA-A receptor; anion channel positive allosteric modulator		GABRE	gamma-aminobutyric acid type A receptor subunit epsilon	4	Completed	https://clinicaltrials.gov/study/NCT02005770
MONDO_0007254	breast cancer	CHEMBL1200778	DEXRAZOXANE HYDROCHLORIDE	Small molecule	DNA topoisomerase II inhibitor		TOP2B	DNA topoisomerase II beta	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b098c7f5-07a9-49a3-8e8a-f8adda671eca,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f68a34ae-e17e-45b3-8c8e-8d7194b2124a
MONDO_0007254	breast cancer	CHEMBL778	DEXMEDETOMIDINE	Small molecule	Adrenergic receptor alpha-2 agonist		ADRA2B	adrenoceptor alpha 2B	4	Not yet recruiting	https://clinicaltrials.gov/study/NCT06252662,https://clinicaltrials.gov/study/NCT06300099
MONDO_0007254	breast cancer	CHEMBL1637	GEMCITABINE HYDROCHLORIDE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA1	DNA polymerase alpha 1, catalytic subunit	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9dc35c59-f4f3-43b4-8251-0cf5c06cdc80
MONDO_0007254	breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2ca3c0d4-e629-4d89-a969-3515a62886c6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=24d10449-2936-4cd3-b7db-a7683db721e4
EFO_0000305	breast carcinoma	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM2	DNA primase subunit 2	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=49f9e774-52f9-40af-aecf-217c11e243ce,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ffc0a4be-6091-4157-837e-3637c1e121a6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6004fba9-49c0-4781-8134-44bf7cf196fd,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c550dd16-a5e8-44be-87f2-210c15bbb513
MONDO_0007254	breast cancer	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM1	DNA primase subunit 1	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9dc35c59-f4f3-43b4-8251-0cf5c06cdc80
MONDO_0007254	breast cancer	CHEMBL1201124	KETOROLAC TROMETHAMINE	Small molecule	Cyclooxygenase inhibitor		PTGS2	prostaglandin-endoperoxide synthase 2	4	Withdrawn	https://clinicaltrials.gov/study/NCT03007381
MONDO_0007254	breast cancer	CHEMBL3545252	DOCETAXEL	Small molecule	Tubulin inhibitor		TUBB4B	tubulin beta 4B class IVb	4	Withdrawn	https://clinicaltrials.gov/study/NCT00774241
MONDO_0004379	female breast carcinoma	CHEMBL1200694	SEVOFLURANE	Small molecule	GABA-A receptor; anion channel positive allosteric modulator		GABRG2	gamma-aminobutyric acid type A receptor subunit gamma2	4	Completed	https://clinicaltrials.gov/study/NCT02005770
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	4	Not yet recruiting	https://clinicaltrials.gov/study/NCT05507398
MONDO_0007254	breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB8	tubulin beta 8 class VIII	4	Unknown status	https://clinicaltrials.gov/study/NCT00912639,https://clinicaltrials.gov/study/NCT02207361,https://clinicaltrials.gov/study/NCT02142790
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	4	Not yet recruiting	https://clinicaltrials.gov/study/NCT05507398
MONDO_0004658	breast carcinoma in situ	CHEMBL1399	ANASTROZOLE	Small molecule	Cytochrome P450 19A1 inhibitor		CYP19A1	cytochrome P450 family 19 subfamily A member 1	4	Withdrawn	https://clinicaltrials.gov/study/NCT03238703
EFO_0000305	breast carcinoma	CHEMBL3545252	DOCETAXEL	Small molecule	Tubulin inhibitor		TUBB2B	tubulin beta 2B class IIb	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dd0ca36d-1f54-4568-8d19-a7152addcd52,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d2dc690b-4c69-428a-a67e-8ad007c39548,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=70aeb960-426c-4805-b956-476bebccd926,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b35e3633-8893-4b0b-af1e-92e342557199,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0ec4bcc-93ea-4c41-a4b6-95ec19491807,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=45e6dce4-92e2-4ad1-bf11-bbcefb753636,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e03d1378-6889-43d5-a34c-f96132cffa88,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2c806400-5fdc-4398-8475-37f700b3191f,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a630937b-8369-74ad-b68a-f940eb16ff0f,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c482c813-1eb7-40dd-907a-845a7df112bf,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f59f7811-70b7-4c44-99f7-4f4fdce3ed22
MONDO_0007254	breast cancer	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB1	tubulin beta 1 class VI	4	Not yet recruiting	https://clinicaltrials.gov/study/NCT04137640
MONDO_0007254	breast cancer	CHEMBL3545252	DOCETAXEL	Small molecule	Tubulin inhibitor		TUBB3	tubulin beta 3 class III	4	Withdrawn	https://clinicaltrials.gov/study/NCT00774241
MONDO_0007254	breast cancer	CHEMBL3545252	DOCETAXEL	Small molecule	Tubulin inhibitor		TUBB1	tubulin beta 1 class VI	4	Unknown status	https://clinicaltrials.gov/study/NCT03123770
MONDO_0004379	female breast carcinoma	CHEMBL526	PROPOFOL	Small molecule	GABA-A receptor; anion channel positive allosteric modulator		GABRG3	gamma-aminobutyric acid type A receptor subunit gamma3	4	Completed	https://clinicaltrials.gov/study/NCT02005770
EFO_0000305	breast carcinoma	CHEMBL1201752	IXABEPILONE	Small molecule	Tubulin inhibitor		TUBB2A	tubulin beta 2A class IIa	4		https://www.accessdata.fda.gov/drugsatfda_docs/label/2007/022065lbl.pdf
MONDO_0007254	breast cancer	CHEMBL1683544	ERIBULIN MESYLATE	Small molecule	Tubulin inhibitor		TUBB1	tubulin beta 1 class VI	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=31ce4750-ded5-4a0b-95e9-f229fa6bc822
MONDO_0007254	breast cancer	CHEMBL81	RALOXIFENE	Small molecule	Estrogen receptor beta modulator		ESR2	estrogen receptor 2	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fcaaa6dc-74e8-4fb8-800c-5574bf0f8de9
MONDO_0007254	breast cancer	CHEMBL1201585	TRASTUZUMAB	Antibody	Receptor protein-tyrosine kinase erbB-2 inhibitor		ERBB2	erb-b2 receptor tyrosine kinase 2	4	Terminated	https://clinicaltrials.gov/study/NCT00171847
MONDO_0007254	breast cancer	CHEMBL1201752	IXABEPILONE	Small molecule	Tubulin inhibitor		TUBB2A	tubulin beta 2A class IIa	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=241f0b1e-8b95-470d-876f-bf1804daaf18
MONDO_0007254	breast cancer	CHEMBL1683544	ERIBULIN MESYLATE	Small molecule	Tubulin inhibitor		TUBB2A	tubulin beta 2A class IIa	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=31ce4750-ded5-4a0b-95e9-f229fa6bc822
MONDO_0007254	breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB2B	tubulin beta 2B class IIb	4	Withdrawn	https://clinicaltrials.gov/study/NCT01156961
MONDO_0007254	breast cancer	CHEMBL3545252	DOCETAXEL	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	4	Not yet recruiting	https://clinicaltrials.gov/study/NCT04137640
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	4	Completed	https://clinicaltrials.gov/study/NCT05840068
MONDO_0004658	breast carcinoma in situ	CHEMBL1200675	TOREMIFENE CITRATE	Small molecule	Estrogen receptor modulator		ESR2	estrogen receptor 2	4	Withdrawn	https://clinicaltrials.gov/study/NCT03238703
EFO_0000305	breast carcinoma	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA1	DNA polymerase alpha 1, catalytic subunit	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c550dd16-a5e8-44be-87f2-210c15bbb513,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ffc0a4be-6091-4157-837e-3637c1e121a6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=49f9e774-52f9-40af-aecf-217c11e243ce,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6004fba9-49c0-4781-8134-44bf7cf196fd
EFO_0006861	male breast carcinoma	CHEMBL4297509	ELACESTRANT	Small molecule	Estrogen receptor alpha degrader		ESR1	estrogen receptor 1	4		https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217639s000lbl.pdf
EFO_0000305	breast carcinoma	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB2A	tubulin beta 2A class IIa	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1e1a3a8d-6a6b-46fd-90ae-c7ad9e9b364b,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=88d7cdd2-e650-4a16-adec-873927e03e93,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4dbbb7c8-a4b5-484d-a2a4-4d925010fc44,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=566a00ae-47c0-4cd2-b602-79909bdfd9b1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=973efa93-7f9d-440a-a09f-521cf331b5e7,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6cefbdb9-1141-4a53-9d05-f6fcc2746834,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ea28753a-8631-460a-bfdc-b101eb8ac84a,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9ffd3e34-537f-4f65-b00e-57c25bab3b01,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a6c24189-293f-42ca-b969-75870bb55af0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=24d10449-2936-4cd3-b7db-a7683db721e4,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3d499be2-fdb5-4b9d-a7ce-3662ec9b2e34,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f10f730f-6479-4f6a-8edc-fa4bd2140c1b
MONDO_0007254	breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB1	tubulin beta 1 class VI	4	Withdrawn	https://clinicaltrials.gov/study/NCT01156961
MONDO_0007254	breast cancer	CHEMBL1444	LETROZOLE	Small molecule	Cytochrome P450 19A1 inhibitor		CYP19A1	cytochrome P450 family 19 subfamily A member 1	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e11b0a54-92bd-4790-8b80-f439f7093c01,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa5e4446-19cd-4235-a382-5b48bf6c3b2f
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND4L	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L	4	Completed	https://clinicaltrials.gov/study/NCT05840068
MONDO_0007254	breast cancer	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB2B	tubulin beta 2B class IIb	4	Withdrawn	https://clinicaltrials.gov/study/NCT00774241
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	4	Not yet recruiting	https://clinicaltrials.gov/study/NCT05507398
MONDO_0007254	breast cancer	CHEMBL3301610	ABEMACICLIB	Small molecule	Cyclin-dependent kinase 6 inhibitor		CDK6	cyclin dependent kinase 6	4	Terminated	https://clinicaltrials.gov/study/NCT04031885
MONDO_0007254	breast cancer	CHEMBL1201752	IXABEPILONE	Small molecule	Tubulin inhibitor		TUBB1	tubulin beta 1 class VI	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=241f0b1e-8b95-470d-876f-bf1804daaf18
MONDO_0004379	female breast carcinoma	CHEMBL1200694	SEVOFLURANE	Small molecule	GABA-A receptor; anion channel positive allosteric modulator		GABRA2	gamma-aminobutyric acid type A receptor subunit alpha2	4	Completed	https://clinicaltrials.gov/study/NCT02005770
MONDO_0007254	breast cancer	CHEMBL1201568	PEGFILGRASTIM	Protein	Granulocyte colony stimulating factor receptor agonist		CSF3R	colony stimulating factor 3 receptor	4	Active, not recruiting	https://clinicaltrials.gov/study/NCT04781959
MONDO_0007254	breast cancer	CHEMBL3545252	DOCETAXEL	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	4	Completed	https://clinicaltrials.gov/study/NCT02502864,https://clinicaltrials.gov/study/NCT02419742,https://clinicaltrials.gov/study/NCT01094184,https://clinicaltrials.gov/study/NCT02445586,https://clinicaltrials.gov/study/NCT01660542,https://clinicaltrials.gov/study/NCT01301729,https://clinicaltrials.gov/study/NCT00127933
MONDO_0007254	breast cancer	CHEMBL1655	TOREMIFENE	Small molecule	Estrogen receptor modulator		ESR1	estrogen receptor 1	4	Completed	https://clinicaltrials.gov/study/NCT02344940
MONDO_0007254	breast cancer	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	4	Completed	https://clinicaltrials.gov/study/NCT01961544,https://clinicaltrials.gov/study/NCT02864030
MONDO_0007254	breast cancer	CHEMBL742	KETAMINE	Small molecule	Glutamate [NMDA] receptor negative allosteric modulator	Negative allosteric modulator	GRIN1	glutamate ionotropic receptor NMDA type subunit 1	4	Unknown status	https://clinicaltrials.gov/study/NCT03676114
MONDO_0007254	breast cancer	CHEMBL1201567	FILGRASTIM	Protein	Granulocyte colony stimulating factor receptor agonist		CSF3R	colony stimulating factor 3 receptor	4	Completed	https://clinicaltrials.gov/study/NCT02816164,https://clinicaltrials.gov/study/NCT02816112,https://clinicaltrials.gov/study/NCT02173262
MONDO_0007254	breast cancer	CHEMBL1399	ANASTROZOLE	Small molecule	Cytochrome P450 19A1 inhibitor		CYP19A1	cytochrome P450 family 19 subfamily A member 1	4	Unknown status	https://clinicaltrials.gov/study/NCT00126360,https://clinicaltrials.gov/study/NCT02089854
MONDO_0007254	breast cancer	CHEMBL1683544	ERIBULIN MESYLATE	Small molecule	Tubulin inhibitor		TUBB1	tubulin beta 1 class VI	4	Completed	https://clinicaltrials.gov/study/NCT01961544,https://clinicaltrials.gov/study/NCT02864030
MONDO_0007254	breast cancer	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	4	Not yet recruiting	https://clinicaltrials.gov/study/NCT04137640
MONDO_0007254	breast cancer	CHEMBL553025	VINORELBINE	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	4	Recruiting	https://clinicaltrials.gov/study/NCT05131841,https://clinicaltrials.gov/study/NCT03270007,https://clinicaltrials.gov/study/NCT03355157
MONDO_0007254	breast cancer	CHEMBL1743082	TRASTUZUMAB EMTANSINE	Antibody drug conjugate	Tubulin inhibitor		TUBB4B	tubulin beta 4B class IVb	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=23f3c1f4-0fc8-4804-a9e3-04cf25dd302e
MONDO_0007254	breast cancer	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB2B	tubulin beta 2B class IIb	4	Recruiting	https://clinicaltrials.gov/study/NCT04136782,https://clinicaltrials.gov/study/NCT05420454,https://clinicaltrials.gov/study/NCT06217185,https://clinicaltrials.gov/study/NCT05420467,https://clinicaltrials.gov/study/NCT02627248,https://clinicaltrials.gov/study/NCT04182568
MONDO_0007254	breast cancer	CHEMBL1637	GEMCITABINE HYDROCHLORIDE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD4	DNA polymerase delta 4, accessory subunit	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9dc35c59-f4f3-43b4-8251-0cf5c06cdc80
MONDO_0007254	breast cancer	CHEMBL34259	METHOTREXATE	Small molecule	Dihydrofolate reductase inhibitor		DHFR	dihydrofolate reductase	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dd39255b-81d1-4c08-aecf-acc4f2cdc04a,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e30eaef-5a09-4104-8a11-c32933eadeab,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=68623ad0-a395-4847-88d4-48413c1f4fcf
MONDO_0007254	breast cancer	CHEMBL395091	ESKETAMINE	Small molecule	Glutamate [NMDA] receptor negative allosteric modulator	Negative allosteric modulator	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D	4	Recruiting	https://clinicaltrials.gov/study/NCT05732064
EFO_0000305	breast carcinoma	CHEMBL1773	CAPECITABINE	Small molecule	Thymidylate synthase inhibitor		TYMS	thymidylate synthetase	4	Completed	https://clinicaltrials.gov/study/NCT02248571
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	4	Completed	https://clinicaltrials.gov/study/NCT05840068
MONDO_0007254	breast cancer	CHEMBL3545252	DOCETAXEL	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	4	Completed	https://clinicaltrials.gov/study/NCT01660542,https://clinicaltrials.gov/study/NCT00127933,https://clinicaltrials.gov/study/NCT01301729,https://clinicaltrials.gov/study/NCT01094184,https://clinicaltrials.gov/study/NCT02419742,https://clinicaltrials.gov/study/NCT02445586,https://clinicaltrials.gov/study/NCT02502864
MONDO_0007254	breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB8	tubulin beta 8 class VIII	4	Withdrawn	https://clinicaltrials.gov/study/NCT01156961
MONDO_0007254	breast cancer	CHEMBL2396661	ALPELISIB	Small molecule	PI3-kinase p110-alpha subunit inhibitor		PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	4	Recruiting	https://clinicaltrials.gov/study/NCT05631795
MONDO_0004379	female breast carcinoma	CHEMBL1200694	SEVOFLURANE	Small molecule	GABA-A receptor; anion channel positive allosteric modulator		GABRA4	gamma-aminobutyric acid type A receptor subunit alpha4	4	Completed	https://clinicaltrials.gov/study/NCT02005770
MONDO_0007254	breast cancer	CHEMBL1444	LETROZOLE	Small molecule	Cytochrome P450 19A1 inhibitor		CYP19A1	cytochrome P450 family 19 subfamily A member 1	4	Completed	https://clinicaltrials.gov/study/NCT00014638,https://clinicaltrials.gov/study/NCT01553903,https://clinicaltrials.gov/study/NCT00237133,https://clinicaltrials.gov/study/NCT01612871,https://clinicaltrials.gov/study/NCT00237224,https://clinicaltrials.gov/study/NCT01127295,https://clinicaltrials.gov/study/NCT02679755,https://clinicaltrials.gov/study/NCT00688909
MONDO_0007254	breast cancer	CHEMBL3545252	DOCETAXEL	Small molecule	Tubulin inhibitor		TUBB3	tubulin beta 3 class III	4	Recruiting	https://clinicaltrials.gov/study/NCT06217185,https://clinicaltrials.gov/study/NCT02627248,https://clinicaltrials.gov/study/NCT04182568,https://clinicaltrials.gov/study/NCT04136782,https://clinicaltrials.gov/study/NCT05420467,https://clinicaltrials.gov/study/NCT05420454
MONDO_0007254	breast cancer	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	4	Completed	https://clinicaltrials.gov/study/NCT01961544,https://clinicaltrials.gov/study/NCT02864030
MONDO_0007254	breast cancer	CHEMBL1358	FULVESTRANT	Small molecule	Estrogen receptor antagonist		ESR2	estrogen receptor 2	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=99cf8b69-4c23-4886-80e9-b23e348b5bd7,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2fc17ba3-83c7-a2b4-8a75-6a0cb1e07682
EFO_0000305	breast carcinoma	CHEMBL2396661	ALPELISIB	Small molecule	PI3-kinase p110-alpha subunit inhibitor		PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	4		https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212526s000lbl.pdf
MONDO_0007254	breast cancer	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE	DNA polymerase epsilon, catalytic subunit	4		https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9dc35c59-f4f3-43b4-8251-0cf5c06cdc80
MONDO_0007254	breast cancer	CHEMBL1201585	TRASTUZUMAB	Antibody	Receptor protein-tyrosine kinase erbB-2 inhibitor		ERBB2	erb-b2 receptor tyrosine kinase 2	4	Completed	https://clinicaltrials.gov/study/NCT01301729,https://clinicaltrials.gov/study/NCT02445586,https://clinicaltrials.gov/study/NCT00127933,https://clinicaltrials.gov/study/NCT02419742
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2	4	Not yet recruiting	https://clinicaltrials.gov/study/NCT05507398
