Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
FABP5	ENSG00000164687.10	41.469	8.184	2.209	5.14e-53
SOX17	ENSG00000164736.5	83.739	2.565	4.571	2.15e-149
SUN1	ENSG00000164828.17	37.690	160.029	-2.057	1.82e-85
TMEM184A	ENSG00000164855.15	7.010	0.310	2.612	9.17e-74
OSR2	ENSG00000164920.9	5.655	80.876	-3.621	2.99e-99
GEM	ENSG00000164949.7	1.645	13.782	-2.483	1.95e-65
KIAA1161	ENSG00000164976.8	5.090	0.405	2.116	2.31e-52
SYK	ENSG00000165025.14	16.120	0.685	3.345	8.95e-110
NFIL3	ENSG00000165030.3	10.600	63.379	-2.472	2.56e-98
MAMDC2	ENSG00000165072.9	0.850	47.984	-4.727	1.13e-190
FBP1	ENSG00000165140.9	7.900	0.770	2.330	1.65e-53
FIGF	ENSG00000165197.4	0.070	3.335	-2.018	4.97e-139
MELK	ENSG00000165304.7	10.330	0.185	3.257	3.68e-116
ZCCHC24	ENSG00000165424.6	3.280	24.570	-2.579	8.58e-83
PHOX2A	ENSG00000165462.5	3.035	0.000	2.013	9.30e-28
GJB2	ENSG00000165474.5	5.795	0.190	2.514	4.90e-34
SKA3	ENSG00000165480.15	7.155	0.110	2.877	1.07e-125
PKNOX2	ENSG00000165495.15	1.845	11.320	-2.114	1.92e-49
TTC8	ENSG00000165533.18	13.885	65.653	-2.163	2.69e-81
VSTM4	ENSG00000165633.12	0.935	20.980	-3.506	6.98e-145
SLC18A2	ENSG00000165646.11	0.030	3.405	-2.097	1.11e-124
NDRG2	ENSG00000165795.20	31.110	663.268	-4.371	1.21e-117
GYLTL1B	ENSG00000165905.16	29.575	4.260	2.539	1.29e-66
IFI27	ENSG00000165949.12	1155.137	60.017	4.244	1.52e-63
HTRA1	ENSG00000166033.11	63.643	343.829	-2.415	1.65e-58
JAM3	ENSG00000166086.12	3.415	55.186	-3.670	1.18e-136
GPT2	ENSG00000166123.13	14.235	2.165	2.267	1.50e-64
SPINT1	ENSG00000166145.14	153.351	2.120	5.629	1.64e-181
FBN1	ENSG00000166147.13	6.175	64.776	-3.197	2.29e-59
TMEM100	ENSG00000166292.11	2.125	21.733	-2.863	4.33e-26
TUB	ENSG00000166402.8	1.595	17.485	-2.833	1.38e-116
RIC3	ENSG00000166405.14	2.995	38.157	-3.293	8.17e-68
PLD4	ENSG00000166428.12	4.405	0.280	2.078	5.62e-42
ZMAT1	ENSG00000166432.14	1.105	29.344	-3.850	4.03e-171
MFAP4	ENSG00000166482.11	14.585	229.921	-3.889	4.89e-59
RRAD	ENSG00000166592.11	2.280	14.350	-2.226	9.44e-37
TVP23A	ENSG00000166676.14	0.680	7.325	-2.309	4.22e-55
ZCCHC18	ENSG00000166707.10	0.360	8.150	-2.750	4.91e-188
HTR3A	ENSG00000166736.11	6.115	0.000	2.831	7.35e-37
YPEL4	ENSG00000166793.10	0.730	15.150	-3.223	1.30e-161
KIAA0101	ENSG00000166803.10	35.534	0.310	4.802	1.24e-162
LDHD	ENSG00000166816.13	1.655	19.345	-2.938	1.78e-103
PLK1	ENSG00000166851.14	27.319	2.365	3.073	1.78e-111
MIR202HG	ENSG00000166917.8	0.000	101.969	-6.686	9.70e-183
TEF	ENSG00000167074.14	4.870	23.964	-2.088	7.29e-73
PBX3	ENSG00000167081.16	6.075	69.997	-3.327	2.80e-121
PRRX2	ENSG00000167157.10	15.295	0.645	3.308	1.18e-59
PRR15L	ENSG00000167183.2	14.265	0.130	3.756	1.03e-96
TBC1D2B	ENSG00000167202.11	6.200	62.660	-3.144	2.08e-138
MYO5B	ENSG00000167306.18	15.035	0.365	3.554	8.38e-128
PRRT2	ENSG00000167371.16	1.350	104.090	-5.483	1.45e-205
SGK494	ENSG00000167524.14	1.915	12.045	-2.162	9.90e-70
TUBA1C	ENSG00000167553.14	426.026	49.914	3.068	1.07e-117
TMC4	ENSG00000167608.11	70.460	2.015	4.567	4.19e-167
LENG8	ENSG00000167615.16	42.530	360.048	-3.052	5.00e-99
PPP1R14A	ENSG00000167641.10	20.050	98.540	-2.241	1.60e-37
SPINT2	ENSG00000167642.12	537.454	96.308	2.468	6.21e-69
PLIN4	ENSG00000167676.4	0.800	16.472	-3.279	5.23e-123
SERPINF2	ENSG00000167711.13	0.690	5.815	-2.012	6.52e-96
WDR81	ENSG00000167716.18	6.300	34.926	-2.299	1.86e-90
GGT6	ENSG00000167741.10	11.420	0.510	3.040	4.19e-79
KLK5	ENSG00000167754.12	55.846	0.050	5.759	1.64e-72
KLK6	ENSG00000167755.13	128.742	0.155	6.812	9.28e-116
KLK11	ENSG00000167757.13	74.104	1.115	5.150	2.19e-76
ZNF83	ENSG00000167766.18	15.195	129.853	-3.014	1.23e-118
KRT80	ENSG00000167767.13	7.010	0.110	2.851	1.49e-60
IGFBP6	ENSG00000167779.7	9.224	275.106	-4.755	3.12e-129
HID1	ENSG00000167861.15	46.415	3.685	3.339	7.07e-91
EVPL	ENSG00000167880.7	10.335	0.230	3.204	5.97e-104
TK1	ENSG00000167900.11	44.090	0.825	4.627	1.63e-157
SRRM2	ENSG00000167978.16	212.202	917.013	-2.106	3.84e-66
VWCE	ENSG00000167992.12	3.320	24.229	-2.546	2.62e-44
TRANK1	ENSG00000168016.13	2.880	20.129	-2.445	1.43e-82
SCARA3	ENSG00000168077.13	59.529	9.274	2.559	1.68e-41
PBK	ENSG00000168078.9	8.370	0.070	3.130	1.09e-112
SCARA5	ENSG00000168079.16	0.050	6.220	-2.782	1.69e-139
PNOC	ENSG00000168081.8	24.120	0.195	4.394	1.47e-51
GNG4	ENSG00000168243.10	1.115	25.460	-3.645	5.75e-94
FILIP1L	ENSG00000168386.18	8.070	45.830	-2.368	1.40e-55
ING5	ENSG00000168395.14	7.225	35.571	-2.153	6.04e-97
TNXB	ENSG00000168477.17	3.200	141.292	-5.082	6.08e-148
PHYHIP	ENSG00000168490.13	0.230	3.929	-2.003	3.73e-116
SDPR	ENSG00000168497.4	1.065	22.984	-3.538	1.30e-147
SERINC2	ENSG00000168528.11	56.030	0.700	5.068	7.27e-141
FAM84B	ENSG00000168672.3	25.745	3.740	2.496	2.13e-85
SLC16A4	ENSG00000168679.17	1.790	13.495	-2.377	4.64e-86
TSPAN5	ENSG00000168785.7	1.965	37.826	-3.711	6.27e-140
STXBP6	ENSG00000168952.15	11.155	1.880	2.077	4.54e-25
LGALS9	ENSG00000168961.16	102.635	14.845	2.709	1.05e-56
JMJD7-PLA2G4B	ENSG00000168970.20	1.815	19.740	-2.881	2.77e-131
KLK7	ENSG00000169035.11	151.843	0.100	7.118	9.30e-145
HNRNPH1	ENSG00000169045.17	134.932	550.786	-2.021	2.45e-74
PARM1	ENSG00000169116.11	1.310	14.460	-2.743	1.18e-106
MN1	ENSG00000169184.5	1.070	8.275	-2.164	7.30e-61
SHE	ENSG00000169291.9	0.580	6.250	-2.198	2.29e-145
PTAFR	ENSG00000169403.11	4.875	0.400	2.069	5.49e-49
SDC2	ENSG00000169439.11	16.150	134.098	-2.978	8.97e-62
ZEB2	ENSG00000169554.16	3.380	42.090	-3.298	1.07e-131
GJB1	ENSG00000169562.9	14.750	0.070	3.880	6.50e-74
HEXDC	ENSG00000169660.15	14.790	78.424	-2.331	5.86e-96
RAC3	ENSG00000169750.8	18.870	3.955	2.004	1.07e-48
LINGO1	ENSG00000169783.12	15.425	1.700	2.605	2.75e-40
TM4SF1	ENSG00000169908.10	204.760	37.274	2.427	6.35e-55
OTUD3	ENSG00000169914.5	1.225	8.110	-2.034	2.91e-113
ZFPM2	ENSG00000169946.13	1.765	20.065	-2.929	8.70e-84
NLGN2	ENSG00000169992.9	10.920	66.941	-2.511	3.39e-77
FAM153A	ENSG00000170074.19	0.365	5.700	-2.295	2.38e-81
SIMC1	ENSG00000170085.17	11.730	51.647	-2.048	1.92e-89
FABP6	ENSG00000170231.15	3.110	0.025	2.004	4.80e-22
FAXDC2	ENSG00000170271.10	7.500	36.765	-2.152	3.69e-53
FABP4	ENSG00000170323.8	0.260	7.075	-2.680	6.21e-15
OR2A20P	ENSG00000170356.8	1.995	12.024	-2.121	4.97e-63
LRRN2	ENSG00000170382.11	23.175	1.640	3.195	1.39e-66
KRT8	ENSG00000170421.11	836.023	8.890	6.403	8.38e-219
METTL7B	ENSG00000170439.6	11.885	0.130	3.511	2.63e-97
LONRF2	ENSG00000170500.12	1.880	16.050	-2.566	3.65e-64
HTRA3	ENSG00000170801.9	5.400	86.831	-3.779	8.06e-88
PLA2G1B	ENSG00000170890.13	0.220	6.564	-2.632	7.28e-143
TPT1-AS1	ENSG00000170919.15	11.140	56.820	-2.252	3.31e-100
PDGFD	ENSG00000170962.12	2.415	35.605	-3.422	7.91e-131
HS6ST2	ENSG00000171004.17	0.340	9.245	-2.935	3.17e-137
INSR	ENSG00000171105.13	6.530	35.559	-2.280	4.76e-89
UGT2B7	ENSG00000171234.13	13.534	0.000	3.861	6.98e-65
KRT19	ENSG00000171345.13	473.410	65.416	2.837	3.80e-72
KRT13	ENSG00000171401.14	0.230	6.247	-2.559	5.45e-46
PDE7B	ENSG00000171408.13	0.495	10.354	-2.925	4.78e-199
MCC	ENSG00000171444.17	1.585	45.126	-4.157	1.95e-172
LRRC8D	ENSG00000171492.14	17.270	3.240	2.107	1.40e-86
LPAR3	ENSG00000171517.5	20.780	0.990	3.452	3.99e-69
P2RY6	ENSG00000171631.14	5.845	0.300	2.397	5.32e-61
RGS19	ENSG00000171700.13	24.050	2.190	2.973	1.05e-140
GATM	ENSG00000171766.15	4.995	78.547	-3.730	1.36e-98
KNDC1	ENSG00000171798.17	0.240	10.960	-3.270	7.17e-140
ZNF540	ENSG00000171817.16	0.285	11.895	-3.327	2.04e-264
NINJ2	ENSG00000171840.11	8.710	0.695	2.518	5.61e-55
RRM2	ENSG00000171848.13	21.895	0.230	4.218	8.07e-123
MAL	ENSG00000172005.10	48.025	1.530	4.276	1.45e-40
EPHX4	ENSG00000172031.6	5.775	0.140	2.571	1.12e-74
LAMB2	ENSG00000172037.13	139.782	578.249	-2.041	6.82e-75
RCAN2	ENSG00000172348.14	2.135	15.240	-2.373	1.70e-87
SYNPO2	ENSG00000172403.10	1.390	30.185	-3.706	1.93e-147
TCEAL1	ENSG00000172465.13	15.580	210.568	-3.674	3.60e-192
PPP1CA	ENSG00000172531.14	197.026	36.540	2.399	4.15e-123
SLFN11	ENSG00000172716.16	5.645	26.233	-2.035	3.85e-63
ZNF596	ENSG00000172748.12	1.680	9.769	-2.007	1.82e-103
METAP1D	ENSG00000172878.13	3.100	17.325	-2.160	5.96e-105
NBEA	ENSG00000172915.18	0.465	6.510	-2.358	2.42e-153
MRGPRF	ENSG00000172935.8	2.950	28.658	-2.909	3.32e-97
MIR4435-2HG	ENSG00000172965.14	39.015	4.185	2.948	2.91e-99
VANGL1	ENSG00000173218.14	10.955	1.950	2.019	1.59e-64
TRIB1	ENSG00000173334.3	21.250	2.460	2.685	6.96e-72
NDNF	ENSG00000173376.13	0.305	16.958	-3.783	1.47e-166
SAA1	ENSG00000173432.10	10.365	1.709	2.069	7.18e-14
PPP1R14B	ENSG00000173457.10	215.560	39.363	2.424	4.05e-106
NUDT4	ENSG00000173598.13	21.025	87.605	-2.008	6.41e-57
HSPB7	ENSG00000173641.17	1.060	22.259	-3.497	4.37e-103
WFIKKN2	ENSG00000173714.7	0.055	117.136	-6.807	7.75e-257
STAT5B	ENSG00000173757.9	7.385	70.133	-3.085	1.96e-150
JUP	ENSG00000173801.16	212.069	41.324	2.332	3.20e-77
RP11-97O12.7	ENSG00000173867.8	0.230	5.085	-2.307	6.78e-166
GPR160	ENSG00000173890.16	11.520	0.435	3.125	2.13e-73
SPTBN2	ENSG00000173898.11	29.734	2.040	3.338	1.31e-106
HOXB2	ENSG00000173917.10	35.590	1.775	3.721	1.65e-61
PODN	ENSG00000174348.13	4.055	190.737	-5.245	5.98e-139
RALGAPA1	ENSG00000174373.15	6.215	28.365	-2.025	2.59e-121
GOLT1A	ENSG00000174567.7	4.370	0.120	2.261	7.76e-68
UGT8	ENSG00000174607.10	3.615	0.090	2.082	9.38e-63
SLC29A2	ENSG00000174669.11	16.890	1.245	2.994	1.23e-125
SEZ6L2	ENSG00000174938.14	25.340	2.648	2.852	5.22e-57
UBE2C	ENSG00000175063.16	118.652	0.430	6.387	8.46e-198
GK5	ENSG00000175066.15	3.910	23.525	-2.321	1.01e-108
TMEM51-AS1	ENSG00000175147.11	0.435	5.010	-2.066	1.29e-149
GOLGA8A	ENSG00000175265.17	10.140	183.526	-4.050	1.03e-107
GRAMD2	ENSG00000175318.11	4.855	0.275	2.199	1.23e-47
UCP2	ENSG00000175567.8	406.749	4.250	6.279	2.92e-196
TOM1L2	ENSG00000175662.17	8.505	42.598	-2.198	5.62e-89
KDF1	ENSG00000175707.8	15.660	0.075	3.954	1.35e-187
NR2F1	ENSG00000175745.11	5.310	72.238	-3.537	2.87e-92
SFN	ENSG00000175793.11	21.575	0.630	3.792	2.61e-73
ETV4	ENSG00000175832.12	31.940	0.220	4.755	1.03e-105
GNG7	ENSG00000176533.12	1.515	12.230	-2.395	9.85e-102
RP11-334J6.7	ENSG00000176868.2	0.000	25.439	-4.725	9.77e-84
TYMS	ENSG00000176890.15	29.070	4.405	2.476	3.33e-74
LINC00982	ENSG00000177133.10	0.090	6.352	-2.754	3.05e-89
ULK1	ENSG00000177169.9	15.485	68.828	-2.083	9.34e-67
LRRN4CL	ENSG00000177363.4	0.900	21.095	-3.540	1.98e-179
HIC1	ENSG00000177374.12	2.745	25.209	-2.807	8.71e-94
PTRF	ENSG00000177469.12	29.408	143.982	-2.253	2.13e-57
ZBED2	ENSG00000177494.5	8.210	0.020	3.175	2.38e-61
IRX3	ENSG00000177508.11	7.434	0.690	2.319	7.54e-25
RPRM	ENSG00000177519.3	0.915	9.643	-2.474	5.43e-63
SRRM3	ENSG00000177679.15	0.810	8.755	-2.430	1.45e-81
ODF3B	ENSG00000177989.13	16.930	3.095	2.130	1.40e-35
WDR6	ENSG00000178252.17	58.054	282.077	-2.261	2.42e-80
GLDC	ENSG00000178445.8	7.550	0.090	2.972	1.58e-52
MAF	ENSG00000178573.6	4.320	39.030	-2.912	9.98e-87
TRIM73	ENSG00000178809.11	1.025	7.670	-2.098	4.72e-89
TMEM139	ENSG00000178826.10	42.810	0.585	4.789	2.50e-161
EXOSC4	ENSG00000178896.6	60.696	11.385	2.317	2.69e-98
EXOC3L1	ENSG00000179044.15	1.860	14.168	-2.407	2.24e-115
PER1	ENSG00000179094.13	9.070	289.244	-4.849	9.32e-167
TMEM125	ENSG00000179178.10	22.800	1.220	3.422	3.77e-143
FAM156B	ENSG00000179304.16	4.800	29.099	-2.376	7.14e-113
HLA-DQB1	ENSG00000179344.16	54.980	5.719	3.059	1.08e-32
VWA1	ENSG00000179403.11	91.214	17.354	2.329	4.23e-62
ZBTB42	ENSG00000179627.9	9.790	1.090	2.368	2.45e-80
PCED1B	ENSG00000179715.12	3.935	22.763	-2.268	9.00e-75
SSC5D	ENSG00000179954.14	2.450	14.165	-2.136	6.42e-43
TDRP	ENSG00000180190.11	2.920	20.015	-2.422	7.49e-80
MYLPF	ENSG00000180209.11	13.220	0.910	2.896	4.92e-69
HERC2P3	ENSG00000180229.12	2.515	27.870	-3.038	4.77e-102
GREM2	ENSG00000180875.4	0.090	3.455	-2.031	6.25e-136
FAM83H	ENSG00000180921.6	37.185	0.225	4.962	4.70e-163
MRPL14	ENSG00000180992.6	64.041	15.250	2.001	3.93e-101
NQO1	ENSG00000181019.12	46.341	6.180	2.721	1.00e-47
MAPK15	ENSG00000181085.14	27.109	2.230	3.122	1.85e-54
MUC16	ENSG00000181143.15	85.704	0.050	6.368	2.31e-116
PENK	ENSG00000181195.10	0.120	16.960	-4.003	4.44e-95
FRAT2	ENSG00000181274.6	15.225	2.555	2.190	2.01e-101
TMEM102	ENSG00000181284.2	8.555	0.315	2.861	5.25e-132
SYNE4	ENSG00000181392.14	16.650	1.160	3.031	4.16e-101
SLX1B	ENSG00000181625.17	35.950	8.055	2.029	8.26e-30
PHLDA2	ENSG00000181649.5	18.225	1.435	2.981	4.00e-61
IDH2	ENSG00000182054.9	95.862	16.515	2.467	3.09e-81
TMEM30B	ENSG00000182107.6	12.605	1.405	2.500	1.30e-74
RP11-69E11.4	ENSG00000182109.7	2.750	28.763	-2.989	7.29e-113
FAM153B	ENSG00000182230.11	1.675	136.967	-5.689	3.41e-158
SYNM	ENSG00000182253.14	0.680	7.650	-2.364	2.58e-100
SPACA6P	ENSG00000182310.12	8.135	49.578	-2.469	3.97e-94
NXPH4	ENSG00000182379.9	15.605	0.085	3.936	6.17e-59
KPNA2	ENSG00000182481.8	73.814	4.680	3.719	2.89e-126
NXPH3	ENSG00000182575.7	0.500	6.015	-2.225	8.18e-152
NDN	ENSG00000182636.5	7.015	68.800	-3.122	1.77e-69
IGIP	ENSG00000182700.4	1.650	9.625	-2.003	1.99e-123
HOXB4	ENSG00000182742.5	6.340	0.115	2.719	4.19e-58
PAQR7	ENSG00000182749.5	5.885	29.751	-2.159	1.02e-74
PLCXD3	ENSG00000182836.9	0.160	18.165	-4.046	1.33e-202
RRP7BP	ENSG00000182841.12	5.190	37.391	-2.633	1.12e-112
TCEAL7	ENSG00000182916.7	1.075	23.869	-3.583	2.02e-164
ZNF662	ENSG00000182983.14	2.230	16.675	-2.452	2.75e-120
PYCR1	ENSG00000183010.16	39.799	5.254	2.706	1.41e-81
PCP4	ENSG00000183036.10	8.295	0.935	2.264	8.40e-15
SLC25A10	ENSG00000183048.11	33.994	5.505	2.428	2.19e-94
RGPD6	ENSG00000183054.11	2.780	19.715	-2.454	1.46e-89
PRR36	ENSG00000183248.11	9.125	0.530	2.726	2.15e-72
RIPK4	ENSG00000183421.11	7.580	0.060	3.017	3.13e-104
NPIPA1	ENSG00000183426.15	26.109	235.265	-3.124	1.65e-107
RP11-958N24.1	ENSG00000183458.13	5.800	29.503	-2.165	1.87e-57
MX2	ENSG00000183486.12	28.115	5.690	2.122	1.73e-33
PI4KAP2	ENSG00000183506.16	6.670	48.805	-2.699	3.89e-105
SERHL2	ENSG00000183569.17	2.245	17.905	-2.542	1.39e-82
TNFAIP8L3	ENSG00000183578.5	0.640	9.305	-2.652	4.17e-148
FBXL7	ENSG00000183580.9	3.500	25.168	-2.540	4.22e-79
TRIM52	ENSG00000183718.5	3.995	22.218	-2.217	9.10e-105
LHFP	ENSG00000183722.7	5.200	39.723	-2.716	6.77e-82
FOXL2	ENSG00000183770.5	0.385	42.979	-4.989	5.43e-146
NPIPA5	ENSG00000183793.13	6.480	48.055	-2.713	7.49e-47
OLFML1	ENSG00000183801.7	3.235	30.055	-2.874	1.07e-85
NUDT14	ENSG00000183828.14	42.414	9.755	2.013	3.28e-77
MAATS1	ENSG00000183833.16	2.660	15.010	-2.129	1.83e-66
FAM3B	ENSG00000183844.16	7.630	0.150	2.908	3.65e-53
IQGAP3	ENSG00000183856.10	5.450	0.080	2.578	4.47e-92
NPIPA5	ENSG00000183889.12	59.130	305.112	-2.348	1.95e-84
NPW	ENSG00000183971.5	11.625	0.335	3.241	4.70e-56
TSPYL2	ENSG00000184205.14	9.070	453.056	-5.495	1.02e-230
GOLGA6L4	ENSG00000184206.11	0.545	16.334	-3.488	3.40e-227
POU6F1	ENSG00000184271.15	3.835	33.155	-2.821	1.71e-129
TACSTD2	ENSG00000184292.6	107.455	0.770	5.937	5.40e-127
PRKD1	ENSG00000184304.14	1.760	12.205	-2.258	3.70e-95
MROH7	ENSG00000184313.19	0.845	9.790	-2.548	7.14e-95
PKP3	ENSG00000184363.9	35.585	0.265	4.854	4.06e-151
PLA2G6	ENSG00000184381.18	13.070	75.045	-2.434	9.19e-71
WDR27	ENSG00000184465.15	7.195	64.809	-3.005	5.52e-103
PROS1	ENSG00000184500.14	5.200	27.026	-2.176	4.70e-60
OR7E14P	ENSG00000184669.7	7.445	0.155	2.870	1.26e-116
SEP5	ENSG00000184702.17	8.610	39.060	-2.060	8.74e-48
TCEAL2	ENSG00000184905.8	1.950	82.609	-4.825	1.07e-103
USP18	ENSG00000184979.9	18.165	2.420	2.486	9.52e-64
SLC24A3	ENSG00000185052.11	1.940	12.915	-2.243	1.36e-74
FLRT2	ENSG00000185070.10	1.260	40.429	-4.196	2.45e-144
LRRC37B	ENSG00000185158.12	5.045	24.095	-2.054	7.40e-100
TNFAIP2	ENSG00000185215.8	119.813	17.845	2.681	2.90e-49
PRPF39	ENSG00000185246.17	8.020	35.260	-2.007	2.71e-110
UBALD2	ENSG00000185262.8	130.566	15.865	2.964	1.16e-123
WBSCR17	ENSG00000185274.11	5.335	29.675	-2.276	6.17e-42
NUPR1L	ENSG00000185290.3	8.570	0.090	3.134	8.38e-57
MAPK11	ENSG00000185386.14	1.225	12.300	-2.580	7.35e-148
TARSL2	ENSG00000185418.15	2.490	14.110	-2.114	5.38e-113
MUC1	ENSG00000185499.16	430.911	7.440	5.677	9.71e-123
NR2F2	ENSG00000185551.12	23.620	234.037	-3.255	2.59e-106
NTF3	ENSG00000185652.11	1.720	10.535	-2.084	1.29e-22
PRAME	ENSG00000185686.17	42.881	3.245	3.370	1.29e-49
IFIT1	ENSG00000185745.9	40.640	8.145	2.187	4.52e-30
NAT8L	ENSG00000185818.7	5.825	0.470	2.215	4.50e-47
KLHDC8B	ENSG00000185909.14	15.525	141.901	-3.112	4.67e-139
LEMD1	ENSG00000186007.9	22.955	0.805	3.730	1.61e-61
KIF18B	ENSG00000186185.13	6.190	0.050	2.776	1.11e-93
SAPCD2	ENSG00000186193.8	5.940	0.060	2.711	3.70e-95
GOLGA8R	ENSG00000186399.10	0.190	7.115	-2.770	1.60e-250
PDE2A	ENSG00000186642.15	1.100	10.030	-2.393	3.98e-110
LILRB4	ENSG00000186818.12	9.195	0.770	2.526	2.27e-46
TRABD2A	ENSG00000186854.10	1.460	25.403	-3.424	1.40e-72
ZDHHC17	ENSG00000186908.14	3.915	30.039	-2.659	1.30e-133
ESPN	ENSG00000187017.14	41.675	0.260	5.082	6.14e-122
MITF	ENSG00000187098.14	1.490	10.300	-2.182	1.54e-101
ISG15	ENSG00000187608.8	203.833	10.775	4.121	2.50e-71
THSD4	ENSG00000187720.14	26.195	2.410	2.995	1.55e-36
SECISBP2	ENSG00000187742.14	10.120	62.236	-2.508	2.52e-119
PEAR1	ENSG00000187800.13	0.660	17.785	-3.500	4.10e-202
PALM3	ENSG00000187867.8	5.225	0.170	2.412	3.12e-45
LCN10	ENSG00000187922.13	0.880	10.425	-2.603	1.49e-59
MAPK12	ENSG00000188130.13	1.745	25.998	-3.298	2.69e-134
SMTNL2	ENSG00000188176.11	0.245	5.965	-2.484	2.68e-67
HNRNPU-AS1	ENSG00000188206.6	5.035	28.165	-2.273	1.07e-63
PLA2G2A	ENSG00000188257.10	1.035	192.510	-6.571	1.07e-102
SBK1	ENSG00000188322.4	7.540	0.400	2.609	3.05e-66
NPIPP1	ENSG00000188599.17	9.860	57.775	-2.436	6.67e-100
GOLGA8M	ENSG00000188626.6	0.020	5.130	-2.587	1.46e-311
VWC2	ENSG00000188730.4	0.030	3.220	-2.035	7.61e-142
TMEM198	ENSG00000188760.10	1.625	11.288	-2.227	2.63e-76
PRELP	ENSG00000188783.5	7.050	112.310	-3.815	2.56e-79
LRRK2	ENSG00000188906.13	0.330	6.795	-2.551	3.55e-187
GJB3	ENSG00000188910.7	4.810	0.085	2.421	4.57e-59
USP32P1	ENSG00000188933.14	0.470	23.424	-4.054	4.75e-55
UBE2Q2P1	ENSG00000189136.8	0.990	26.178	-3.772	1.64e-211
HN1	ENSG00000189159.15	122.849	12.255	3.224	3.84e-115
MAOA	ENSG00000189221.9	1.760	43.968	-4.026	1.26e-137
FAM150B	ENSG00000189292.15	1.065	70.131	-5.106	1.88e-115
S100A14	ENSG00000189334.8	51.394	0.835	4.836	1.15e-113
MMP23B	ENSG00000189409.12	10.705	75.803	-2.714	1.33e-61
USP32P3	ENSG00000189423.11	0.410	5.540	-2.214	2.39e-113
RASSF10	ENSG00000189431.7	5.120	0.000	2.614	1.79e-50
IL1RAP	ENSG00000196083.9	11.680	2.155	2.007	7.43e-55
KIAA0895L	ENSG00000196123.12	4.825	93.762	-4.024	1.41e-177
HLA-DRB1	ENSG00000196126.10	198.610	22.350	3.096	1.09e-44
SERPINA3	ENSG00000196136.16	2.985	45.375	-3.541	3.48e-56
S100A4	ENSG00000196154.11	162.286	32.400	2.289	5.64e-40
PLEKHG4	ENSG00000196155.12	5.605	29.909	-2.226	1.08e-47
MPHOSPH8	ENSG00000196199.13	13.980	59.399	-2.011	4.08e-103
GREB1	ENSG00000196208.13	4.750	200.241	-5.129	1.96e-119
ZNF471	ENSG00000196263.7	1.040	17.345	-3.169	5.64e-178
NUDT11	ENSG00000196368.4	0.450	5.800	-2.229	2.73e-96
ZNF781	ENSG00000196381.10	0.360	4.855	-2.106	3.34e-135
S100A5	ENSG00000196420.7	3.210	0.000	2.074	3.54e-48
NPIPB15	ENSG00000196436.8	1.685	9.965	-2.030	1.44e-28
TCEAL3	ENSG00000196507.10	21.760	160.691	-2.829	1.35e-131
SULF2	ENSG00000196562.14	16.045	178.341	-3.395	2.91e-78
LAMA2	ENSG00000196569.11	1.340	64.958	-4.817	3.18e-207
SDHAF3	ENSG00000196636.7	32.055	6.755	2.092	3.20e-95
HSH2D	ENSG00000196684.12	9.200	0.285	2.989	1.01e-76
PDXDC2P	ENSG00000196696.12	3.650	22.289	-2.324	8.49e-93
ZNF431	ENSG00000196705.8	3.720	23.055	-2.349	2.09e-101
HLA-DQA1	ENSG00000196735.11	36.700	2.730	3.337	7.72e-35
S100A2	ENSG00000196754.10	30.205	1.455	3.668	3.86e-59
KIAA1211L	ENSG00000196872.10	7.535	0.545	2.466	6.70e-88
LAMB3	ENSG00000196878.12	16.880	0.775	3.332	1.44e-79
KPNA5	ENSG00000196911.9	2.110	12.335	-2.100	5.51e-124
HIST1H4C	ENSG00000197061.4	9.750	0.145	3.231	1.28e-109
ZNF300P1	ENSG00000197083.11	0.325	10.324	-3.095	3.63e-133
NOL4L	ENSG00000197183.12	26.435	3.185	2.713	1.21e-117
SERPINA1	ENSG00000197249.12	42.351	3.179	3.375	2.95e-55
KANK2	ENSG00000197256.10	23.845	194.657	-2.977	6.87e-109
RAMP2-AS1	ENSG00000197291.8	0.200	4.225	-2.122	2.98e-113
SVIL	ENSG00000197321.14	10.500	64.150	-2.502	3.23e-81
LYPD2	ENSG00000197353.3	4.870	0.000	2.553	1.38e-22
MAP3K5	ENSG00000197442.9	2.095	41.116	-3.766	8.80e-189
STMN3	ENSG00000197457.9	6.840	50.750	-2.723	9.95e-65
MIB2	ENSG00000197530.12	26.875	115.531	-2.064	6.44e-84
ZNF841	ENSG00000197608.11	2.265	14.850	-2.279	2.23e-110
MFAP5	ENSG00000197614.10	16.079	0.310	3.705	1.27e-44
KLHL14	ENSG00000197705.9	17.255	0.270	3.845	8.23e-121
HOXC6	ENSG00000197757.7	2.170	22.235	-2.874	9.20e-86
KLHDC1	ENSG00000197776.7	0.910	9.755	-2.493	2.85e-192
HIST1H2BK	ENSG00000197903.7	123.939	26.405	2.189	5.59e-45
TEAD4	ENSG00000197905.8	20.535	2.825	2.493	5.71e-84
SPG7	ENSG00000197912.13	21.950	106.753	-2.231	4.66e-101
FCHSD1	ENSG00000197948.10	7.365	39.535	-2.277	4.59e-93
SNHG12	ENSG00000197989.13	16.585	73.495	-2.083	3.45e-90
SULT1C4	ENSG00000198075.9	1.200	20.835	-3.311	1.26e-69
ZNF334	ENSG00000198185.11	3.115	15.650	-2.017	1.18e-51
