"","gene_id"
"1376","RAPGEF4"
"1377","MAP3K20"
"1378","FH"
"1379","SEL1L3"
"1380","CDV3"
"1381","ALKBH5"
"1382","SPAG7"
"1383","ZFHX4"
"1384","ZC3HC1"
"1385","ESR1"
"1386","RGS17"
"1387","ANGPT2"
"1388","TMEM101"
"1389","CCDC80"
"1390","PSME1"
"1391","PPP2R3C"
"1392","HAUS4"
"1393","OSGEP"
"1394","SLC22A17"
"1395","RNF31"
"1396","SCFD1"
"1397","G2E3"
"1398","HECTD1"
"1399","HNRNPC"
"1400","SUPT16H"
"1401","TOX4"
"1402","GEMIN2"
"1403","TINF2"
"1404","TRPM7"
"1405","TYRO3"
"1406","SNAP23"
"1407","PHGDH"
"1408","EZR"
"1409","MYL6"
"1410","AGO1"
"1411","RFFL"
"1412","UNC13D"
"1413","MFSD11"
"1414","DPYSL2"
"1415","TGFB2"
"1416","GPATCH2"
"1417","NUP50"
"1418","COMT"
"1419","ADA2"
"1420","ECHDC1"
"1421","LRRFIP2"
"1422","SEC22C"
"1423","XYLB"
"1424","HDAC6"
"1425","GABRP"
"1426","UPRT"
"1427","CDC23"
"1428","AAAS"
"1429","CBX5"
"1430","SUCO"
"1431","MAP3K1"
"1432","DHPS"
"1433","HOOK2"
"1434","ARCN1"
"1435","EPB41L4B"
"1436","PSMD5"
"1437","PTGS1"
"1438","NUP188"
"1439","CRAT"
"1440","SH2D3C"
"1441","NANS"
"1442","TBC1D2"
"1443","WHRN"
"1444","CWF19L1"
"1445","SEMA4G"
"1446","BTAF1"
"1447","IKZF5"
"1448","TLL2"
"1449","WAC"
"1450","CREM"
"1451","NUBP2"
"1452","SMIM24"
"1453","HIVEP1"
"1454","TREM2"
"1455","SRPK1"
"1456","BRPF3"
"1457","MRPS18A"
"1458","TMEM14A"
"1459","EFHC1"
"1460","HSP90AB1"
"1461","CDC5L"
"1462","ITPR3"
"1463","ZNF184"
"1464","DSP"
"1465","SIRT1"
"1466","HNRNPH3"
"1467","IFT74"
"1468","JAK2"
"1469","ABL1"
"1470","SH3GLB1"
"1471","SYDE2"
"1472","PCSK5"
"1473","SCD"
"1474","TMED1"
"1475","ABLIM1"
"1476","ERMP1"
"1477","RAB18"
"1478","NRP1"
"1479","HSD17B7P2"
"1480","PRTFDC1"
"1481","PALMD"
"1482","TSPAN15"
"1483","MACROH2A2"
"1484","WASHC2A"
"1485","MAST3"
"1486","MZF1"
"1487","OCEL1"
"1488","MYO9B"
"1489","KCNK6"
"1490","CATSPERG"
"1491","PSMD8"
"1492","FBXL19"
"1493","HSD3B7"
"1494","SETD1A"
"1495","BCL7C"
"1496","HNRNPM"
"1497","MARCHF2"
"1498","TECR"
"1499","TIMM13"
"1500","CDC34"
"1501","MTAP"
"1502","MISP"
"1503","CEP170B"
"1504","POLR2E"
"1505","POLRMT"
"1506","CDHR5"
"1507","RASSF7"
"1508","GADD45B"
"1509","PALM"
"1510","MKNK2"
"1511","ARVCF"
"1512","TRMT2A"
"1513","ZDHHC8"
"1514","KLHL22"
"1515","MED15"
"1516","SNAP29"
"1517","CRKL"
"1518","LZTR1"
"1519","MMP11"
"1520","SMARCB1"
"1521","SLC7A4"
"1522","BCL2L13"
"1523","DDT"
"1524","CABIN1"
"1525","TBC1D10A"
"1526","SUSD2"
"1527","SF3A1"
"1528","GGT5"
"1529","RNF215"
"1530","SEC14L2"
"1531","SPECC1L"
"1532","PPIL2"
"1533","YPEL1"
"1534","SNRPD3"
"1535","PES1"
"1536","MAPK1"
"1537","GGT1"
"1538","PPM1F"
"1539","TOP3B"
"1540","CYTH4"
"1541","ESS2"
"1542","CRYBB2P1"
"1543","MFNG"
"1544","CARD10"
"1545","LRP5L"
"1546","GRK3"
"1547","GGA1"
"1548","HIRA"
"1549","SH3BP1"
"1550","LGALS1"
"1551","HPS4"
"1552","SRRD"
"1553","PATZ1"
"1554","TRIOBP"
"1555","TFIP11"
"1556","GCAT"
"1557","ANKRD54"
"1558","EIF3L"
"1559","SNU13"
"1560","MICALL1"
"1561","CCDC134"
"1562","DEPDC5"
"1563","PICK1"
"1564","TTC28"
"1565","SLC5A1"
"1566","KDELR3"
"1567","DDX17"
"1568","TCF20"
"1569","HSCB"
"1570","CBY1"
"1571","TOMM22"
"1572","XBP1"
"1573","RTCB"
"1574","JOSD1"
"1575","FBXO7"
"1576","GTPBP1"
"1577","POLDIP3"
"1578","RAB36"
"1579","TIMP3"
"1580","PPP6R2"
"1581","SBF1"
"1582","SUN2"
"1583","CYB5R3"
"1584","DNAL4"
"1585","LMF2"
"1586","PACSIN2"
"1587","TTLL1"
"1588","AP1B1"
"1589","HMGXB4"
"1590","TOM1"
"1591","BIK"
"1592","MCAT"
"1593","THOC5"
"1594","ARSA"
"1595","TSPO"
"1596","TTLL12"
"1597","CBX7"
"1598","PDGFB"
"1599","RPL3"
"1600","ZMAT5"
"1601","RBFOX2"
"1602","SYNGR1"
"1603","TAB1"
"1604","ASCC2"
"1605","MTMR3"
"1606","MIEF1"
"1607","APOL4"
"1608","APOL1"
"1609","PNPLA3"
"1610","MYH9"
"1611","SAMM50"
"1612","TXN2"
"1613","EIF3D"
"1614","TNRC6B"
"1615","IFT27"
"1616","KIAA0930"
"1617","NCF4"
"1618","CSF2RB"
"1619","SLC25A17"
"1620","FAM118A"
"1621","KCTD17"
"1622","ST13"
"1623","IL2RB"
"1624","RBX1"
"1625","EP300"
"1626","L3MBTL2"
"1627","RANGAP1"
"1628","ZC3H7B"
"1629","PHF5A"
"1630","ACO2"
"1631","POLR3H"
"1632","TRMU"
"1633","PMM1"
"1634","DESI1"
"1635","CERK"
"1636","BRD1"
"1637","ZBED4"
"1638","ABHD4"
"1639","KHNYN"
"1640","FKBP3"
"1641","SDR39U1"
"1642","RBM23"
"1643","PRMT5"
"1644","AP4S1"
"1645","VCPKMT"
"1646","SOS2"
"1647","CDKL1"
"1648","NIN"
"1649","PSMC6"
"1650","GNPNAT1"
"1651","DDHD1"
"1652","CNIH1"
"1653","CGRRF1"
"1654","ATP6V1D"
"1655","CCDC198"
"1656","PLEK2"
"1657","PIGH"
"1658","PSMA3"
"1659","VTI1B"
"1660","TIMM9"
"1661","GSTZ1"
"1662","KIAA0586"
"1663","TMED8"
"1664","SAMD15"
"1665","AHSA1"
"1666","DAAM1"
"1667","SPTLC2"
"1668","RIN3"
"1669","LGMN"
"1670","ALKBH1"
"1671","SNW1"
"1672","ITPK1"
"1673","DHRS7"
"1674","PPM1A"
"1675","SIX4"
"1676","GALNT16"
"1677","CEP128"
"1678","ERH"
"1679","HIF1A"
"1680","SUSD6"
"1681","SRSF5"
"1682","EIF5"
"1683","SERPINA4"
"1684","DICER1"
"1685","ZFYVE21"
"1686","ZC3H14"
"1687","TELO2"
"1688","PCNX1"
"1689","GSKIP"
"1690","PSMC1"
"1691","PAPLN"
"1692","RPS6KA5"
"1693","PPP4R3A"
"1694","C14orf93"
"1695","PSMB5"
"1696","YY1"
"1697","ACIN1"
"1698","CCNB1IP1"
"1699","TRIP11"
"1700","APEX1"
"1701","PABPN1"
"1702","ARHGAP5"
"1703","CINP"
"1704","SRP54"
"1705","CHD8"
"1706","PRORP"
"1707","DCAF11"
"1708","PSMA6"
"1709","NFKBIA"
"1710","EMC9"
"1711","PSME2"
"1712","BRMS1L"
"1713","REC8"
"1714","TM9SF1"
"1715","SEC23A"
"1716","GMPR2"
"1717","PNN"
"1718","RABGGTA"
"1719","NFATC4"
"1720","PLTP"
"1721","PCIF1"
"1722","GSS"
"1723","MMP9"
"1724","TRPC4AP"
"1725","PYGB"
"1726","ABHD12"
"1727","NINL"
"1728","CD40"
"1729","UQCC1"
"1730","ZMYND8"
"1731","SGK2"
"1732","IFT52"
"1733","HNF4A"
"1734","NDRG3"
"1735","RAB5IF"
"1736","NFATC2"
"1737","PABPC1L"
"1738","STK4"
"1739","ADNP"
"1740","PFDN4"
"1741","CSTF1"
"1742","RAE1"
"1743","TPD52L2"
"1744","DNAJC5"
"1745","NELFCD"
"1746","CTSZ"
"1747","PRPF6"
"1748","PRELID3B"
"1749","MTG2"
"1750","PSMA7"
"1751","SLCO4A1"
"1752","MRGBP"
"1753","TCFL5"
"1754","DIDO1"
"1755","GID8"
"1756","SLC17A9"
"1757","ARFGAP1"
"1758","PTK6"
"1759","GMEB2"
"1760","ADISSP"
"1761","RNF24"
"1762","ARFRP1"
"1763","NDUFAF5"
"1764","CSNK2A1"
"1765","SLC52A3"
"1766","CDS2"
"1767","HM13"
"1768","SNPH"
"1769","SEC23B"
"1770","FERMT1"
"1771","PLCB4"
"1772","HCK"
"1773","TM9SF4"
"1774","TLDC2"
"1775","CRNKL1"
"1776","POFUT1"
"1777","SAMHD1"
"1778","KIF3B"
"1779","MROH8"
"1780","NOP56"
"1781","MANBAL"
"1782","IDH3B"
"1783","MAPRE1"
"1784","CDK5RAP1"
"1785","SNTA1"
"1786","TTI1"
"1787","RPRD1B"
"1788","PXMP4"
"1789","CHMP4B"
"1790","CST3"
"1791","ACTR5"
"1792","WFDC2"
"1793","AHCY"
"1794","PPP1R16B"
"1795","DHX35"
"1796","DNTTIP1"
"1797","MAP1LC3A"
"1798","PIGU"
"1799","ACOT8"
"1800","APMAP"
"1801","ZNF516"
"1802","ADNP2"
"1803","RBFA"
"1804","USP14"
"1805","VAPA"
"1806","METTL4"
"1807","LPIN2"
"1808","SMCHD1"
"1809","MYOM1"
"1810","MYL12A"
"1811","CEP76"
"1812","CEP192"
"1813","RNMT"
"1814","SMAD7"
"1815","RNF125"
"1816","ANKRD12"
"1817","POLI"
"1818","MIB1"
"1819","RBBP8"
"1820","RIOK3"
"1821","CSTF2"
"1822","MXRA5"
"1823","PSMD10"
"1824","ATG4A"
"1825","STS"
"1826","TBL1X"
"1827","PGRMC1"
"1828","POLA1"
"1829","NKAP"
"1830","NXT2"
"1831","MCTS2"
"1832","ALG13"
"1833","PRPS2"
"1834","MOSPD1"
"1835","AMMECR1"
"1836","WDR13"
"1837","SRPX"
"1838","XIAP"
"1839","STAG2"
"1840","ATP11C"
"1841","CCDC22"
"1842","PLP2"
"1843","PLS3"
"1844","NAA10"
"1845","ELF4"
"1846","SMARCA1"
"1847","ZC3H12B"
"1848","SLC25A14"
"1849","FMR1"
"1850","PIM2"
"1851","SCML2"
"1852","SLC35A2"
"1853","PQBP1"
"1854","EMD"
"1855","TAFAZZIN"
"1856","MAGT1"
"1857","SMS"
"1858","UBL4A"
"1859","CD99L2"
"1860","EEA1"
"1861","RP2"
"1862","JADE3"
"1863","CDK16"
"1864","USP11"
"1865","HTATSF1"
"1866","TIMP1"
"1867","FGD1"
"1868","PIN4"
"1869","PORCN"
"1870","MAGED2"
"1871","RBM3"
"1872","KLF8"
"1873","SRPX2"
"1874","SYTL4"
"1875","PBDC1"
"1876","ARMCX3"
"1877","BEX4"
"1878","NALCN"
"1879","NDFIP2"
"1880","TNFSF13B"
"1881","FNDC3A"
"1882","CDADC1"
"1883","CAB39L"
"1884","KLF5"
"1885","STK24"
"1886","ACP5"
"1887","DNAJC3"
"1888","UGGT2"
"1889","ARHGEF7"
"1890","PARP4"
"1891","SUPT20H"
"1892","MRPS31"
"1893","KPNA3"
"1894","FLT1"
"1895","RGCC"
"1896","VWA8"
"1897","DGKH"
"1898","KATNAL1"
"1899","INTS6"
"1900","DHRS12"
"1901","TSC22D1"
"1902","CLN5"
"1903","MGRN1"
"1904","ZNF629"
"1905","TRADD"
"1906","HSF4"
"1907","CORO1A"
"1908","MAPK3"
"1909","GDPD3"
"1910","ELMO3"
"1911","PHKB"
"1912","LYRM1"
"1913","NUTF2"
"1914","NUP93"
"1915","CENPT"
"1916","NFAT5"
"1917","LONP2"
"1918","N4BP1"
"1919","ARL2BP"
"1920","PLLP"
"1921","DHODH"
"1922","CTCF"
"1923","ACD"
"1924","POLR2C"
"1925","ZNF821"
"1926","MMP15"
"1927","USB1"
"1928","CYB5B"
"1929","CCDC113"
"1930","NME3"
"1931","NDRG4"
"1932","PSMD7"
"1933","SETD6"
"1934","SLC38A7"
"1935","VAC14"
"1936","HAS3"
"1937","TANGO6"
"1938","COG4"
"1939","SMPD3"
"1940","SLC7A6OS"
"1941","SLC7A6"
"1942","PLA2G15"
"1943","ESRP2"
"1944","FA2H"
"1945","WDR59"
"1946","MON1B"
"1947","CMC2"
"1948","AXIN1"
"1949","HCFC1R1"
"1950","NPRL3"
"1951","MPG"
"1952","HSDL1"
"1953","TAF1C"
"1954","NAGPA"
"1955","COTL1"
"1956","USP10"
"1957","TSC2"
"1958","ZNF500"
"1959","NME4"
"1960","NOMO3"
"1961","LMF1"
"1962","CIAO3"
"1963","MTHFSD"
"1964","CLCN7"
"1965","ANTKMT"
"1966","METRN"
"1967","FBXO31"
"1968","STUB1"
"1969","NUBP1"
"1970","UBE2I"
"1971","EEF2K"
"1972","CAPN15"
"1973","GSPT1"
"1974","ZNF174"
"1975","CLUAP1"
"1976","UBFD1"
"1977","EARS2"
"1978","ELOB"
"1979","GGA2"
"1980","CPPED1"
"1981","USP31"
"1982","HMOX2"
"1983","DNAJA3"
"1984","BFAR"
"1985","TOX3"
"1986","RBL2"
"1987","RPGRIP1L"
"1988","MAZ"
"1989","STX4"
"1990","CDIPT"
"1991","BCKDK"
"1992","KAT8"
"1993","NOMO1"
"1994","TMC5"
"1995","CCP110"
"1996","VPS35L"
"1997","RNF40"
"1998","KNOP1"
"1999","AAGAB"
"2000","IQCH"
"2001","LACTB"
"2002","CSK"
"2003","HERC1"
"2004","TRIP4"
"2005","MTFMT"
"2006","RASL12"
"2007","RAB11A"
"2008","CTSH"
"2009","TTC23"
"2010","CD276"
"2011","FAH"
"2012","RPAP1"
"2013","HOMER2"
"2014","EHD4"
"2015","TMEM87A"
"2016","ZNF106"
"2017","CEP152"
"2018","ATP8B4"
"2019","DTWD1"
"2020","GABPB1"
"2021","TJP1"
"2022","BMF"
"2023","DMXL2"
"2024","DNAJC17"
"2025","EIF3J"
"2026","SPG11"
"2027","RHOV"
"2028","VPS18"
"2029","SLC30A4"
"2030","BLOC1S6"
"2031","MYEF2"
"2032","SGK3"
"2033","PDGFRL"
"2034","CSPP1"
"2035","ZDHHC2"
"2036","BRF2"
"2037","TRIM35"
"2038","ZFAND1"
"2039","RP1"
"2040","FZD3"
"2041","INTS9"
"2042","NBN"
"2043","CPQ"
"2044","DECR1"
"2045","BPNT2"
"2046","SFRP1"
"2047","LAPTM4B"
"2048","UBE2W"
"2049","POP1"
"2050","NIPAL2"
"2051","IKBKB"
"2052","PLAT"
"2053","STK3"
"2054","GDAP1"
"2055","RAB2A"
"2056","EIF3E"
"2057","EMC2"
"2058","ESRP1"
"2059","CCN4"
"2060","NDRG1"
"2061","ZC2HC1A"
"2062","IL7"
"2063","ARMC1"
"2064","TRPS1"
"2065","SPAG1"
"2066","CHRAC1"
"2067","NCALD"
"2068","SNX16"
"2069","UBR5"
"2070","GSDMD"
"2071","GFUS"
"2072","PYCR3"
"2073","EEF1D"
"2074","SQLE"
"2075","SH2D4A"
"2076","INTS10"
"2077","ERI1"
"2078","MTMR9"
"2079","LEPROTL1"
"2080","DCTN6"
"2081","R3HCC1"
"2082","GSR"
"2083","TNFRSF10A"
"2084","PPP2CB"
"2085","ERICH1"
"2086","TUSC3"
"2087","ARHGEF10"
"2088","KLHDC4"
"2089","KCTD9"
"2090","ASAH1"
"2091","BNIP3L"
"2092","MAN2B1"
"2093","KCNN4"
"2094","NUCB1"
"2095","GYS1"
"2096","ECH1"
"2097","HNRNPL"
"2098","NFKBIB"
"2099","SARS2"
"2100","SNRNP70"
"2101","CLPTM1"
"2102","RELB"
"2103","CLASRP"
"2104","PPP1R37"
"2105","FCGRT"
"2106","PIH1D1"
"2107","ARHGEF18"
"2108","PPP1R13L"
"2109","PEX11G"
"2110","ERCC2"
"2111","DOT1L"
"2112","PLEKHJ1"
"2113","CD37"
"2114","SF3A2"
"2115","OAZ1"
"2116","TRMT1"
"2117","STX10"
"2118","DMPK"
"2119","TBC1D17"
"2120","TLE6"
"2121","YJU2B"
"2122","PTOV1"
"2123","TLE5"
"2124","SGTA"
"2125","MED25"
"2126","SNAPC2"
"2127","C19orf53"
"2128","TIMM44"
"2129","CCDC61"
"2130","VRK3"
"2131","FAM32A"
"2132","PPP6R1"
"2133","C19orf44"
"2134","MED26"
"2135","RASAL3"
"2136","AKAP8"
"2137","ILVBL"
"2138","ZNF419"
"2139","SYDE1"
"2140","POP4"
"2141","URI1"
"2142","PDCD5"
"2143","ANKRD27"
"2144","RPS16"
"2145","FBL"
"2146","DYRK1B"
"2147","AKT2"
"2148","PLD3"
"2149","PRX"
"2150","PIAS4"
"2151","NUMBL"
"2152","YJU2"
"2153","TBCB"
"2154","POLR2I"
"2155","CLIP3"
"2156","PRKD2"
"2157","TJP3"
"2158","CACTIN"
"2159","CCDC9"
"2160","HNRNPUL1"
"2161","FZR1"
"2162","BBC3"
"2163","TGFB1"
"2164","DENND3"
"2165","PLIN3"
"2166","MYH14"
"2167","NOP53"
"2168","ETFB"
"2169","CEACAM5"
"2170","BABAM1"
"2171","TYK2"
"2172","CDC37"
"2173","NAPA"
"2174","RABAC1"
"2175","MEGF8"
"2176","KDELR1"
"2177","CYTH2"
"2178","GRWD1"
"2179","CLEC11A"
"2180","CARD8"
"2181","ZNF175"
"2182","PLA2G4C"
"2183","RAB3D"
"2184","DBP"
"2185","TMEM205"
"2186","CAPS"
"2187","PLPPR2"
"2188","FAM83E"
"2189","RASIP1"
"2190","MIER2"
"2191","PLEKHA4"
"2192","PPP2R1A"
"2193","TNPO2"
"2194","WDR83OS"
"2195","GCDH"
"2196","LILRB5"
"2197","DNASE2"
"2198","LENG1"
"2199","PRPF31"
"2200","TFPT"
"2201","JAK3"
"2202","RPL18A"
"2203","ARRDC2"
"2204","ELL"
"2205","CRTC1"
"2206","COPE"
"2207","DDX49"
"2208","ARMC6"
"2209","USF2"
"2210","LSR"
"2211","KXD1"
"2212","FKBP8"
"2213","SUGP1"
"2214","ZNF14"
"2215","PBX4"
"2216","GSK3A"
"2217","ATP13A1"
"2218","ZNF574"
"2219","SIPA1L3"
"2220","ZNF85"
"2221","SMG9"
"2222","AVL9"
"2223","CFAP69"
"2224","GTPBP10"
"2225","CDK6"
"2226","PMPCB"
"2227","DNAJC2"
"2228","BET1"
"2229","NAMPT"
"2230","PIK3CG"
"2231","HBP1"
"2232","DUS4L"
"2233","SP4"
"2234","WDR91"
"2235","CBLL1"
"2236","MTPN"
"2237","GSDME"
"2238","ZC3HAV1"
"2239","TTC26"
"2240","OGDH"
"2241","ADAP1"
"2242","TFEC"
"2243","H2AZ2"
"2244","CAV2"
"2245","CAV1"
"2246","MET"
"2247","RNF32"
"2248","LMBR1"
"2249","DNAJB6"
"2250","IQCE"
"2251","TSPAN12"
"2252","SSBP1"
"2253","TAX1BP1"
"2254","CHN2"
"2255","GRB10"
"2256","COBL"
"2257","FKBP14"
"2258","PLEKHA8"
"2259","STX1A"
"2260","NOD1"
"2261","GARS1"
"2262","EPHB6"
"2263","MINDY4"
"2264","NSUN5P2"
"2265","CASP2"
"2266","NPTX2"
"2267","PDAP1"
"2268","BUD31"
"2269","PTCD1"
"2270","CYP3A5"
"2271","ZKSCAN1"
"2272","TAF6"
"2273","WASL"
"2274","MOSPD3"
"2275","PCOLCE"
"2276","RBM28"
"2277","USP42"
"2278","IMPDH1"
"2279","AGFG2"
"2280","LSM5"
"2281","SERPINE1"
"2282","AP1S1"
"2283","C1GALT1"
"2284","PLOD3"
"2285","ZNHIT1"
"2286","GLCCI1"
"2287","PHF14"
"2288","NRF1"
"2289","TMEM106B"
"2290","CEP41"
"2291","ZNF862"
"2292","SFRP4"
"2293","MEST"
"2294","ANKMY2"
"2295","ACTR3C"
"2296","TSPAN13"
"2297","RARRES2"
"2298","AGR2"
"2299","AHR"
"2300","CHCHD3"
"2301","GIMAP2"
"2302","TMEM176B"
"2303","GLI3"
"2304","PSMA2"
"2305","MRPL32"
"2306","COA1"
"2307","BLVRA"
"2308","URGCP"
"2309","TMEM248"
"2310","STAG3L4"
"2311","RHEB"
"2312","PRKAG2"
"2313","AEBP1"
"2314","BCL7B"
"2315","YKT6"
"2316","TBL2"
"2317","CLIP2"
"2318","EIF4H"
"2319","LIMK1"
"2320","SPATA6L"
"2321","FKTN"
"2322","SPIN1"
"2323","NMRK1"
"2324","TMEM245"
"2325","MEGF9"
"2326","TRIM14"
"2327","CORO2A"
"2328","TGFBR1"
"2329","SEC61B"
"2330","OGN"
"2331","ASPN"
"2332","PTGR1"
"2333","SUSD1"
"2334","ENG"
"2335","AK1"
"2336","CDC37L1"
"2337","PLGRKT"
"2338","TBC1D13"
"2339","RIC1"
"2340","KDM4C"
"2341","DOCK8"
"2342","KANK1"
"2343","NCS1"
"2344","TESK1"
"2345","CA9"
"2346","FUBP3"
"2347","CREB3"
"2348","RGP1"
"2349","MPDZ"
"2350","RIGI"
"2351","EDF1"
"2352","PIP5K1B"
"2353","BAG1"
"2354","RAPGEF1"
"2355","NPDC1"
"2356","APBA1"
"2357","SETX"
"2358","ABCA2"
"2359","SHB"
"2360","UBE2R2"
"2361","ABHD17B"
"2362","EXOSC3"
"2363","ZFAND5"
"2364","DVL1"
"2365","PDLIM1"
"2366","CCNJ"
"2367","HPS1"
"2368","PHYH"
"2369","RASSF4"
"2370","DNMBP"
"2371","RAB11FIP2"
"2372","CXCL12"
"2373","ERLIN1"
"2374","EIF3A"
"2375","CUBN"
"2376","TRDMT1"
"2377","DDX50"
"2378","MAPK8"
"2379","SEC23IP"
"2380","ATE1"
"2381","NSMCE4A"
"2382","PLEKHA1"
"2383","PALD1"
"2384","UNC5B"
"2385","CDH23"
"2386","VSIR"
"2387","SPOCK2"
"2388","MICU1"
"2389","PPP3CB"
"2390","CCSER2"
"2391","BMPR1A"
"2392","MINPP1"
"2393","LIPA"
"2394","TWNK"
"2395","LZTS2"
"2396","SFXN3"
"2397","FBXW4"
"2398","TNKS2"
"2399","GBF1"
"2400","CPEB3"
"2401","FBXL15"
"2402","CUEDC2"
"2403","SUFU"
"2404","ANKRD26"
"2405","ACBD5"
"2406","LHPP"
"2407","LARP4B"
"2408","GTPBP4"
"2409","EDRF1"
"2410","BCCIP"
"2411","MTPAP"
"2412","NEURL1"
"2413","SH3PXD2A"
"2414","PITRM1"
"2415","STN1"
"2416","GLRX3"
"2417","TASOR2"
"2418","XPNPEP1"
"2419","SMC3"
"2420","SHOC2"
"2421","TFAM"
"2422","CCDC6"
"2423","CUL2"
"2424","CCNY"
"2425","RPL28"
"2426","ZMIZ1"
"2427","DNAJC12"
"2428","PPIF"
"2429","PBLD"
"2430","TSPAN14"
"2431","TBC1D12"
"2432","NUFIP2"
"2433","GIT1"
"2434","RPL19"
"2435","FBXL20"
"2436","UBTF"
"2437","RAPGEFL1"
"2438","RAD51C"
"2439","SEPTIN4"
"2440","MTMR4"
"2441","TRIM37"
"2442","DHX40"
"2443","TUBD1"
"2444","KPNB1"
"2445","GOSR2"
"2446","PNPO"
"2447","RPS6KB1"
"2448","TRIM16L"
"2449","CDK5RAP3"
"2450","CBX1"
"2451","RECQL5"
"2452","PIGL"
"2453","INTS2"
"2454","CAMTA2"
"2455","MED13"
"2456","HOXB6"
"2457","ENO3"
"2458","PFN1"
"2459","RNF167"
"2460","SLC25A11"
"2461","RASD1"
"2462","RAI1"
"2463","NUP88"
"2464","C1QBP"
"2465","BLMH"
"2466","CPD"
"2467","GOSR1"
"2468","CCDC47"
"2469","MED31"
"2470","DRG2"
"2471","FTSJ3"
"2472","AKAP10"
"2473","SMARCD2"
"2474","ICAM2"
"2475","SYNGR2"
"2476","B9D1"
"2477","UTP6"
"2478","DDX5"
"2479","C17orf75"
"2480","CYTH1"
"2481","PSMD11"
"2482","LGALS3BP"
"2483","CCL2"
"2484","PEX12"
"2485","DHX58"
"2486","KAT2A"
"2487","RAB5C"
"2488","NAGLU"
"2489","MLX"
"2490","CNTNAP1"
"2491","ABI3"
"2492","EZH1"
"2493","PPP1R9B"
"2494","COL1A1"
"2495","MRPL27"
"2496","VAT1"
"2497","LRRC59"
"2498","HDAC5"
"2499","ABCC3"
"2500","LUC7L3"
"2501","SMURF2"
"2502","DUSP3"
"2503","EFTUD2"
"2504","PRKAR1A"
"2505","YWHAE"
"2506","RANGRF"
"2507","DPH1"
"2508","DHRS7B"
"2509","WSB1"
"2510","NHERF1"
"2511","MYH3"
"2512","NAT9"
"2513","TMEM104"
"2514","TNFAIP1"
"2515","IFT20"
"2516","CDR2L"
"2517","PMP22"
"2518","UNC119"
"2519","ALDOC"
"2520","SUPT6H"
"2521","RAB34"
"2522","PHF12"
"2523","TMEM33"
"2524","SLAIN2"
"2525","OCIAD1"
"2526","DCUN1D4"
"2527","USP46"
"2528","SULT1E1"
"2529","CHIC2"
"2530","NMU"
"2531","CRACD"
"2532","LAMTOR3"
"2533","NFKB1"
"2534","AREG"
"2535","MANBA"
"2536","UBE2D3"
"2537","ELF2"
"2538","NDUFC1"
"2539","TBC1D9"
"2540","ZNF330"
"2541","INPP4B"
"2542","GAB1"
"2543","KLHL2"
"2544","RPL34"
"2545","WFS1"
"2546","ANXA10"
"2547","GRPEL1"
"2548","GAR1"
"2549","FRG1"
"2550","CLCN3"
"2551","AADAT"
"2552","GALNT7"
"2553","DHX15"
"2554","SEPSECS"
"2555","TRIM2"
"2556","SLC2A9"
"2557","FBXW7"
"2558","TBC1D19"
"2559","NSD2"
"2560","SH3D19"
"2561","STIM2"
"2562","GLRB"
"2563","BST1"
"2564","RAPGEF2"
"2565","SNX25"
"2566","LRP2BP"
"2567","UFSP2"
"2568","KLF3"
"2569","KLHL5"
"2570","FAM149A"
"2571","UGDH"
"2572","CRYAB"
"2573","HTATIP2"
"2574","ELP4"
"2575","ZPR1"
"2576","MTCH2"
"2577","FNBP4"
"2578","SC5D"
"2579","JHY"
"2580","HSPA8"
"2581","VWA5A"
"2582","DNAJC4"
"2583","SIAE"
"2584","LPXN"
"2585","DTX4"
"2586","ATG2A"
"2587","EHD1"
"2588","OSBP"
"2589","UNC93B1"
"2590","PUS3"
"2591","DCPS"
"2592","KMT5B"
"2593","FOXRED1"
"2594","PPP6R3"
"2595","NRXN2"
"2596","MS4A6A"
"2597","MS4A4A"
"2598","ST3GAL4"
"2599","CPT1A"
"2600","CCND1"
"2601","PRPF19"
"2602","TMEM109"
"2603","TRIM3"
"2604","CHORDC1"
"2605","ANAPC15"
"2606","PANX1"
"2607","ARHGEF17"
"2608","CEP164"
"2609","RNF141"
"2610","CEP126"
"2611","EIF4G2"
"2612","IL10RA"
"2613","GALNT18"
"2614","BIRC2"
"2615","UBE4A"
"2616","DDX6"
"2617","CBL"
"2618","HIPK3"
"2619","KIAA1549L"
"2620","FBXO3"
"2621","PDHX"
"2622","COMMD9"
"2623","SLC15A3"
"2624","ACCS"
"2625","MDK"
"2626","AMBRA1"
"2627","MADD"
"2628","PTPMT1"
"2629","NAA40"
"2630","CARS1"
"2631","SOX6"
"2632","C11orf58"
"2633","RPS13"
"2634","AIP"
"2635","NUP98"
"2636","NDUFS8"
"2637","TCIRG1"
"2638","CHKA"
"2639","EXPH5"
"2640","HPS5"
"2641","GTF2H1"
"2642","VWF"
"2643","PSMD9"
"2644","P3H3"
"2645","PPFIBP1"
"2646","PRPF40B"
"2647","CD69"
"2648","PRDM4"
"2649","CLEC2B"
"2650","COQ5"
"2651","CORO1C"
"2652","CAPRIN2"
"2653","TSPAN11"
"2654","KCTD10"
"2655","SLC11A2"
"2656","MLEC"
"2657","MVK"
"2658","CSRNP2"
"2659","CAMKK2"
"2660","BIN2"
"2661","ATP5F1B"
"2662","PTGES3"
"2663","RSRC2"
"2664","CYP27B1"
"2665","LIN7A"
